periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
02/2025;qtd_aprovada;"432285 VESPASIANO CORREA";-;16;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120
02/2025;qtd_aprovada;"432290 VIADUTOS";-;19;-;99;-;84;-;-;-;-;-;-;6;-;-;-;430;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;649
02/2025;qtd_aprovada;"432300 VIAMAO";33996;-;1140;29751;-;3487;543;-;-;-;10;-;3207;16;-;4188;225791;4054;83;-;1157;85;4716;-;-;-;221;-;-;210;-;-;13;-;-;-;-;-;678;9;-;78;6;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;313454
02/2025;qtd_aprovada;"432310 VICENTE DUTRA";-;-;-;2275;-;-;-;-;-;-;-;-;-;-;-;-;937;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2496;-;-;-;-;-;5708
02/2025;qtd_aprovada;"432320 VICTOR GRAEFF";-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54
02/2025;qtd_aprovada;"432330 VILA FLORES";-;12;-;1722;-;20;6;8;7;-;6;-;-;-;-;-;42;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1915
02/2025;qtd_aprovada;"432335 VILA LANGARO";-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66
02/2025;qtd_aprovada;"432340 VILA MARIA";-;-;-;2534;-;-;-;-;-;-;-;-;24;-;-;31;1091;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3702
02/2025;qtd_aprovada;"432345 VILA NOVA DO SUL";-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;451;113;-;-;-;-;-;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;733
02/2025;qtd_aprovada;"432350 VISTA ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2025;qtd_aprovada;"432360 VISTA ALEGRE DO PRATA";-;10;-;1271;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1281
02/2025;qtd_aprovada;"432370 VISTA GAUCHA";-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;760;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;790
02/2025;qtd_aprovada;"432375 VITORIA DAS MISSOES";-;19;-;447;-;-;-;-;-;-;-;-;30;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;556
02/2025;qtd_aprovada;"432377 WESTFALIA";-;244;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;244
02/2025;qtd_aprovada;"432380 XANGRI-LA";-;128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8300;-;2;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8501
02/2025;qtd_aprovada;" MUNICIPIO IGNORADO - MS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2025;qtd_aprovada;"500020 AGUA CLARA";563;99;-;1565;-;463;281;-;-;-;-;-;128;-;-;8;7141;295;-;-;-;-;253;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10863
02/2025;qtd_aprovada;"500025 ALCINOPOLIS";147;-;-;1272;-;-;-;-;-;-;-;-;5;-;20;220;1717;134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3515
02/2025;qtd_aprovada;"500060 AMAMBAI";2;165;10;7148;-;425;130;-;-;-;-;-;154;54;-;-;4316;560;-;-;-;-;-;-;-;-;64;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13032
02/2025;qtd_aprovada;"500070 ANASTACIO";34;45;19;9318;-;4;303;-;-;-;-;-;83;-;-;65;8972;640;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;19699
02/2025;qtd_aprovada;"500080 ANAURILANDIA";82;-;-;33;-;94;-;-;-;-;-;-;19;-;-;-;1901;84;-;-;-;-;138;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2383
02/2025;qtd_aprovada;"500085 ANGELICA";-;17;-;2195;-;18;-;-;-;-;-;-;24;-;-;-;449;182;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2889
02/2025;qtd_aprovada;"500090 ANTONIO JOAO";215;4;-;3704;-;309;91;-;-;-;-;-;43;-;-;189;4415;286;-;-;-;-;-;-;-;-;47;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9305
02/2025;qtd_aprovada;"500100 APARECIDA DO TABOADO";2184;665;31;9844;-;746;172;263;-;-;-;-;595;-;-;380;21510;1412;-;-;-;-;201;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38196
02/2025;qtd_aprovada;"500110 AQUIDAUANA";2375;268;98;22511;-;1638;483;393;-;-;15;-;284;-;-;730;22413;1320;139;-;1207;11;948;7;-;-;76;-;2;18;-;-;7;-;-;-;-;-;152;-;-;-;13;-;-;-;-;-;-;-;37;9;-;-;-;-;-;-;-;55154
02/2025;qtd_aprovada;"500124 ARAL MOREIRA";13;-;36;-;-;-;44;-;-;-;-;-;44;-;-;14;3841;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4006
02/2025;qtd_aprovada;"500150 BANDEIRANTES";1047;17;-;-;-;-;-;-;-;-;-;-;29;-;-;120;3671;-;-;-;-;-;-;2;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4906
02/2025;qtd_aprovada;"500190 BATAGUASSU";1686;-;246;2836;-;36;-;136;-;-;-;-;70;-;-;786;17512;-;-;-;12;-;772;-;-;-;14;-;2;-;-;-;-;-;-;-;-;-;116;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24226
02/2025;qtd_aprovada;"500200 BATAYPORA";261;75;-;1927;-;-;-;-;-;-;-;-;-;-;-;85;4199;115;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6678
02/2025;qtd_aprovada;"500210 BELA VISTA";4893;41;135;5345;-;185;184;-;-;-;-;-;24;-;-;602;12476;234;-;-;-;-;291;-;-;-;41;-;1;-;-;-;1;-;-;-;-;-;132;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24585
02/2025;qtd_aprovada;"500215 BODOQUENA";-;28;2;458;-;198;-;-;-;-;-;-;-;-;-;-;3211;53;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3955
02/2025;qtd_aprovada;"500220 BONITO";2005;-;14;6809;-;120;323;-;-;-;-;-;161;-;-;323;9244;1208;25;-;-;-;-;368;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20631
02/2025;qtd_aprovada;"500230 BRASILANDIA";110;-;-;4;-;320;157;-;-;-;-;-;128;-;-;2;4615;63;-;-;-;-;-;-;-;-;30;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5435
02/2025;qtd_aprovada;"500240 CAARAPO";2736;108;10;10538;-;991;374;-;-;-;-;-;239;-;-;261;12319;2015;-;-;-;-;86;-;-;-;61;-;11;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;17;-;-;250;-;-;-;-;-;30023
02/2025;qtd_aprovada;"500260 CAMAPUA";2685;54;-;563;-;123;-;-;-;-;-;-;45;-;1;-;2035;1;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;5545
02/2025;qtd_aprovada;"500270 CAMPO GRANDE";9678;6346;7957;543923;6046;11202;8916;8862;335;140;747;2;38180;25000;4763;5306;409544;12480;458;2773;12458;7990;2134;531;-;-;2254;4;126;989;9;59;137;75;-;-;-;135;179;-;-;472;118;1058;-;-;-;113;-;1345987;22749;123;-;9933;-;-;-;-;-;2510291
02/2025;qtd_aprovada;"500280 CARACOL";10;68;-;3015;-;-;118;-;-;-;-;-;6;-;-;70;309;212;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3828
02/2025;qtd_aprovada;"500290 CASSILANDIA";43609;-;2809;5860;-;872;329;17;-;-;-;-;236;-;-;1672;68690;751;11;-;-;-;3409;2545;-;-;79;-;16;-;-;-;-;-;-;-;-;-;256;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12009;-;-;-;-;-;143170
02/2025;qtd_aprovada;"500295 CHAPADAO DO SUL";158;229;192;8476;-;1051;561;260;-;-;44;-;517;-;-;6;21537;1413;128;-;-;-;-;223;-;-;142;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17144;-;-;-;-;-;52082
02/2025;qtd_aprovada;"500310 CORGUINHO";-;-;-;805;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;805
02/2025;qtd_aprovada;"500315 CORONEL SAPUCAIA";3;34;-;1051;-;-;74;-;-;-;-;-;94;-;-;203;5227;-;-;-;-;-;-;-;-;-;31;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6718
02/2025;qtd_aprovada;"500320 CORUMBA";4531;461;206;21860;62;2011;814;308;296;6;3;-;914;-;-;1387;42186;1533;1;142;1473;-;1662;484;-;1;33;-;8;27;1;-;-;-;-;-;1;-;350;-;1;-;17;-;-;-;-;-;-;-;159;32;-;252;-;-;-;-;-;81222
02/2025;qtd_aprovada;"500325 COSTA RICA";1662;59;14;11129;-;497;633;747;290;-;-;-;404;-;-;2;9001;318;12;-;472;-;9;22;-;-;56;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;31;10;-;1155;-;-;-;-;-;26530
02/2025;qtd_aprovada;"500330 COXIM";7612;104;511;13106;-;1590;186;543;-;-;-;-;606;-;-;329;19514;1510;3;-;808;-;775;30;-;-;76;-;32;-;-;-;5;-;-;-;-;-;62;-;-;-;10;-;-;-;-;-;-;-;22;6;-;-;-;-;-;-;-;47440
02/2025;qtd_aprovada;"500345 DEODAPOLIS";239;9;-;837;-;96;-;-;-;-;-;-;-;-;-;38;3836;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5073
02/2025;qtd_aprovada;"500348 DOIS IRMAOS DO BURITI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85;7378;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7463
02/2025;qtd_aprovada;"500350 DOURADINA";4040;-;46;1503;-;32;-;-;-;-;-;-;-;-;-;179;4298;203;-;-;-;-;210;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10595
02/2025;qtd_aprovada;"500370 DOURADOS";1234;335;1148;64928;106;3807;2553;1397;168;89;145;11;3302;96;-;1120;66198;1847;252;878;2151;46;311;358;-;-;932;-;18;108;-;12;60;42;-;-;-;-;12;2;-;15;17;-;-;-;-;-;-;-;-;60;-;27897;-;-;-;-;-;181655
02/2025;qtd_aprovada;"500375 ELDORADO";106;60;7;2735;-;-;105;-;-;-;-;-;22;-;45;154;1625;79;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4987
02/2025;qtd_aprovada;"500380 FATIMA DO SUL";189;66;25;2765;-;683;251;-;-;-;52;-;843;-;-;34;7942;-;16;-;-;-;-;-;-;-;77;-;2;81;-;-;-;-;-;-;-;-;-;1;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13074
02/2025;qtd_aprovada;"500390 FIGUEIRAO";542;20;1;1927;-;123;52;-;-;-;-;-;176;-;-;74;3335;1;-;-;-;-;-;20;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6285
02/2025;qtd_aprovada;"500400 GLORIA DE DOURADOS";-;13;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1616;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1653
02/2025;qtd_aprovada;"500410 GUIA LOPES DA LAGUNA";109;-;-;3553;-;106;28;-;-;-;-;-;75;-;-;-;1581;313;-;-;-;-;-;45;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5830
02/2025;qtd_aprovada;"500430 IGUATEMI";781;144;10;3015;-;-;190;-;-;-;-;-;49;-;-;155;5146;116;-;-;-;-;-;-;-;-;22;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9629
02/2025;qtd_aprovada;"500440 INOCENCIA";49;-;-;865;-;261;82;-;-;-;-;-;38;-;-;4;5993;5;23;-;-;-;33;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7396
02/2025;qtd_aprovada;"500450 ITAPORA";-;48;-;-;-;100;251;-;-;-;-;-;100;-;-;-;6262;-;-;-;-;-;-;5;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6804
02/2025;qtd_aprovada;"500460 ITAQUIRAI";2;45;-;1963;-;100;123;-;-;-;-;-;7;-;10;-;2573;-;-;-;-;-;-;61;-;-;5;-;3;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4969
02/2025;qtd_aprovada;"500470 IVINHEMA";5238;296;215;7313;-;782;221;-;-;-;-;-;271;-;3;188;15279;87;-;-;-;6;-;3;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29965
02/2025;qtd_aprovada;"500480 JAPORA";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;13
02/2025;qtd_aprovada;"500490 JARAGUARI";2258;15;18;3572;-;-;31;-;-;-;-;-;-;-;20;391;4548;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10898
02/2025;qtd_aprovada;"500500 JARDIM";9793;9107;114;3975;-;566;322;91;-;-;-;-;127;-;-;471;7385;448;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;32456
02/2025;qtd_aprovada;"500510 JATEI";2;-;-;542;-;-;-;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;660
02/2025;qtd_aprovada;"500515 JUTI";1153;50;-;1794;-;127;87;-;-;-;-;-;42;-;-;125;5271;116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8765
02/2025;qtd_aprovada;"500520 LADARIO";-;-;-;8089;-;125;218;-;-;-;-;-;-;-;-;6;577;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9015
02/2025;qtd_aprovada;"500525 LAGUNA CARAPA";-;144;-;2674;-;18;-;-;-;-;-;-;-;-;-;-;1112;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3957
02/2025;qtd_aprovada;"500540 MARACAJU";34;1622;1449;22820;-;1424;871;338;-;-;76;-;501;-;-;472;17256;3092;12;-;-;-;103;19;-;-;290;-;1;-;-;-;-;-;-;-;-;-;18;1;-;76;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;50501
02/2025;qtd_aprovada;"500560 MIRANDA";1142;117;505;7389;-;509;364;-;-;-;-;-;129;-;-;100;7508;-;-;-;-;-;689;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;18583
02/2025;qtd_aprovada;"500568 MUNDO NOVO";105;26;-;852;-;178;-;-;-;-;-;-;49;-;-;-;3431;312;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;4975
02/2025;qtd_aprovada;"500570 NAVIRAI";4593;159;18;17648;1728;1960;610;720;-;-;72;-;672;-;-;754;26481;2069;46;-;-;-;-;-;-;-;24;-;10;13;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;57636
02/2025;qtd_aprovada;"500580 NIOAQUE";1366;18;51;669;-;183;204;-;-;-;-;-;22;-;-;5;3529;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6067
02/2025;qtd_aprovada;"500600 NOVA ALVORADA DO SUL";18;-;-;2835;-;161;90;-;-;-;-;-;21;-;-;-;1739;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4864
02/2025;qtd_aprovada;"500620 NOVA ANDRADINA";544;492;83;8412;-;2474;1037;-;-;-;-;-;397;-;-;151;22901;1019;10;-;-;-;658;13;-;-;277;-;1;-;-;-;-;16;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;38627
02/2025;qtd_aprovada;"500625 NOVO HORIZONTE DO SUL";-;101;-;532;-;26;21;-;-;-;-;-;12;-;-;-;1126;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1826
02/2025;qtd_aprovada;"500627 PARAISO DAS AGUAS";3118;-;85;-;-;102;8;22;-;-;-;-;9;-;-;352;6880;235;-;-;-;-;388;25;-;-;-;-;1;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;155;-;-;-;-;-;11439
02/2025;qtd_aprovada;"500630 PARANAIBA";29583;77;146;12447;-;1717;218;378;34;-;63;-;852;-;-;684;33030;16;5;-;843;-;1306;23;-;-;111;-;2;-;-;-;18;-;-;-;-;-;274;-;-;-;5;-;-;-;-;-;-;-;115;15;-;-;-;-;-;-;-;81962
02/2025;qtd_aprovada;"500635 PARANHOS";237;38;-;1688;-;261;72;-;-;-;-;-;-;-;-;125;3772;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6194
02/2025;qtd_aprovada;"500640 PEDRO GOMES";493;249;-;1577;-;64;89;-;-;-;-;-;24;-;-;8;1691;84;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4292
02/2025;qtd_aprovada;"500660 PONTA PORA";1165;183;269;45627;-;1644;397;411;138;-;153;-;803;4;-;407;25862;443;3;-;1384;2;930;-;-;-;58;-;30;27;-;-;-;-;-;-;-;-;285;27;-;-;3;-;-;-;-;-;-;-;89;33;-;-;-;-;-;-;-;80377
02/2025;qtd_aprovada;"500690 PORTO MURTINHO";2111;86;-;3804;-;432;144;-;-;-;-;-;-;-;-;20;2234;258;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9110
02/2025;qtd_aprovada;"500710 RIBAS DO RIO PARDO";2391;29;29;3191;-;203;427;-;-;-;-;-;469;-;-;431;23662;1211;-;-;-;-;138;62;-;-;56;-;1;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32327
02/2025;qtd_aprovada;"500720 RIO BRILHANTE";2546;98;-;10563;-;1354;207;154;-;-;-;-;376;-;-;1939;22796;1116;-;-;-;-;108;333;-;-;-;-;-;15;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;41623
02/2025;qtd_aprovada;"500730 RIO NEGRO";455;290;18;866;-;56;-;-;-;-;-;-;44;-;-;-;713;-;-;-;-;-;15;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2463
02/2025;qtd_aprovada;"500740 RIO VERDE DE MATO GROSSO";3488;44;266;7942;-;702;429;-;-;-;-;-;247;3;-;446;11164;210;-;-;-;-;220;8;-;-;200;-;5;-;-;4;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25480
02/2025;qtd_aprovada;"500750 ROCHEDO";1655;81;-;-;-;-;5;-;-;-;-;-;34;-;-;102;5201;-;-;-;-;-;93;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7208
