periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2025;valor_aprovado;"110010 GUAJARA-MIRIM";-;-;-;1158,03;-;5065,69;8845,10;-;-;-;-;-;457,75;-;-;-;27157,40;2379,64;-;-;-;-;-;-;-;-;-;-;-;12,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45075,88
01/2025;valor_aprovado;"110011 JARU";-;-;-;105754,60;-;27238,08;16906,45;-;11287,50;-;2071,74;-;918,23;-;-;41,00;258056,15;1030,93;293,21;-;-;40,45;-;-;304,72;-;79,26;-;-;24,54;205,50;-;-;-;-;-;-;-;1380,74;-;-;-;-;-;-;-;-;-;-;60429,60;-;-;-;-;-;486062,70
01/2025;valor_aprovado;"110012 JI-PARANA";97,20;-;-;123418,83;14412,44;-;6526,85;128301,76;69875,00;-;1653,78;-;364,71;-;-;64,00;288295,33;-;23567,77;-;511022,52;192,97;-;22,52;86224,60;-;132,10;-;-;-;-;-;-;-;-;-;-;29,86;3941,79;5850,06;-;-;-;-;-;-;157765,83;1376,20;610,56;5385,60;-;-;-;-;-;1429132,28
01/2025;valor_aprovado;"110013 MACHADINHO D'OESTE";-;-;-;21580,95;-;11506,24;4330,15;-;-;-;-;-;1009,40;-;-;-;142191,32;-;5,63;-;-;-;-;-;1093,08;-;26,42;-;-;-;-;-;-;-;-;-;-;-;66,81;-;-;-;-;-;-;-;-;-;-;7840,80;-;-;-;-;-;189650,80
01/2025;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;-;2209,24;-;2243,26;3737,25;-;-;-;-;-;66,95;-;-;3,00;23273,81;2209,73;334,84;-;-;-;-;-;226,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1138,50;-;-;-;-;-;35443,38
01/2025;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;87524,59;-;6921,77;13312,20;-;-;-;-;-;1163,90;-;-;-;83972,75;-;-;-;-;-;-;-;1719,02;-;-;-;-;-;-;-;-;-;-;-;-;29,86;556,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;195200,84
01/2025;valor_aprovado;"110018 PIMENTA BUENO";-;-;-;43761,10;-;8026,69;-;-;-;-;-;-;2586,95;-;-;-;78900,93;-;1348,84;-;-;-;-;-;9104,48;-;141,41;-;-;-;-;-;-;-;-;-;-;-;2895,10;-;-;-;-;-;-;-;-;-;-;19314,90;-;-;-;-;-;166080,40
01/2025;valor_aprovado;"110020 PORTO VELHO";988,10;-;16960,72;1315709,88;485345,24;141310,21;121866,79;551176,00;135987,50;67824,40;26842,13;-;208250,73;283197,70;-;1209,00;2257900,29;16959,29;17986,14;2313900,36;1252037,74;97297,57;150,88;-;79044,02;18,85;1448,90;192072,36;20,74;466,03;113,68;307,38;446,08;-;274,85;-;280,24;-;5114,92;20245,04;129302,37;7326,18;9504,00;-;17110,00;-;370156,16;1050953,98;166836,35;1290994,56;-;-;-;-;-;12654937,36
01/2025;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;3727,62;-;4349,47;-;-;-;-;-;-;175,10;-;-;-;831,60;5306,31;-;-;-;-;-;-;2462,58;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16858,31
01/2025;valor_aprovado;"110026 RIO CRESPO";-;-;-;1503,65;-;-;-;-;-;-;-;-;15,45;-;-;-;5038,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6557,12
01/2025;valor_aprovado;"110028 ROLIM DE MOURA";270,00;-;-;70845,52;-;4183,67;11134,75;14909,67;44277,50;-;-;-;981,13;-;-;148,00;158446,78;797,37;660,39;-;-;205,80;-;25,41;4240,36;-;-;-;-;-;-;22,62;-;19,79;-;-;-;-;246,79;-;-;-;-;-;-;-;74866,88;-;-;49058,85;-;-;-;-;-;435341,28
01/2025;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;1561,17;-;1176,89;-;-;-;-;-;-;20,60;-;-;1,00;5569,55;-;-;-;-;-;-;-;55,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8384,77
01/2025;valor_aprovado;"110030 VILHENA";27,00;-;-;40002,20;-;31483,65;23125,85;9475,17;225305,00;-;-;-;6434,38;-;-;229,00;211558,12;5320,88;125,83;-;41928,78;210,34;-;13,86;4901,76;-;-;-;-;36,81;-;-;-;-;-;-;-;-;2071,11;20109,03;-;-;-;-;-;-;-;7723,54;305,28;-;-;-;-;-;-;630387,59
01/2025;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;9050,65;-;1317,74;1581,80;-;-;-;-;-;123,60;-;-;-;38744,63;45,39;368,87;-;-;-;-;-;304,06;-;-;-;-;-;110,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9038,70;-;-;-;-;-;60686,40
01/2025;valor_aprovado;"110033 NOVA MAMORE";5,40;-;-;-;-;665,00;3243,35;-;-;-;-;-;87,55;-;-;-;38242,05;405,35;-;-;-;-;-;3,67;2692,92;-;-;-;-;-;-;12,97;-;-;-;-;-;-;178,16;-;-;-;-;-;-;-;-;-;-;18186,30;-;-;-;-;-;63722,72
01/2025;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;14538,41;-;3558,52;970,75;-;-;-;-;-;-;-;-;-;27486,71;-;-;-;-;-;-;-;434,22;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47015,03
01/2025;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";234,90;-;-;5985,34;-;-;1597,20;-;-;-;-;-;5,15;-;-;-;21273,80;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3078,90;-;-;-;-;-;32207,69
01/2025;valor_aprovado;"110040 ALTO PARAISO";-;-;-;17443,24;-;4061,04;4226,20;-;-;-;-;-;144,20;-;-;75,00;41124,29;-;1,44;-;-;-;-;-;453,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9603,00;-;-;-;-;-;77132,25
01/2025;valor_aprovado;"110045 BURITIS";132,30;-;-;59251,48;-;5895,64;3216,40;-;-;-;-;-;812,29;-;-;482,00;62938,72;2143,47;83,26;-;-;16,18;-;56,98;3462,54;-;26,42;-;59,72;-;28,42;13,54;-;-;-;-;147,96;-;67,72;-;-;-;-;-;-;-;-;-;-;66255,75;-;-;-;-;-;205090,79
01/2025;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;15093,62;-;2178,32;4061,75;-;-;-;-;-;175,10;-;-;-;12500,00;1335,93;-;-;-;-;-;-;5490,24;-;203,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13050,00;-;-;-;-;-;54088,52
01/2025;valor_aprovado;"110060 CACAULANDIA";-;-;-;6804,11;-;-;1185,25;-;-;-;-;-;30,90;-;-;72,00;14086,25;462,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22641,21
01/2025;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;5256,51;-;839,29;-;-;-;-;-;-;-;-;-;28,00;13088,12;-;-;-;-;-;-;-;11,84;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6227,10;-;-;-;-;-;25456,49
01/2025;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;44256,53;-;5569,47;1876,05;-;-;-;-;-;-;-;-;-;15303,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67005,64
01/2025;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;1071,59;-;-;2687,85;-;-;-;-;-;-;-;-;16,00;6242,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2960,10;-;-;-;-;-;12977,90
01/2025;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;13974,36;-;68,12;2234,10;-;-;-;-;-;267,80;-;-;43,00;16585,67;658,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;331,65;-;-;-;-;-;34162,77
01/2025;valor_aprovado;"110094 CUJUBIM";-;-;-;-;-;-;1334,30;-;-;-;-;-;-;-;-;35,00;41483,19;-;-;-;-;-;-;-;290,54;-;-;-;-;119,36;-;-;-;-;-;-;-;-;66,81;-;-;-;-;-;-;-;-;-;-;2054,40;-;-;-;-;-;45383,60
01/2025;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;6618,30;-;-;-;-;-;-;-;-;370,80;-;-;-;3027,84;-;-;-;-;-;-;-;296,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10312,94
01/2025;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;20201,46;-;1666,61;145,20;-;-;-;-;-;5,15;-;-;-;22223,51;6905,65;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13050,00;-;1119,60;-;-;-;-;-;65349,58
01/2025;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;2527,49;-;2089,54;2373,80;-;-;-;-;-;77,25;-;-;-;16119,16;476,25;96,48;-;-;-;-;-;2441,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;178,20;-;-;-;-;-;26379,33
01/2025;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;2172,23;-;8077,03;-;-;-;-;-;-;-;-;-;-;16561,17;-;-;-;-;-;-;-;1992,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28803,03
01/2025;valor_aprovado;"110140 MONTE NEGRO";-;-;-;13952,49;-;3188,69;4474,25;-;-;-;-;-;154,50;-;-;168,00;28463,79;1609,38;1,44;-;-;-;-;-;637,44;-;58,47;-;-;-;-;-;-;-;-;-;-;89,58;378,59;-;-;-;-;-;-;-;-;6750,00;-;13444,20;-;-;-;-;-;73370,82
01/2025;valor_aprovado;"110143 NOVA UNIAO";-;-;-;5804,35;-;5402,47;-;-;-;-;-;-;15165,79;-;-;-;13891,63;-;-;-;-;-;-;-;177,60;-;78,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40520,66
01/2025;valor_aprovado;"110145 PARECIS";-;-;-;-;-;-;-;-;-;-;-;-;288,40;-;-;-;20025,64;-;7946,64;-;-;-;-;-;-;-;3752,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32013,64
01/2025;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24,00;6301,85;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;148,50;-;-;-;-;-;6506,75
01/2025;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;2202,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;495,00;-;-;-;-;-;2697,93
01/2025;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;94,38;-;-;-;-;-;-;-;-;-;-;-;-;15359,10;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7915,05;-;-;-;-;-;23400,93
01/2025;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;23681,66;-;1336,14;1796,85;-;-;-;-;-;154,50;-;-;143,00;20762,34;4906,58;43,56;-;-;40,45;-;-;1218,04;-;120,34;-;-;-;-;-;-;-;-;-;-;-;44,54;-;-;-;-;-;-;-;-;-;-;33892,65;-;-;-;-;-;88140,65
01/2025;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;10741,62;-;1791,58;3751,55;-;7256,25;-;-;-;446,57;-;-;89,00;40214,27;332,68;-;-;-;-;-;-;555,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10449,45;-;-;-;-;-;75628,81
01/2025;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;5637,09;-;-;-;-;-;-;-;-;-;-;-;-;8239,40;-;-;-;-;-;-;-;651,12;-;28,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14555,76
01/2025;valor_aprovado;"110160 THEOBROMA";143,10;-;-;6005,35;-;1131,82;-;-;-;-;-;-;41,20;-;-;-;19316,96;-;-;-;-;-;-;-;97,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26735,63
01/2025;valor_aprovado;"110170 URUPA";-;-;98,70;12322,02;-;1400,80;-;1245,38;-;-;-;-;27,10;-;-;-;24787,43;-;5,92;-;-;-;-;-;2987,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42875,13
01/2025;valor_aprovado;"110175 VALE DO ANARI";-;-;-;10878,12;-;-;-;-;-;-;-;-;-;-;-;-;10465,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21062,25;-;-;-;-;-;42405,69
01/2025;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;3138,22;-;-;-;-;-;-;-;-;5,15;-;-;-;11756,73;-;-;-;-;-;-;-;162,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15062,22
01/2025;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9701,67;-;-;-;-;-;-;-;2796,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12498,07
01/2025;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;13906,13;-;1881,75;-;-;-;-;-;-;474,33;-;-;14,00;19961,16;-;-;-;-;-;-;-;692,20;-;22,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36952,09
01/2025;valor_aprovado;"120010 BRASILEIA";-;-;-;48795,17;-;94653,37;2195,60;22777,16;-;-;-;-;268,51;1584,45;-;90,00;72463,35;995,73;3202,38;-;198420,69;2293,81;-;-;5314,52;-;821,95;-;-;-;1765,81;12,97;-;-;-;-;75,30;-;-;1718,40;-;-;-;-;-;-;-;-;2354,17;-;-;-;-;-;-;459803,34
01/2025;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;885,49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;-;-;-;-;-;5610,49
01/2025;valor_aprovado;"120020 CRUZEIRO DO SUL";268,98;-;-;274768,58;-;32296,98;35902,60;105197,62;141195,00;-;1397,50;-;7899,93;4150,18;-;712,00;198886,37;7756,44;5951,85;-;225847,79;4562,00;-;31,92;3503,12;-;184,94;-;-;-;-;-;-;415,59;-;-;-;-;257,55;3242,68;-;-;-;-;-;-;10316,68;5749,00;5833,84;-;-;-;-;-;-;1076329,14
01/2025;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76,50
01/2025;valor_aprovado;"120030 FEIJO";-;-;-;61156,78;-;4266,42;-;-;-;-;-;-;-;-;-;-;60937,58;-;-;-;-;-;-;-;1011,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;127372,14
01/2025;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2678,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2678,12
01/2025;valor_aprovado;"120033 MANCIO LIMA";-;-;-;13391,60;-;5600,26;-;-;-;-;-;-;334,75;-;-;-;52492,03;-;-;-;-;-;-;-;8255,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80074,60
01/2025;valor_aprovado;"120034 MANOEL URBANO";-;-;-;14719,69;-;452,07;-;-;-;-;-;-;144,20;-;-;9,00;25411,73;-;-;-;-;-;-;-;1009,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41745,77
01/2025;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;8404,37;-;1203,15;-;-;-;-;-;-;-;-;-;55,00;10488,34;-;-;-;-;-;-;-;59,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20210,06
01/2025;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;19176,86;-;4272,71;-;-;-;-;-;-;339,90;-;-;-;44769,52;-;-;-;-;-;-;-;5237,68;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73875,93
01/2025;valor_aprovado;"120039 PORTO WALTER";-;-;-;-;-;454,98;-;-;-;-;-;-;76,33;-;-;12,00;8594,01;-;1,48;-;-;-;-;-;-;-;80,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9219,64
01/2025;valor_aprovado;"120040 RIO BRANCO";8256,60;-;12654,49;1392980,22;183406,78;152785,08;96441,87;844962,09;739877,50;15555,37;10133,44;13833,02;108212,93;780958,80;-;3892,00;945708,47;9582,21;2070,21;963473,34;1318364,05;72194,75;3096,92;89,00;89822,40;-;3721,87;195585,89;-;1242,51;-;5268,24;-;-;-;-;3369,88;1224,26;5545,23;1737,15;36340,03;-;-;-;8512,50;-;219816,41;183090,27;85094,08;759039,60;-;-;-;-;-;9277939,46
