periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
07/2024;valor_aprovado;"220230 CANTO DO BURITI";-;-;-;-;-;1977,29;943,80;-;-;-;-;-;350,20;-;-;-;84809,72;1727,90;-;-;-;-;373,51;-;911,20;-;988,00;-;-;-;-;-;-;-;-;-;872,42;-;-;-;-;-;-;-;-;-;11250,00;-;-;104204,04
07/2024;valor_aprovado;"220240 CAPITAO DE CAMPOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1429,07;-;-;-;-;-;-;-;312,28;-;67,56;-;-;-;-;-;-;-;-;-;-;89,58;-;-;-;-;-;-;-;-;6975,00;-;-;8873,49
07/2024;valor_aprovado;"220245 CAPITAO GERVASIO OLIVEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220250 CARACOL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
07/2024;valor_aprovado;"220253 CARAUBAS DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;5400,00
07/2024;valor_aprovado;"220255 CARIDADE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4275,00;-;-;4275,00
07/2024;valor_aprovado;"220260 CASTELO DO PIAUI";-;-;-;9137,06;-;3595,68;4242,70;-;-;-;-;-;587,10;-;-;-;16610,00;4978,22;-;-;-;-;-;-;1763,40;-;84,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18000,00;-;-;58998,61
07/2024;valor_aprovado;"220265 CAXINGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;5400,00
07/2024;valor_aprovado;"220270 COCAL";-;-;-;-;-;-;-;-;-;-;-;-;25,75;-;-;-;10770,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10796,50
07/2024;valor_aprovado;"220271 COCAL DE TELHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73,95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;5023,95
07/2024;valor_aprovado;"220272 COCAL DOS ALVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6525,00;-;-;6525,00
07/2024;valor_aprovado;"220273 COIVARAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220275 COLONIA DO GURGUEIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220277 COLONIA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10125,00;-;-;10125,00
07/2024;valor_aprovado;"220280 CONCEICAO DO CANINDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
07/2024;valor_aprovado;"220285 CORONEL JOSE DIAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220290 CORRENTE";-;-;-;4288,36;-;7667,20;745,25;-;-;-;-;-;154,50;-;-;-;5896,19;3830,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;27307,32
07/2024;valor_aprovado;"220300 CRISTALANDIA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
07/2024;valor_aprovado;"220310 CRISTINO CASTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8627,00;-;-;-;-;-;-;-;1246,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9873,00
07/2024;valor_aprovado;"220320 CURIMATA";-;-;-;3203,68;-;16823,34;-;-;-;-;-;-;1210,25;-;-;-;22927,51;1296,18;-;-;-;-;-;-;2965,48;-;1935,12;-;1008,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;56095,53
07/2024;valor_aprovado;"220323 CURRAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
07/2024;valor_aprovado;"220325 CURRALINHOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
07/2024;valor_aprovado;"220327 CURRAL NOVO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220330 DEMERVAL LOBAO";-;-;-;1010,02;-;5408,89;-;-;-;-;-;-;324,45;-;-;-;46430,60;1924,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13500,00;-;-;68598,00
07/2024;valor_aprovado;"220335 DIRCEU ARCOVERDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
07/2024;valor_aprovado;"220340 DOM EXPEDITO LOPES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220342 DOMINGOS MOURAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220345 DOM INOCENCIO";5,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1840,01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;7245,41
07/2024;valor_aprovado;"220350 ELESBAO VELOSO";-;-;-;8087,85;-;1592,74;894,85;-;-;-;-;-;-;-;-;-;36692,92;8490,35;-;-;-;-;-;-;1848,64;-;33,78;-;-;-;-;22,62;559,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58223,73
07/2024;valor_aprovado;"220360 ELISEU MARTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220370 ESPERANTINA";-;-;-;9250,36;-;7869,51;3039,02;-;-;-;-;-;1673,21;-;-;-;151088,62;22008,87;2799,81;-;-;-;-;-;605,54;-;26,42;1296750,00;-;-;-;-;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;18000,00;-;-;1513141,22
07/2024;valor_aprovado;"220375 FARTURA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;5850,00
07/2024;valor_aprovado;"220380 FLORES DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
07/2024;valor_aprovado;"220385 FLORESTA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
07/2024;valor_aprovado;"220390 FLORIANO";265,20;-;-;224726,10;21827,57;37871,97;4587,55;63246,18;-;-;-;-;1510,46;-;-;349,00;160039,67;71622,99;13416,77;-;1079472,70;-;-;-;347,40;-;435,05;-;-;13,06;7913,80;-;-;-;-;-;1086,84;-;-;18385,81;-;-;-;-;-;-;-;4623,96;-;1711742,08
07/2024;valor_aprovado;"220400 FRANCINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220410 FRANCISCO AYRES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
07/2024;valor_aprovado;"220415 FRANCISCO MACEDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;5400,00
07/2024;valor_aprovado;"220420 FRANCISCO SANTOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11740,47;2996,20;-;-;-;-;-;-;1313,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;21000,15
07/2024;valor_aprovado;"220430 FRONTEIRAS";-;-;-;-;-;1101,15;3628,35;-;-;-;-;-;1184,50;-;-;-;16199,70;1947,39;-;-;-;-;-;-;2662,00;-;-;-;1612,44;-;-;-;-;-;-;-;-;3583,20;-;-;-;-;-;-;-;-;3375,00;-;-;35293,73
07/2024;valor_aprovado;"220435 GEMINIANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220440 GILBUES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;517,02;-;-;-;-;-;10,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6300,00;-;-;6827,46
07/2024;valor_aprovado;"220450 GUADALUPE";-;-;-;3988,47;-;712,86;-;-;-;-;-;-;-;-;-;-;4956,14;1396,61;-;-;-;-;-;-;427,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;15981,12
07/2024;valor_aprovado;"220455 GUARIBAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220460 HUGO NAPOLEAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;220,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4945,00
07/2024;valor_aprovado;"220465 ILHA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220470 INHUMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2891,05;1882,80;-;-;-;-;-;-;85,98;-;28,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18900,00;-;-;23787,98
07/2024;valor_aprovado;"220480 IPIRANGA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2156,39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;7556,39
07/2024;valor_aprovado;"220490 ISAIAS COELHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4310,00;-;-;-;-;-;-;-;1178,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6300,00;-;-;11788,24
07/2024;valor_aprovado;"220500 ITAINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12150,00;-;-;12150,00
07/2024;valor_aprovado;"220510 ITAUEIRA";-;-;-;-;-;732,66;-;-;-;-;-;-;-;-;-;-;1377,00;1053,54;2797,30;-;-;-;-;-;828,80;-;140,75;-;447,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;11877,95
07/2024;valor_aprovado;"220515 JACOBINA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10125,00;-;-;10125,00
07/2024;valor_aprovado;"220520 JAICOS";-;-;-;-;-;-;2313,30;-;-;-;-;-;-;-;-;-;49516,10;3497,68;-;-;-;-;391,27;-;899,30;-;-;-;-;-;-;-;-;-;-;-;1656,32;-;-;-;-;-;-;-;-;-;11700,00;-;306,90;70280,87
07/2024;valor_aprovado;"220525 JARDIM DO MULATO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
07/2024;valor_aprovado;"220527 JATOBA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
07/2024;valor_aprovado;"220530 JERUMENHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;126,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4626,00
07/2024;valor_aprovado;"220535 JOAO COSTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
07/2024;valor_aprovado;"220540 JOAQUIM PIRES";-;-;-;3524,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;9374,96
07/2024;valor_aprovado;"220545 JOCA MARQUES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220550 JOSE DE FREITAS";-;-;-;6174,92;-;4189,76;2420,00;-;-;-;-;-;1622,25;-;-;-;122660,84;5071,62;-;-;-;-;367,74;-;887,26;-;-;-;-;-;-;-;-;-;-;-;779,80;-;-;-;-;-;-;-;-;-;7875,00;-;-;152049,19
07/2024;valor_aprovado;"220551 JUAZEIRO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7875,00;-;-;7875,00
07/2024;valor_aprovado;"220552 JULIO BORGES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8550,00;-;-;8550,00
07/2024;valor_aprovado;"220553 JUREMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
07/2024;valor_aprovado;"220554 LAGOINHA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
07/2024;valor_aprovado;"220555 LAGOA ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2366,35;-;-;-;-;-;-;23,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;6890,03
07/2024;valor_aprovado;"220556 LAGOA DO BARRO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
07/2024;valor_aprovado;"220557 LAGOA DE SAO FRANCISCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;5400,00
07/2024;valor_aprovado;"220558 LAGOA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220559 LAGOA DO SITIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220560 LANDRI SALES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
07/2024;valor_aprovado;"220570 LUIS CORREIA";-;-;-;1117,86;-;-;-;-;-;-;-;-;180,25;-;-;-;53667,85;11567,76;-;-;-;-;-;-;810,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67344,32
07/2024;valor_aprovado;"220580 LUZILANDIA";-;-;-;6617,03;-;3968,05;2120,80;-;-;-;-;-;453,20;-;-;-;56237,77;-;-;-;-;-;136,15;-;3052,50;-;-;-;-;-;-;-;62,22;-;-;-;725,52;-;-;-;-;-;-;-;-;-;9000,00;-;-;82373,24
07/2024;valor_aprovado;"220585 MADEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;-;6750,00
07/2024;valor_aprovado;"220590 MANOEL EMIDIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220595 MARCOLANDIA";-;-;-;-;-;272,84;745,80;-;-;-;-;-;20,60;-;-;-;500,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;6264,24
07/2024;valor_aprovado;"220600 MARCOS PARENTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;5850,00
07/2024;valor_aprovado;"220605 MASSAPE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
07/2024;valor_aprovado;"220610 MATIAS OLIMPIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;-;5635,00
07/2024;valor_aprovado;"220620 MIGUEL ALVES";-;-;-;8271,79;-;-;6702,30;-;-;-;-;-;-;-;-;-;6306,00;7318,80;-;-;-;-;256,71;-;2397,68;-;-;-;-;-;-;-;-;-;-;-;466,03;-;-;-;-;-;-;-;-;-;7650,00;-;-;39369,31
07/2024;valor_aprovado;"220630 MIGUEL LEAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
07/2024;valor_aprovado;"220635 MILTON BRANDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
07/2024;valor_aprovado;"220640 MONSENHOR GIL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3825,00;-;-;3825,00
07/2024;valor_aprovado;"220650 MONSENHOR HIPOLITO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
07/2024;valor_aprovado;"220660 MONTE ALEGRE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3080,00;-;-;-;-;-;-;-;111,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;7916,52
07/2024;valor_aprovado;"220665 MORRO CABECA NO TEMPO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
07/2024;valor_aprovado;"220667 MORRO DO CHAPEU DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7425,00;-;-;7425,00
07/2024;valor_aprovado;"220669 MURICI DOS PORTELAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;valor_aprovado;"220670 NAZARE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3150,00;-;-;3150,00
07/2024;valor_aprovado;"220672 NAZARIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
07/2024;valor_aprovado;"220675 NOSSA SENHORA DE NAZARE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
07/2024;valor_aprovado;"220680 NOSSA SENHORA DOS REMEDIOS";-;-;-;2865,26;-;1007,17;1210,00;-;-;-;-;-;133,90;-;-;-;9254,55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;18970,88
07/2024;valor_aprovado;"220690 NOVO ORIENTE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5490,47;-;-;-;-;-;-;-;35,52;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;10492,88
07/2024;valor_aprovado;"220695 NOVO SANTO ANTONIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
