periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
09/2024;valor_aprovado;"170290 AXIXA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4502,32
09/2024;valor_aprovado;"170300 BABACULANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;5175,00
09/2024;valor_aprovado;"170305 BANDEIRANTES DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;128,75;-;-;-;1470,00;497,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;242,55;2338,54
09/2024;valor_aprovado;"170307 BARRA DO OURO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
09/2024;valor_aprovado;"170310 BARROLANDIA";-;-;-;3036,21;-;-;932,80;-;-;-;-;-;298,70;-;-;-;4478,02;-;-;-;-;-;-;-;71,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;13316,77
09/2024;valor_aprovado;"170320 BERNARDO SAYAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1366,20;1380,20
09/2024;valor_aprovado;"170330 BOM JESUS DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"170360 BRASILANDIA DO TOCANTINS";-;-;-;308,49;-;-;-;-;-;-;-;-;-;-;-;9,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;317,49
09/2024;valor_aprovado;"170370 BREJINHO DE NAZARE";2,70;-;-;-;-;-;-;-;-;-;-;-;144,20;-;-;-;3781,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3928,50
09/2024;valor_aprovado;"170380 BURITI DO TOCANTINS";-;-;-;-;-;-;2570,70;-;-;-;-;-;-;-;-;20,00;1155,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1603,20;5349,65
09/2024;valor_aprovado;"170382 CACHOEIRINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2250,00;-;-;2250,00
09/2024;valor_aprovado;"170384 CAMPOS LINDOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;160,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;160,02
09/2024;valor_aprovado;"170386 CARIRI DO TOCANTINS";-;-;-;6912,24;-;-;1002,10;-;-;-;-;-;139,05;-;-;11,00;10092,37;-;32,56;-;-;-;-;-;352,66;-;28,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;675,00;-;2356,20;21601,33
09/2024;valor_aprovado;"170388 CARMOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
09/2024;valor_aprovado;"170389 CARRASCO BONITO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1125,00;-;237,60;1366,60
09/2024;valor_aprovado;"170390 CASEARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
09/2024;valor_aprovado;"170410 CENTENARIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"170460 CHAPADA DE AREIA";-;-;-;3369,14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2567,70;5936,84
09/2024;valor_aprovado;"170510 CHAPADA DA NATIVIDADE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;103,95;103,95
09/2024;valor_aprovado;"170550 COLINAS DO TOCANTINS";2,70;-;-;29780,34;-;8151,96;8375,40;1473,98;-;-;-;-;2490,71;-;-;-;78908,58;3501,77;233,76;-;-;-;34,20;-;386,94;-;-;-;388,18;-;-;-;-;-;-;-;1139,36;-;-;-;-;-;-;-;-;-;-;10650,00;-;-;145517,88
09/2024;valor_aprovado;"170555 COMBINADO";-;-;-;3631,96;-;-;-;-;-;-;-;-;-;-;-;2,00;-;963,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;1019,70;10116,73
09/2024;valor_aprovado;"170560 CONCEICAO DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2669,31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9900,00;-;-;12569,31
09/2024;valor_aprovado;"170600 COUTO MAGALHAES";-;-;-;4696,47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4696,47
09/2024;valor_aprovado;"170610 CRISTALANDIA";-;-;-;-;-;4001,93;-;-;-;-;-;-;-;-;-;-;8149,35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;17551,28
09/2024;valor_aprovado;"170625 CRIXAS DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"170650 DARCINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;1054,35;6353,95
09/2024;valor_aprovado;"170700 DIANOPOLIS";216,00;-;-;36552,48;-;10487,21;10731,60;-;-;-;-;-;710,70;-;-;67,00;82746,58;1400,77;-;-;-;-;148,31;-;764,28;-;-;-;-;-;-;-;-;-;-;-;63,82;-;-;-;-;-;-;-;-;-;-;8100,00;-;-;151988,75
09/2024;valor_aprovado;"170710 DIVINOPOLIS DO TOCANTINS";-;-;-;7820,36;-;2510,11;1002,10;-;-;-;-;-;1292,65;-;-;3,00;31001,92;192,95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;1499,85;50947,94
09/2024;valor_aprovado;"170720 DOIS IRMAOS DO TOCANTINS";-;-;-;3870,51;-;1035,62;-;-;-;-;-;-;10,30;-;-;8,00;2108,61;-;-;-;-;-;-;-;92,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7125,68
09/2024;valor_aprovado;"170730 DUERE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"170740 ESPERANTINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;8137,80;13996,80
09/2024;valor_aprovado;"170755 FATIMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1504,80;1514,80
09/2024;valor_aprovado;"170765 FIGUEIROPOLIS";-;-;-;-;-;-;348,70;-;-;-;-;-;-;-;-;-;6797,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1044,45;8190,45
09/2024;valor_aprovado;"170770 FILADELFIA";-;-;-;123,47;-;-;-;-;-;-;-;-;160,10;-;-;-;14778,09;-;-;-;-;-;-;-;356,40;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;20609,95
09/2024;valor_aprovado;"170820 FORMOSO DO ARAGUAIA";27,00;-;-;23604,62;-;7610,42;11027,50;-;-;-;-;-;422,30;-;-;2,00;44813,97;1699,88;425,25;-;-;-;-;-;2208,00;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10575,00;-;9840,60;112262,17
09/2024;valor_aprovado;"170825 TABOCAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;2880,90;7415,88
09/2024;valor_aprovado;"170830 GOIANORTE";-;-;-;-;-;-;72,60;-;-;-;-;-;-;-;-;2,00;6881,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;450,00;-;-;7406,30
09/2024;valor_aprovado;"170900 GOIATINS";-;-;-;-;-;81,16;1318,90;-;-;-;-;-;-;-;-;12,00;16037,23;336,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9400,05;27185,58
09/2024;valor_aprovado;"170930 GUARAI";-;-;-;149124,36;-;556,87;8302,25;13505,00;9675,00;-;2745,12;-;629,55;460,08;-;10,00;33582,79;685,15;-;-;-;24,27;-;-;819,60;-;132,10;250,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;220502,14
09/2024;valor_aprovado;"170950 GURUPI";252,78;-;124,46;247427,52;7104,33;30054,35;6667,60;57544,42;11825,00;-;8373,82;-;2415,92;7333,74;-;62,00;225372,60;-;1620,99;-;338222,16;8491,26;829,59;-;301,60;-;100,68;125,00;149,30;51,75;531,50;29,84;-;-;-;-;251,94;-;-;4411,81;4042,50;-;-;-;-;-;6168,32;54450,00;101,76;24933,15;1049371,69
09/2024;valor_aprovado;"170980 IPUEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43,47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;257,40;300,87
09/2024;valor_aprovado;"171050 ITACAJA";-;-;-;4809,54;-;2142,99;2057,00;-;-;-;-;-;334,75;-;-;12,00;20138,04;-;-;-;-;-;-;-;402,50;-;90,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;34486,90
09/2024;valor_aprovado;"171070 ITAGUATINS";-;-;-;-;-;-;-;-;-;-;-;-;133,90;-;-;23,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;156,90
09/2024;valor_aprovado;"171090 ITAPIRATINS";-;-;-;2840,74;-;-;587,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6075,00;-;-;9503,14
09/2024;valor_aprovado;"171110 ITAPORA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2936,95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2936,95
09/2024;valor_aprovado;"171150 JAU DO TOCANTINS";-;-;-;13122,30;-;-;1209,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;19506,75
09/2024;valor_aprovado;"171180 JUARINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"171190 LAGOA DA CONFUSAO";-;-;-;-;-;9,50;-;-;-;-;-;-;-;-;-;15,00;10395,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;-;16045,30
09/2024;valor_aprovado;"171195 LAGOA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"171200 LAJEADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;239,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;994,95;5734,03
09/2024;valor_aprovado;"171215 LAVANDEIRA";-;-;-;1388,26;-;-;-;-;-;-;-;-;-;-;-;-;-;109,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9000,00;-;1311,75;11809,47
09/2024;valor_aprovado;"171240 LIZARDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;222,75;225,75
09/2024;valor_aprovado;"171245 LUZINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"171250 MARIANOPOLIS DO TOCANTINS";-;-;-;6977,50;-;-;847,00;-;-;-;-;-;-;-;-;9,00;-;436,36;-;-;-;-;8,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600,00;-;-;11877,98
09/2024;valor_aprovado;"171270 MATEIROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"171280 MAURILANDIA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8100,00;-;-;8103,00
09/2024;valor_aprovado;"171320 MIRACEMA DO TOCANTINS";-;-;-;25956,37;-;19434,93;4048,00;-;-;-;-;-;942,45;-;-;70,00;76266,73;1631,79;402,55;-;-;40,45;-;-;5469,28;-;56,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3935,25;138253,80
09/2024;valor_aprovado;"171330 MIRANORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10,00;40826,97;-;-;-;-;-;-;-;4161,36;-;-;-;-;-;-;-;-;-;-;-;-;-;222,70;-;-;-;-;-;-;-;-;-;-;5167,80;50388,83
09/2024;valor_aprovado;"171360 MONTE DO CARMO";-;-;-;2525,37;-;-;-;-;-;-;-;-;-;-;-;4,00;4247,60;-;-;-;-;-;-;-;712,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2925,00;-;2524,50;12939,27
09/2024;valor_aprovado;"171370 MONTE SANTO DO TOCANTINS";-;-;-;4533,93;104,80;-;770,55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2103,75;7513,03
09/2024;valor_aprovado;"171380 PALMEIRAS DO TOCANTINS";-;-;-;13135,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13135,02
09/2024;valor_aprovado;"171395 MURICILANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"171420 NATIVIDADE";-;-;-;6545,33;-;1044,57;-;-;-;-;-;-;427,45;-;-;-;12270,87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3825,00;-;6717,90;30831,12
09/2024;valor_aprovado;"171430 NAZARE";-;-;-;1259,39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;-;6884,39
09/2024;valor_aprovado;"171488 NOVA OLINDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42880,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8550,00;-;1806,75;53237,39
09/2024;valor_aprovado;"171500 NOVA ROSALANDIA";-;-;-;1932,20;-;413,15;580,25;-;-;-;-;-;-;-;-;4,00;-;2141,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;2400,60;13097,16
09/2024;valor_aprovado;"171510 NOVO ACORDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"171515 NOVO ALEGRE";-;-;-;4323,48;-;-;-;-;-;-;-;-;133,90;-;-;18,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11568,15;16043,53
09/2024;valor_aprovado;"171525 NOVO JARDIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"171550 OLIVEIRA DE FATIMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"171570 PALMEIRANTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"171575 PALMEIROPOLIS";-;-;-;18112,93;-;1626,51;970,75;-;-;-;-;-;-;-;-;15,00;29810,57;286,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6300,00;-;2326,50;59448,98
09/2024;valor_aprovado;"171610 PARAISO DO TOCANTINS";-;-;-;156004,62;-;10074,70;17456,45;-;-;-;-;-;432,60;-;-;282,00;146678,07;3038,94;47,52;-;-;49,40;873,45;24,70;571,30;-;-;-;-;-;-;-;-;-;-;-;3652,92;-;-;-;-;-;-;-;-;-;-;6750,00;-;20767,50;366704,17
09/2024;valor_aprovado;"171620 PARANA";-;-;-;32726,26;-;-;2734,60;-;-;-;-;-;1004,25;-;-;-;33208,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1200,00;70873,99
09/2024;valor_aprovado;"171630 PAU D'ARCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;3618,45;8118,45
09/2024;valor_aprovado;"171650 PEDRO AFONSO";-;-;-;459,21;-;-;-;-;-;-;385,28;-;164,80;-;-;41,00;32802,04;-;1593,89;-;-;-;-;-;594,98;-;-;-;-;29,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36071,04
09/2024;valor_aprovado;"171660 PEIXE";-;-;-;24767,51;-;1138,93;-;-;-;-;-;-;484,10;-;-;3,00;21410,15;-;-;-;-;-;-;-;259,20;-;-;5448,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;1782,00;59793,19
09/2024;valor_aprovado;"171665 PEQUIZEIRO";-;-;-;6162,15;-;-;-;-;-;-;-;-;-;-;-;2,00;1988,77;687,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;7623,00;20963,89
09/2024;valor_aprovado;"171670 COLMEIA";-;-;-;-;-;3116,68;1624,15;-;-;-;-;-;-;-;-;-;21361,67;-;-;-;-;-;-;-;378,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;30981,38
09/2024;valor_aprovado;"171700 PINDORAMA DO TOCANTINS";-;-;-;7924,28;-;1497,74;-;-;-;-;-;-;144,20;-;-;-;4478,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;1386,00;19930,85
09/2024;valor_aprovado;"171720 PIRAQUE";-;-;-;1370,07;-;-;-;-;-;-;-;-;-;-;-;2,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49,50;1421,57
09/2024;valor_aprovado;"171750 PIUM";-;-;-;9114,55;-;3107,63;-;-;-;-;-;-;-;-;-;1,00;10630,00;-;-;-;-;-;-;-;1977,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;29330,46
09/2024;valor_aprovado;"171780 PONTE ALTA DO BOM JESUS";-;-;-;-;-;-;-;-;-;-;-;-;77,25;-;-;-;105,21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;182,46
09/2024;valor_aprovado;"171790 PONTE ALTA DO TOCANTINS";-;-;-;6971,02;-;-;-;-;-;-;-;-;-;-;-;10,00;2471,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;1980,00;15932,90
09/2024;valor_aprovado;"171800 PORTO ALEGRE DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"171820 PORTO NACIONAL";83,70;-;56,40;163249,78;81,56;16025,64;11723,80;13019,02;27681,25;-;1992,62;-;26299,07;4771,20;-;302,00;350522,75;5214,96;11750,43;-;-;6796,00;468,85;-;12028,40;-;45,04;1257,30;-;-;-;-;-;-;-;-;4532,90;-;-;-;-;-;-;-;-;-;5364,92;-;-;6668,40;669935,99
09/2024;valor_aprovado;"171830 PRAIA NORTE";-;-;-;-;-;-;484,00;-;-;-;-;-;159,65;-;-;-;690,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3945,15;5278,80
09/2024;valor_aprovado;"171840 PRESIDENTE KENNEDY";-;-;-;12053,19;-;-;-;-;-;-;-;-;-;-;-;-;1260,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3150,00;-;742,50;17205,69
09/2024;valor_aprovado;"171845 PUGMIL";-;-;-;4938,81;-;-;-;-;-;-;-;-;-;-;-;1,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16200,00;-;-;21139,81
