periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
09/2024;valor_aprovado;"110013 MACHADINHO D'OESTE";13,50;-;-;8408,41;-;13679,13;6820,55;-;-;-;-;-;988,80;-;-;6,00;138880,69;-;389,05;-;-;-;-;-;3474,44;-;-;-;-;-;-;-;-;19,79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8212,05;180892,41
09/2024;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;14,10;231,86;-;2622,55;10568,25;-;-;-;-;-;72,10;-;-;95,00;31489,46;3048,28;7,20;-;-;16,18;-;-;615,60;-;-;-;-;-;-;-;-;19,79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;123,75;48924,12
09/2024;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;89598,34;-;10535,22;14809,85;-;-;-;-;-;937,30;-;-;-;115119,53;-;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;231023,40
09/2024;valor_aprovado;"110018 PIMENTA BUENO";1158,30;-;-;42035,98;-;9065,79;7735,20;-;-;-;-;-;1520,50;-;-;-;114736,40;1020,90;2101,28;-;-;-;-;-;7279,14;-;169,78;-;-;-;-;-;-;-;-;-;-;-;2427,43;-;-;-;-;-;-;-;-;-;-;30551,40;219802,10
09/2024;valor_aprovado;"110020 PORTO VELHO";812,18;-;16815,39;3881462,70;449889,59;161740,57;139940,25;571052,99;227093,75;84681,60;24987,78;5044,30;239160,26;341184,44;-;2842,00;2549363,62;43466,31;9493,39;2443894,17;1169456,57;116674,45;1173,74;35168,43;110415,40;37,70;2655,78;167836,91;1199,74;596,19;-;1216,71;124,44;-;274,85;-;5555,54;-;2341,72;16033,23;574851,56;17036,16;19008,00;-;10740,00;-;415646,40;1294106,75;148738,81;1245015,28;16548829,65
09/2024;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;2469,03;-;3891,24;-;-;-;-;-;-;154,50;-;-;-;3383,10;4873,39;2,88;-;-;-;-;-;3551,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18325,62
09/2024;valor_aprovado;"110026 RIO CRESPO";-;-;-;1986,12;-;-;-;-;-;-;-;-;10,30;-;-;-;7489,78;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9518,60
09/2024;valor_aprovado;"110028 ROLIM DE MOURA";45,90;-;-;87424,33;-;7052,69;14274,70;7911,83;50172,50;-;-;-;610,97;-;-;201,00;192022,94;3097,62;1072,62;-;-;166,63;-;35,42;7247,60;-;-;-;-;-;-;-;-;39,58;54,97;-;-;-;713,55;-;-;-;-;-;-;-;61783,03;5842,00;-;50806,50;490576,38
09/2024;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;12934,16;-;1999,20;-;-;-;-;-;-;15,45;-;-;84,00;7666,85;1639,19;-;-;-;-;-;-;518,40;-;32,05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12558,15;37447,45
09/2024;valor_aprovado;"110030 VILHENA";129,60;-;121,40;6532,59;-;21058,30;73320,70;113779,80;209356,25;-;11028,64;-;21371,58;-;-;314,00;340913,53;5371,31;39,09;-;87243,90;145,62;-;3,08;13104,72;-;52,84;283178,84;-;12,27;-;-;-;-;-;-;21,92;29,86;4142,22;810,67;-;-;-;-;-;-;-;7995,04;712,32;-;1200790,09
09/2024;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;4315,81;-;4339,15;2186,80;-;-;-;-;-;154,50;-;-;257,00;22447,99;45,39;430,30;-;-;-;-;-;324,00;-;-;-;-;-;-;-;-;39,58;-;-;19,18;-;-;-;-;-;-;-;-;-;-;-;-;36842,85;71402,55
09/2024;valor_aprovado;"110033 NOVA MAMORE";-;-;-;23604,09;-;4431,00;2147,75;-;-;-;-;-;257,50;-;-;145,00;44584,72;1255,26;101,41;-;-;-;-;-;2644,10;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15231,15;94428,40
09/2024;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;9405,73;-;4216,85;3353,90;-;-;-;-;-;-;-;-;-;36883,46;1941,52;-;-;-;-;-;-;376,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56178,42
09/2024;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";324,00;-;-;7096,89;-;-;1367,85;-;-;-;-;-;200,85;-;-;2,00;21491,72;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16775,55;47291,26
09/2024;valor_aprovado;"110040 ALTO PARAISO";-;-;-;20196,83;-;3646,91;5137,00;-;-;-;-;-;314,15;-;-;79,00;51512,24;-;-;-;-;-;-;-;1310,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11479,05;93675,70
09/2024;valor_aprovado;"110045 BURITIS";272,70;-;44,16;59797,86;-;7569,42;348,70;-;-;-;-;-;2205,93;-;-;596,00;107735,56;9754,91;550,40;-;-;16,18;-;160,93;3388,46;-;5,63;-;-;-;105,90;63,24;-;-;54,97;-;1309,72;-;52,57;-;-;-;-;-;-;-;-;-;-;77675,40;271708,64
09/2024;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;8003,27;-;2514,79;4120,05;-;-;-;-;-;1202,52;-;-;-;29194,04;1199,96;-;-;-;-;-;-;233,04;-;14,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19318,50;65800,83
09/2024;valor_aprovado;"110060 CACAULANDIA";-;-;-;8515,98;-;-;1423,40;-;-;-;-;-;-;-;-;66,00;15835,56;940,72;2,88;-;-;-;-;-;35,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26820,06
09/2024;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;58332,38;-;-;3806,55;-;-;-;-;-;-;-;-;-;18172,73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80311,66
09/2024;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;1139,22;-;-;1800,15;-;-;-;-;-;-;-;-;16,00;3286,31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1183,05;7424,73
09/2024;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;9941,70;-;-;1143,45;-;-;-;-;-;128,75;-;-;46,00;6451,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;569,25;18280,41
09/2024;valor_aprovado;"110094 CUJUBIM";-;-;-;26960,16;-;9971,61;2215,40;-;-;-;-;-;400,66;-;-;5,00;32771,79;-;41,63;-;-;-;-;-;352,36;-;-;25,00;-;-;-;-;-;-;-;-;-;-;133,62;-;-;-;-;-;-;-;-;-;-;6397,20;79274,43
09/2024;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;6404,19;-;-;-;-;-;-;-;-;231,75;-;-;-;6393,85;-;-;-;-;-;-;-;224,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13254,75
09/2024;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;15551,91;-;1462,67;663,30;-;-;-;-;-;-;-;-;-;22414,92;7206,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;544,50;47843,68
09/2024;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;1324,42;-;311,75;2946,90;-;-;-;-;-;108,15;-;-;1,00;18087,42;762,00;106,56;-;-;-;-;-;1273,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;222,75;25144,67
09/2024;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;415,90;-;7270,48;2954,60;-;-;-;-;-;-;-;-;-;10264,37;-;-;-;-;-;-;-;2277,32;-;163,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23345,94
09/2024;valor_aprovado;"110140 MONTE NEGRO";13,50;-;-;16683,96;-;4337,53;3710,30;-;-;-;-;-;144,20;-;-;122,00;26520,31;311,55;2,88;-;-;-;-;-;943,94;-;111,31;-;-;-;-;-;-;-;-;-;-;119,44;779,45;-;-;-;-;-;-;-;-;-;-;16493,40;70293,77
09/2024;valor_aprovado;"110143 NOVA UNIAO";-;-;-;7272,10;-;4451,74;1570,80;-;-;-;-;-;14621,64;-;-;-;14504,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42420,94
09/2024;valor_aprovado;"110145 PARECIS";-;-;-;697,16;-;-;-;-;-;-;-;-;1154,65;-;-;-;17408,00;-;495,00;-;-;-;-;-;224,28;-;-;-;-;-;-;-;-;-;-;-;-;2388,80;-;-;-;-;-;-;-;-;-;-;-;-;22367,89
09/2024;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;1336,65;-;-;-;-;-;-;-;-;10,30;-;-;30,00;4294,29;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;811,80;6515,44
09/2024;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;1012,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1012,80
09/2024;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;2355,22;-;-;2179,65;-;-;-;-;-;-;-;-;-;24733,60;-;-;-;-;-;-;-;46,32;-;56,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7246,80;36617,89
09/2024;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;38047,70;-;4350,64;2354,55;-;-;-;-;-;396,55;-;-;231,00;44371,22;9846,58;527,08;-;-;-;-;-;3363,94;-;-;-;-;36,81;-;-;-;-;-;-;12,98;-;400,86;-;-;-;-;-;-;-;-;-;-;50341,50;154281,41
09/2024;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;6479,48;-;1932,56;266,20;-;11556,25;-;-;-;1679,00;-;-;63,00;37119,09;932,49;-;-;-;-;-;-;972,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7974,45;68975,24
09/2024;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1116,99;-;-;-;-;-;-;-;294,72;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1428,60
09/2024;valor_aprovado;"110160 THEOBROMA";99,90;-;-;10635,10;-;385,21;2431,55;-;-;-;-;-;15,45;-;-;-;16118,75;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29750,76
09/2024;valor_aprovado;"110170 URUPA";-;-;39,93;14020,63;-;-;3136,10;1025,45;-;-;-;-;897,84;-;-;-;25452,71;2794,00;-;-;-;-;-;-;2334,04;-;-;7962,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57663,60
09/2024;valor_aprovado;"110175 VALE DO ANARI";-;-;-;3953,25;-;-;1390,95;-;-;-;-;-;-;-;-;-;8203,55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13547,75
09/2024;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;3664,21;-;-;-;-;-;-;-;-;-;-;-;-;17752,92;-;-;-;-;-;-;-;523,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21940,45
09/2024;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15629,08;-;-;-;-;-;-;-;2755,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18384,48
09/2024;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;13684,54;-;2392,12;-;-;-;-;-;-;641,38;-;-;44,00;22443,87;-;-;-;-;-;-;-;890,36;-;22,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40118,79
09/2024;valor_aprovado;"120010 BRASILEIA";-;-;-;50155,51;-;81039,67;3204,85;11604,99;-;-;-;-;215,90;855,10;-;102,00;72133,06;302,01;4817,64;-;174323,69;1221,45;-;-;5377,54;-;951,44;-;-;24,54;2841,47;-;-;-;109,94;-;-;-;15,15;975,01;-;-;-;-;-;-;-;153,00;2354,17;-;412778,13
09/2024;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;252,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;6102,15
09/2024;valor_aprovado;"120020 CRUZEIRO DO SUL";118,80;-;-;257038,39;-;19759,21;39986,84;102530,68;-;-;1092,20;-;9180,65;5689,39;-;676,00;151637,21;8620,25;10520,08;-;193757,25;4886,00;-;-;3908,68;-;132,10;-;-;-;-;-;-;-;-;-;-;-;467,83;10560,77;-;-;-;-;-;-;10717,32;4727,99;4714,48;-;840722,12
09/2024;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51,00
09/2024;valor_aprovado;"120030 FEIJO";-;-;-;34258,89;-;5904,23;-;-;-;-;-;-;-;-;-;-;35211,70;-;-;-;-;-;-;-;536,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75911,14
09/2024;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"120033 MANCIO LIMA";270,00;-;-;17133,70;-;3603,19;-;-;-;-;-;-;551,05;-;-;-;43998,90;-;-;-;-;-;-;-;8776,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74333,04
09/2024;valor_aprovado;"120034 MANOEL URBANO";-;-;-;9970,78;-;1186,24;-;-;-;-;-;-;73,71;-;-;25,00;23077,94;-;-;-;-;-;-;-;3237,36;-;-;-;-;-;35,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37606,23
09/2024;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;15284,76;-;1282,46;-;-;-;-;-;-;-;-;-;215,00;8820,54;-;-;-;-;-;-;-;130,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25733,00
09/2024;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;15228,40;-;4703,59;-;-;-;-;-;-;113,30;-;-;-;35813,95;-;-;-;-;-;-;-;144,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56003,80
09/2024;valor_aprovado;"120039 PORTO WALTER";-;-;-;-;-;573,97;-;-;-;-;-;-;599,97;-;-;-;7781,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8955,09
09/2024;valor_aprovado;"120040 RIO BRANCO";8012,94;-;15985,77;1365501,32;136858,67;181836,23;133491,86;841365,62;712288,75;27491,40;18019,48;4832,43;146522,62;114842,10;-;6490,00;985891,33;18216,25;1500,18;974246,16;1113326,61;46529,01;7162,08;412,65;107323,06;-;3375,70;282619,88;119,44;2329,89;56,84;12799,53;-;-;67,94;-;3424,52;-;9954,69;4942,33;74933,08;-;-;-;14993,00;-;147454,97;55005,75;129658,96;794064,15;8503947,19
09/2024;valor_aprovado;"120042 RODRIGUES ALVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;valor_aprovado;"120043 SANTA ROSA DO PURUS";-;-;-;8888,96;-;404,11;-;-;-;-;-;-;113,30;-;-;-;6090,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15496,44
09/2024;valor_aprovado;"120045 SENADOR GUIOMARD";-;-;-;78145,49;-;4976,71;-;-;-;-;-;-;267,80;-;-;6,00;29263,37;-;-;-;-;-;-;-;642,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113301,77
09/2024;valor_aprovado;"120050 SENA MADUREIRA";-;-;-;39283,53;-;21996,74;1305,70;-;-;-;-;-;185,40;-;-;84,00;60880,86;-;297,34;-;-;-;-;-;2217,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;126251,41
09/2024;valor_aprovado;"120060 TARAUACA";-;-;-;29646,88;-;4633,81;-;-;-;-;-;-;-;-;-;-;30018,16;-;-;-;-;-;-;-;165,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64464,61
09/2024;valor_aprovado;"120070 XAPURI";-;-;-;24103,29;-;4666,49;-;-;-;-;-;-;108,15;-;-;-;35908,34;-;-;-;-;-;-;-;8029,76;-;-;-;-;-;-;-;-;-;-;-;-;179,16;-;-;-;-;-;-;-;-;-;-;-;-;72995,19
