periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
11/2024;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;1464,13;-;-;2449,15;-;-;-;-;-;-;-;-;7,00;3367,17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2475,00;9762,45
11/2024;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;6813,09;-;-;2547,05;-;-;-;-;-;-;-;-;28,00;16805,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4539,15;30732,49
11/2024;valor_aprovado;"110094 CUJUBIM";-;-;-;27771,31;-;7839,84;6026,35;-;-;-;-;-;282,21;-;-;4,00;33953,02;-;-;-;-;-;-;-;298,88;-;26,42;335,72;-;1223,44;-;-;-;-;-;-;-;-;89,08;-;-;-;-;-;-;-;-;-;-;5564,85;83415,12
11/2024;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;7176,37;-;763,39;-;-;-;-;-;-;370,80;-;-;-;7941,84;-;-;-;-;-;-;-;355,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16607,60
11/2024;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2024;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;2459,68;-;1639,02;2304,50;-;-;-;-;-;108,15;-;-;-;14950,86;577,85;97,92;-;-;-;-;-;1327,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;193,05;23658,55
11/2024;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;460,62;-;11028,60;2844,05;-;-;-;-;-;-;-;-;-;12912,38;-;-;-;-;-;-;-;1767,52;-;185,79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29198,96
11/2024;valor_aprovado;"110140 MONTE NEGRO";-;-;-;12948,28;-;3196,01;3955,60;-;-;-;-;-;103,00;-;-;161,00;25935,79;1422,01;-;-;-;-;-;-;619,60;-;90,52;-;-;-;-;-;-;-;-;-;-;89,58;467,67;-;-;-;-;-;-;-;-;4500,00;-;14884,65;68373,71
11/2024;valor_aprovado;"110143 NOVA UNIAO";-;-;-;5558,42;-;4543,16;752,40;-;-;-;-;-;14299,40;-;-;-;14298,44;-;-;-;-;-;-;-;177,60;-;84,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39713,87
11/2024;valor_aprovado;"110145 PARECIS";-;-;-;697,16;-;-;-;-;-;-;-;-;1154,65;-;-;-;23478,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25330,77
11/2024;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;992,81;-;-;-;-;-;-;-;-;10,30;-;-;21,00;4750,19;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59,40;5866,10
11/2024;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;1497,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1497,80
11/2024;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;2587,04;-;-;2058,65;-;-;-;-;-;-;-;-;-;20668,19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6439,95;31753,83
11/2024;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;13522,67;-;1972,84;3025,55;-;-;-;-;-;319,30;-;-;141,00;32890,69;11509,32;93,73;-;-;24,27;-;-;751,14;-;79,26;-;-;-;77,48;-;-;-;-;-;-;-;44,54;-;-;-;-;-;-;-;-;-;-;37471,50;101923,29
11/2024;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;6731,45;-;1617,84;2504,70;-;13706,25;-;1300,32;-;161,78;-;-;53,00;24575,15;545,82;1,44;-;-;-;-;-;416,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7974,45;59589,08
11/2024;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;852,39;-;-;-;-;-;-;-;271,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1123,43
11/2024;valor_aprovado;"110160 THEOBROMA";97,20;-;-;15112,47;-;995,36;701,80;-;-;-;-;-;51,50;-;-;-;15404,37;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32395,10
11/2024;valor_aprovado;"110170 URUPA";-;-;-;13161,19;-;-;2765,95;1353,51;-;-;-;-;30,35;-;-;1,00;24002,60;3856,70;2,96;-;-;-;-;-;916,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46090,92
11/2024;valor_aprovado;"110175 VALE DO ANARI";-;-;-;9539,41;-;-;1364,55;-;-;-;-;-;5,15;-;-;-;9197,52;-;41,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25079,15;45227,71
11/2024;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;2744,18;-;-;-;-;-;-;-;-;5,15;-;-;-;15491,65;-;-;-;-;-;-;-;421,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18662,30
11/2024;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2024;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13108,50;-;-;-;-;-;-;-;3180,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16289,26
11/2024;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;15053,54;-;2461,88;-;-;-;-;-;-;542,05;-;-;19,00;23047,01;-;-;-;-;-;-;-;867,20;-;33,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42024,46
11/2024;valor_aprovado;"120010 BRASILEIA";-;-;-;45834,70;-;-;2537,15;21608,85;-;-;-;-;255,62;2313,80;-;154,00;70743,90;1111,94;6150,69;-;194239,19;3218,95;-;-;6801,50;-;1171,99;-;-;-;5450,19;-;-;-;-;-;87,68;-;-;-;-;-;-;-;-;-;-;-;2354,17;-;364034,32
11/2024;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2024;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;521,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;521,80
11/2024;valor_aprovado;"120020 CRUZEIRO DO SUL";685,26;-;-;308762,75;-;33213,04;35702,24;111786,03;133132,50;-;1364,82;-;9507,73;8610,02;-;695,00;201381,72;7917,61;6352,21;-;201127,60;7570,00;-;59,28;3956,60;-;79,26;-;-;-;-;-;-;771,81;-;-;-;-;303,00;3011,06;-;-;-;-;-;-;9720,74;5124,99;5630,32;-;1096465,59
11/2024;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51,00
11/2024;valor_aprovado;"120030 FEIJO";-;-;-;33476,02;-;4179,98;-;-;-;-;-;-;-;-;-;-;33748,90;-;-;-;-;-;-;-;724,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72129,10
11/2024;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2593,41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2593,41
11/2024;valor_aprovado;"120033 MANCIO LIMA";-;-;-;13002,07;-;4063,95;-;-;-;-;-;-;149,35;-;-;-;42286,66;-;-;-;-;-;-;-;7138,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66640,27
11/2024;valor_aprovado;"120034 MANOEL URBANO";-;-;-;11041,09;-;788,46;-;-;-;-;-;-;87,55;-;-;18,00;23127,60;-;-;-;-;-;-;-;1365,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36428,18
11/2024;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;18746,12;-;1303,66;-;-;-;-;-;-;-;-;-;96,00;13072,75;-;-;-;-;-;-;-;284,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33502,69
11/2024;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;14424,43;-;3299,66;-;-;-;-;-;-;293,55;-;-;-;29781,84;-;-;-;-;-;-;-;6075,52;-;14,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53889,07
11/2024;valor_aprovado;"120039 PORTO WALTER";-;-;-;-;-;296,91;-;-;-;-;-;-;438,39;-;-;2,00;7268,17;-;-;-;-;-;10,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8016,29
11/2024;valor_aprovado;"120040 RIO BRANCO";11020,46;-;16589,53;1616417,03;95393,32;208698,99;160215,87;866972,59;767651,25;29568,84;14668,34;-;106562,38;110523,60;-;6480,00;1033528,62;18040,50;1328,18;947491,72;1240563,13;39747,17;6287,03;397,96;130814,04;-;4311,98;223851,20;-;1828,56;-;5261,79;-;-;33,97;-;3507,30;-;7215,48;4830,14;74016,91;-;-;-;12622,50;-;208329,70;171860,05;110835,76;-;8257465,89
11/2024;valor_aprovado;"120042 RODRIGUES ALVES";-;-;-;-;-;770,66;-;-;-;-;-;-;190,55;-;-;-;18378,34;-;-;-;-;-;-;-;2414,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21753,91
11/2024;valor_aprovado;"120043 SANTA ROSA DO PURUS";-;-;-;466,58;-;181,47;-;-;-;-;-;-;51,50;-;-;-;3458,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4158,48
11/2024;valor_aprovado;"120045 SENADOR GUIOMARD";-;-;-;61695,49;-;4220,33;-;-;-;-;-;-;298,70;-;-;10,00;29136,05;-;-;-;-;-;-;-;460,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;95821,05
11/2024;valor_aprovado;"120050 SENA MADUREIRA";-;-;-;40716,14;-;15851,99;-;-;-;-;-;-;391,40;-;-;60,00;57547,25;-;88,89;-;-;-;-;-;2588,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117243,83
11/2024;valor_aprovado;"120060 TARAUACA";-;-;-;27253,05;-;4950,46;-;-;-;-;-;-;-;-;-;-;32116,05;-;-;-;-;-;-;-;153,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64473,48
11/2024;valor_aprovado;"120070 XAPURI";-;-;-;24881,22;-;3294,34;-;-;-;-;-;-;128,75;-;-;-;31055,12;-;-;-;-;-;-;-;6922,44;-;-;-;-;-;-;-;-;-;-;-;-;179,16;-;-;-;-;-;-;-;-;-;-;-;-;66461,03
