periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
05/2024;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;-;-;2339,68;-;-;-;-;-;-;216,30;-;-;-;8,82;3300,91;1,44;-;-;-;-;-;2026,60;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7899,38
05/2024;valor_aprovado;"110026 RIO CRESPO";-;-;-;1987,06;-;-;-;-;-;-;-;-;-;-;-;-;9832,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11819,06
05/2024;valor_aprovado;"110028 ROLIM DE MOURA";72,90;-;-;80716,24;-;14366,31;13261,05;11842,59;49450,00;-;-;-;2170,51;-;-;499,00;179817,65;5081,42;828,76;-;-;361,38;-;119,35;3182,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58121,55;419891,61
05/2024;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;12116,05;-;2183,10;-;-;-;-;-;-;56,65;-;-;42,00;12911,59;2483,29;1,44;-;-;-;-;-;1513,56;-;-;-;-;-;-;-;-;-;-;-;-;59,72;-;-;-;-;-;-;-;-;-;-;2851,20;34218,60
05/2024;valor_aprovado;"110030 VILHENA";32,40;-;-;132956,36;-;30375,65;47930,85;95626,60;231393,75;-;6682,20;-;2198,24;-;-;303,00;226928,30;1870,13;41,63;-;327378,51;24,27;-;-;14182,88;-;683,80;12507,44;-;24,54;-;-;-;-;-;-;87,68;-;3830,44;7654,10;-;-;-;-;-;-;6128,04;2464,62;-;1151305,43
05/2024;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;6505,99;-;1717,31;797,50;-;-;-;-;-;15,45;-;-;203,00;10059,82;-;-;-;-;-;-;-;129,60;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41748,30;61182,60
05/2024;valor_aprovado;"110033 NOVA MAMORE";-;-;-;21277,79;-;3186,63;1812,80;-;-;-;-;-;144,20;-;-;179,00;38469,06;1237,12;-;-;-;-;-;-;3058,76;-;32,05;-;-;-;-;-;-;-;-;-;-;29,86;37,42;-;-;-;-;-;-;-;-;-;9553,50;79018,19
05/2024;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;14361,69;-;4129,80;3567,85;-;-;-;-;-;-;-;-;-;46984,85;2291,83;-;-;-;-;-;-;382,88;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71798,16
05/2024;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";324,00;-;-;5554,14;-;-;4722,30;-;-;-;-;-;618,00;-;-;-;24119,67;-;-;-;-;-;-;-;183,20;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17325,00;52872,73
05/2024;valor_aprovado;"110040 ALTO PARAISO";-;-;-;18227,98;-;5490,97;3777,40;-;-;-;-;-;175,10;-;-;71,00;45117,90;-;-;-;-;-;-;-;240,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5751,90;78852,97
05/2024;valor_aprovado;"110045 BURITIS";78,30;-;77,49;65437,14;-;5495,13;315,70;-;-;-;-;-;1771,07;-;-;437,00;82232,38;-;36,59;-;-;16,18;13,64;42,35;2428,94;-;-;-;-;-;-;-;-;-;-;-;656,88;-;22,27;-;-;-;-;-;-;-;-;-;71680,95;230742,01
05/2024;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;21888,83;-;-;4555,65;-;-;-;-;-;1788,52;-;-;-;55353,46;1135,83;-;-;-;-;-;-;1842,32;-;86,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9290,10;95940,83
05/2024;valor_aprovado;"110060 CACAULANDIA";-;-;-;5677,64;-;-;1823,80;-;-;-;-;-;-;-;-;26,00;21205,02;598,13;4,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29334,91
05/2024;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;2836,47;-;-;-;-;-;-;-;-;-;-;-;59,00;7626,08;-;-;-;-;-;-;-;-;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10532,81
05/2024;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;55287,41;-;-;3834,05;-;-;-;-;-;551,05;-;-;-;23506,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83179,44
05/2024;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;1229,99;-;-;2242,35;-;-;-;-;-;-;-;-;27,00;2746,20;-;-;-;-;-;-;-;-;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;480,15;6731,32
05/2024;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;11530,65;-;-;1129,70;-;-;-;-;-;128,75;-;-;34,00;21848,42;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4484,70;39221,02
05/2024;valor_aprovado;"110094 CUJUBIM";-;-;-;15349,16;-;9225,81;1522,95;-;-;-;-;-;530,45;-;-;3,00;35600,23;-;1,44;-;-;-;-;-;231,48;-;-;-;-;-;41,10;-;-;-;-;-;-;-;111,35;-;-;-;-;-;-;-;-;-;8530,25;71147,22
05/2024;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;7423,62;-;893,55;441,65;-;-;-;-;-;267,80;-;-;-;4793,34;1010,77;-;-;-;-;-;-;748,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15579,17
05/2024;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;16742,05;-;941,98;-;-;-;-;-;-;-;-;-;-;22054,64;5070,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;173,25;44982,80
05/2024;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;1063,90;-;2050,66;-;-;-;-;-;-;128,75;-;-;-;20727,98;857,25;162,72;-;-;-;-;-;1150,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;212,85;26354,69
05/2024;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;1878,08;-;5124,83;4049,65;-;-;-;-;-;-;-;-;-;12907,98;-;-;-;-;-;-;-;978,82;-;90,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25029,44
05/2024;valor_aprovado;"110140 MONTE NEGRO";-;-;-;15086,92;-;4838,28;3922,60;-;-;-;-;-;365,65;-;-;155,00;34723,88;1321,78;7,20;-;-;-;-;-;1273,20;-;96,15;-;-;24,54;-;-;-;-;-;-;-;29,86;734,91;-;-;-;-;-;-;-;17100,00;-;14449,05;94129,02
05/2024;valor_aprovado;"110143 NOVA UNIAO";-;-;-;2208,04;-;4504,67;1645,60;-;-;-;-;-;13830,94;-;-;-;14840,06;-;-;-;-;-;-;-;106,56;-;67,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37203,43
05/2024;valor_aprovado;"110145 PARECIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24119,30;-;783,00;-;-;-;-;760,00;2430,00;-;-;-;-;-;-;-;-;-;-;-;-;1493,00;-;-;-;-;-;-;-;-;-;-;-;29585,30
05/2024;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;1239,33;-;-;-;-;-;-;-;-;10,30;-;-;6,00;6311,85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7567,48
05/2024;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;661,23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;661,23
05/2024;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;2713,39;-;-;2396,90;-;-;-;-;-;-;-;-;-;22447,16;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2979,90;30569,75
05/2024;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;45004,27;-;3307,14;2020,15;-;-;-;-;-;329,60;-;-;162,00;33553,48;15102,73;62,89;-;-;16,18;-;4,13;2858,60;-;52,84;-;-;-;-;-;-;-;-;-;12,98;-;-;-;-;-;-;-;-;-;-;-;43411,50;145898,49
05/2024;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;9669,25;-;2322,39;10095,80;-;-;-;-;-;51,50;-;-;123,00;43797,28;633,81;-;-;-;-;-;-;588,24;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8850,60;76137,50
05/2024;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;692,24;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;703,50
05/2024;valor_aprovado;"110160 THEOBROMA";140,40;-;-;11258,03;-;626,41;-;-;-;-;-;-;72,10;-;-;-;22292,62;-;-;-;-;-;-;-;226,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34616,36
05/2024;valor_aprovado;"110170 URUPA";-;-;-;14641,56;-;801,08;3238,40;2454,08;-;-;-;-;16,80;-;-;-;26909,24;2444,75;-;-;-;-;-;-;2061,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52567,87
05/2024;valor_aprovado;"110175 VALE DO ANARI";-;-;-;1874,86;-;-;1799,60;-;-;-;-;-;-;-;-;-;5625,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9300,16
05/2024;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;3428,98;-;-;-;-;-;-;-;-;10,30;-;-;-;15909,22;-;-;-;-;-;-;-;217,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4,95;19571,13
05/2024;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12805,13;19,05;-;-;-;-;-;-;2892,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15716,74
05/2024;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;14589,06;-;1813,68;-;-;-;-;-;-;425,91;-;-;33,00;22842,16;-;-;-;-;-;-;-;697,92;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40407,36
05/2024;valor_aprovado;"120010 BRASILEIA";-;-;-;39340,83;-;78012,95;3588,75;15513,57;-;-;-;-;649,39;1031,15;-;100,00;97894,48;759,78;2817,02;-;176375,33;1387,56;-;-;5209,38;-;709,16;-;-;-;1457,90;-;-;-;-;-;43,84;-;15,15;2065,83;-;-;-;-;-;-;135,00;-;-;427107,07
05/2024;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;830,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;6680,44
05/2024;valor_aprovado;"120020 CRUZEIRO DO SUL";1204,10;-;28,20;231473,73;-;28856,61;42894,96;133800,32;-;-;1606,48;-;5344,35;5916,45;-;666,00;203007,26;6996,37;-;-;215171,50;4500,00;-;-;2081,60;-;80,98;-;-;-;-;-;-;-;-;-;-;-;106,05;2200,39;-;-;-;-;-;9113,42;7422,98;1933,44;-;904405,19
05/2024;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186,15
05/2024;valor_aprovado;"120030 FEIJO";-;-;-;29532,14;-;3546,33;-;-;-;-;-;-;-;-;-;-;27787,75;-;-;-;-;-;-;-;500,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61367,02
05/2024;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"120033 MANCIO LIMA";-;-;-;15212,59;-;9634,34;-;-;-;-;-;-;257,50;-;-;-;55401,35;1174,90;461,23;-;-;-;-;-;8165,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25650,00;-;-;115957,31
05/2024;valor_aprovado;"120034 MANOEL URBANO";-;-;-;7433,73;-;1396,16;-;-;-;-;-;-;41,20;-;-;8,00;38510,35;-;-;-;-;-;-;-;1288,04;-;-;-;-;-;105,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48783,08
05/2024;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;11564,55;-;608,00;-;-;-;-;-;-;-;-;-;113,00;8680,82;-;-;-;-;-;-;-;189,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21155,81
05/2024;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;15894,37;-;6024,06;-;-;-;-;-;-;144,20;-;-;-;32230,87;793,90;-;-;-;-;-;-;3260,00;-;28,14;-;-;-;-;-;-;-;-;-;43,84;-;-;-;-;-;-;-;-;-;-;-;-;58419,38
05/2024;valor_aprovado;"120039 PORTO WALTER";-;-;-;-;-;951,75;-;-;-;-;-;-;15,45;-;-;-;7996,56;-;-;-;-;-;43,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9007,04
05/2024;valor_aprovado;"120040 RIO BRANCO";5670,00;-;16445,65;1290492,87;75566,73;186185,65;120109,35;817714,07;461536,25;25034,49;9707,48;5474,71;165021,12;-;-;5176,00;1032002,24;17815,55;2251,53;972256,95;1199893,91;472,77;8358,54;209,55;89749,38;37,70;2974,64;209769,70;-;1252,44;28,42;12406,87;-;-;-;-;4180,26;29,86;6101,98;5013,26;77548,33;-;-;-;20817,00;78473,58;238753,46;119992,96;851357,10;8135882,35
05/2024;valor_aprovado;"120042 RODRIGUES ALVES";-;-;-;-;-;775,18;-;-;-;-;-;-;339,90;-;-;-;26836,90;-;-;-;-;-;-;-;1432,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29384,06
05/2024;valor_aprovado;"120043 SANTA ROSA DO PURUS";-;-;-;1154,04;-;496,29;-;-;-;-;-;-;-;-;-;-;3053,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4704,07
05/2024;valor_aprovado;"120045 SENADOR GUIOMARD";-;-;-;-;-;4466,02;-;-;-;-;-;-;216,30;-;-;6,00;29951,92;-;-;-;-;-;-;-;1028,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35668,96
05/2024;valor_aprovado;"120050 SENA MADUREIRA";-;-;-;35609,85;-;22260,14;2729,10;-;-;-;-;-;442,90;-;-;72,00;50255,85;-;25,31;-;-;-;-;-;2603,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113998,39
05/2024;valor_aprovado;"120060 TARAUACA";-;-;-;19171,65;-;4465,44;-;-;-;-;-;-;-;-;-;-;25948,99;-;-;-;-;-;-;-;118,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49704,48
05/2024;valor_aprovado;"120070 XAPURI";-;-;-;22210,04;-;2570,88;-;-;-;-;-;-;5,15;-;-;-;29341,83;-;-;-;-;-;-;-;5597,84;-;-;-;-;-;-;-;-;-;-;-;-;238,88;-;-;-;-;-;-;-;-;-;-;-;59964,62
05/2024;valor_aprovado;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
