periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
05/2024;valor_aprovado;"220225 CANAVIEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220230 CANTO DO BURITI";-;-;-;-;-;16451,00;-;-;-;-;-;-;2255,70;-;-;-;91431,72;9201,00;-;-;-;-;253,21;-;13379,24;-;780,00;-;-;-;-;-;-;-;-;-;1225,76;-;-;-;-;-;-;-;-;-;11250,00;-;-;146227,63
05/2024;valor_aprovado;"220240 CAPITAO DE CAMPOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181,50
05/2024;valor_aprovado;"220245 CAPITAO GERVASIO OLIVEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;5175,00
05/2024;valor_aprovado;"220250 CARACOL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220253 CARAUBAS DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6975,00;-;-;6975,00
05/2024;valor_aprovado;"220255 CARIDADE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220260 CASTELO DO PIAUI";-;-;-;10274,67;-;3978,48;3828,55;-;-;-;-;-;442,90;-;-;-;16610,00;4950,20;-;-;-;-;-;-;1757,84;-;28,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18000,00;-;-;59870,79
05/2024;valor_aprovado;"220265 CAXINGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;5400,00
05/2024;valor_aprovado;"220270 COCAL";-;-;-;-;-;-;-;-;-;-;-;-;25,75;-;-;-;10721,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6075,00;-;-;16822,47
05/2024;valor_aprovado;"220271 COCAL DE TELHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79,05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;5254,05
05/2024;valor_aprovado;"220272 COCAL DOS ALVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;-;6750,00
05/2024;valor_aprovado;"220273 COIVARAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14175,00;-;-;14175,00
05/2024;valor_aprovado;"220275 COLONIA DO GURGUEIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220277 COLONIA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220280 CONCEICAO DO CANINDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
05/2024;valor_aprovado;"220285 CORONEL JOSE DIAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220290 CORRENTE";-;-;-;5090,00;-;6455,30;1915,65;-;-;-;-;-;123,60;-;-;-;6538,44;2192,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;27040,21
05/2024;valor_aprovado;"220300 CRISTALANDIA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
05/2024;valor_aprovado;"220310 CRISTINO CASTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8627,00;-;-;-;-;-;-;-;1246,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;15048,00
05/2024;valor_aprovado;"220320 CURIMATA";-;-;-;638,82;-;15880,24;-;-;-;-;-;-;1107,25;-;-;-;19911,72;1638,37;-;-;-;-;-;-;2878,26;-;1920,46;-;878,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;49579,10
05/2024;valor_aprovado;"220323 CURRAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
05/2024;valor_aprovado;"220325 CURRALINHOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220327 CURRAL NOVO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220330 DEMERVAL LOBAO";-;-;-;1208,38;-;6429,57;-;-;-;-;-;-;309,00;-;-;-;48710,53;1330,95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13725,00;-;-;71713,43
05/2024;valor_aprovado;"220335 DIRCEU ARCOVERDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220340 DOM EXPEDITO LOPES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220342 DOMINGOS MOURAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220345 DOM INOCENCIO";8,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1949,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;7357,78
05/2024;valor_aprovado;"220350 ELESBAO VELOSO";-;-;-;4102,99;-;3732,11;1951,40;-;-;-;-;-;-;-;-;12,00;14413,54;8057,38;-;-;-;-;-;-;905,36;-;118,23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33293,01
05/2024;valor_aprovado;"220360 ELISEU MARTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220370 ESPERANTINA";-;-;-;8525,87;-;7774,26;2440,96;-;-;-;-;-;1324,79;-;-;-;215623,49;20332,93;1489,18;-;-;-;-;-;881,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20250,00;-;-;278643,04
05/2024;valor_aprovado;"220375 FARTURA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;5175,00
05/2024;valor_aprovado;"220380 FLORES DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220385 FLORESTA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
05/2024;valor_aprovado;"220390 FLORIANO";69,00;-;-;191284,94;20980,32;31598,85;1232,55;55593,66;-;-;-;-;1446,86;-;-;-;157789,05;71234,63;13438,89;-;1048316,62;8,09;-;-;277,92;-;182,77;-;-;-;8880,75;-;-;-;-;-;784,96;-;-;11312,03;-;-;-;-;-;-;-;2566,38;-;1616998,27
05/2024;valor_aprovado;"220400 FRANCINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220410 FRANCISCO AYRES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;5175,00
05/2024;valor_aprovado;"220415 FRANCISCO MACEDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;5400,00
05/2024;valor_aprovado;"220420 FRANCISCO SANTOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11740,47;2996,20;-;-;-;-;-;-;1324,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;21010,83
05/2024;valor_aprovado;"220430 FRONTEIRAS";-;-;-;-;-;1232,37;3617,90;-;-;-;-;-;1236,00;-;-;-;16290,70;1835,31;-;-;-;-;-;-;2656,40;-;-;-;1821,46;-;-;-;-;-;-;-;-;3583,20;-;-;-;-;-;-;-;-;4275,00;-;-;36548,34
05/2024;valor_aprovado;"220435 GEMINIANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220440 GILBUES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;399,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;-;7149,72
05/2024;valor_aprovado;"220450 GUADALUPE";-;-;-;3177,86;-;1255,11;-;-;-;-;-;-;-;-;-;-;4949,96;1390,46;-;-;-;-;-;-;420,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;15694,14
05/2024;valor_aprovado;"220455 GUARIBAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220460 HUGO NAPOLEAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;180,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4905,00
05/2024;valor_aprovado;"220465 ILHA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220470 INHUMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2982,45;6984,93;-;-;-;-;-;-;168,86;-;28,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18225,00;-;-;28389,39
05/2024;valor_aprovado;"220480 IPIRANGA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2154,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;7104,60
05/2024;valor_aprovado;"220490 ISAIAS COELHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4310,00;-;-;-;-;-;-;-;1178,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;9988,24
05/2024;valor_aprovado;"220500 ITAINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6135,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11250,00;-;-;17385,24
05/2024;valor_aprovado;"220510 ITAUEIRA";-;-;-;-;-;582,37;-;-;-;-;-;-;-;-;-;-;2095,50;1632,79;2515,80;-;-;-;-;-;-;-;84,45;-;179,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7090,07
05/2024;valor_aprovado;"220515 JACOBINA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220520 JAICOS";-;-;-;-;-;-;1810,05;-;-;-;-;-;-;-;-;-;54207,31;3147,26;-;-;-;-;387,47;-;1000,88;-;-;-;-;-;-;-;-;-;-;-;1765,92;-;-;-;-;-;-;-;-;-;11250,00;-;381,15;73950,04
05/2024;valor_aprovado;"220525 JARDIM DO MULATO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
05/2024;valor_aprovado;"220527 JATOBA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
05/2024;valor_aprovado;"220530 JERUMENHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220535 JOAO COSTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220540 JOAQUIM PIRES";-;-;-;1422,99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;6822,99
05/2024;valor_aprovado;"220545 JOCA MARQUES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220550 JOSE DE FREITAS";-;-;-;6232,53;-;4189,76;2420,00;-;-;-;-;-;1622,25;-;-;-;156999,12;4870,81;-;-;-;-;368,36;-;887,26;-;-;-;-;-;-;-;-;-;-;-;658,50;-;-;-;-;-;-;-;-;-;8325,00;-;-;186573,59
05/2024;valor_aprovado;"220551 JUAZEIRO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;5175,00
05/2024;valor_aprovado;"220552 JULIO BORGES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220553 JUREMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
05/2024;valor_aprovado;"220554 LAGOINHA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
05/2024;valor_aprovado;"220555 LAGOA ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4523,68
05/2024;valor_aprovado;"220556 LAGOA DO BARRO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220557 LAGOA DE SAO FRANCISCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6075,00;-;-;6075,00
05/2024;valor_aprovado;"220558 LAGOA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9450,00;-;-;9450,00
05/2024;valor_aprovado;"220559 LAGOA DO SITIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14400,00;-;-;14400,00
05/2024;valor_aprovado;"220560 LANDRI SALES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
05/2024;valor_aprovado;"220570 LUIS CORREIA";-;-;-;7486,75;-;-;-;-;-;-;-;-;164,80;-;-;-;53712,58;11682,26;-;-;-;-;-;-;694,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73741,19
05/2024;valor_aprovado;"220580 LUZILANDIA";-;-;-;8793,05;-;4074,11;-;-;-;-;-;-;535,60;-;-;-;63282,53;-;-;-;-;-;131,38;-;2341,80;-;-;-;-;-;-;-;41,48;-;-;-;1454,08;-;-;-;-;-;-;-;-;-;9225,00;-;-;89879,03
05/2024;valor_aprovado;"220585 MADEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
05/2024;valor_aprovado;"220590 MANOEL EMIDIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;525,05;-;-;-;-;-;-;-;1065,60;-;129,49;-;-;-;-;-;-;-;-;-;-;179,16;-;-;-;-;-;-;-;-;-;-;-;1899,30
05/2024;valor_aprovado;"220595 MARCOLANDIA";-;-;-;-;-;632,40;542,30;-;-;-;-;-;10,30;-;-;-;800,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1985,00
05/2024;valor_aprovado;"220600 MARCOS PARENTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
05/2024;valor_aprovado;"220605 MASSAPE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220610 MATIAS OLIMPIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;4950,00
05/2024;valor_aprovado;"220620 MIGUEL ALVES";-;-;-;8271,79;-;-;5168,35;-;-;-;-;-;-;-;-;-;6346,80;7132,00;-;-;-;-;248,33;-;3494,08;-;-;-;-;-;-;-;-;-;-;-;747,74;-;-;-;-;-;-;-;-;-;6750,00;-;-;38159,09
05/2024;valor_aprovado;"220630 MIGUEL LEAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
05/2024;valor_aprovado;"220635 MILTON BRANDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;4725,00
05/2024;valor_aprovado;"220640 MONSENHOR GIL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220650 MONSENHOR HIPOLITO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220660 MONTE ALEGRE DO PIAUI";-;-;-;3169,12;-;-;-;-;-;-;-;-;-;-;-;-;3080,00;-;-;-;-;-;-;-;99,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;11073,80
05/2024;valor_aprovado;"220665 MORRO CABECA NO TEMPO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220667 MORRO DO CHAPEU DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9900,00;-;-;9900,00
05/2024;valor_aprovado;"220669 MURICI DOS PORTELAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;valor_aprovado;"220670 NAZARE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220672 NAZARIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;4500,00
05/2024;valor_aprovado;"220675 NOSSA SENHORA DE NAZARE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;5400,00
05/2024;valor_aprovado;"220680 NOSSA SENHORA DOS REMEDIOS";-;-;-;2632,77;-;1234,01;1742,40;-;-;-;-;-;139,05;-;-;-;16420,31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;26668,54
05/2024;valor_aprovado;"220690 NOVO ORIENTE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5500,00;-;-;-;-;-;-;-;-;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;10011,26
