periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
04/2025;valor_aprovado;"110010 GUAJARA-MIRIM";-;-;-;2364,35;-;4536,01;8450,75;-;-;-;-;-;556,28;-;-;-;36702,14;3772,38;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56405,07
04/2025;valor_aprovado;"110011 JARU";-;-;-;113757,68;-;28479,29;17234,25;-;9675,00;-;2826,82;-;1581,23;-;-;86,00;279899,09;764,17;245,64;-;-;45,14;-;-;270,42;-;275,46;-;-;-;123,30;-;-;-;109,94;-;-;-;1603,44;-;-;-;-;-;-;-;-;-;-;62028,45;-;-;-;-;-;519005,32
04/2025;valor_aprovado;"110012 JI-PARANA";51,30;-;-;142497,73;-;226404,70;8417,75;163205,01;172268,75;-;2648,80;-;9239,99;-;-;71,00;1028978,84;-;1208471,58;-;514693,96;369,16;-;56,30;80524,68;-;79,26;-;-;-;-;22,62;-;-;-;-;-;29,86;2761,48;7936,84;-;-;-;-;-;-;69970,25;9147,80;889,38;27561,60;-;-;-;-;-;3676298,64
04/2025;valor_aprovado;"110013 MACHADINHO D'OESTE";-;-;-;23010,62;-;14152,05;9165,75;-;-;-;-;-;2080,60;-;-;-;169097,41;-;713,67;-;-;-;-;-;2158,48;-;26,42;-;-;-;-;-;-;-;-;-;-;-;89,08;-;-;-;-;-;-;-;-;-;-;55816,20;-;-;-;-;-;276310,28
04/2025;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;28,20;4095,98;-;3921,49;3985,85;-;-;-;-;-;108,15;-;-;47,00;48428,20;2576,07;422,49;-;-;22,00;-;-;643,74;-;-;-;-;-;76,62;-;-;-;-;-;-;-;22,27;-;-;-;-;-;-;-;-;-;-;12117,60;-;-;-;-;-;76495,66
04/2025;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;89976,57;-;4581,01;19178,50;-;-;-;-;-;1143,30;-;-;-;91066,21;-;292,85;-;-;-;-;-;2325,54;-;-;-;-;-;76,24;-;-;-;-;-;-;-;467,67;-;-;-;-;-;-;-;-;-;-;41218,80;-;-;-;-;-;250326,69
04/2025;valor_aprovado;"110018 PIMENTA BUENO";1115,10;-;-;68132,99;-;11359,61;6518,05;-;-;-;-;-;8104,90;-;-;42,00;128543,20;677,80;1393,38;-;-;8,09;-;-;7818,22;-;130,26;-;-;-;-;-;-;-;54,97;-;-;-;2271,54;-;-;-;-;-;-;-;-;-;-;20478,15;-;-;-;-;-;256648,26
04/2025;valor_aprovado;"110020 PORTO VELHO";1138,82;-;24270,50;4187731,33;412192,70;213858,88;158645,36;607558,84;207206,25;-;32011,33;-;236268,67;381150,61;-;2632,00;2634293,45;35633,17;41415,30;2327185,45;1267132,62;137843,24;607,68;1377,56;82127,91;-;1856,56;249940,14;62,22;313,42;28,42;1108,88;124,44;11,28;109,94;-;2702,08;-;12547,91;19878,11;181966,88;13392,36;19008,00;-;8175,00;-;131130,42;881832,58;203152,49;1264975,47;-;-;-;-;-;15984598,27
04/2025;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;5159,25;-;-;-;-;-;-;-;-;242,05;-;-;-;42234,56;4325,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51961,72
04/2025;valor_aprovado;"110026 RIO CRESPO";-;-;-;2151,93;-;-;-;-;-;-;-;-;-;-;-;-;6328,45;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8545,18
04/2025;valor_aprovado;"110028 ROLIM DE MOURA";1293,30;-;-;100594,83;-;2521,52;14485,35;11680,83;28320,00;-;-;-;986,61;-;-;266,00;235307,34;2254,15;2081,90;-;-;108,72;-;96,25;9196,60;-;26,42;-;-;-;-;-;-;-;54,97;-;-;-;1359,54;-;-;-;-;-;-;-;35853,47;-;-;62444,55;-;-;-;-;-;508932,35
04/2025;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;13426,68;-;2577,32;-;-;-;-;-;-;25,75;-;-;36,00;10383,62;1006,04;-;-;-;-;-;-;421,20;-;5,63;-;-;-;-;-;-;-;-;-;30,04;268,74;-;-;-;-;-;-;-;-;-;-;-;10602,90;-;-;-;-;-;38783,92
04/2025;valor_aprovado;"110030 VILHENA";24,30;-;-;4028,12;-;43590,14;31808,91;11478,27;5106,25;-;-;-;33000,50;-;-;233,00;355648,33;4477,52;43,07;-;93735,38;436,86;-;20,02;8913,54;-;56,26;337821,00;-;85,89;-;-;-;-;-;-;38,94;-;3318,23;6083,13;-;-;-;-;-;-;-;8204,52;3252,24;-;-;-;-;-;-;951404,42
04/2025;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;5512,73;-;5219,24;2945,80;-;-;-;-;-;169,95;-;-;98,00;31298,10;547,30;827,46;-;-;-;-;-;336,46;-;105,68;-;-;-;171,90;-;-;59,37;-;-;-;-;22,27;-;-;-;-;-;-;-;-;-;-;30056,40;-;-;-;-;-;77370,66
04/2025;valor_aprovado;"110033 NOVA MAMORE";-;-;-;21347,83;-;1782,62;2060,85;-;-;-;-;-;144,20;-;-;97,00;53752,38;681,25;4,32;-;-;-;-;-;2739,58;-;52,84;-;-;12,27;41,10;-;-;-;-;-;-;-;66,81;-;-;-;-;-;-;-;-;-;-;7429,95;-;-;-;-;-;90213,00
04/2025;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;26264,90;-;4891,84;-;-;-;-;-;-;-;-;-;85,00;34863,36;1724,85;-;-;-;-;-;-;885,14;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7761,60;-;-;-;-;-;76482,32
04/2025;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";324,00;-;-;8369,71;-;-;3196,60;-;-;-;-;-;10,30;-;-;6,00;23429,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18899,10;-;-;-;-;-;54235,41
04/2025;valor_aprovado;"110040 ALTO PARAISO";-;-;-;22563,32;-;4387,43;4385,15;-;-;-;-;-;206,00;-;-;57,00;43463,68;-;-;-;-;-;-;-;514,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19344,60;-;-;-;-;-;94921,66
04/2025;valor_aprovado;"110045 BURITIS";67,50;-;68,13;77632,42;-;7512,78;4155,25;-;-;-;-;-;1476,62;-;-;307,00;70567,33;3463,20;404,66;-;-;37,75;-;61,60;2237,50;-;78,42;-;-;-;114,98;45,24;-;-;-;-;619,24;29,86;90,90;-;-;-;-;-;-;-;-;-;-;67270,50;-;-;-;-;-;236240,88
04/2025;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;9717,03;-;3713,94;-;-;-;-;-;-;175,10;-;-;-;14134,80;786,04;-;-;-;-;-;-;2645,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24501,15;-;-;-;-;-;55673,06
04/2025;valor_aprovado;"110060 CACAULANDIA";-;-;-;6341,09;-;-;1095,05;-;-;-;-;-;175,10;-;-;47,00;14211,32;677,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22547,08
04/2025;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;4778,01;-;900,39;-;-;-;-;-;-;-;-;-;24,00;13974,37;-;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2475,00;-;-;-;-;-;22174,93
04/2025;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;43649,12;-;5023,11;1612,05;-;-;-;-;-;-;-;-;-;20234,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70518,74
04/2025;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;1057,55;-;-;2442,55;-;-;-;-;-;-;-;-;2,00;6410,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3455,10;-;-;-;-;-;13367,22
04/2025;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;13390,52;-;1569,46;-;-;-;-;-;-;385,58;-;-;42,00;24226,07;325,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39938,65
04/2025;valor_aprovado;"110094 CUJUBIM";-;-;-;14468,51;-;9313,62;37,95;-;-;-;-;-;46,35;-;-;-;37842,05;-;49,50;-;-;-;-;-;740,42;-;26,42;50,00;-;-;-;-;-;-;54,97;-;-;-;22,27;-;-;-;-;-;-;-;-;-;-;10044,90;-;-;-;-;-;72696,96
04/2025;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;-;-;759,55;-;-;-;-;-;-;-;-;-;-;13251,68;-;-;-;-;-;-;-;712,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14724,03
04/2025;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;19809,12;-;936,84;217,80;-;-;-;-;-;-;-;-;-;15838,93;8112,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8775,00;-;1345,05;-;-;-;-;-;55034,84
04/2025;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;3004,12;-;1159,31;2376,55;-;-;-;-;-;46,35;-;-;-;22810,35;546,10;190,08;-;-;-;-;-;1441,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;381,15;-;-;-;-;-;31955,97
04/2025;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;3425,34;-;6933,52;2761,55;-;-;-;-;-;-;-;-;-;20180,37;443,65;-;-;-;-;-;-;4367,80;-;118,23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38230,46
04/2025;valor_aprovado;"110140 MONTE NEGRO";13,50;-;-;13603,62;-;3406,71;3631,65;-;-;-;-;-;169,95;-;-;373,00;28280,74;1735,67;41,63;-;-;-;-;-;774,56;-;58,47;-;-;-;-;-;-;-;-;-;-;59,72;690,37;-;-;-;-;-;-;-;-;4275,00;-;14379,75;-;-;-;-;-;71494,34
04/2025;valor_aprovado;"110143 NOVA UNIAO";-;-;-;4489,81;-;10214,48;2495,90;-;-;-;-;-;20477,74;-;-;70,00;17688,90;-;-;-;-;-;-;-;165,76;-;67,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55670,15
04/2025;valor_aprovado;"110145 PARECIS";-;-;-;43187,11;-;-;-;-;-;-;-;-;1171,94;-;-;-;22693,17;-;2855,52;-;-;-;-;147,44;3077,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73132,80
04/2025;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;1533,95;-;-;-;-;-;-;-;-;20,60;-;-;5,00;6387,45;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1485,00;-;-;-;-;-;9464,40
04/2025;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;3383,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;643,50;-;-;-;-;-;4027,02
04/2025;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;3500,47;-;-;2673,00;-;-;-;-;-;-;-;-;-;23707,67;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9731,70;-;-;-;-;-;39677,64
04/2025;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";2,70;-;-;31805,13;-;407,93;4217,95;-;-;-;-;-;133,90;-;-;176,00;37496,89;14015,99;5,63;-;-;8,09;-;-;1041,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44748,00;-;-;-;-;-;134059,81
04/2025;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;10650,42;-;1968,62;3075,05;-;3762,50;-;48,16;-;422,30;-;-;112,00;40209,41;670,60;83,86;-;-;-;-;-;475,66;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4,95;-;-;-;-;-;61509,95
04/2025;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;7572,64;-;-;-;27424,46;-;-;-;-;-;-;-;866,42;-;95,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4865,85;-;-;-;-;-;40825,08
04/2025;valor_aprovado;"110160 THEOBROMA";145,80;-;-;17179,61;-;1896,51;750,20;-;-;-;-;-;118,45;-;-;-;21565,31;-;36,59;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41757,27
04/2025;valor_aprovado;"110170 URUPA";-;-;-;16108,98;-;1305,15;-;136,41;-;-;-;-;29,90;-;-;-;20737,35;-;-;-;-;-;-;-;1001,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1881,00;-;-;-;-;-;41200,69
04/2025;valor_aprovado;"110175 VALE DO ANARI";-;-;-;10472,87;-;-;2493,70;-;-;-;-;-;-;-;-;-;12842,07;-;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;22,27;-;-;-;-;-;-;-;-;-;-;20418,75;-;-;-;-;-;46272,82
04/2025;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;2263,33;-;-;-;-;-;-;-;-;15,45;-;-;-;19198,67;-;-;-;-;-;-;-;236,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;511,80;-;-;-;-;-;22225,41
04/2025;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2025;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;3492,80;-;-;-;-;-;-;-;-;-;-;13365,79;-;-;-;-;-;-;-;5255,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22113,83
04/2025;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;22436,53;-;2375,90;-;-;-;-;-;-;408,98;-;-;48,00;22591,47;-;-;-;-;-;-;-;731,36;-;28,15;-;-;12,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48632,66
04/2025;valor_aprovado;"120010 BRASILEIA";-;-;-;54332,12;-;97197,31;2980,45;-;-;-;-;-;360,22;2037,15;-;115,00;79924,87;1128,91;3722,72;-;212623,21;2809,30;-;-;4868,60;-;625,53;-;-;-;1751,51;438,87;-;-;-;-;21,92;-;-;2118,40;-;-;-;-;-;-;-;-;2354,17;-;-;-;-;-;-;469410,26
04/2025;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2025;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;479,37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;479,37
04/2025;valor_aprovado;"120020 CRUZEIRO DO SUL";375,36;-;-;232867,30;-;28207,21;41066,96;117495,97;139666,25;-;1848,14;-;7922,74;408,96;-;762,00;210799,96;7300,46;5127,33;-;191644,76;-;-;-;4748,60;-;-;-;-;-;-;-;-;-;-;-;-;-;318,15;2947,82;-;-;-;-;-;-;10684,26;15088,99;5223,28;-;-;-;-;-;-;1024504,50
04/2025;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140,25
04/2025;valor_aprovado;"120030 FEIJO";-;-;-;40604,01;-;6641,22;-;-;-;-;-;-;-;-;-;-;31595,99;-;-;-;-;-;-;-;500,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79342,02
04/2025;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2521,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2521,90
04/2025;valor_aprovado;"120033 MANCIO LIMA";-;-;-;11839,21;-;5858,83;5369,10;-;-;-;-;-;293,55;-;-;-;44703,83;642,58;-;-;-;-;-;-;8726,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77433,30
04/2025;valor_aprovado;"120034 MANOEL URBANO";-;-;-;11153,68;-;-;-;-;-;-;-;-;87,55;-;-;4,00;21436,41;-;-;-;-;-;-;-;1109,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33791,04
04/2025;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;11796,91;-;2342,23;-;-;-;-;-;-;-;-;-;25,00;13434,50;-;-;-;-;-;-;-;296,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27894,64
04/2025;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;27475,51;-;4917,05;-;-;-;-;-;-;252,35;-;-;-;38057,09;-;-;-;-;-;-;-;5598,08;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76379,34
04/2025;valor_aprovado;"120039 PORTO WALTER";-;-;-;3132,30;-;238,79;-;-;-;-;-;-;91,78;-;-;8,00;7089,09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10589,82
