periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
01/2024;valor_aprovado;"110018 PIMENTA BUENO";1152,90;-;-;31434,91;-;9119,06;5720,00;-;-;-;-;-;1110,30;-;-;-;104816,39;313,97;1149,82;-;-;-;-;-;7510,94;-;5,63;-;-;-;-;-;-;-;-;-;-;-;1269,39;-;-;-;-;-;-;-;-;-;3435,30;167038,61
01/2024;valor_aprovado;"110020 PORTO VELHO";1056,52;-;10452,43;875716,28;295843,51;242227,43;119736,91;587594,05;53212,50;78926,43;22065,47;3762,57;205713,66;313011,93;-;2001,00;2266035,33;15747,22;8716,64;2060671,16;1141374,27;109665,81;698,95;44076,69;118990,81;-;1817,17;55039,36;59,13;721,88;284,20;483,88;331,84;-;164,91;-;2513,58;-;2647,45;33964,66;198166,69;5870,94;6048,00;-;15555,00;67639,48;738805,78;100159,02;1166272,80;10973843,34
01/2024;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;3242,34;-;-;-;-;-;-;-;-;15,45;-;-;25,00;557,10;580,16;1,44;-;-;-;-;-;2455,18;-;22,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6899,19
01/2024;valor_aprovado;"110026 RIO CRESPO";-;-;-;2113,65;-;-;-;-;-;-;-;-;-;-;-;-;9076,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11189,75
01/2024;valor_aprovado;"110028 ROLIM DE MOURA";-;-;-;68401,84;-;11216,49;9769,10;-;-;-;-;-;2469,50;-;-;92,00;154652,32;4937,02;970,76;-;-;68,87;-;141,68;263,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47383,95;300367,39
01/2024;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;11299,01;-;1049,62;86,35;-;-;-;-;-;118,45;-;-;57,00;14312,29;892,62;-;-;-;-;-;-;1064,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1326,60;30206,70
01/2024;valor_aprovado;"110030 VILHENA";683,10;-;-;152700,58;-;11409,14;7492,65;81176,66;184900,00;-;8636,98;-;10877,39;-;-;234,00;157400,33;1878,16;1755,06;-;-;-;-;16,17;7681,78;-;28,15;-;-;12,27;-;-;-;-;54,97;-;-;-;2405,16;-;-;-;-;-;-;-;6457,00;-;-;635799,55
01/2024;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;6795,84;-;38,14;1823,80;-;-;-;-;-;82,40;-;-;157,00;28434,17;-;125,68;-;-;-;-;-;361,38;-;5,63;-;-;-;193,60;-;-;39,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41302,80;79360,02
01/2024;valor_aprovado;"110033 NOVA MAMORE";-;-;25,83;20217,63;-;4355,23;-;-;-;-;-;-;-;-;-;124,00;15949,60;474,26;-;-;-;-;-;-;2752,08;-;-;-;-;-;-;-;-;-;-;-;-;29,86;645,83;-;-;-;-;-;-;-;-;-;-;44574,32
01/2024;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;-;-;-;1201,75;-;-;-;-;-;-;-;-;-;35876,53;-;-;-;-;-;-;-;229,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37307,58
01/2024;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";121,50;-;-;6736,54;-;-;1779,80;-;-;-;-;-;46,35;-;-;-;15807,20;-;-;-;-;-;-;-;615,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22621,50;47728,49
01/2024;valor_aprovado;"110040 ALTO PARAISO";-;-;-;17014,31;-;3907,40;-;-;-;-;-;-;515,00;-;-;73,00;37635,56;-;-;-;-;-;-;-;487,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4910,40;64543,07
01/2024;valor_aprovado;"110045 BURITIS";29,70;-;-;33406,30;-;4123,83;3863,20;-;-;-;-;-;1419,24;-;-;431,00;60775,74;577,20;145,76;-;-;16,18;-;144,55;1962,83;-;-;-;-;-;41,10;22,62;20,74;-;33,97;-;381,66;-;45,45;-;-;-;-;-;-;-;-;-;46317,15;153758,22
01/2024;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;7626,55;-;-;3607,45;-;-;-;-;-;1251,45;-;-;-;28964,91;-;-;-;-;-;-;-;213,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22373,40;64036,88
01/2024;valor_aprovado;"110060 CACAULANDIA";-;-;-;5938,00;-;-;-;-;-;-;-;-;20,60;-;-;37,00;24675,53;427,02;2,88;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31112,87
01/2024;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;1877,17;-;-;-;-;-;-;-;-;5,15;-;-;91,00;11593,36;-;-;-;-;-;-;-;194,40;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;940,50;14707,21
01/2024;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;44075,18;-;-;3865,40;-;-;-;-;-;-;-;-;-;7286,77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55227,35
01/2024;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;1804,05;-;-;469,70;-;-;-;-;-;-;-;-;12,00;5308,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7594,35
01/2024;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;valor_aprovado;"110094 CUJUBIM";-;-;-;34439,58;-;5470,90;3750,45;-;-;-;-;-;607,70;-;-;11,00;30949,95;-;2,88;-;-;-;-;-;440,00;-;26,42;-;-;-;-;-;-;-;-;-;-;-;89,08;-;-;-;-;-;-;-;-;-;6237,45;82025,41
01/2024;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;1139,59;-;898,35;-;-;-;-;-;-;231,75;-;-;-;2509,04;1160,75;-;-;-;-;-;-;94,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6034,20
01/2024;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;15683,03;-;1225,10;-;-;-;-;-;-;-;-;-;-;16767,32;7369,60;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;470,25;41547,70
01/2024;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;4150,79;-;1466,96;-;-;-;-;-;-;72,10;-;-;-;19167,89;-;142,56;-;-;-;-;-;1330,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;153,45;26483,87
01/2024;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;2934,57;-;5311,88;2253,90;-;-;-;-;-;-;-;-;-;9439,95;-;-;-;-;-;-;-;1545,18;-;45,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21530,52
01/2024;valor_aprovado;"110140 MONTE NEGRO";-;-;-;13939,55;-;361,40;-;-;-;-;-;-;540,75;-;-;199,00;27506,26;523,01;-;-;-;-;-;-;1137,32;-;86,62;-;-;12,27;-;-;-;-;-;-;-;-;690,37;-;-;-;-;-;-;-;-;-;15206,40;60202,95
01/2024;valor_aprovado;"110143 NOVA UNIAO";-;-;-;4984,61;-;4955,03;-;-;-;-;-;-;14601,50;-;-;-;13504,41;-;-;-;-;-;-;-;189,44;-;90,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38325,07
01/2024;valor_aprovado;"110145 PARECIS";-;-;-;-;-;-;10560,00;-;-;-;-;-;-;-;-;-;6572,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17132,70
01/2024;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;10,30;-;-;6,00;5707,27;-;-;-;-;-;-;-;162,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1485,00;7370,57
01/2024;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;72,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72,02
01/2024;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;577,35;-;-;-;-;-;-;-;-;-;-;-;-;18925,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3786,75;23290,00
01/2024;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;38601,77;-;3153,14;1125,85;-;-;-;-;-;350,20;-;-;138,00;26310,25;6667,85;-;-;-;-;-;-;2527,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12741,30;91615,68
01/2024;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;8002,95;-;1568,45;5215,65;-;-;-;-;-;103,00;-;-;67,00;27674,57;621,48;-;-;-;-;-;-;704,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1123,65;45080,79
01/2024;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;695,36;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;700,99
01/2024;valor_aprovado;"110160 THEOBROMA";124,20;-;-;7669,61;-;671,84;-;-;-;-;-;-;5,15;-;-;-;15187,85;-;-;-;-;-;-;-;259,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23917,85
01/2024;valor_aprovado;"110170 URUPA";-;-;-;16120,65;-;1819,95;-;-;-;-;-;-;44,80;-;-;-;23366,54;2228,85;-;-;-;-;-;-;1227,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19575,00;-;-;64383,15
01/2024;valor_aprovado;"110175 VALE DO ANARI";-;-;-;59657,48;-;-;-;-;-;-;-;-;-;-;-;-;18051,80;-;-;-;-;-;-;-;71,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77780,32
01/2024;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;3795,09;-;-;1654,95;-;-;-;-;-;5,15;-;-;-;20229,82;-;-;-;-;-;-;-;841,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44,55;26570,86
01/2024;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1186,29;-;-;-;-;-;-;-;2148,00;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3360,71
01/2024;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;14321,16;-;1989,22;-;-;-;-;-;-;415,61;-;-;34,00;33470,68;-;-;-;-;-;-;-;208,96;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50456,52
01/2024;valor_aprovado;"120010 BRASILEIA";-;-;-;46744,76;-;64584,98;1298,55;6306,55;-;-;-;-;542,76;-;-;125,00;34156,80;850,79;3450,80;-;150365,28;1868,09;-;-;4700,88;-;297,08;-;-;-;562,27;-;-;-;-;-;-;-;75,75;810,67;-;-;-;-;-;-;9,00;-;-;316750,01
01/2024;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1135,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1135,50
01/2024;valor_aprovado;"120020 CRUZEIRO DO SUL";319,82;-;-;258409,85;-;28338,22;41399,81;114352,45;-;-;2168,06;-;5929,55;6916,34;-;515,00;199148,03;7903,86;7304,40;-;215164,71;5366,69;-;-;2643,96;-;26,42;-;-;-;-;-;-;-;-;-;-;-;272,70;2084,58;-;-;-;-;-;3377,90;8560,19;7800,80;-;918003,34
01/2024;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;114,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;114,75
01/2024;valor_aprovado;"120030 FEIJO";-;-;-;30197,87;-;3410,22;-;-;-;-;-;-;-;-;-;-;26103,09;-;-;-;-;-;-;-;895,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60606,74
01/2024;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3310,43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3310,43
01/2024;valor_aprovado;"120033 MANCIO LIMA";-;-;-;14690,23;-;6003,22;-;-;-;-;-;-;854,90;-;-;-;69801,42;440,80;167,72;-;-;-;-;-;6545,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18450,00;-;-;116954,09
01/2024;valor_aprovado;"120034 MANOEL URBANO";-;-;-;8770,64;-;468,82;-;-;-;-;-;-;56,65;-;-;7,00;19483,29;-;-;-;-;-;-;-;1763,64;-;-;-;-;-;176,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30726,04
01/2024;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;12863,71;-;-;-;-;-;-;-;-;-;-;-;117,00;6983,91;-;-;-;-;-;-;-;23,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19988,30
01/2024;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;13538,46;-;4842,62;-;-;-;-;-;-;154,50;-;-;-;27996,12;331,57;-;-;-;-;-;-;1808,52;-;93,33;-;-;-;-;-;-;-;-;-;21,92;-;-;-;-;-;-;-;-;-;-;-;-;48787,04
01/2024;valor_aprovado;"120039 PORTO WALTER";-;-;-;-;-;397,55;-;-;-;-;-;-;156,66;-;-;2,00;5514,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;119,44;-;-;-;-;-;-;-;-;-;-;-;6190,13
01/2024;valor_aprovado;"120040 RIO BRANCO";7536,10;-;9697,58;1391999,43;66210,61;178864,44;91918,56;795558,50;567525,00;24991,51;6658,00;26510,51;158497,50;-;-;4360,00;1249738,17;4573,85;1861,49;847377,82;1121620,44;938,44;2483,67;2892,26;91244,80;-;2513,02;236197,85;20,74;1067,38;-;14207,59;-;-;33,97;-;3415,06;29,86;4409,46;2544,67;76646,09;-;-;-;21290,00;57579,64;16345,18;140477,84;612988,20;7842825,23
01/2024;valor_aprovado;"120042 RODRIGUES ALVES";-;-;-;-;-;386,52;-;-;-;-;-;-;360,50;-;-;-;19151,18;-;-;-;-;-;-;-;2569,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22467,92
01/2024;valor_aprovado;"120043 SANTA ROSA DO PURUS";-;-;-;1491,51;-;340,39;-;-;-;-;-;-;36,05;-;-;-;1758,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3626,01
01/2024;valor_aprovado;"120045 SENADOR GUIOMARD";-;-;-;80384,21;-;4055,90;-;-;-;-;-;-;133,90;-;-;8,00;27962,88;-;-;-;-;-;-;-;846,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113391,05
01/2024;valor_aprovado;"120050 SENA MADUREIRA";-;-;-;41770,62;-;15612,19;2359,50;-;-;-;-;-;504,70;-;-;64,00;57279,29;-;134,18;-;-;-;-;-;1769,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;119493,56
01/2024;valor_aprovado;"120060 TARAUACA";-;-;-;15489,19;-;2728,67;-;-;-;-;-;-;-;-;-;-;32364,03;-;-;-;-;-;-;-;130,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50712,13
01/2024;valor_aprovado;"120070 XAPURI";-;-;-;15375,22;-;2364,29;-;-;-;-;-;-;-;-;-;-;31805,52;-;-;-;-;-;-;-;6589,08;-;-;-;-;-;-;-;-;-;-;-;-;209,02;-;-;-;-;-;-;-;-;-;-;-;56343,13
01/2024;valor_aprovado;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2024;valor_aprovado;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
