periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
02/2024;qtd_aprovada;"130040 BARCELOS";-;30;-;191;-;44;13;-;-;-;-;-;-;-;-;-;1290;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1571
02/2024;qtd_aprovada;"130050 BARREIRINHA";-;57;-;1233;-;273;10;-;-;-;-;-;44;-;-;156;2696;-;-;-;-;-;60;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;4657
02/2024;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;-;-;-;-;638;467;-;-;-;-;-;142;-;-;379;681;191;11;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2510
02/2024;qtd_aprovada;"130063 BERURI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;472;-;3568;-;350;136;-;-;-;-;-;-;-;-;-;4424;102;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;9090
02/2024;qtd_aprovada;"130070 BOCA DO ACRE";322;134;-;27919;-;4138;129;-;-;-;-;-;141;-;-;-;4742;-;-;-;-;-;1039;-;-;-;-;-;-;179;-;-;-;-;-;-;-;-;828;-;-;-;-;-;-;-;-;-;36;-;-;-;39607
02/2024;qtd_aprovada;"130080 BORBA";40;75;12;924;-;164;120;-;-;-;-;-;41;-;-;447;5436;388;-;-;-;-;-;-;86;-;192;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7930
02/2024;qtd_aprovada;"130083 CAAPIRANGA";-;43;-;985;-;105;115;-;-;-;-;-;45;-;-;-;2818;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;4206
02/2024;qtd_aprovada;"130090 CANUTAMA";-;38;-;1606;-;344;30;-;-;-;-;-;60;-;-;256;1536;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3876
02/2024;qtd_aprovada;"130100 CARAUARI";-;-;-;14822;-;489;18;-;-;-;-;-;126;-;-;5;11228;-;4;-;-;-;-;-;-;-;127;-;3;-;-;-;1;-;-;-;-;-;-;5;37;-;-;-;-;-;-;-;-;-;-;-;26865
02/2024;qtd_aprovada;"130110 CAREIRO";-;-;34;18543;-;676;586;-;-;-;-;-;136;-;1229;444;31467;-;2;-;-;-;40;-;420;-;107;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;182;54006
02/2024;qtd_aprovada;"130115 CAREIRO DA VARZEA";56;-;3595;3652;-;154;223;-;-;-;-;-;-;-;-;-;1893;-;-;-;-;-;129;-;-;-;54;-;1;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;9771
02/2024;qtd_aprovada;"130120 COARI";24;236;1767;20457;-;2366;1483;-;-;-;33;-;475;-;-;4648;83250;3524;93;-;-;28;-;-;-;-;1065;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;119451
02/2024;qtd_aprovada;"130130 CODAJAS";-;-;-;715;-;326;411;-;-;-;-;-;13;-;-;6;1251;20;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2753
02/2024;qtd_aprovada;"130140 EIRUNEPE";2773;77;2445;3339;-;154;114;-;-;-;-;-;-;-;3;389;10050;201;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;19646
02/2024;qtd_aprovada;"130150 ENVIRA";-;-;415;7386;-;-;10;-;-;-;-;-;8;-;3;189;4948;-;-;-;-;-;-;-;91;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13061
02/2024;qtd_aprovada;"130160 FONTE BOA";1600;301;-;12866;-;50;230;-;-;-;-;-;950;-;-;4000;40249;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;22;-;-;-;60328
02/2024;qtd_aprovada;"130165 GUAJARA";7440;-;1346;1555;-;133;-;-;-;-;-;-;16;-;-;2872;16584;222;1;-;-;-;451;-;-;-;243;-;1;-;-;-;-;-;-;-;-;-;301;-;-;-;-;-;-;-;-;-;20;-;-;-;31185
02/2024;qtd_aprovada;"130170 HUMAITA";8441;734;69;10668;-;4223;387;224;-;-;-;19;4733;136;101;710;60548;606;889;-;-;64;64;-;205;-;563;-;102;-;-;9;67;24;9;10;-;-;260;-;5;-;-;-;-;-;-;-;34;-;-;1193;95097
02/2024;qtd_aprovada;"130180 IPIXUNA";-;-;-;-;-;86;110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;196
02/2024;qtd_aprovada;"130185 IRANDUBA";-;63;-;3504;-;-;218;-;-;-;-;-;-;-;-;17;10789;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;14615
02/2024;qtd_aprovada;"130190 ITACOATIARA";2069;151;2500;73240;-;1778;1192;205;-;-;47;-;1032;247;101;-;101506;4104;39;-;-;248;-;-;-;-;997;-;11;-;-;1;-;-;-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;3631;193224
02/2024;qtd_aprovada;"130195 ITAMARATI";-;-;-;3665;-;2220;49;-;-;-;-;-;45;-;-;360;1305;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;35;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;7754
02/2024;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;3624;-;141;96;-;-;-;-;-;-;-;-;52;2667;-;-;-;-;-;-;-;-;-;219;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6799
02/2024;qtd_aprovada;"130210 JAPURA";-;47;-;1903;-;71;-;-;-;-;-;-;200;-;-;-;879;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;3129
02/2024;qtd_aprovada;"130220 JURUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;qtd_aprovada;"130230 JUTAI";-;-;-;34;-;74;-;-;-;-;-;-;-;-;-;5;341;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;458
02/2024;qtd_aprovada;"130240 LABREA";261;-;55;3630;-;1724;35;-;-;-;-;-;-;-;-;53;5466;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11239
02/2024;qtd_aprovada;"130250 MANACAPURU";11705;158;-;40364;-;4910;2532;-;-;-;-;-;8627;-;53;312;79541;-;3;-;-;-;-;-;-;-;264;-;-;-;-;-;-;-;-;-;-;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;148555
02/2024;qtd_aprovada;"130255 MANAQUIRI";-;17;-;941;-;336;-;-;-;-;-;-;37;-;-;2;4780;69;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6226
02/2024;qtd_aprovada;"130260 MANAUS";29373;2439;4419;1165287;16856;56713;27098;18100;3934;619;3459;71;45349;26807;1381;14656;1170761;32026;509;2121;13535;13872;38315;-;2272;-;12639;-;587;2111;10;40;61;15;-;-;9;2;3594;772;1647;269;19;-;-;5;993;519212;10836;500;-;21178;3264471
02/2024;qtd_aprovada;"130270 MANICORE";1837;21;-;10147;-;910;256;-;-;-;-;-;465;-;-;444;17047;622;74;-;-;12;-;-;11;-;309;-;13;221;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;95;-;-;-;32493
02/2024;qtd_aprovada;"130280 MARAA";11573;-;-;1317;-;198;168;-;-;-;-;-;-;-;-;407;10723;-;-;-;-;-;-;-;-;-;88;-;17;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24506
02/2024;qtd_aprovada;"130290 MAUES";120;6063;3;25658;-;1630;586;-;-;-;-;-;428;-;4;510;13653;717;-;-;-;-;46;-;-;-;454;-;4;-;-;1;-;-;-;-;1;-;10;-;-;-;-;-;-;-;-;-;10;-;-;3448;53346
02/2024;qtd_aprovada;"130300 NHAMUNDA";-;-;-;4741;-;354;174;-;-;-;-;-;-;-;-;-;1529;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;6819
02/2024;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";424;-;-;16493;-;368;-;-;-;-;-;-;189;-;-;350;22474;729;-;-;-;-;-;-;450;-;411;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41888
02/2024;qtd_aprovada;"130320 NOVO AIRAO";-;30;-;5082;-;526;318;-;-;-;-;-;60;-;-;131;9858;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;16121
02/2024;qtd_aprovada;"130330 NOVO ARIPUANA";110;44;211;32371;-;764;286;-;-;-;-;-;20;-;158;608;5696;89;-;-;-;-;-;-;-;-;186;-;4;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40637
02/2024;qtd_aprovada;"130340 PARINTINS";11644;-;73;37457;-;2924;1566;346;-;-;-;-;1416;450;112;1500;73164;389;82;-;-;262;608;-;-;-;1486;-;-;20;-;-;10;2;1;-;-;4;65;-;-;-;-;-;-;-;-;-;64;-;-;7400;141045
02/2024;qtd_aprovada;"130350 PAUINI";-;65;-;7872;-;124;182;-;-;-;-;-;16;-;-;-;1017;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;9297
02/2024;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";3;104;15;15498;-;682;307;-;-;-;-;-;96;-;-;186;4951;271;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22142
02/2024;qtd_aprovada;"130356 RIO PRETO DA EVA";1248;375;-;4101;-;1843;174;-;-;-;-;-;73;-;-;1878;32474;-;-;-;-;-;-;-;-;-;615;-;40;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;42898
02/2024;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;3;-;2458;-;-;-;-;-;-;-;-;-;-;-;1;2650;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5112
02/2024;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;7705;-;254;-;-;-;-;-;-;-;-;86;783;6111;-;-;-;-;-;-;-;-;-;37;-;8;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;24;-;-;-;15011
02/2024;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";75;400;-;3412;-;200;-;-;-;-;-;-;18;-;-;593;4725;156;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9579
02/2024;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";52;-;34;11692;-;268;297;-;-;-;-;-;-;-;518;256;4037;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;17184
02/2024;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";1;-;-;3269;-;287;161;-;-;-;-;-;184;-;-;256;6216;312;-;-;-;-;-;-;-;-;206;-;1;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;32;10964
02/2024;qtd_aprovada;"130400 SILVES";-;-;-;3037;-;351;196;-;-;-;-;-;57;-;-;69;5696;-;-;-;-;-;206;-;-;-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;238;9916
02/2024;qtd_aprovada;"130406 TABATINGA";24;170;-;6267;-;925;65;-;-;-;-;-;154;-;-;47;5329;126;-;-;-;55;826;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;318;-;-;-;-;-;-;-;-;-;-;-;-;-;14328
02/2024;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;qtd_aprovada;"130420 TEFE";389;677;55;34001;-;4914;1576;-;-;-;58;-;881;-;6;1012;84061;3812;220;-;-;-;631;-;6330;-;704;-;-;-;-;-;-;-;-;-;-;-;45;-;161;-;-;-;-;-;-;-;31;-;-;2481;142045
02/2024;qtd_aprovada;"130423 TONANTINS";25156;-;-;910;-;-;-;-;-;-;-;-;-;-;132;961;49673;-;-;-;-;-;-;-;-;-;245;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77077
02/2024;qtd_aprovada;"130426 UARINI";-;-;-;4241;-;457;28;-;-;-;-;-;10;-;-;22;2083;-;33;-;-;-;-;-;-;-;1;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6879
02/2024;qtd_aprovada;"130430 URUCARA";-;62;-;5600;-;235;114;-;-;-;-;-;46;-;-;8;1343;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;7489
02/2024;qtd_aprovada;"130440 URUCURITUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
02/2024;qtd_aprovada;"140005 ALTO ALEGRE";557;6;-;178;-;281;-;-;-;-;-;-;-;-;8;52;4807;124;-;-;-;-;44;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;6106
02/2024;qtd_aprovada;"140010 BOA VISTA";39291;512;2960;149843;1418;8710;1018;1135;740;90;102;-;5648;4757;2701;4785;163891;1809;417;194;3553;1203;3079;-;940;-;92;-;48;625;-;-;-;-;-;-;-;-;190;-;22;55;-;-;-;-;-;95864;20;34;-;8858;504604
02/2024;qtd_aprovada;"140015 BONFIM";-;14;-;382;-;-;-;-;-;-;-;-;-;-;-;45;2241;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2684
02/2024;qtd_aprovada;"140017 CANTA";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;54
02/2024;qtd_aprovada;"140020 CARACARAI";-;86;-;657;-;472;-;-;-;-;-;-;20;-;-;255;5987;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;7521
02/2024;qtd_aprovada;"140023 CAROEBE";-;-;-;840;-;282;-;-;-;-;-;-;-;-;-;366;3857;82;-;-;-;-;-;-;-;-;49;-;5;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;5539
02/2024;qtd_aprovada;"140028 IRACEMA";83;4;62;-;-;-;-;-;-;-;-;-;-;-;-;325;2785;-;-;-;-;-;13;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;3309
02/2024;qtd_aprovada;"140030 MUCAJAI";-;-;-;428;-;870;-;-;-;-;-;-;-;-;-;9;5051;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6358
02/2024;qtd_aprovada;"140040 NORMANDIA";5;-;-;347;-;-;-;-;-;-;-;-;-;-;1;2;1171;-;-;-;-;-;29;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1566
02/2024;qtd_aprovada;"140045 PACARAIMA";-;12;-;1718;-;-;-;-;-;-;-;-;25;-;-;115;1606;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3476
02/2024;qtd_aprovada;"140047 RORAINOPOLIS";1315;40;-;2248;-;881;132;-;-;-;-;-;80;-;-;385;17427;335;11;-;-;-;-;-;-;-;86;-;12;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;585;23584
02/2024;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;61;-;1082;-;-;-;-;-;-;-;-;-;-;4;35;2295;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;3501
02/2024;qtd_aprovada;"140060 SAO LUIZ";-;8;-;358;-;-;-;-;-;-;-;-;-;-;-;149;2108;1567;-;-;-;-;-;-;-;-;20;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4211
02/2024;qtd_aprovada;"140070 UIRAMUTA";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
02/2024;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;qtd_aprovada;"150010 ABAETETUBA";28;-;2421;39053;-;1024;1346;174;-;-;124;-;749;715;-;1729;31443;-;1;-;-;500;673;-;-;-;248;-;237;-;-;-;-;-;-;-;-;9;293;-;-;-;-;-;-;-;-;6160;-;-;-;2317;89244
02/2024;qtd_aprovada;"150013 ABEL FIGUEIREDO";157;74;-;1553;-;113;51;-;-;-;-;-;-;-;-;81;3313;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5354
02/2024;qtd_aprovada;"150020 ACARA";-;48;-;12576;-;903;160;-;-;-;-;-;430;-;-;-;33121;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4696;51934
02/2024;qtd_aprovada;"150030 AFUA";-;28;-;1745;395;67;123;-;-;-;-;-;-;-;-;1;1015;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;153;-;-;-;-;-;-;-;-;-;-;-;-;-;3559
02/2024;qtd_aprovada;"150034 AGUA AZUL DO NORTE";-;125;-;28483;-;638;56;-;-;-;-;-;5;-;107;192;3153;-;84;-;-;-;-;-;-;-;10;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1791;34665
02/2024;qtd_aprovada;"150040 ALENQUER";3;51;-;3481;-;596;96;-;-;-;-;-;166;-;-;15;2632;2029;10;-;-;-;11;-;-;-;234;-;34;-;-;-;2;7;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;3912;13309
02/2024;qtd_aprovada;"150050 ALMEIRIM";-;-;-;9197;-;1108;252;-;-;-;-;-;75;-;37;234;13759;1624;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5634;31934
02/2024;qtd_aprovada;"150060 ALTAMIRA";1431;607;121;78198;726;4962;1330;629;33;-;105;-;3047;694;5;1468;94054;8794;15;-;1337;462;-;-;-;-;45;-;39;179;-;-;-;35;-;99;-;7;-;-;7;5;-;-;-;-;-;18991;-;15;-;20555;237995
02/2024;qtd_aprovada;"150070 ANAJAS";-;74;1303;8343;-;189;-;-;-;-;-;-;-;-;-;-;3626;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;13579
02/2024;qtd_aprovada;"150080 ANANINDEUA";505463;3429;-;255432;-;22345;2749;1999;705;-;-;-;5587;-;-;2759;277384;840;758;-;4296;-;2350;-;5;-;1008;-;192;774;8;-;-;-;-;-;-;120;3684;547;-;27;-;2;-;-;-;18827;1;15;-;1006;1112312
02/2024;qtd_aprovada;"150085 ANAPU";-;68;-;3715;-;-;-;-;-;-;-;-;-;-;-;220;5305;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;188;9590
02/2024;qtd_aprovada;"150090 AUGUSTO CORREA";-;57;-;5335;116;-;460;-;-;-;-;-;30;-;-;-;2784;1120;-;-;-;-;-;-;-;-;474;-;60;-;80;10;10;119;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;10692
02/2024;qtd_aprovada;"150095 AURORA DO PARA";-;3;-;1488;-;-;29;-;-;-;-;-;32;-;-;46;4399;117;-;-;-;-;-;-;-;-;178;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;1417;7738
02/2024;qtd_aprovada;"150100 AVEIRO";6;203;89;4;-;-;-;-;-;-;-;-;-;-;1;161;667;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1131
02/2024;qtd_aprovada;"150110 BAGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;22
02/2024;qtd_aprovada;"150120 BAIAO";121;26;73;2717;-;781;134;-;-;-;47;-;136;-;-;516;14793;100;6;-;-;-;-;-;-;-;540;-;52;-;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;256;20424
02/2024;qtd_aprovada;"150125 BANNACH";3;82;212;1986;3;41;-;-;-;-;-;-;3;-;-;95;1365;-;-;-;-;-;-;-;19;-;4;-;1;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;18;-;-;258;4096
02/2024;qtd_aprovada;"150130 BARCARENA";5163;344;660;68679;744;2936;2047;455;97;-;178;-;1569;-;-;2610;82625;1323;15;-;-;-;69;-;134;-;1066;-;1;-;-;11;-;-;-;-;-;7;95;9;-;-;-;-;-;-;-;-;-;-;-;12110;182947
02/2024;qtd_aprovada;"150140 BELEM";14374;2388;7414;845087;7444;39887;11442;12849;1877;417;2073;162;110029;23607;16;60469;922454;192326;5742;4445;13236;11162;11132;-;662;-;5357;-;488;5671;1;33;45;76;1;-;1;25;2711;-;78;126;578;-;-;-;513;438875;19685;197;-;6338;2781493
02/2024;qtd_aprovada;"150145 BELTERRA";4651;26;701;3664;-;-;-;-;-;-;-;-;-;-;-;1784;10355;110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21291
02/2024;qtd_aprovada;"150150 BENEVIDES";749;82;58;13701;142;1842;334;-;-;-;222;-;207;-;-;496;38719;442;-;-;-;-;322;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;-;270;38;-;-;48;57851
