periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
12/2024;valor_aprovado;"231085 PINDORETAMA";-;-;-;9896,76;-;-;580,25;-;-;-;-;-;993,95;-;-;25,00;23115,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34611,06
12/2024;valor_aprovado;"231090 PIQUET CARNEIRO";29,70;-;-;9065,23;-;1305,54;1430,00;-;-;-;-;-;515,00;-;-;18,00;48449,11;190,50;-;-;-;-;-;82,60;171,34;-;-;-;-;-;-;13,54;-;56,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61326,96
12/2024;valor_aprovado;"231095 PIRES FERREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4,00;7077,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7081,64
12/2024;valor_aprovado;"231100 PORANGA";-;-;-;-;-;-;2055,35;-;-;-;-;-;-;-;-;-;21314,63;-;-;-;-;-;-;-;259,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;1401,15;29530,33
12/2024;valor_aprovado;"231110 PORTEIRAS";-;-;-;3737,70;-;-;1074,70;-;-;-;-;-;6018,98;-;-;-;41171,45;2463,81;-;-;-;-;277,93;-;312,92;-;-;92419,80;-;-;-;-;-;-;-;-;2317,90;-;-;-;-;-;-;-;-;-;-;6300,00;-;-;156095,19
12/2024;valor_aprovado;"231120 POTENGI";-;-;-;5517,83;-;1217,02;666,60;-;-;-;963,20;-;185,40;-;-;-;33226,03;-;-;-;-;-;-;-;625,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42401,40
12/2024;valor_aprovado;"231123 POTIRETAMA";-;-;-;1755,34;-;-;-;-;-;-;-;-;144,20;-;-;-;4879,45;291,76;-;-;-;-;-;-;134,28;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;12631,45
12/2024;valor_aprovado;"231126 QUITERIANOPOLIS";54,00;-;-;4,11;-;162,24;-;-;-;-;-;-;200,85;-;-;-;36265,67;-;1,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36688,31
12/2024;valor_aprovado;"231130 QUIXADA";13795,12;-;1143,20;38803,69;-;27755,65;3872,83;-;-;-;-;-;8146,25;88205,31;-;170,00;256756,53;2525,29;9854,09;-;489108,96;20475,44;114,80;-;38229,52;-;28,15;-;209,02;122,70;589,88;25,94;-;-;-;-;372,44;59,72;1870,68;463,24;-;-;-;-;-;-;-;-;407,04;5346,00;1008451,49
12/2024;valor_aprovado;"231135 QUIXELO";-;-;-;23396,30;-;1961,20;1774,30;-;-;-;-;-;309,00;-;-;-;43745,65;1050,86;-;-;-;-;179,00;-;4443,24;-;43,31;143,99;-;-;-;-;-;-;33,97;-;839,48;-;-;-;-;-;-;-;-;-;-;-;-;9236,70;87157,00
12/2024;valor_aprovado;"231140 QUIXERAMOBIM";121,50;-;846,14;44489,66;-;9957,69;19813,89;92241,25;15318,75;911,67;5568,70;-;2882,32;-;-;140,00;199331,73;5147,94;76,38;-;-;-;10896,39;-;957,06;-;339,34;88734,00;-;24,54;654,72;-;-;-;-;-;2413,70;-;-;-;-;-;-;-;-;-;-;26550,00;164,78;594,00;528176,15
12/2024;valor_aprovado;"231150 QUIXERE";-;-;-;9087,95;-;2999,91;6628,05;561,78;2150,00;-;1685,60;-;2476,37;-;-;-;60480,60;615,47;751,74;-;-;-;-;-;982,14;-;37,68;-;119,44;12,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;-;95339,00
12/2024;valor_aprovado;"231160 REDENCAO";8,10;-;42,30;21837,18;-;3633,76;4516,05;-;-;-;-;-;415,07;-;-;-;41617,12;2815,72;-;-;-;-;465,46;-;1012,90;-;84,45;-;29,86;-;-;-;-;-;-;-;2239,46;-;-;-;-;-;-;-;-;-;-;-;-;-;78717,43
12/2024;valor_aprovado;"231170 RERIUTABA";-;-;-;-;-;1322,67;1137,40;-;-;-;-;-;-;-;-;7,00;46628,15;3662,75;-;-;-;-;-;-;1207,16;-;45,04;-;-;24,54;-;-;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;-;-;-;514,80;54579,37
12/2024;valor_aprovado;"231180 RUSSAS";345,60;-;4726,06;90608,01;394,56;13433,55;12275,41;8746,92;-;-;2550,44;-;7018,61;-;-;31,00;183885,35;1430,07;22,52;-;764933,30;-;7390,98;-;21837,62;-;26,42;-;-;85,89;-;-;-;-;-;-;1256,96;-;-;10111,85;-;-;-;-;-;-;-;11730,00;1955,82;-;1144796,94
12/2024;valor_aprovado;"231190 SABOEIRO";-;-;-;6220,04;-;-;-;-;-;-;-;-;211,15;-;-;-;30820,92;-;-;-;-;-;-;-;36,14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37288,25
12/2024;valor_aprovado;"231195 SALITRE";-;-;-;3932,96;-;580,38;1573,00;-;-;-;-;-;-;-;-;-;3507,00;-;-;-;-;-;-;-;23,68;-;-;-;-;-;-;-;-;11,28;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;14128,30
12/2024;valor_aprovado;"231200 SANTANA DO ACARAU";-;-;-;21546,11;-;3094,96;4166,25;-;-;-;963,20;-;1192,21;-;-;-;57619,49;-;-;-;-;-;-;-;549,54;-;-;-;5374,80;-;-;-;-;-;-;-;477,12;-;-;-;-;-;-;-;-;-;-;8100,00;-;-;103083,68
12/2024;valor_aprovado;"231210 SANTANA DO CARIRI";-;-;-;-;-;-;1292,50;-;-;-;-;-;-;-;-;24,00;-;-;-;-;-;-;326,81;-;1360,80;-;33,78;-;-;-;-;-;-;-;-;-;707,16;-;-;-;-;-;-;-;-;-;-;-;-;2999,70;6744,75
12/2024;valor_aprovado;"231220 SANTA QUITERIA";-;-;-;-;-;6,78;801,35;-;-;-;-;-;38,95;-;-;-;3693,47;-;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4563,71
12/2024;valor_aprovado;"231230 SAO BENEDITO";162,00;-;-;1620,66;-;5826,38;44,43;986,91;-;-;-;-;1837,80;-;-;159,00;48529,70;21769,49;39863,63;-;-;-;-;-;6135,84;-;-;14593,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;141529,16
12/2024;valor_aprovado;"231240 SAO GONCALO DO AMARANTE";-;-;-;114677,67;10124,05;15989,60;22622,50;26085,00;-;-;4723,12;-;2086,24;-;-;117,00;173251,42;7502,53;215,41;-;-;-;7963,08;8,47;5237,48;-;74,66;204474,00;-;27,26;-;-;-;-;-;-;2890,87;-;1075,65;-;-;-;-;-;-;-;-;11048,54;94,16;-;610288,71
12/2024;valor_aprovado;"231250 SAO JOAO DO JAGUARIBE";-;-;-;2914,81;-;-;4327,40;-;-;-;1348,48;-;206,00;-;-;1,00;21063,33;383,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;34744,84
12/2024;valor_aprovado;"231260 SAO LUIS DO CURU";-;-;-;-;-;-;-;4478,55;-;-;-;-;430,55;-;-;-;19574,69;-;-;-;-;-;-;-;-;-;-;43817,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68300,86
12/2024;valor_aprovado;"231270 SENADOR POMPEU";-;-;23,73;-;-;2931,45;4632,61;-;-;-;-;-;468,65;-;-;11,00;39231,75;2668,84;-;-;-;-;-;-;3879,90;-;-;-;-;-;-;-;-;-;-;-;678,34;-;-;-;-;-;-;-;-;-;-;-;-;-;54526,27
12/2024;valor_aprovado;"231280 SENADOR SA";-;-;-;-;-;-;1089,00;-;-;-;-;-;-;-;-;-;20074,18;942,94;-;-;-;-;-;-;246,72;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;28219,73
12/2024;valor_aprovado;"231290 SOBRAL";200,06;-;7050,34;341662,98;80701,40;44973,67;58992,55;304941,95;34131,25;-;7774,94;717,84;72209,04;224437,84;-;575,00;360690,08;49424,90;107243,34;970798,95;930345,00;58061,82;2218,18;1157,54;7600,94;18,85;-;119981,84;-;178,50;6881,97;428,70;-;-;109,94;-;2270,40;2269,36;7293,26;8412,20;-;-;-;-;135,00;-;19184,66;30624,95;4710,59;42367,05;3910776,88
12/2024;valor_aprovado;"231300 SOLONOPOLE";89,10;-;-;25442,96;-;1253,42;1350,80;-;-;-;-;-;180,25;-;-;-;37080,96;4296,44;-;-;-;-;-;-;289,76;-;-;-;-;-;-;-;-;-;-;-;2138,56;-;-;-;-;-;-;-;-;-;-;4950,00;-;11451,30;88523,55
12/2024;valor_aprovado;"231310 TABULEIRO DO NORTE";-;-;-;52986,63;36044,61;6097,50;3224,10;-;537,50;-;-;-;2284,73;-;-;-;92927,36;4662,03;-;-;-;-;-;-;18352,40;-;197,05;4494,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;221808,31
12/2024;valor_aprovado;"231320 TAMBORIL";-;-;91,65;-;-;2192,86;5952,09;-;-;-;1300,32;-;226,60;-;-;-;36051,39;32,69;-;-;-;-;-;-;3339,88;-;-;-;627,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2564,10;52378,64
12/2024;valor_aprovado;"231325 TARRAFAS";-;-;-;100,61;-;-;-;-;-;-;-;-;-;-;-;-;12273,03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12373,64
12/2024;valor_aprovado;"231330 TAUA";-;-;77,49;43537,16;-;14992,69;9676,62;-;-;-;948,58;-;4517,54;-;-;5,00;88135,12;-;4131,27;-;-;-;4503,27;-;174,58;-;168,90;-;-;-;-;4382,40;-;-;-;-;3052,78;-;-;-;-;-;-;-;-;-;-;16200,00;23,54;-;194526,94
12/2024;valor_aprovado;"231335 TEJUCUOCA";-;-;-;10223,51;-;-;-;-;-;-;-;-;56,65;-;-;84,00;56173,53;-;-;-;-;-;-;-;32,40;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;71311,98
12/2024;valor_aprovado;"231340 TIANGUA";-;-;2610,59;216685,06;21429,13;33603,99;15808,54;12929,43;-;-;2508,62;-;12533,07;-;-;124,00;138585,74;10595,50;7325,71;-;410428,15;-;2,32;-;3336,92;-;-;10481,41;-;36,81;73,94;-;-;-;-;-;-;-;-;1158,10;-;-;-;-;-;-;-;4725,00;1017,60;-;905999,63
12/2024;valor_aprovado;"231350 TRAIRI";-;-;-;14433,35;-;-;1476,20;-;-;-;-;-;1102,10;-;-;-;22559,51;-;-;-;-;-;-;-;6780,62;-;175,41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46527,19
12/2024;valor_aprovado;"231355 TURURU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30783,77;-;-;-;-;-;-;-;183,18;-;56,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31023,25
12/2024;valor_aprovado;"231360 UBAJARA";-;-;23,99;-;-;2042,10;-;-;-;-;-;-;-;-;-;-;34915,54;4550,95;-;-;-;-;13042,20;-;-;-;208,48;-;-;-;-;-;-;-;-;-;1487,64;-;-;-;-;-;-;-;-;-;-;73410,00;-;-;129680,90
12/2024;valor_aprovado;"231370 UMARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6,00;1000,00;-;-;-;-;-;-;-;2043,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;173,25;3222,93
12/2024;valor_aprovado;"231375 UMIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;735,73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;735,73
12/2024;valor_aprovado;"231380 URUBURETAMA";-;-;-;22089,03;-;11659,35;-;-;-;-;-;-;-;-;-;-;63606,65;168,12;-;-;-;-;-;-;1987,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;99510,63
12/2024;valor_aprovado;"231390 URUOCA";-;-;-;1634,59;-;-;991,65;-;-;-;-;-;211,15;-;-;14,00;16309,09;2597,57;-;-;-;-;-;-;311,50;-;-;-;418,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;27437,59
12/2024;valor_aprovado;"231395 VARJOTA";13,50;-;75,39;-;-;-;6062,65;-;-;-;-;-;1153,48;-;-;-;46929,44;2160,38;-;-;-;-;-;-;2627,70;-;16,89;-;209,02;-;-;-;-;-;-;-;-;59,72;-;-;-;-;-;-;-;-;-;8550,00;-;-;67858,17
12/2024;valor_aprovado;"231400 VARZEA ALEGRE";-;-;155,10;19951,84;-;4423,75;7906,80;-;-;-;-;-;374,71;-;-;-;51966,26;-;6274,37;-;-;-;-;-;4326,48;-;77,09;-;358,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;95814,72
12/2024;valor_aprovado;"231410 VICOSA DO CEARA";-;-;-;45866,77;-;6068,63;6485,60;-;-;-;-;-;574,67;-;-;-;69167,74;6006,04;-;-;-;-;-;-;1568,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12600,00;-;-;148337,53
12/2024;valor_aprovado;" MUNICIPIO IGNORADO - RN";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;valor_aprovado;"240010 ACARI";-;-;-;9380,66;-;107,28;1095,13;983,25;-;-;-;-;380,35;-;-;-;78022,66;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89980,59
12/2024;valor_aprovado;"240020 ACU";-;-;-;31473,51;-;78433,88;9683,20;-;-;-;-;-;2124,29;-;-;25,00;129871,63;285,04;-;-;-;-;247,18;-;24,92;-;28,00;14661,81;477,76;-;-;-;-;-;-;-;2110,56;-;-;-;-;-;-;-;-;-;17959,24;18000,00;-;-;305406,02
12/2024;valor_aprovado;"240030 AFONSO BEZERRA";-;-;-;-;-;-;-;-;-;-;-;-;669,50;-;-;-;15686,09;-;-;-;-;-;-;-;112,14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16467,73
12/2024;valor_aprovado;"240040 AGUA NOVA";-;-;-;608,79;-;-;-;-;-;-;-;-;-;-;-;-;420,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600,00;-;-;4628,79
12/2024;valor_aprovado;"240050 ALEXANDRIA";-;-;-;3568,99;-;3070,96;6068,10;2100,00;9750,00;-;1132,00;-;8736,76;-;-;-;53365,06;2465,76;147050,16;-;-;-;81,78;902,34;5313,96;-;-;145464,40;-;-;-;-;-;-;-;-;803,52;-;-;-;-;-;-;-;-;-;-;7650,00;-;-;397523,79
12/2024;valor_aprovado;"240060 ALMINO AFONSO";-;-;-;1347,33;-;-;9483,30;-;-;-;7500,00;-;591,93;-;-;-;138956,58;140,10;-;-;-;-;25,89;-;-;-;56,30;61728,00;-;-;-;-;-;-;-;-;41,90;-;-;-;-;-;-;-;-;-;-;-;-;-;219871,33
12/2024;valor_aprovado;"240070 ALTO DO RODRIGUES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;valor_aprovado;"240080 ANGICOS";-;-;-;7402,48;-;3027,65;2010,25;-;-;-;-;-;772,50;-;-;-;37986,48;1372,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52572,34
12/2024;valor_aprovado;"240090 ANTONIO MARTINS";-;-;-;3925,98;-;-;-;-;-;-;-;-;520,15;-;-;-;3741,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7425,00;-;-;15612,13
12/2024;valor_aprovado;"240100 APODI";-;-;-;163302,10;-;2577,06;-;-;-;-;-;-;2060,00;-;-;51,00;94490,43;5003,80;72,52;-;-;-;1309,48;-;1215,00;-;-;-;-;-;-;-;-;-;-;-;348,12;-;-;-;-;-;-;-;-;-;-;-;-;-;270429,51
12/2024;valor_aprovado;"240110 AREIA BRANCA";-;-;28,20;19173,01;-;-;-;-;-;-;-;-;870,35;-;-;-;113239,52;-;587,02;-;-;-;-;-;5515,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;139413,50
12/2024;valor_aprovado;"240120 ARES";-;-;-;10560,46;-;-;-;-;-;-;-;-;185,40;-;-;-;46406,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;62552,19
12/2024;valor_aprovado;"240130 CAMPO GRANDE";-;-;-;6563,31;-;-;-;-;-;-;-;-;169,95;-;-;6,00;22458,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20250,00;-;-;49448,19
12/2024;valor_aprovado;"240140 BAIA FORMOSA";-;-;-;-;-;-;-;-;-;-;-;-;206,00;-;-;35,00;51788,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;298,60;-;-;-;-;-;-;-;-;-;4950,00;-;-;57278,56
12/2024;valor_aprovado;"240145 BARAUNA";2883,60;-;-;11636,16;-;-;1409,65;-;-;-;-;-;580,75;-;-;-;84236,61;12223,96;335,44;-;-;-;-;-;4578,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9000,00;-;-;126884,21
12/2024;valor_aprovado;"240150 BARCELONA";-;-;-;346,58;-;-;-;-;-;-;-;-;92,70;-;-;-;11735,93;-;-;-;-;-;-;-;3110,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15285,61
12/2024;valor_aprovado;"240160 BENTO FERNANDES";-;-;-;-;-;-;-;-;-;-;-;-;46,35;-;-;-;14735,94;-;-;-;-;-;-;-;94,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10125,00;-;-;25002,01
12/2024;valor_aprovado;"240165 BODO";40,50;-;-;2280,39;-;-;-;-;-;-;-;-;159,65;-;-;-;65993,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6075,00;-;-;74548,66
12/2024;valor_aprovado;"240170 BOM JESUS";-;-;-;4893,24;-;-;-;-;-;-;-;-;5,15;-;-;-;162824,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;172223,19
12/2024;valor_aprovado;"240180 BREJINHO";-;-;-;16,58;-;-;-;-;-;-;-;-;-;-;-;26,00;25699,03;-;-;-;-;-;275,36;-;199,08;-;-;-;-;-;-;-;-;-;-;-;57,54;-;-;-;-;-;-;-;-;-;-;-;-;-;26273,59
12/2024;valor_aprovado;"240185 CAICARA DO NORTE";-;-;-;467,82;-;-;-;-;-;-;-;-;345,05;-;-;4,00;25864,80;-;-;-;-;-;-;-;1439,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28121,19
12/2024;valor_aprovado;"240190 CAICARA DO RIO DO VENTO";-;-;-;-;-;-;-;-;-;-;-;-;206,00;-;-;-;18799,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19005,84
12/2024;valor_aprovado;"240200 CAICO";37,12;-;13350,00;160093,75;19818,64;44271,05;55600,30;85385,48;24993,75;-;20805,91;-;71771,22;26948,70;-;94,00;224904,65;-;109975,60;-;881683,12;2510,79;-;202,00;33143,36;-;3910,00;255740,43;1020,00;-;-;-;-;-;-;-;-;-;-;15776,62;137,50;-;-;-;-;-;13966,44;34075,00;5557,57;24517,85;2130290,85
12/2024;valor_aprovado;"240210 CAMPO REDONDO";-;-;-;3140,88;-;-;-;-;-;-;-;-;121,52;-;-;-;17811,81;228,83;21,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21324,64
12/2024;valor_aprovado;"240220 CANGUARETAMA";-;-;-;3520,34;-;-;-;-;-;-;-;-;406,85;-;-;-;34362,37;1001,77;-;-;-;-;-;-;492,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39783,57
12/2024;valor_aprovado;"240230 CARAUBAS";2160,00;-;132,50;10825,42;-;21676,08;1129,15;-;-;-;-;-;-;-;-;-;34598,26;-;-;-;-;-;393,65;-;1134,00;-;-;-;-;-;-;-;-;-;-;-;799,28;-;-;-;-;-;-;-;-;-;-;-;-;-;72848,34
12/2024;valor_aprovado;"240240 CARNAUBA DOS DANTAS";-;-;-;1131,00;-;-;-;-;-;-;-;-;267,80;-;-;-;3273,34;114,87;-;-;-;-;-;-;36,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9675,00;-;-;14498,77
12/2024;valor_aprovado;"240250 CARNAUBAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26025,74;-;-;-;-;-;-;-;87,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11025,00;-;-;37137,96
12/2024;valor_aprovado;"240260 CEARA-MIRIM";-;-;-;48738,11;-;7153,28;1765,50;-;-;-;-;-;2175,36;-;-;-;125983,51;-;3248,91;-;-;-;180,67;49,00;-;-;-;-;-;-;-;-;-;-;-;-;269,40;-;-;-;-;-;-;-;-;-;-;-;-;-;189563,74
12/2024;valor_aprovado;"240270 CERRO CORA";-;-;-;-;-;-;-;-;-;-;-;-;128,75;-;-;-;28558,85;-;-;-;-;-;-;-;71,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28758,64
12/2024;valor_aprovado;"240280 CORONEL EZEQUIEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;valor_aprovado;"240290 CORONEL JOAO PESSOA";-;-;-;556,23;-;-;1153,35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1709,58
12/2024;valor_aprovado;"240300 CRUZETA";-;-;-;-;-;-;-;-;-;-;-;-;592,25;-;-;-;24693,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25285,95
12/2024;valor_aprovado;"240310 CURRAIS NOVOS";54,00;-;-;68938,86;11208,96;10324,38;2063,55;-;-;-;-;-;3714,16;14076,77;-;55,00;92084,19;5516,46;88,25;-;-;4404,76;243,53;-;-;-;-;14660,40;-;-;-;-;-;-;-;-;2603,78;-;-;-;192,50;-;-;-;-;-;8281,33;12825,00;-;-;251335,88
12/2024;valor_aprovado;"240320 DOUTOR SEVERIANO";-;-;-;2077,71;-;-;2158,20;-;-;-;-;-;164,80;-;-;10,00;1664,80;507,12;-;-;-;-;160,73;-;-;-;-;-;746,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;13339,86
12/2024;valor_aprovado;"240325 PARNAMIRIM";85,00;-;215,56;116139,88;5393,90;9015,07;22091,10;682,05;2418,75;-;7107,90;-;9768,17;6696,72;-;111,00;138795,49;585,43;45923,18;-;-;-;323,54;-;2661,48;-;204,10;43722,51;-;299,86;170,52;-;-;-;-;-;5800,66;-;-;-;-;-;-;-;-;-;-;2700,00;-;-;420911,87
12/2024;valor_aprovado;"240330 ENCANTO";-;-;-;2081,38;-;-;-;-;-;-;-;-;-;-;-;-;1625,00;2519,40;-;-;-;-;-;-;62,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6288,08
12/2024;valor_aprovado;"240340 EQUADOR";-;-;-;1397,54;-;-;-;-;-;-;-;-;108,15;-;-;-;10443,14;98,44;-;-;-;-;-;-;150,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24,75;12222,82
12/2024;valor_aprovado;"240350 ESPIRITO SANTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18569,71;1527,09;587,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20683,82
