periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
08/2025;valor_aprovado;"110010 GUAJARA-MIRIM";-;-;-;3394,34;-;3954,94;3818,65;-;-;-;-;-;260,12;-;-;4,00;37333,99;-;-;-;-;-;-;-;69,48;-;-;-;-;-;-;-;-;-;-;-;-;-;44,54;-;-;-;-;-;-;-;-;-;-;1232,55;-;-;-;-;-;50112,61
08/2025;valor_aprovado;"110011 JARU";-;-;-;113265,88;-;25690,61;14670,15;3121,69;19081,25;-;8709,22;-;1138,86;-;-;60,00;261973,96;1853,39;254,10;-;-;-;-;-;905,24;-;69,73;-;-;12,27;41,10;-;-;-;101,91;-;-;-;1670,25;-;-;-;-;-;-;-;-;-;-;83684,70;-;-;-;-;-;536304,31
08/2025;valor_aprovado;"110012 JI-PARANA";394,20;-;115,33;176119,40;13266,03;50828,49;46230,28;213417,33;254506,25;-;2877,56;-;153988,14;-;-;134,00;682497,75;-;20615,54;-;564985,74;142,63;-;22,52;101248,44;-;275,68;224137,70;-;-;-;67,86;-;-;-;-;-;149,30;4810,32;10890,90;-;-;-;-;-;-;39586,80;28649,20;1499,94;12751,20;-;-;-;-;-;2604208,53
08/2025;valor_aprovado;"110013 MACHADINHO D'OESTE";-;-;-;5049,65;-;6580,91;6838,70;-;-;-;-;-;1905,50;-;-;-;37200,85;-;90,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57726,90;-;-;-;-;-;115393,23
08/2025;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;-;6243,74;-;7991,89;5191,45;-;-;-;-;-;92,70;-;-;5,00;49944,48;2301,28;336,73;-;-;-;-;-;810,72;-;-;-;-;-;-;-;-;19,79;-;-;-;-;89,08;-;-;-;-;-;-;-;-;-;-;11286,00;-;-;-;-;-;84312,86
08/2025;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;117105,55;-;14064,67;12196,25;-;-;-;-;-;551,05;-;-;26,00;98694,46;-;1,44;-;-;24,27;-;-;2972,46;-;5,63;-;-;-;41,10;-;-;-;-;-;-;-;913,07;-;-;-;-;-;-;-;-;-;-;43936,95;-;-;-;-;-;290532,90
08/2025;valor_aprovado;"110018 PIMENTA BUENO";1023,30;-;-;48842,87;-;9978,58;7203,90;-;-;-;-;-;4440,53;-;-;312,00;110775,13;264,28;629,16;-;-;16,18;-;-;6585,12;-;62,04;-;-;-;-;-;-;-;-;-;-;-;2249,27;-;-;-;-;-;-;-;-;-;-;22953,15;-;-;-;-;-;215335,51
08/2025;valor_aprovado;"110020 PORTO VELHO";1123,24;-;25397,23;3265088,51;396527,33;235208,28;123721,05;706765,71;745781,25;111266,31;25442,12;-;321599,52;336987,14;-;1830,00;2651764,94;23362,10;75866,09;2589747,25;1169924,27;107691,87;672,37;563,02;104902,81;18,85;2087,24;508557,33;103,70;107,55;209,26;361,27;-;-;-;-;7363,56;-;15439,85;14765,95;425143,28;-;-;-;7520,00;-;174516,63;1211381,53;212146,72;1631390,44;-;-;-;-;-;17232345,57
08/2025;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;1046,84;-;-;-;-;-;-;-;-;-;-;-;-;2850,75;5307,53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9205,12
08/2025;valor_aprovado;"110026 RIO CRESPO";-;-;-;1275,60;-;-;-;-;-;-;-;-;25,75;-;-;-;6323,16;-;-;-;-;-;-;-;35,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13741,20;-;-;-;-;-;21400,71
08/2025;valor_aprovado;"110028 ROLIM DE MOURA";1690,20;-;-;93010,44;-;13825,92;15985,20;15395,13;25808,75;-;-;-;1090,40;-;-;163,00;160900,05;799,11;787,99;-;-;292,81;-;26,95;6552,26;-;-;-;-;-;-;-;-;-;-;-;-;-;892,62;-;-;-;-;-;-;-;15352,77;454,00;-;58623,90;-;-;-;-;-;411651,50
08/2025;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;1032,60;-;2224,64;-;-;-;-;-;-;30,90;-;-;52,00;6480,27;2191,53;-;-;-;-;7,44;2,31;453,60;-;-;-;-;-;-;-;-;-;-;-;12,98;358,32;-;-;-;-;-;-;-;-;-;-;-;8840,70;-;-;-;-;-;21687,29
08/2025;valor_aprovado;"110030 VILHENA";-;-;-;-;-;-;-;2934,90;30906,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33841,15
08/2025;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;47,98;7304,69;-;6400,01;6094,00;-;-;-;-;-;169,95;-;-;162,00;28379,94;472,58;691,87;-;-;-;-;-;939,60;-;52,84;-;-;-;112,68;-;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;-;-;-;31521,60;-;-;-;-;-;82379,60
08/2025;valor_aprovado;"110033 NOVA MAMORE";-;-;-;16927,32;-;658,56;2102,65;-;-;-;-;-;216,30;-;-;141,00;42858,45;731,88;-;-;-;-;-;-;3337,10;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25403,40;-;-;-;-;-;92403,08
08/2025;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;24773,62;-;6769,35;3567,30;-;-;-;-;-;-;-;-;99,00;25208,50;2633,45;-;-;-;-;-;-;78,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15701,40;-;-;-;-;-;78831,34
08/2025;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";175,50;-;-;5717,12;-;-;1378,30;-;-;-;-;-;25,75;-;-;8,00;20904,03;-;-;-;-;-;-;-;623,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28625,85;-;-;-;-;-;57457,55
08/2025;valor_aprovado;"110040 ALTO PARAISO";-;-;-;17136,54;-;5059,08;2431,00;-;-;-;-;-;103,00;-;-;68,00;33582,72;-;-;-;-;-;-;-;3471,60;-;-;-;-;-;-;-;-;-;-;-;-;507,62;-;-;-;-;-;-;-;-;-;-;-;11583,00;-;-;-;-;-;73942,56
08/2025;valor_aprovado;"110045 BURITIS";48,60;-;25,83;65947,52;-;6962,70;2651,00;-;-;-;-;-;935,39;-;-;397,00;67377,78;2518,41;321,82;-;-;88,99;-;15,40;1137,82;-;32,05;-;-;-;92,04;-;-;-;-;-;-;-;60,60;-;-;-;-;-;-;-;-;-;-;59845,50;-;-;-;-;-;208458,45
08/2025;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;7639,46;-;4438,09;1364,55;-;-;-;-;-;82,40;-;-;-;15892,05;680,88;-;-;-;-;-;-;1787,52;-;86,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13827,15;-;-;-;-;-;45798,72
08/2025;valor_aprovado;"110060 CACAULANDIA";-;-;-;5847,92;-;-;794,75;-;-;-;-;-;36,05;-;-;70,00;12943,81;885,96;5,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2247,30;-;-;-;-;-;22831,55
08/2025;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;6509,72;-;260,09;-;-;-;-;-;-;-;-;-;24,00;14806,97;-;-;-;-;-;-;-;-;-;-;-;-;12,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;272,25;-;-;-;-;-;21885,30
08/2025;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;-;-;-;4523,75;-;-;-;-;-;92,70;-;-;-;13612,11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18228,56
08/2025;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;173,70;-;-;2000,35;-;-;-;-;-;-;-;-;34,00;6494,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1643,40;-;-;-;-;-;10346,04
08/2025;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;-;-;1522,20;1720,95;-;-;-;-;-;499,55;-;-;-;26795,90;25,03;-;-;-;-;-;-;509,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4088,70;-;-;-;-;-;35161,49
08/2025;valor_aprovado;"110094 CUJUBIM";-;-;-;11593,30;-;8517,54;3426,50;-;-;-;-;-;705,55;-;-;-;40253,30;-;-;-;-;-;-;-;880,40;-;26,42;-;-;-;41,10;-;-;22,56;-;-;-;-;267,24;-;-;-;-;-;-;-;-;-;-;20633,25;-;-;-;-;-;86367,16
08/2025;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;-;-;885,36;-;-;-;-;-;-;-;-;-;-;9467,40;362,01;-;-;-;-;-;-;162,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10876,77
08/2025;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;14506,28;-;1919,74;-;-;-;-;-;-;10,30;-;-;-;28893,42;-;-;-;-;-;-;-;143,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6300,00;-;643,50;-;-;-;-;-;52416,76
08/2025;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;1364,02;-;1779,57;1899,70;-;-;-;-;-;92,70;-;-;-;19361,20;577,85;86,40;-;-;-;-;-;1395,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;425,70;-;-;-;-;-;26983,00
08/2025;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;4184,81;-;6611,05;3784,00;-;-;-;-;-;-;-;-;-;22186,21;350,25;-;-;-;-;-;-;785,40;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37912,98
08/2025;valor_aprovado;"110140 MONTE NEGRO";13,50;-;-;15528,45;-;3556,96;3693,25;-;-;-;-;-;116,97;-;-;483,00;27416,35;816,45;-;-;-;-;-;-;69,48;-;14,07;-;-;-;-;-;-;-;-;-;219,20;-;-;-;-;-;-;-;-;-;-;4950,00;-;21304,80;-;-;-;-;-;78182,48
08/2025;valor_aprovado;"110143 NOVA UNIAO";-;-;-;10319,15;-;11534,73;1488,30;-;-;-;-;-;17663,20;-;-;49,00;17862,99;-;-;-;-;-;-;-;189,44;-;73,19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59180,00
08/2025;valor_aprovado;"110145 PARECIS";-;-;-;28376,50;-;-;-;-;-;-;-;-;2081,60;-;-;-;28966,77;-;5858,10;-;-;-;-;176,32;2927,84;-;1788,52;-;-;-;-;-;-;-;-;-;-;3672,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73848,43
08/2025;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;2675,36;-;-;-;-;-;-;-;-;25,75;-;-;34,00;5324,27;-;-;-;-;-;-;-;259,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3880,80;-;-;-;-;-;12199,38
08/2025;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;361,35;-;-;-;-;-;361,35
08/2025;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;2112,69;-;-;1246,85;-;-;-;-;-;-;-;-;-;27844,22;-;-;-;-;-;-;-;291,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9900,00;-;-;-;-;-;41395,36
08/2025;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";2,70;-;-;27655,52;-;1008,47;4627,70;-;-;-;-;-;77,25;-;-;197,00;31339,46;12323,38;-;-;-;24,27;-;4,13;722,68;-;-;-;-;-;-;-;-;-;-;-;12,98;-;155,89;-;-;-;-;-;-;-;-;-;-;58419,90;-;-;-;-;-;136571,33
08/2025;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;11866,44;-;2095,59;6437,75;-;2150,00;-;1830,08;-;1464,62;-;-;38,00;42206,60;534,80;83,86;-;-;-;-;-;660,94;-;-;335,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44,55;-;-;-;-;-;69748,95
08/2025;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;4700,79;-;-;-;-;-;-;-;-;6918,09;-;-;-;46762,14;-;-;-;-;-;-;-;252,36;-;33,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58667,16
08/2025;valor_aprovado;"110160 THEOBROMA";59,40;-;-;11334,46;-;1051,53;2672,45;-;-;-;-;-;128,75;-;-;-;15144,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30391,41
08/2025;valor_aprovado;"110170 URUPA";-;-;269,34;14449,29;-;3059,97;-;-;-;-;-;-;2157,59;-;-;-;23017,50;-;-;-;-;-;-;-;2519,14;-;-;13167,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17404,20;-;-;-;-;-;76044,05
08/2025;valor_aprovado;"110175 VALE DO ANARI";-;-;-;9889,56;-;-;2154,35;-;-;-;-;-;-;-;-;-;9975,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37610,10;-;-;-;-;-;59629,91
08/2025;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;2878,98;-;-;1295,25;-;-;-;-;-;36,05;-;-;-;5745,16;-;-;-;-;-;-;-;300,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10256,40
08/2025;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;1931,10;-;-;-;-;-;-;-;-;-;-;13009,73;-;-;-;-;-;-;-;3795,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24,00;-;-;-;-;-;-;-;18759,87
08/2025;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;21711,33;-;3447,90;-;-;-;-;-;-;358,96;-;-;51,00;21714,94;-;-;-;-;-;-;-;959,84;-;33,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48277,75
08/2025;valor_aprovado;"120010 BRASILEIA";-;-;-;77493,98;-;98642,21;3807,65;-;-;-;-;-;253,06;1408,40;-;287,00;76584,38;1641,95;3984,19;-;224274,78;2074,86;-;-;6592,86;-;445,73;-;-;-;3430,20;-;-;-;-;-;65,76;-;469,65;231,62;-;-;-;-;-;-;-;-;2354,17;-;-;-;-;-;-;504042,45
08/2025;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;379,65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;379,65
08/2025;valor_aprovado;"120020 CRUZEIRO DO SUL";450,10;-;-;252102,14;-;32230,61;40820,14;119410,63;135635,00;-;2748,56;-;7536,39;12757,54;-;680,00;199202,09;7898,56;7871,12;-;212319,21;11186,00;-;-;3218,48;-;453,88;-;-;-;-;-;-;-;-;-;-;-;212,10;4253,35;-;-;-;-;-;-;13068,02;3099,08;12997,62;-;-;-;-;-;-;1080150,62
08/2025;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;153,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;153,00
08/2025;valor_aprovado;"120030 FEIJO";-;-;-;33312,22;-;9183,06;-;-;-;-;-;-;-;-;-;-;34604,26;-;-;-;-;-;-;-;863,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77962,70
08/2025;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5377,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5377,80
08/2025;valor_aprovado;"120033 MANCIO LIMA";-;-;-;19534,83;-;6683,71;749,10;-;-;-;-;-;1004,25;-;-;-;49222,51;-;-;-;-;-;-;-;7246,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84441,28
08/2025;valor_aprovado;"120034 MANOEL URBANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;10549,04;-;1533,75;-;-;-;-;-;-;-;-;-;120,00;15302,31;-;-;-;-;-;-;-;23,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27528,78
08/2025;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;24879,37;-;4904,43;-;-;-;-;-;-;566,50;-;-;-;38507,08;-;4,32;-;-;-;-;-;4063,48;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73004,44
08/2025;valor_aprovado;"120039 PORTO WALTER";-;-;-;3463,17;-;545,39;-;-;-;-;-;-;665,59;-;-;4,00;9493,91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14172,06
08/2025;valor_aprovado;"120040 RIO BRANCO";3553,18;-;10754,18;1645971,46;139952,58;182646,38;147339,32;993719,58;879552,50;29606,13;16979,96;291,88;94136,89;165788,50;-;5737,00;1086528,80;17085,83;827,02;1134040,73;1334532,55;49456,71;5845,59;425,77;102942,36;-;5181,68;243391,54;29,86;1348,56;-;452,40;-;-;441,61;-;5090,40;89,58;14475,50;4096,14;123231,20;-;-;-;25981,50;-;310236,76;176475,03;84483,52;1164411,60;28105,00;59730,00;-;-;-;10294966,78
