periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
08/2025;qtd_aprovada;"431870 SAO LEOPOLDO";9;-;12;50008;939;9832;1150;951;111;38;131;-;4286;-;-;483;39745;3984;299;1405;1379;32;20;5;-;-;603;-;-;94;-;1;-;15;-;-;-;-;60;1;175;6;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;115786
08/2025;qtd_aprovada;"431880 SAO LOURENCO DO SUL";1812;15;29;6987;-;1135;77;-;-;-;6;-;281;60;10;264;29977;760;10;-;324;23;214;-;-;-;267;-;18;3;-;-;-;-;-;-;-;-;91;-;45;1;-;-;-;-;-;-;-;36;4;-;-;-;-;-;-;16;42465
08/2025;qtd_aprovada;"431890 SAO LUIZ GONZAGA";5639;81;-;6478;-;979;224;98;-;-;-;-;125;-;-;9;12388;259;22;-;-;16;31;-;-;-;206;-;22;-;-;-;12;-;-;3;-;-;4;1;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;26650
08/2025;qtd_aprovada;"431900 SAO MARCOS";-;224;-;2635;-;587;37;26;-;-;22;-;185;-;-;-;4007;100;10;-;-;-;-;3;-;-;30;-;-;-;-;-;1;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7878
08/2025;qtd_aprovada;"431910 SAO MARTINHO";-;-;-;40;-;110;-;-;-;-;-;-;35;-;-;-;2159;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;2432
08/2025;qtd_aprovada;"431912 SAO MARTINHO DA SERRA";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
08/2025;qtd_aprovada;"431915 SAO MIGUEL DAS MISSOES";-;6;-;1105;-;152;-;-;-;-;-;-;40;-;-;-;1678;134;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3183
08/2025;qtd_aprovada;"431920 SAO NICOLAU";-;-;-;688;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;701
08/2025;qtd_aprovada;"431930 SAO PAULO DAS MISSOES";-;-;-;856;-;143;-;-;-;-;-;-;34;-;-;-;708;266;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2086
08/2025;qtd_aprovada;"431935 SAO PEDRO DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;164
08/2025;qtd_aprovada;"431936 SAO PEDRO DAS MISSOES";-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
08/2025;qtd_aprovada;"431937 SAO PEDRO DO BUTIA";-;10;-;310;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;337
08/2025;qtd_aprovada;"431940 SAO PEDRO DO SUL";-;59;7;1331;-;372;14;-;-;-;-;-;125;-;-;-;5279;-;-;-;-;-;-;-;-;-;145;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7384
08/2025;qtd_aprovada;"431950 SAO SEBASTIAO DO CAI";892;21;68;694;-;534;47;-;-;-;-;-;233;-;-;124;12644;-;-;-;-;-;155;-;-;-;241;-;-;-;-;-;-;-;-;-;-;-;20;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15743
08/2025;qtd_aprovada;"431960 SAO SEPE";-;60;-;799;-;690;13;-;-;-;6;-;124;-;-;-;13527;449;-;-;-;-;129;-;-;-;314;-;-;-;-;-;-;-;-;-;-;-;8;-;81;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;16305
08/2025;qtd_aprovada;"431970 SAO VALENTIM";-;6;-;925;-;-;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1005
08/2025;qtd_aprovada;"431971 SAO VALENTIM DO SUL";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
08/2025;qtd_aprovada;"431973 SAO VALERIO DO SUL";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;26
08/2025;qtd_aprovada;"431975 SAO VENDELINO";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
08/2025;qtd_aprovada;"431980 SAO VICENTE DO SUL";-;-;-;205;-;146;42;-;-;-;-;-;80;-;-;1;1900;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2419
08/2025;qtd_aprovada;"431990 SAPIRANGA";1059;1342;5126;4601;-;3430;50;424;298;-;-;-;335;-;-;613;22318;-;18;-;-;2;-;-;-;-;13;-;-;-;-;-;33;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39665
08/2025;qtd_aprovada;"432000 SAPUCAIA DO SUL";18155;153;651;56557;-;3821;628;1212;-;-;58;-;1806;-;-;3544;117930;4797;320;-;-;173;5663;151;-;-;275;-;5;-;1;8;27;-;-;-;2;-;510;-;313;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;216806
08/2025;qtd_aprovada;"432010 SARANDI";-;42;-;5107;53;658;80;6;18;-;36;-;2766;-;-;-;4998;-;-;-;-;-;-;-;-;-;40;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;151;14041
08/2025;qtd_aprovada;"432020 SEBERI";-;-;-;5376;-;126;196;25;21;-;2;-;72;-;8;56;3040;196;-;-;-;-;-;-;-;-;74;-;3;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;1;-;-;3006;-;-;-;-;-;12221
08/2025;qtd_aprovada;"432023 SEDE NOVA";-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;55
08/2025;qtd_aprovada;"432026 SEGREDO";-;-;-;1776;-;-;-;-;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;1928
08/2025;qtd_aprovada;"432030 SELBACH";-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;434;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;464
08/2025;qtd_aprovada;"432032 SENADOR SALGADO FILHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;18
08/2025;qtd_aprovada;"432035 SENTINELA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;qtd_aprovada;"432040 SERAFINA CORREA";-;11;9;7019;111;142;44;13;-;-;1;-;389;-;-;-;5315;1133;7;-;-;-;-;-;-;-;55;-;6;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;14280
08/2025;qtd_aprovada;"432045 SERIO";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;384;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;418
08/2025;qtd_aprovada;"432050 SERTAO";-;-;-;1411;-;-;67;-;-;-;-;-;28;-;-;-;1010;-;-;-;-;-;-;-;-;-;48;-;-;-;30;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2608
08/2025;qtd_aprovada;"432055 SERTAO SANTANA";-;-;-;1052;-;-;-;-;-;-;-;-;-;-;-;-;200;503;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1755
08/2025;qtd_aprovada;"432057 SETE DE SETEMBRO";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;70
08/2025;qtd_aprovada;"432060 SEVERIANO DE ALMEIDA";-;5;-;927;-;-;-;-;-;-;-;-;15;-;-;-;1135;102;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;2249
08/2025;qtd_aprovada;"432065 SILVEIRA MARTINS";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
08/2025;qtd_aprovada;"432067 SINIMBU";-;138;-;4032;-;-;-;-;-;-;-;-;68;-;-;-;783;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;5062
08/2025;qtd_aprovada;"432070 SOBRADINHO";-;31;-;3626;-;43;382;111;37;2;112;9;82;-;-;-;2667;421;-;-;-;-;-;-;-;-;4;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7532
08/2025;qtd_aprovada;"432080 SOLEDADE";2253;38;102;15368;356;1145;75;221;6;-;-;-;243;7;-;141;16631;156;-;-;539;-;-;-;-;-;271;-;-;-;-;-;5;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;19;-;-;-;-;-;3;-;-;37622
08/2025;qtd_aprovada;"432085 TABAI";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
08/2025;qtd_aprovada;"432090 TAPEJARA";7897;106;107;5438;-;1488;144;179;5;-;430;-;1176;-;-;284;31175;-;19;-;-;-;1277;9;-;-;323;-;376;-;-;-;1;-;-;-;-;-;52;-;158;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;1;-;50653
08/2025;qtd_aprovada;"432100 TAPERA";61;1787;1;2165;-;138;8;18;-;-;-;-;98;-;-;8;4470;-;-;-;-;-;87;-;-;-;21;-;7;-;-;-;-;-;-;-;-;-;172;-;10;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;9065
08/2025;qtd_aprovada;"432110 TAPES";7;-;-;3682;-;309;-;-;-;-;-;-;2;-;1;1;6516;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10549
08/2025;qtd_aprovada;"432120 TAQUARA";-;244;78;10999;376;1272;269;1673;118;35;178;-;583;23;-;3;25823;3046;-;1417;1221;9;-;-;-;-;93;-;-;-;-;8;-;-;-;-;-;-;-;-;288;6;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;47768
08/2025;qtd_aprovada;"432130 TAQUARI";-;-;-;3689;86;623;19;133;-;-;47;1;235;8;-;-;9624;313;-;-;-;10;-;3;-;-;44;-;-;1;-;10;1;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14907
08/2025;qtd_aprovada;"432132 TAQUARUCU DO SUL";-;-;-;161;-;-;-;-;-;-;-;-;-;-;-;-;789;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3393;-;-;-;-;-;4367
08/2025;qtd_aprovada;"432135 TAVARES";-;29;-;-;-;118;79;-;-;-;-;-;74;-;-;38;1992;136;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2468
08/2025;qtd_aprovada;"432140 TENENTE PORTELA";-;54;18;7640;719;2799;977;811;11;-;233;-;16941;-;-;-;21613;125;236;-;-;-;448;-;-;-;163;-;6;206;-;-;-;2;-;-;-;-;44;-;44;-;-;-;-;-;-;-;-;326;-;-;-;-;-;-;-;-;53416
08/2025;qtd_aprovada;"432143 TERRA DE AREIA";15;85;-;1508;-;-;-;-;-;-;-;-;451;-;-;-;8239;460;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10843
08/2025;qtd_aprovada;"432145 TEUTONIA";1579;141;234;6409;29;1196;208;254;-;-;48;-;397;-;-;587;40118;494;1;-;-;-;447;64;-;-;377;-;4;-;-;-;-;1;-;-;-;-;90;-;30;-;-;-;-;-;-;-;-;-;-;-;4555;-;-;-;-;-;57263
08/2025;qtd_aprovada;"432146 TIO HUGO";-;10;3;344;-;-;-;-;-;-;-;-;7;-;-;-;291;219;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;874
08/2025;qtd_aprovada;"432147 TIRADENTES DO SUL";-;-;-;1216;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;1240
08/2025;qtd_aprovada;"432149 TOROPI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;qtd_aprovada;"432150 TORRES";14;65;8;20001;11;1841;147;593;-;-;-;-;642;-;-;544;23468;575;31;-;1144;10;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;21;8;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;49171
08/2025;qtd_aprovada;"432160 TRAMANDAI";176;111;490;27166;1550;2232;226;686;-;-;-;-;870;369;-;2328;29123;-;213;-;-;411;-;2;-;-;451;-;-;-;-;-;40;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66509
08/2025;qtd_aprovada;"432162 TRAVESSEIRO";-;-;-;321;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;323
08/2025;qtd_aprovada;"432163 TRES ARROIOS";-;11;-;-;-;-;-;-;-;-;-;-;5;-;-;-;478;61;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;607
08/2025;qtd_aprovada;"432166 TRES CACHOEIRAS";101;46;-;1392;-;-;-;-;-;-;-;-;-;-;-;-;1283;266;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3088
08/2025;qtd_aprovada;"432170 TRES COROAS";-;-;-;3567;12;632;-;51;-;-;12;-;158;1;-;50;11548;-;4;-;-;-;-;-;-;-;139;-;1;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;16268
08/2025;qtd_aprovada;"432180 TRES DE MAIO";-;-;-;5511;-;775;122;218;-;-;2;-;9989;-;-;-;10835;-;80;-;-;-;-;-;-;-;141;-;121;97;-;1;3;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;27974
08/2025;qtd_aprovada;"432183 TRES FORQUILHAS";1;208;-;-;-;-;-;-;-;-;-;-;31;-;-;-;755;175;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1180
08/2025;qtd_aprovada;"432185 TRES PALMEIRAS";-;12;-;1673;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1685
08/2025;qtd_aprovada;"432190 TRES PASSOS";-;-;-;10839;78;1453;219;304;100;-;26;-;75;-;-;-;17721;7;30;-;-;-;-;-;-;-;410;-;-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;-;-;-;-;-;-;13;-;-;-;-;-;2;-;-;31457
08/2025;qtd_aprovada;"432195 TRINDADE DO SUL";-;32;-;136;-;174;1;-;-;-;250;-;427;-;-;-;2107;-;3;-;-;-;76;-;-;-;46;-;100;-;-;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3472
08/2025;qtd_aprovada;"432200 TRIUNFO";797;35;12;3909;-;295;-;-;-;-;-;-;48;-;-;7;5592;-;-;-;-;-;225;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;65;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11071
08/2025;qtd_aprovada;"432210 TUCUNDUVA";2031;24;-;462;-;220;90;1;-;-;-;-;113;-;-;-;5382;56;-;-;-;-;-;-;-;-;123;-;1;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8542
08/2025;qtd_aprovada;"432215 TUNAS";-;-;-;1063;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1063
08/2025;qtd_aprovada;"432218 TUPANCI DO SUL";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
08/2025;qtd_aprovada;"432220 TUPANCIRETA";181;54;2;2505;-;494;-;-;-;-;-;-;56;-;-;-;3900;-;-;-;-;-;-;7;-;-;91;-;2;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7321
08/2025;qtd_aprovada;"432225 TUPANDI";673;-;-;-;-;-;108;-;-;-;-;-;-;-;-;53;2090;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2926
08/2025;qtd_aprovada;"432230 TUPARENDI";-;-;-;1936;-;109;1;-;-;-;-;-;50;-;-;2;2646;93;-;-;-;4;-;-;-;-;94;-;3;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4961
08/2025;qtd_aprovada;"432232 TURUCU";263;-;-;-;-;-;-;-;-;-;-;-;17;-;-;61;1945;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2349
08/2025;qtd_aprovada;"432234 UBIRETAMA";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
08/2025;qtd_aprovada;"432235 UNIAO DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;qtd_aprovada;"432237 UNISTALDA";1;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;222;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;271
08/2025;qtd_aprovada;"432240 URUGUAIANA";4079;281;27;28371;1510;2793;90;321;1;-;27;1;670;668;-;287;46590;1195;5;508;668;432;251;-;-;-;347;-;-;-;-;6;-;-;-;-;-;-;83;-;55;3;-;-;-;-;-;-;-;37;-;-;12011;-;-;-;-;-;101317
08/2025;qtd_aprovada;"432250 VACARIA";5;146;1;39822;78;2872;484;350;139;-;43;-;615;8;-;1161;25607;2668;55;-;1113;13;124;-;-;-;134;-;8;-;-;2;6;-;-;-;-;-;32;-;7;16;-;4;-;-;32;-;-;16;45;-;5043;-;-;-;-;-;80649
08/2025;qtd_aprovada;"432252 VALE VERDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2025;qtd_aprovada;"432253 VALE DO SOL";-;-;-;2439;-;-;-;-;-;-;-;-;42;-;-;9;1363;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3897
08/2025;qtd_aprovada;"432254 VALE REAL";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;94
08/2025;qtd_aprovada;"432255 VANINI";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;238;206;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;452
08/2025;qtd_aprovada;"432260 VENANCIO AIRES";3580;25;935;19063;-;856;74;151;-;-;1;-;611;684;-;1950;53240;1959;79;-;902;912;2324;100;-;-;339;-;8;23;-;5;13;-;-;-;4;-;137;5;23;4;-;-;-;-;-;-;-;-;10;-;8028;-;-;-;-;-;96045
08/2025;qtd_aprovada;"432270 VERA CRUZ";2270;239;-;10030;-;288;23;-;-;-;-;-;141;-;-;-;9089;1135;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;23332
08/2025;qtd_aprovada;"432280 VERANOPOLIS";-;155;2;12422;-;799;523;333;55;-;72;-;176;-;-;13;6754;500;10;-;-;1;-;-;-;-;215;-;-;-;-;2;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22045
08/2025;qtd_aprovada;"432285 VESPASIANO CORREA";-;9;-;123;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;132
08/2025;qtd_aprovada;"432290 VIADUTOS";-;-;-;701;-;111;-;-;-;-;-;-;15;-;-;-;498;142;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1476
