periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
04/2024;valor_aprovado;"240610 JUCURUTU";2,70;-;462,30;30368,19;3437,58;11162,70;37144,30;-;-;-;2591,68;-;2132,57;-;-;8,00;241382,80;198,19;838,60;-;-;-;-;-;2245,32;-;-;33950,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11250,00;-;6553,40;383728,73
04/2024;valor_aprovado;"240615 JUNDIA";-;-;-;3290,55;-;-;-;-;-;-;-;-;-;-;-;-;3381,33;-;-;-;-;-;-;-;712,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7384,68
04/2024;valor_aprovado;"240620 LAGOA D'ANTA";-;-;-;-;-;-;-;-;-;-;-;-;25,75;-;-;-;14871,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14896,77
04/2024;valor_aprovado;"240630 LAGOA DE PEDRAS";27,00;-;-;2277,53;-;-;116,26;-;1612,50;-;-;-;618,00;-;-;-;11005,00;-;-;-;-;-;-;-;272,88;-;-;-;-;-;-;-;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;7875,00;-;-;23834,03
04/2024;valor_aprovado;"240640 LAGOA DE VELHOS";-;-;-;2259,99;-;-;-;-;-;-;-;-;448,05;-;-;-;11370,62;-;-;-;-;-;-;-;23,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14102,34
04/2024;valor_aprovado;"240650 LAGOA NOVA";-;-;-;9296,36;-;-;3697,50;-;-;-;-;-;746,75;-;-;-;82081,70;-;-;-;-;-;-;-;225,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96047,89
04/2024;valor_aprovado;"240660 LAGOA SALGADA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24713,91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24713,91
04/2024;valor_aprovado;"240670 LAJES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66646,04;-;-;-;-;-;-;-;1634,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;-;73905,32
04/2024;valor_aprovado;"240680 LAJES PINTADAS";-;-;-;-;-;-;-;-;-;-;-;-;381,10;-;-;-;27053,38;-;-;-;-;-;-;-;-;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3825,00;-;-;31270,74
04/2024;valor_aprovado;"240690 LUCRECIA";-;-;-;-;-;-;-;-;-;-;-;-;365,65;-;-;-;447,00;-;-;-;-;-;115,47;-;161,98;-;468,00;-;-;-;-;-;-;-;-;-;1506,44;-;-;-;-;-;-;-;-;-;4950,00;-;-;8014,54
04/2024;valor_aprovado;"240700 LUIS GOMES";-;-;-;2737,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7200,00;-;-;9937,60
04/2024;valor_aprovado;"240710 MACAIBA";-;-;-;68874,16;-;2814,84;26891,29;-;-;-;1348,48;-;16826,44;-;-;10,00;178560,99;36841,53;14952,00;-;-;-;-;17,69;1840,69;-;157,64;149355,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;498491,07
04/2024;valor_aprovado;"240720 MACAU";-;-;-;-;-;-;-;-;-;-;-;-;1169,05;-;-;-;75188,47;-;-;-;-;-;-;-;186,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11250,00;-;-;87794,42
04/2024;valor_aprovado;"240725 MAJOR SALES";-;-;-;4630,53;-;-;-;-;-;-;-;-;159,65;-;-;-;1710,42;-;-;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6512,44
04/2024;valor_aprovado;"240730 MARCELINO VIEIRA";-;-;-;4904,06;-;-;-;-;-;-;-;-;-;-;-;-;7051,00;294,21;-;-;-;-;-;-;142,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7200,00;-;-;19591,35
04/2024;valor_aprovado;"240740 MARTINS";-;-;-;6592,96;-;-;7140,00;6740,00;6545,01;-;-;-;684,95;-;-;-;141615,64;-;-;-;-;-;145,27;15,20;3418,20;-;-;-;656,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8100,00;-;-;181654,15
04/2024;valor_aprovado;"240750 MAXARANGUAPE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;252,18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;252,18
04/2024;valor_aprovado;"240760 MESSIAS TARGINO";-;-;-;3311,19;-;1350,00;3864,20;-;-;-;4130,00;-;7340,00;-;-;-;113357,12;-;-;-;-;-;94,81;-;98,44;-;16,89;-;776,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;900,00;-;-;135239,01
04/2024;valor_aprovado;"240770 MONTANHAS";2311,20;-;-;-;-;-;-;-;-;-;-;-;887,36;-;-;-;18171,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21369,56
04/2024;valor_aprovado;"240780 MONTE ALEGRE";-;-;-;34896,87;-;-;5607,80;-;-;-;-;-;944,06;-;-;-;51930,70;1612,26;-;-;-;-;-;-;440,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11250,00;-;-;106682,25
04/2024;valor_aprovado;"240790 MONTE DAS GAMELEIRAS";-;-;-;5256,53;-;376,79;2040,00;-;-;-;-;-;257,50;-;-;-;13880,99;-;-;-;-;-;-;-;261,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22073,47
04/2024;valor_aprovado;"240800 MOSSORO";1155,60;-;9790,24;405616,20;66405,78;53998,48;42782,43;58674,49;69337,50;-;1061,24;-;119002,81;121768,94;-;269,00;790537,06;24027,06;120777,11;1738150,70;1586541,28;71151,81;112,52;748,47;23323,54;-;-;375936,34;12989,10;29,84;-;180,96;-;-;54,97;-;82,38;-;-;14757,12;1265,00;-;-;-;-;38165,67;-;6150,36;-;5754844,00
04/2024;valor_aprovado;"240810 NATAL";6053,72;-;30049,41;1912849,81;320831,66;411833,42;211459,64;839095,60;366936,25;232031,86;53768,52;21989,72;707859,40;664218,14;-;303,00;2958620,07;78579,44;557220,17;4418592,88;4474226,83;148583,63;2037,06;132875,91;28683,72;-;2566,99;636164,80;3045,72;3116,34;2233,86;7285,58;311,10;-;-;-;5734,95;5583,82;9811,37;92081,65;216103,91;-;6609,60;-;32285,00;149798,94;650495,21;40341,34;110580,00;20552850,04
04/2024;valor_aprovado;"240820 NISIA FLORESTA";-;-;1170,00;42325,37;348,00;77,00;31277,34;2335,00;-;-;665,00;-;4290,90;-;-;47,00;66661,21;1568,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11250,00;-;-;162015,02
04/2024;valor_aprovado;"240830 NOVA CRUZ";-;-;-;5257,19;-;29447,02;-;-;-;-;-;-;329,60;-;-;270,00;367496,50;557,58;-;-;-;-;458,67;-;-;-;72,36;-;119,44;-;-;-;-;-;-;-;434,87;-;-;-;-;-;-;-;-;-;-;-;-;404443,23
04/2024;valor_aprovado;"240840 OLHO-D'AGUA DO BORGES";-;-;-;1592,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1592,25
04/2024;valor_aprovado;"240850 OURO BRANCO";110,70;-;-;1982,34;-;-;624,80;-;-;-;-;-;-;-;-;-;22818,25;-;-;-;-;-;-;-;10692,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36228,09
04/2024;valor_aprovado;"240860 PARANA";-;-;-;4755,76;-;-;-;-;-;-;-;-;-;-;-;-;531,50;359,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11925,00;-;-;17571,85
04/2024;valor_aprovado;"240870 PARAU";-;-;-;5066,21;-;-;-;-;-;-;-;-;231,75;-;-;-;16930,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22228,76
04/2024;valor_aprovado;"240880 PARAZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3001,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3001,06
04/2024;valor_aprovado;"240890 PARELHAS";-;-;-;2191,54;-;1565,42;-;-;-;-;-;-;1060,90;-;-;-;165196,43;1108,38;-;-;-;-;294,60;-;3402,00;-;5,63;-;-;-;-;-;-;-;-;-;2591,22;-;-;-;-;-;-;-;-;-;13500,00;-;1425,60;192341,72
04/2024;valor_aprovado;"240895 RIO DO FOGO";-;-;-;254,25;-;-;145,20;-;-;-;-;-;298,70;3075,00;-;-;27939,40;-;-;-;-;-;-;-;615,72;-;-;-;29,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32358,13
04/2024;valor_aprovado;"240910 PASSA E FICA";-;-;-;11710,77;-;2715,72;7920,00;-;-;-;5500,00;-;520,15;-;-;22,00;42119,22;-;10,36;-;-;-;-;-;274,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70792,34
04/2024;valor_aprovado;"240920 PASSAGEM";-;-;-;1461,01;-;-;-;-;-;-;-;-;-;-;-;-;670,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1575,00;-;-;3706,01
04/2024;valor_aprovado;"240930 PATU";-;-;-;8146,76;-;-;-;-;-;-;-;-;324,45;-;-;-;39773,88;1681,31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;-;-;-;49956,26
04/2024;valor_aprovado;"240933 SANTA MARIA";-;-;-;1777,81;-;-;-;-;-;-;-;-;185,40;-;-;-;18289,94;514,61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8100,00;-;-;28867,76
04/2024;valor_aprovado;"240940 PAU DOS FERROS";81,00;-;-;179937,62;32887,29;35687,00;38594,84;34201,91;94600,00;-;424,26;-;121854,87;26304,88;-;-;185919,25;31386,61;2036,42;-;518679,27;12708,25;-;-;8411,02;-;274,14;92931,42;-;12,27;356,00;13,54;-;-;-;-;-;149,30;-;1389,72;110,00;-;-;-;-;20023,18;89921,03;1221,12;-;1530116,21
04/2024;valor_aprovado;"240950 PEDRA GRANDE";-;-;-;-;-;-;3484,80;-;-;-;-;-;10,30;-;-;-;11598,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15093,16
04/2024;valor_aprovado;"240960 PEDRA PRETA";-;-;-;-;-;-;-;-;-;-;-;-;267,80;-;-;-;7486,02;-;23,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7776,86
04/2024;valor_aprovado;"240970 PEDRO AVELINO";-;-;-;13291,88;-;1095,29;310,75;-;-;-;-;-;-;-;-;-;25350,64;60,71;8,64;-;-;-;-;-;35,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40153,43
04/2024;valor_aprovado;"240980 PEDRO VELHO";-;-;-;15950,62;-;-;-;-;-;-;-;-;623,15;-;-;-;71049,99;3747,30;-;-;-;-;-;-;5240,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96611,14
04/2024;valor_aprovado;"240990 PENDENCIAS";-;-;-;-;-;6386,08;-;-;-;-;-;-;200,85;-;-;-;59975,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;72412,69
04/2024;valor_aprovado;"241000 PILOES";-;-;-;3667,11;-;-;-;-;-;-;-;-;-;-;-;-;3172,19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6839,30
04/2024;valor_aprovado;"241010 POCO BRANCO";-;-;-;18133,11;-;-;-;-;-;-;-;-;-;-;-;-;114792,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;132925,38
04/2024;valor_aprovado;"241020 PORTALEGRE";-;-;-;6213,06;-;-;-;-;-;-;-;-;185,40;-;-;-;14546,11;-;-;-;-;-;-;-;1997,58;-;56,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8100,00;-;-;31098,43
04/2024;valor_aprovado;"241025 PORTO DO MANGUE";-;-;-;1684,29;-;-;-;-;-;-;-;-;-;-;-;-;13695,55;1445,93;-;-;-;-;-;-;211,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17037,59
04/2024;valor_aprovado;"241030 SERRA CAIADA";-;-;-;7889,74;-;-;847,00;-;-;-;-;-;-;-;-;-;39998,18;-;-;-;-;-;-;-;258,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7650,00;-;-;56643,20
04/2024;valor_aprovado;"241040 PUREZA";-;-;-;8226,54;-;-;1452,00;-;-;-;-;-;381,10;-;-;36,00;18853,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28949,39
04/2024;valor_aprovado;"241050 RAFAEL FERNANDES";-;-;-;6707,66;-;-;2071,85;-;-;-;-;-;-;-;-;-;2858,50;-;-;-;-;-;-;-;-;-;56,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7650,00;-;-;19344,31
04/2024;valor_aprovado;"241060 RAFAEL GODEIRO";-;-;-;2194,71;-;-;605,00;-;-;-;11558,40;-;288,40;-;-;-;1972,42;-;-;-;-;-;12,76;-;348,88;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;22172,46
04/2024;valor_aprovado;"241070 RIACHO DA CRUZ";-;-;-;2553,44;-;-;-;-;-;-;-;-;108,15;-;-;-;6290,66;-;-;-;-;-;-;-;7039,38;-;28,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4050,00;-;-;20069,63
04/2024;valor_aprovado;"241080 RIACHO DE SANTANA";-;-;-;3838,10;-;-;-;-;-;-;-;-;339,90;-;-;-;17019,62;677,15;-;-;-;-;-;-;-;-;-;-;358,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22233,09
04/2024;valor_aprovado;"241090 RIACHUELO";-;-;-;6373,90;-;-;4696,09;-;-;-;-;-;432,60;-;-;-;58883,31;-;-;-;-;-;-;-;854,84;-;-;-;209,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71449,76
04/2024;valor_aprovado;"241100 RODOLFO FERNANDES";-;-;-;5618,38;-;-;-;-;-;-;-;-;211,15;-;-;-;1796,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7625,95
04/2024;valor_aprovado;"241105 TIBAU";-;-;-;2472,00;-;-;-;-;-;-;-;-;581,95;-;-;-;14651,03;86,11;-;-;-;-;-;-;160,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2700,00;-;-;20651,21
04/2024;valor_aprovado;"241110 RUY BARBOSA";-;-;-;4173,69;-;-;-;-;-;-;-;-;231,75;-;-;-;21432,91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8325,00;-;-;34163,35
04/2024;valor_aprovado;"241120 SANTA CRUZ";1259,10;-;14,10;64103,73;6184,51;22978,13;27653,30;-;-;-;-;-;20461,80;-;-;250,00;252739,36;1789,34;58074,74;-;471096,35;-;47,92;-;37,38;-;-;73074,69;597,20;-;-;-;-;-;-;-;-;-;-;20005,34;-;-;-;-;-;6775,06;4725,00;2389,32;89405,40;1123661,77
04/2024;valor_aprovado;"241140 SANTANA DO MATOS";-;-;-;-;-;1647,61;-;-;-;-;-;-;576,80;-;-;-;1845,90;-;-;-;-;-;-;-;23,16;-;33,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9000,00;-;-;13127,25
04/2024;valor_aprovado;"241142 SANTANA DO SERIDO";-;-;-;6352,86;-;-;-;-;-;-;-;-;108,15;-;-;-;13684,99;-;-;-;-;-;-;-;6591,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26737,52
04/2024;valor_aprovado;"241150 SANTO ANTONIO";81,00;-;-;43143,02;-;3056,03;11609,29;-;-;-;-;-;3761,22;562,32;-;117,00;87187,92;2566,93;59,18;-;-;105,14;345,47;-;3503,86;-;-;59683,58;-;-;-;-;-;-;-;-;630,20;-;645,83;-;-;-;-;-;-;-;-;-;1578,45;218636,44
04/2024;valor_aprovado;"241160 SAO BENTO DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117,08
04/2024;valor_aprovado;"241170 SAO BENTO DO TRAIRI";-;-;-;819,41;-;-;-;-;-;-;-;-;61,80;-;-;-;26827,77;-;10,36;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;32231,18
04/2024;valor_aprovado;"241180 SAO FERNANDO";-;-;-;3477,35;-;-;846,45;-;-;-;-;-;-;-;-;-;720,00;-;-;-;-;-;-;-;-;-;-;2514,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9803,10;17361,50
04/2024;valor_aprovado;"241190 SAO FRANCISCO DO OESTE";-;-;-;7152,43;-;-;-;-;-;-;-;-;-;-;-;-;889,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8041,99
04/2024;valor_aprovado;"241200 SAO GONCALO DO AMARANTE";-;-;-;3444,68;9295,79;360,00;15695,00;-;-;-;1200,00;-;3050,17;-;-;30,00;31882,87;-;119555,14;-;-;-;-;-;-;-;-;2305,05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186818,70
04/2024;valor_aprovado;"241210 SAO JOAO DO SABUGI";-;-;18,33;1711,76;-;-;2051,50;-;-;-;-;-;393,15;-;-;-;23151,38;127,20;-;-;-;-;-;90,08;69,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;168,30;32731,18
04/2024;valor_aprovado;"241220 SAO JOSE DE MIPIBU";-;-;-;89448,17;5688,13;12146,63;14291,75;21659,83;-;-;2547,92;-;9837,11;-;-;99,00;126339,24;3362,42;-;-;-;210,34;3509,09;22754,33;895,36;-;-;-;-;132,93;-;-;-;-;-;-;2758,66;-;-;-;-;-;-;-;-;-;23084,20;-;599,85;339364,96
04/2024;valor_aprovado;"241230 SAO JOSE DO CAMPESTRE";-;-;-;-;-;-;1536,70;-;-;-;-;-;154,50;-;-;-;69404,25;-;-;-;-;-;66,96;-;2943,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10172,25;84278,50
04/2024;valor_aprovado;"241240 SAO JOSE DO SERIDO";40,50;-;-;18819,67;-;-;-;-;-;-;-;-;-;-;-;-;37278,11;2074,64;-;-;-;-;3,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8325,00;-;-;66541,40
04/2024;valor_aprovado;"241250 SAO MIGUEL";-;-;-;-;-;790,48;-;-;-;-;-;-;416,95;-;-;-;76977,80;366,65;-;-;-;-;-;-;118,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;450,00;-;-;79120,28
04/2024;valor_aprovado;"241255 SAO MIGUEL DO GOSTOSO";-;-;-;244,08;-;-;-;-;-;-;-;-;319,30;-;-;-;81549,52;823,94;-;-;-;-;-;-;550,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83487,64
04/2024;valor_aprovado;"241260 SAO PAULO DO POTENGI";-;-;-;17983,35;4481,63;400,14;5440,60;-;-;-;2504,32;-;2318,26;-;-;141,00;43714,50;1514,30;-;-;-;-;558,14;53,41;245,08;-;-;31136,79;-;-;-;-;-;-;-;-;1699,80;-;-;-;-;-;-;-;-;-;6075,00;-;-;118266,32
04/2024;valor_aprovado;"241270 SAO PEDRO";-;-;-;3115,89;-;-;-;-;-;-;-;-;252,35;-;-;-;378,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3746,24
04/2024;valor_aprovado;"241280 SAO RAFAEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1680,00;-;-;-;-;-;-;-;847,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16875,00;-;1651,10;21053,18
04/2024;valor_aprovado;"241290 SAO TOME";-;-;-;12022,12;-;-;-;-;-;-;-;-;406,85;-;-;-;63398,60;-;-;-;-;-;-;-;418,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;80746,21
04/2024;valor_aprovado;"241300 SAO VICENTE";-;-;14,10;12343,44;81,56;-;7344,12;609,57;-;-;96,32;-;699,50;-;-;-;66444,15;-;-;-;-;-;-;-;940,64;-;5,63;1885,95;746,50;-;-;-;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;4050,00;-;773,30;96064,64
04/2024;valor_aprovado;"241310 SENADOR ELOI DE SOUZA";-;-;-;-;-;-;-;-;-;-;-;-;300,00;-;-;-;22808,14;56,04;-;-;-;-;-;-;23,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23187,86
04/2024;valor_aprovado;"241320 SENADOR GEORGINO AVELINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1,00;-;770,55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;5721,55
04/2024;valor_aprovado;"241330 SERRA DE SAO BENTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17694,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;22194,84
04/2024;valor_aprovado;"241335 SERRA DO MEL";-;-;-;9299,35;-;859,84;-;-;-;-;-;-;995,13;-;-;-;19186,88;1774,60;-;-;-;-;-;77,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32192,80
04/2024;valor_aprovado;"241340 SERRA NEGRA DO NORTE";-;-;-;10906,85;-;-;-;-;-;-;-;-;-;-;-;-;92717,96;1209,07;-;-;-;-;1,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6075,00;-;-;110910,04
04/2024;valor_aprovado;"241350 SERRINHA";-;-;-;4219,30;-;-;-;-;-;-;1155,84;-;-;-;-;4,00;17242,09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600,00;-;-;26221,23
04/2024;valor_aprovado;"241355 SERRINHA DOS PINTOS";-;-;-;3704,02;-;-;-;-;-;-;-;-;257,50;-;-;-;3343,69;28,02;-;-;-;-;-;-;124,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7457,83
04/2024;valor_aprovado;"241360 SEVERIANO MELO";-;-;-;2715,80;-;128,10;6523,00;-;-;-;-;-;-;-;-;-;300,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9666,90
04/2024;valor_aprovado;"241370 SITIO NOVO";-;-;-;-;-;-;-;-;-;-;-;-;206,00;-;-;2,00;38047,87;-;-;-;-;-;-;-;119,22;-;-;-;-;-;-;-;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;4500,00;-;-;42904,95
04/2024;valor_aprovado;"241380 TABOLEIRO GRANDE";-;-;-;2923,36;-;-;-;-;-;-;-;-;51,50;-;-;-;5714,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8689,26
04/2024;valor_aprovado;"241390 TAIPU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
