periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
04/2024;valor_aprovado;"110010 GUAJARA-MIRIM";-;-;-;368,35;-;4198,92;880,55;-;-;-;-;-;30,24;-;-;297,00;30520,58;1791,99;1,48;-;-;-;-;-;208,44;-;80,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24532,20;62910,59
04/2024;valor_aprovado;"110011 JARU";-;-;-;104165,43;-;26179,50;6442,70;2351,75;3762,50;-;5490,24;-;593,46;-;-;22,00;340943,17;1489,70;250,38;-;-;4,69;-;-;436,78;-;132,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76527,00;568791,40
04/2024;valor_aprovado;"110012 JI-PARANA";3466,80;-;-;227058,32;19764,43;30,83;11452,10;192006,39;401512,50;-;5971,84;-;4260,12;-;-;807,00;808115,38;2617,89;608047,14;-;493786,46;360,77;-;112,60;31388,48;-;658,66;-;-;-;-;12,97;-;-;-;-;-;89,58;6814,62;8256,69;-;-;-;-;-;-;17432,50;2845,20;31541,40;2878410,67
04/2024;valor_aprovado;"110013 MACHADINHO D'OESTE";10,80;-;-;36493,30;-;16123,64;6331,05;-;-;-;-;-;932,15;-;-;2,00;180613,77;-;201,37;-;-;-;-;-;3376,56;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53568,90;297659,17
04/2024;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;14,10;2542,91;-;2783,67;3867,60;-;-;-;-;-;36,05;-;-;48,00;40626,04;2624,25;24,48;-;-;-;-;-;92,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4,95;52664,69
04/2024;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;98884,53;-;5704,50;17641,25;-;-;-;-;-;1941,55;-;-;-;126276,22;-;16,89;-;-;8,09;-;-;3664,66;-;-;-;-;-;196,06;-;-;-;-;-;-;-;1113,50;-;-;-;-;-;-;-;-;-;-;255447,25
04/2024;valor_aprovado;"110018 PIMENTA BUENO";796,50;-;-;42480,26;-;9032,48;-;-;-;-;-;-;1167,85;-;-;72,00;113003,14;256,62;14,40;-;-;-;-;-;6599,38;-;22,52;-;-;-;-;-;-;-;-;-;-;-;2115,65;-;-;-;-;-;-;-;-;-;2677,95;178238,75
04/2024;valor_aprovado;"110020 PORTO VELHO";1343,70;-;23244,40;1229936,08;421297,41;284183,08;141390,49;404335,13;91106,25;88077,08;28818,07;1172,88;136879,99;367354,47;-;3042,00;2888657,11;26669,99;8548,79;2253196,25;1128796,32;124819,29;628,25;6730,20;102278,53;-;1774,40;57319,50;62,22;784,54;-;1718,20;145,18;19,79;109,94;-;2660,68;59,72;2787,44;11981,72;210382,72;4581,42;6912,00;-;21290,00;154823,91;1327625,07;136483,83;1449158,55;13153186,59
04/2024;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;3247,61;-;4362,12;-;-;-;-;-;-;-;-;-;3,00;3010,77;-;-;-;-;-;-;-;1569,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12192,74
04/2024;valor_aprovado;"110026 RIO CRESPO";-;-;-;2100,95;-;-;-;-;-;-;-;-;-;-;-;-;10698,37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12799,32
04/2024;valor_aprovado;"110028 ROLIM DE MOURA";78,30;-;18,33;105008,95;-;11373,88;17515,85;12701,07;46762,50;-;-;-;3198,60;-;-;523,00;223559,81;4303,50;1227,28;-;-;206,01;-;100,87;2767,40;-;-;-;-;-;-;22,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51365,70;480733,67
04/2024;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;12186,82;-;1152,72;151,80;-;-;-;-;-;61,80;-;-;97,00;13350,09;2784,93;-;-;-;-;-;-;1078,56;-;-;-;-;-;-;-;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;-;-;5449,95;36343,53
04/2024;valor_aprovado;"110030 VILHENA";629,10;-;-;172470,53;-;52448,86;54118,77;95408,04;273050,00;-;4422,12;-;77255,93;-;-;358,00;628208,10;4657,00;876,57;-;-;258,88;-;-;16365,26;-;1585,25;550816,80;-;36,81;-;-;-;-;-;-;-;-;9152,97;7755,20;-;-;-;-;-;-;8519,02;3376,38;-;1961769,59
04/2024;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;8903,44;-;4316,52;1630,20;-;-;-;-;-;30,90;-;-;209,00;17621,14;-;-;-;-;-;-;-;-;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38748,60;71465,43
04/2024;valor_aprovado;"110033 NOVA MAMORE";-;-;-;21059,88;-;7124,29;1691,25;-;-;-;-;-;257,50;-;-;172,00;41313,79;520,22;-;-;-;-;-;-;2152,68;-;79,26;-;-;-;-;-;-;-;-;-;-;-;155,89;-;-;-;-;-;-;-;-;-;13939,20;88465,96
04/2024;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;15738,00;-;3324,91;6789,20;-;-;-;-;-;-;-;-;-;37904,44;2635,70;-;-;-;-;-;-;453,20;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66924,71
04/2024;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";324,00;-;-;7158,84;-;-;4622,20;-;-;-;-;-;360,50;-;-;20,00;23368,48;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21621,60;57540,42
04/2024;valor_aprovado;"110040 ALTO PARAISO";-;-;-;20995,99;-;5576,02;-;-;-;-;-;-;226,60;-;-;125,00;54533,88;-;11,52;-;-;-;-;-;464,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3663,00;85596,25
04/2024;valor_aprovado;"110045 BURITIS";35,10;-;-;78412,80;-;753,32;4255,90;-;-;-;-;-;1506,51;-;-;576,00;99275,28;9418,05;-;-;-;78,20;7,44;244,86;2930,48;-;219,38;-;-;-;-;-;-;-;-;-;1578,24;-;45,45;-;-;-;-;-;-;-;-;-;85684,50;285021,51
04/2024;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;-;-;-;1547,70;-;-;-;-;-;-;-;-;-;18330,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9730,35;29608,05
04/2024;valor_aprovado;"110060 CACAULANDIA";-;-;-;8893,41;-;-;1053,80;-;-;-;-;-;-;-;-;51,00;24725,35;826,96;2,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35553,40
04/2024;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;2941,18;-;-;-;-;-;-;-;-;5,15;-;-;98,00;3678,22;-;-;-;-;-;-;-;35,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6758,07
04/2024;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;-;-;-;7494,85;-;-;-;-;-;92,70;-;-;2,00;24728,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32318,47
04/2024;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;2469,72;-;-;2241,80;-;-;-;-;-;-;-;-;32,00;3886,95;-;-;-;-;-;-;-;-;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;128,70;8764,80
04/2024;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;11542,82;-;-;-;-;-;-;-;-;128,75;-;-;50,00;26581,37;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4855,95;43223,69
04/2024;valor_aprovado;"110094 CUJUBIM";-;-;-;20622,51;-;8820,51;3275,25;-;-;-;-;-;751,85;-;-;2,00;37636,31;-;5,80;-;-;-;-;-;266,48;-;-;-;-;-;-;12,97;-;-;-;-;-;-;155,89;-;-;-;-;-;-;-;-;-;6589,00;78138,57
04/2024;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;7581,52;-;893,34;441,65;-;-;-;-;-;278,10;-;-;-;5125,93;1716,31;-;-;-;-;-;-;745,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16782,05
04/2024;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;994,71;-;2141,34;-;-;-;-;-;-;46,35;-;-;-;21722,77;787,40;123,84;-;-;-;-;-;1131,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;252,45;27199,92
04/2024;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;3847,71;-;6357,92;2774,75;-;-;-;-;-;-;-;-;-;17881,84;-;-;-;-;-;-;-;1965,70;-;146,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32974,30
04/2024;valor_aprovado;"110140 MONTE NEGRO";2,70;-;-;19623,39;-;4189,24;4332,90;-;-;-;-;-;324,45;-;-;169,00;36549,38;1397,21;-;-;-;-;-;-;704,14;-;54,57;-;-;-;-;-;-;-;-;-;-;-;556,75;-;-;-;-;-;-;-;6750,00;-;15651,90;90305,63
04/2024;valor_aprovado;"110143 NOVA UNIAO";-;-;-;5724,71;-;4530,34;-;-;-;-;-;-;13654,92;-;-;-;17136,36;-;-;-;-;-;-;-;142,08;-;67,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41255,97
04/2024;valor_aprovado;"110145 PARECIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13867,60;-;115,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6237,00;20219,80
04/2024;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;1836,19;-;-;-;-;-;-;-;-;36,05;-;-;14,00;6403,20;-;-;-;-;-;-;-;259,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;336,60;8885,24
04/2024;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;588,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;588,60
04/2024;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;2935,40;-;-;-;-;-;-;-;-;-;-;-;-;24857,92;-;-;-;-;-;-;-;129,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4128,30;32051,22
04/2024;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";2,70;-;-;57554,76;-;2567,15;2037,20;-;-;-;-;-;257,50;-;-;261,00;28871,48;11303,65;106,99;-;-;-;-;8,26;1784,60;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19800,00;124560,92
04/2024;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;10647,67;-;2122,46;6504,30;-;-;-;-;-;314,15;-;-;112,00;49233,27;724,59;-;-;-;-;-;-;602,16;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11632,50;81898,73
04/2024;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;14361,21;-;-;-;-;-;-;-;-;-;-;-;-;1575,00;-;-;-;-;-;-;-;1007,52;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16949,36
04/2024;valor_aprovado;"110160 THEOBROMA";137,70;-;-;12829,71;-;819,82;-;-;-;-;-;-;56,65;-;-;-;23372,89;-;-;-;-;-;-;-;194,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37411,17
04/2024;valor_aprovado;"110170 URUPA";-;-;-;16812,59;-;1741,00;3322,00;1202,04;-;-;-;-;30,80;-;-;-;35369,47;3556,00;-;-;-;-;-;-;1731,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63765,12
04/2024;valor_aprovado;"110175 VALE DO ANARI";-;-;-;18117,51;-;-;-;-;-;-;-;-;-;-;-;-;18988,73;-;-;-;-;-;-;-;130,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37236,48
04/2024;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;3135,10;-;-;-;-;-;-;-;-;40,97;-;-;-;20648,33;-;-;-;-;-;-;-;426,12;-;5,63;-;-;-;37,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9,90;24303,55
04/2024;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1278,90;-;-;-;-;-;-;-;2592,48;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3897,80
04/2024;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;16922,48;-;2113,54;-;-;-;-;-;-;269,93;-;-;46,00;25357,51;-;-;-;-;-;-;-;985,60;-;33,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45728,84
04/2024;valor_aprovado;"120010 BRASILEIA";-;-;-;45718,21;-;74212,02;3951,75;10928,94;-;-;-;-;495,36;1408,40;-;100,00;102666,26;1188,28;3653,61;-;183122,49;738,43;-;-;5662,80;-;589,64;-;-;12,27;1449,13;-;-;-;-;-;-;-;-;347,43;-;-;-;-;-;-;18,00;-;-;436263,02
04/2024;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2219,65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;8069,65
04/2024;valor_aprovado;"120020 CRUZEIRO DO SUL";594,52;-;-;262100,38;-;34705,39;47699,83;108148,92;-;-;1412,98;-;4167,20;8232,40;-;519,00;216988,32;7997,06;6172,48;-;206411,57;6250,00;-;-;2535,48;-;79,26;-;-;-;-;-;-;-;-;-;-;-;45,45;2547,82;55,00;-;-;-;-;8980,58;17106,18;2238,72;-;944988,54
04/2024;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142,80
04/2024;valor_aprovado;"120030 FEIJO";-;-;-;30708,49;-;-;-;-;-;-;-;-;-;-;-;-;2368,80;-;-;-;-;-;-;-;440,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33517,33
04/2024;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;valor_aprovado;"120033 MANCIO LIMA";-;-;-;14658,29;-;6726,89;-;-;-;-;-;-;530,45;-;-;-;52365,75;877,90;503,16;-;-;-;-;-;5535,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7200,00;-;-;88398,12
04/2024;valor_aprovado;"120034 MANOEL URBANO";-;-;-;10034,37;-;1429,24;-;-;-;-;-;-;41,20;-;-;15,00;38439,05;-;-;-;-;-;-;-;1306,52;-;-;-;-;-;140,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51406,18
04/2024;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;14276,61;-;723,01;-;-;-;-;-;-;-;-;-;190,00;11979,37;-;-;-;-;-;-;-;59,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27228,19
04/2024;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;19556,45;-;3768,75;-;-;-;-;-;-;36,05;-;-;-;38434,38;658,47;-;-;-;-;-;-;3746,58;-;176,03;-;-;-;-;-;-;-;-;-;21,92;-;-;-;-;-;-;-;-;-;-;-;-;66398,63
04/2024;valor_aprovado;"120039 PORTO WALTER";-;-;-;-;-;865,39;-;-;-;-;-;-;438,39;-;-;-;7747,33;-;-;-;-;-;21,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9072,75
04/2024;valor_aprovado;"120040 RIO BRANCO";7688,34;-;17488,07;1516343,62;99326,87;201616,42;109449,37;859078,03;470951,25;16593,66;12370,20;12276,76;165760,06;123659,00;-;6216,00;952665,79;19862,81;2387,24;857852,53;1159598,68;44991,97;4260,57;231,25;69434,44;-;1064,00;252017,26;80,46;815,97;-;1878,84;-;-;-;-;2990,96;29,86;6970,51;3339,74;63973,12;-;-;-;18333,00;62109,11;305978,43;99915,12;810021,30;8359620,61
04/2024;valor_aprovado;"120042 RODRIGUES ALVES";-;-;-;-;-;1208,86;-;-;-;-;-;-;242,05;-;-;-;48709,10;-;-;-;-;-;-;-;3570,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53730,21
04/2024;valor_aprovado;"120043 SANTA ROSA DO PURUS";-;-;-;2197,82;-;818,51;-;-;-;-;-;-;92,70;-;-;-;3750,69;-;-;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6871,56
04/2024;valor_aprovado;"120045 SENADOR GUIOMARD";-;-;-;61924,64;-;5508,46;-;-;-;-;-;-;267,80;-;-;6,00;31554,63;-;-;-;-;-;-;-;515,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;99777,45
04/2024;valor_aprovado;"120050 SENA MADUREIRA";-;-;-;41845,01;-;20114,91;2829,20;-;-;-;-;-;484,10;-;-;119,00;59962,69;-;89,19;-;-;-;-;-;1809,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;127253,50
04/2024;valor_aprovado;"120060 TARAUACA";-;-;-;18685,79;-;5999,51;-;-;-;-;-;-;-;-;-;-;36868,70;-;-;-;-;-;-;-;118,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61672,40
04/2024;valor_aprovado;"120070 XAPURI";-;-;-;16073,07;-;3909,51;-;-;-;-;-;-;-;-;-;-;31500,44;-;-;-;-;-;-;-;5328,76;-;-;-;-;-;-;-;-;-;-;-;-;59,72;-;-;-;-;-;-;-;-;-;-;-;56871,50
04/2024;valor_aprovado;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;valor_aprovado;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
