periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
06/2025;qtd_aprovada;"315670 SABARA";4235;104;410;12366;49;3319;791;-;-;-;49;-;5355;-;29;1915;76934;2433;-;-;27;-;1695;2;-;-;68;-;38;-;-;-;-;36;-;-;-;-;529;2;81;-;-;-;-;-;-;-;-;39;-;-;-;178;-;-;-;-;110684
06/2025;qtd_aprovada;"315680 SABINOPOLIS";2373;40;-;2654;-;178;115;-;-;-;-;-;50;-;-;12;2886;230;-;-;-;-;50;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;5717;-;-;-;-;-;14358
06/2025;qtd_aprovada;"315690 SACRAMENTO";6251;69;68;15219;93;1730;902;97;50;-;159;-;643;-;-;123;10264;789;647;-;-;-;429;491;-;-;119;-;-;34;-;-;-;2;-;-;-;-;366;-;-;-;-;-;-;-;-;-;-;52;-;-;6064;-;-;-;-;-;44661
06/2025;qtd_aprovada;"315700 SALINAS";838;4;9;17800;-;1421;398;278;22;-;59;-;1117;4;7;1;27290;444;166;-;1715;2;449;-;-;-;264;-;10;19;-;2;-;2;-;-;-;-;154;4;-;17;-;-;-;-;-;-;-;57;33;-;8044;-;32;-;-;-;60662
06/2025;qtd_aprovada;"315710 SALTO DA DIVISA";1850;20;-;6285;-;239;-;-;-;-;-;-;-;-;-;-;680;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;1244;-;-;-;-;-;10350
06/2025;qtd_aprovada;"315720 SANTA BARBARA";-;-;5;26215;-;1284;53;53;-;-;17;-;109;-;-;180;9528;1938;2;-;-;-;2;-;-;-;82;-;-;-;-;-;25;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;2;-;-;10113;-;-;-;-;-;49617
06/2025;qtd_aprovada;"315725 SANTA BARBARA DO LESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2025;qtd_aprovada;"315727 SANTA BARBARA DO MONTE VERDE";-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;544;468;-;-;-;-;44;115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;119;-;-;1458;-;-;-;-;-;2809
06/2025;qtd_aprovada;"315730 SANTA BARBARA DO TUGURIO";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;164
06/2025;qtd_aprovada;"315733 SANTA CRUZ DE MINAS";761;4;14;3997;-;13;-;-;-;-;-;-;83;-;-;4567;4990;-;-;-;-;-;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;1484;-;-;-;-;-;16044
06/2025;qtd_aprovada;"315737 SANTA CRUZ DE SALINAS";-;26;-;1932;-;11;110;-;-;-;-;-;-;-;-;-;735;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;2811;-;-;-;-;-;5647
06/2025;qtd_aprovada;"315740 SANTA CRUZ DO ESCALVADO";-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;194;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;363;-;-;-;-;-;673
06/2025;qtd_aprovada;"315750 SANTA EFIGENIA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;297;-;-;-;-;-;297
06/2025;qtd_aprovada;"315760 SANTA FE DE MINAS";17;28;-;691;-;73;-;-;-;-;-;-;30;-;-;1;718;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;5916;-;-;-;-;-;7517
06/2025;qtd_aprovada;"315765 SANTA HELENA DE MINAS";-;10;-;1205;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;1603;-;-;-;-;-;2936
06/2025;qtd_aprovada;"315770 SANTA JULIANA";-;98;-;7881;-;-;-;-;-;-;-;-;-;-;-;-;3613;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;89;-;-;-;-;-;11701
06/2025;qtd_aprovada;"315780 SANTA LUZIA";157;221;253;108051;487;7381;149;16;-;-;5;-;1962;-;-;525;25051;15273;-;-;-;-;-;-;-;-;13;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;535;-;-;3439;-;-;-;-;-;163534
06/2025;qtd_aprovada;"315790 SANTA MARGARIDA";18;-;-;824;-;-;191;-;-;-;-;-;88;-;-;20;1561;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2642;-;-;-;-;-;5369
06/2025;qtd_aprovada;"315800 SANTA MARIA DE ITABIRA";-;17;-;7519;-;188;-;-;-;-;-;-;38;-;-;-;1149;515;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9431
06/2025;qtd_aprovada;"315810 SANTA MARIA DO SALTO";-;20;-;447;-;-;-;-;-;-;-;-;-;-;-;-;716;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;989;-;-;-;-;-;2197
06/2025;qtd_aprovada;"315820 SANTA MARIA DO SUACUI";-;-;-;6976;-;752;32;51;12;-;10;-;93;-;-;-;5157;322;344;-;-;-;-;-;-;-;74;-;14;-;-;-;84;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;2254;-;-;-;-;-;16212
06/2025;qtd_aprovada;"315830 SANTANA DA VARGEM";88;51;19;3;-;-;-;-;-;-;-;-;105;-;-;-;4791;-;-;-;-;-;609;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;1089;-;-;-;-;-;6826
06/2025;qtd_aprovada;"315840 SANTANA DE CATAGUASES";-;12;11;-;-;-;-;-;-;-;-;-;15;-;-;-;146;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;871;-;-;-;-;-;1172
06/2025;qtd_aprovada;"315850 SANTANA DE PIRAPAMA";-;-;-;-;-;-;-;-;-;-;-;-;107;-;-;-;1033;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;1920;-;-;-;-;-;3076
06/2025;qtd_aprovada;"315860 SANTANA DO DESERTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2025;qtd_aprovada;"315870 SANTANA DO GARAMBEU";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;242;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1441;-;-;-;-;-;1807
06/2025;qtd_aprovada;"315880 SANTANA DO JACARE";-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;186;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;360
06/2025;qtd_aprovada;"315890 SANTANA DO MANHUACU";1218;7;-;-;-;-;-;-;-;-;-;-;200;-;-;953;193875;299;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;828;-;-;-;-;-;197400
06/2025;qtd_aprovada;"315895 SANTANA DO PARAISO";12;-;383;10067;-;105;60;-;-;-;60;-;291;-;-;120;5844;621;3;-;-;-;280;-;-;-;35;-;21;7;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;67;-;-;1221;-;-;-;-;-;19276
06/2025;qtd_aprovada;"315900 SANTANA DO RIACHO";-;216;-;5403;-;-;-;-;-;-;-;-;-;-;-;-;10271;76;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3345;-;-;-;-;-;19349
06/2025;qtd_aprovada;"315910 SANTANA DOS MONTES";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;973;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;437;-;-;-;-;-;1421
06/2025;qtd_aprovada;"315920 SANTA RITA DE CALDAS";-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2079;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1355;-;-;-;-;-;3482
06/2025;qtd_aprovada;"315930 SANTA RITA DE JACUTINGA";-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;1977;266;-;-;-;-;16;-;-;-;23;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113;-;-;-;-;-;2449
06/2025;qtd_aprovada;"315935 SANTA RITA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100
06/2025;qtd_aprovada;"315940 SANTA RITA DE IBITIPOCA";21;46;-;-;-;-;-;-;-;-;-;-;74;-;-;-;405;225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;597;-;-;-;-;-;1388
06/2025;qtd_aprovada;"315950 SANTA RITA DO ITUETO";6;14;267;1446;-;-;-;-;-;-;-;-;71;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;552;-;-;-;-;-;2388
06/2025;qtd_aprovada;"315960 SANTA RITA DO SAPUCAI";1;-;-;2331;-;1577;-;48;-;-;-;-;607;-;-;9914;30303;1674;2;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1709;-;-;-;-;-;48280
06/2025;qtd_aprovada;"315970 SANTA ROSA DA SERRA";4553;-;-;137;-;106;34;-;-;-;-;-;-;-;-;-;2405;389;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7739
06/2025;qtd_aprovada;"315980 SANTA VITORIA";3284;65;-;14788;-;-;449;-;-;-;-;-;201;-;-;-;12130;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2395;-;-;-;-;-;33346
06/2025;qtd_aprovada;"315990 SANTO ANTONIO DO AMPARO";-;-;647;6352;-;670;132;88;-;-;19;-;222;-;-;235;14603;464;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2124;-;-;6278;-;-;-;-;-;31887
06/2025;qtd_aprovada;"316000 SANTO ANTONIO DO AVENTUREIRO";-;-;-;394;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1052;-;-;-;-;-;1501
06/2025;qtd_aprovada;"316010 SANTO ANTONIO DO GRAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2025;qtd_aprovada;"316020 SANTO ANTONIO DO ITAMBE";-;6;-;1103;-;-;-;-;-;-;-;-;34;-;-;-;-;268;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2902;-;-;-;-;-;4313
06/2025;qtd_aprovada;"316030 SANTO ANTONIO DO JACINTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2280;-;-;-;-;-;2280
06/2025;qtd_aprovada;"316040 SANTO ANTONIO DO MONTE";4;4;32;28873;-;2034;240;193;-;-;21;-;962;6;-;58;25878;1647;23;-;-;4;347;8;-;-;147;-;-;25;-;-;-;2;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;23;-;-;688;-;-;-;-;-;61244
06/2025;qtd_aprovada;"316045 SANTO ANTONIO DO RETIRO";-;11;-;1161;-;-;-;-;-;-;-;-;93;-;-;-;329;-;-;-;-;-;66;-;-;-;7;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;3654;-;-;-;-;-;5364
06/2025;qtd_aprovada;"316050 SANTO ANTONIO DO RIO ABAIXO";-;-;-;129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;129
06/2025;qtd_aprovada;"316060 SANTO HIPOLITO";1706;5;-;1780;-;-;-;-;-;-;-;-;100;-;-;-;424;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;4199;-;-;-;-;-;8242
06/2025;qtd_aprovada;"316070 SANTOS DUMONT";10;78;-;7563;-;749;147;20;-;-;16;-;-;-;-;177;12342;855;18;-;-;-;53;-;-;-;78;-;2;-;-;-;4;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;22332
06/2025;qtd_aprovada;"316080 SAO BENTO ABADE";-;-;-;-;-;128;77;-;-;-;-;-;-;-;-;-;782;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;886;-;-;-;-;-;1873
06/2025;qtd_aprovada;"316090 SAO BRAS DO SUACUI";-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2055;48;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;234;-;-;-;-;-;2359
06/2025;qtd_aprovada;"316095 SAO DOMINGOS DAS DORES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;250;112;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;741;-;-;-;-;-;1103
06/2025;qtd_aprovada;"316100 SAO DOMINGOS DO PRATA";-;60;14;10193;-;325;-;-;-;-;-;-;116;-;-;2;5484;523;-;-;-;-;-;-;-;-;86;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1657;-;-;-;-;-;18463
06/2025;qtd_aprovada;"316105 SAO FELIX DE MINAS";396;22;14;382;-;4;-;-;-;-;-;-;-;-;25;1367;2261;228;1;-;-;-;138;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;21;-;-;4242;-;-;-;-;-;9167
06/2025;qtd_aprovada;"316110 SAO FRANCISCO";-;33;20;1062;-;1418;24;12;-;-;-;-;417;-;-;2;11069;154;8;-;-;-;-;-;-;-;270;-;4;-;-;4;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;6326;-;-;-;-;-;20904
06/2025;qtd_aprovada;"316120 SAO FRANCISCO DE PAULA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;224;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2458;-;-;-;-;-;2707
06/2025;qtd_aprovada;"316130 SAO FRANCISCO DE SALES";1776;11;-;1175;-;245;97;-;-;-;-;-;93;-;-;63;167;86;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1679;-;-;-;-;-;5470
06/2025;qtd_aprovada;"316140 SAO FRANCISCO DO GLORIA";104;5;-;-;-;-;-;-;-;-;-;-;-;-;-;23;7252;245;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;2368;-;-;-;-;-;10030
06/2025;qtd_aprovada;"316150 SAO GERALDO";-;-;-;3652;-;-;-;-;-;-;-;-;-;-;-;-;656;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;1260;-;-;-;-;-;5598
06/2025;qtd_aprovada;"316160 SAO GERALDO DA PIEDADE";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;977;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;528;-;-;-;-;-;1531
06/2025;qtd_aprovada;"316165 SAO GERALDO DO BAIXIO";-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;218;395;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1239;-;-;-;-;-;1877
06/2025;qtd_aprovada;"316170 SAO GONCALO DO ABAETE";1;14;-;-;-;113;-;-;-;-;-;-;-;-;-;-;162;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1594;-;-;-;-;-;1884
06/2025;qtd_aprovada;"316180 SAO GONCALO DO PARA";2;16;-;5277;-;184;-;-;-;-;-;-;35;-;-;299;10297;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;7;-;-;-;-;-;16137
06/2025;qtd_aprovada;"316190 SAO GONCALO DO RIO ABAIXO";5;37;1778;9863;-;831;-;-;-;-;-;-;92;-;-;-;6114;368;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;316;-;-;-;-;-;19441
06/2025;qtd_aprovada;"316200 SAO GONCALO DO SAPUCAI";-;42;-;4584;-;-;-;-;-;-;-;-;215;-;-;-;11153;416;3;-;-;-;-;-;-;-;140;-;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;111;-;-;-;-;-;16747
06/2025;qtd_aprovada;"316210 SAO GOTARDO";8195;66;94;14418;-;1096;290;154;-;-;-;-;109;-;-;102;17188;1628;5;-;402;1;78;-;-;-;60;-;8;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6213;-;-;-;-;-;50118
06/2025;qtd_aprovada;"316220 SAO JOAO BATISTA DO GLORIA";13;10;5;9344;-;599;-;-;-;-;-;-;70;-;-;175;6705;267;-;-;-;-;110;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;19;-;-;534;-;-;-;-;-;17875
06/2025;qtd_aprovada;"316225 SAO JOAO DA LAGOA";-;-;32;39;-;-;-;-;-;-;-;-;-;-;-;-;1322;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1293;-;-;-;-;-;2686
06/2025;qtd_aprovada;"316230 SAO JOAO DA MATA";-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;490;-;-;-;-;-;585
06/2025;qtd_aprovada;"316240 SAO JOAO DA PONTE";37;107;16;6670;-;90;152;-;-;-;-;-;110;4;-;10;6332;-;-;-;-;2;90;-;-;-;42;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;4646;-;-;-;-;-;18390
06/2025;qtd_aprovada;"316245 SAO JOAO DAS MISSOES";13165;-;61;2449;-;-;-;-;-;-;-;-;-;-;-;181;8005;-;-;-;-;-;368;-;-;-;12;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;27;-;-;2926;-;-;-;-;-;27197
06/2025;qtd_aprovada;"316250 SAO JOAO DEL REI";3246;-;120;26884;703;1350;152;1014;67;19;50;-;373;1101;-;552;34004;-;88;664;2143;2120;87;82;-;-;78;-;2;-;-;-;14;12;-;-;1;-;20;-;3;24;4;-;-;-;-;-;151756;380;48;-;6103;-;-;-;-;-;233264
06/2025;qtd_aprovada;"316255 SAO JOAO DO MANHUACU";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5159;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1669;-;-;-;-;-;6894
06/2025;qtd_aprovada;"316257 SAO JOAO DO MANTENINHA";326;-;-;4591;-;35;-;-;-;-;-;-;-;-;-;106;4710;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76;-;-;1062;-;-;-;-;-;10912
06/2025;qtd_aprovada;"316260 SAO JOAO DO ORIENTE";904;-;76;502;-;-;-;-;-;-;-;-;-;-;-;348;5123;223;-;-;-;-;271;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;3431;-;-;-;-;-;10911
06/2025;qtd_aprovada;"316265 SAO JOAO DO PACUI";420;-;49;-;-;-;-;-;-;-;-;-;-;-;-;199;1467;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;1917;-;-;-;-;-;4081
06/2025;qtd_aprovada;"316270 SAO JOAO DO PARAISO";843;64;2;5649;-;708;-;-;-;-;-;-;222;-;-;170;7112;416;15;-;-;-;-;-;-;-;29;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;11719;-;-;-;-;-;26999
06/2025;qtd_aprovada;"316280 SAO JOAO EVANGELISTA";6;38;-;-;-;-;-;37;-;-;-;-;183;-;-;-;8679;105;-;-;-;-;-;-;-;-;37;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122;-;-;2757;-;-;-;-;-;11965
06/2025;qtd_aprovada;"316290 SAO JOAO NEPOMUCENO";176;-;9;14600;-;1585;297;304;-;-;35;-;162;-;134;57;13615;1890;-;-;-;-;419;207;-;-;58;-;4;-;-;-;-;-;-;-;-;-;321;-;-;-;-;-;-;-;-;-;-;40;-;-;1712;-;-;-;-;-;35625
06/2025;qtd_aprovada;"316292 SAO JOAQUIM DE BICAS";23;-;62;14023;-;1911;214;-;-;-;-;-;353;-;-;2349;34391;163;14;-;-;-;256;-;-;-;125;-;60;-;-;-;-;-;-;-;-;-;382;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54326
06/2025;qtd_aprovada;"316294 SAO JOSE DA BARRA";1;-;-;1;-;-;17;-;-;-;-;-;25;-;-;56;4662;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1310;-;-;-;-;-;6077
06/2025;qtd_aprovada;"316295 SAO JOSE DA LAPA";2508;21;176;6069;-;-;-;-;-;-;-;-;160;-;-;844;15748;-;-;-;-;-;-;-;-;-;139;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;472;-;-;-;-;-;26140
06/2025;qtd_aprovada;"316300 SAO JOSE DA SAFIRA";-;2;-;-;-;-;-;-;-;-;-;-;50;-;-;-;861;271;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;638;-;-;-;-;-;1842
