periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
03/2024;qtd_aprovada;"420945 LAJEADO GRANDE";158;-;25;-;-;-;-;-;-;-;-;-;-;-;-;45;1899;136;-;-;-;-;113;-;40;-;1;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;5;-;-;-;2438
03/2024;qtd_aprovada;"420950 LAURENTINO";1196;90;51;5448;-;3;-;-;-;-;-;-;-;-;-;105;4664;590;-;-;-;-;310;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;12494
03/2024;qtd_aprovada;"420960 LAURO MULLER";8429;246;93;43;-;11;-;-;-;-;-;-;87;-;-;515;16411;326;-;-;-;-;415;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;28;-;-;-;26672
03/2024;qtd_aprovada;"420970 LEBON REGIS";-;8;-;1952;-;134;99;-;-;-;-;-;-;-;-;-;2043;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;1271;5530
03/2024;qtd_aprovada;"420980 LEOBERTO LEAL";1;31;-;967;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3413;4412
03/2024;qtd_aprovada;"420985 LINDOIA DO SUL";65;89;-;1627;-;-;-;-;-;-;-;-;-;-;-;-;183;291;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2255
03/2024;qtd_aprovada;"420990 LONTRAS";-;-;-;10020;-;-;-;-;-;-;-;-;-;-;-;-;479;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10499
03/2024;qtd_aprovada;"421000 LUIZ ALVES";144;449;20;4047;-;283;-;-;-;-;-;-;58;-;-;18;6527;2723;-;-;-;-;-;-;125;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;187;14663
03/2024;qtd_aprovada;"421003 LUZERNA";-;101;-;1120;-;-;-;-;-;-;-;-;-;-;-;-;258;-;-;-;1067;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;44;-;-;2614
03/2024;qtd_aprovada;"421005 MACIEIRA";2062;9;30;-;-;-;25;-;-;-;-;-;-;-;-;-;2528;90;-;-;-;-;108;-;40;-;2;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;1;-;-;-;4902
03/2024;qtd_aprovada;"421010 MAFRA";52391;551;949;17366;635;781;592;853;187;11;85;-;1411;100;-;3680;75690;440;89;-;1223;50;1859;-;258;-;597;-;6;102;3;-;-;-;-;-;-;-;370;-;-;15;-;-;-;-;-;-;21;24;-;1672;162011
03/2024;qtd_aprovada;"421020 MAJOR GERCINO";-;-;-;1615;-;3;34;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2287;3941
03/2024;qtd_aprovada;"421030 MAJOR VIEIRA";5543;-;43;-;-;171;-;-;-;-;-;-;-;-;-;156;808907;131;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;814961
03/2024;qtd_aprovada;"421040 MARACAJA";1529;83;113;2563;-;16;-;-;-;-;-;-;-;-;-;170;9051;100;-;-;-;-;182;-;-;-;16;-;4;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;21;-;-;-;13858
03/2024;qtd_aprovada;"421050 MARAVILHA";55;200;140;13382;971;1084;1285;233;674;-;101;-;1195;-;-;-;10208;1514;30;-;-;-;-;-;-;-;75;-;2;7;-;5;2;5;-;-;-;-;93;-;-;-;-;-;-;-;-;-;68;-;-;7499;38828
03/2024;qtd_aprovada;"421055 MAREMA";-;-;-;843;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1063;1910
03/2024;qtd_aprovada;"421060 MASSARANDUBA";594;102;219;11427;-;851;349;-;-;-;43;-;138;-;-;758;26568;44;8;-;-;-;1653;-;-;1;129;-;4;22;-;-;-;-;-;-;-;-;42;-;98;-;-;-;-;-;-;-;-;-;-;41;43091
03/2024;qtd_aprovada;"421070 MATOS COSTA";348;21;-;-;-;-;17;-;-;-;-;-;-;-;-;-;260;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;753
03/2024;qtd_aprovada;"421080 MELEIRO";9766;5;21;4143;-;105;13;29;-;-;14;-;8;-;-;50;8274;170;-;-;-;-;199;-;57;-;4;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;350;23243
03/2024;qtd_aprovada;"421085 MIRIM DOCE";-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55
03/2024;qtd_aprovada;"421090 MODELO";-;128;3;3715;-;170;12;3;7;-;-;-;23;-;10;-;2667;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;51;6822
03/2024;qtd_aprovada;"421100 MONDAI";-;-;-;5302;-;329;61;4;74;2;-;-;98;-;-;53;3471;395;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;2781;12700
03/2024;qtd_aprovada;"421105 MONTE CARLO";-;152;19;-;-;-;38;-;-;-;-;-;-;-;-;80;92;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;406
03/2024;qtd_aprovada;"421110 MONTE CASTELO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;904;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1210;2138
03/2024;qtd_aprovada;"421120 MORRO DA FUMACA";16712;125;262;7173;-;649;50;-;-;-;-;-;46;-;-;912;26003;-;-;-;-;-;743;-;2;-;108;-;8;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;38;-;-;512;53420
03/2024;qtd_aprovada;"421125 MORRO GRANDE";6576;105;16;1762;-;-;-;-;-;-;-;-;-;-;-;233;4652;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;174;13586
03/2024;qtd_aprovada;"421130 NAVEGANTES";33420;203;1921;46345;22;3208;587;201;66;-;147;-;960;-;-;4187;119521;1697;22;-;-;-;2232;-;60;-;38;-;12;-;-;-;-;-;-;-;-;-;289;-;-;-;-;-;-;-;-;-;-;-;-;-;215138
03/2024;qtd_aprovada;"421140 NOVA ERECHIM";-;27;8;3694;-;15;-;-;-;-;-;-;25;-;-;14;719;71;-;-;-;-;1;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;1268;5885
03/2024;qtd_aprovada;"421145 NOVA ITABERABA";2511;166;-;2754;-;-;-;-;-;-;-;-;-;-;-;181;2785;83;-;-;-;-;128;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;277;8913
03/2024;qtd_aprovada;"421150 NOVA TRENTO";634;129;135;8262;-;349;157;-;-;-;-;-;-;-;-;935;19421;-;1;-;-;1;-;-;-;3;2;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1584;31690
03/2024;qtd_aprovada;"421160 NOVA VENEZA";-;104;392;4800;-;611;39;-;-;-;5;-;150;-;-;65;7139;78;-;-;-;-;-;-;352;-;101;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13937
03/2024;qtd_aprovada;"421165 NOVO HORIZONTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89;89
03/2024;qtd_aprovada;"421170 ORLEANS";-;95;561;7624;-;406;321;34;-;-;14;-;214;-;-;91;10930;25;29;-;-;-;-;-;-;-;186;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;20591
03/2024;qtd_aprovada;"421175 OTACILIO COSTA";-;77;-;13962;-;237;-;-;-;-;-;-;88;-;-;-;8248;-;-;-;-;-;-;-;-;-;176;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22788
03/2024;qtd_aprovada;"421180 OURO";2111;83;46;1;-;-;-;-;-;-;-;-;-;-;-;145;5514;242;-;-;-;-;226;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;2022;10397
03/2024;qtd_aprovada;"421185 OURO VERDE";54;-;33;-;-;-;-;-;-;-;-;-;-;-;-;150;2960;188;-;-;-;-;59;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;3451
03/2024;qtd_aprovada;"421187 PAIAL";496;17;9;-;-;-;-;-;-;-;-;-;-;-;-;84;2161;-;-;-;-;-;254;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;10;-;-;386;3431
03/2024;qtd_aprovada;"421189 PAINEL";-;-;-;2018;-;-;-;-;-;-;-;-;-;-;-;-;182;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2200
03/2024;qtd_aprovada;"421190 PALHOCA";78366;642;1551;55711;1541;4386;3030;226;276;24;335;-;2083;-;-;9376;161047;3765;35;-;-;-;5937;-;371;-;364;-;18;-;-;510;-;1;-;-;-;-;499;31;341;-;-;-;-;-;-;-;90;-;-;-;330556
03/2024;qtd_aprovada;"421200 PALMA SOLA";-;41;-;4850;-;91;-;-;-;-;-;-;16;-;-;63;2184;35;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;3883;11204
03/2024;qtd_aprovada;"421205 PALMEIRA";-;-;-;2867;-;-;-;-;-;-;-;-;-;-;-;-;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3070
03/2024;qtd_aprovada;"421210 PALMITOS";130;-;-;5787;-;677;14;-;-;-;-;-;63;-;83;458;7579;-;-;-;-;-;314;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;186;-;-;-;-;-;-;-;-;-;30;-;-;1593;16969
03/2024;qtd_aprovada;"421220 PAPANDUVA";-;-;-;515;-;404;-;-;-;-;-;-;25;-;-;-;2658;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;3636
03/2024;qtd_aprovada;"421223 PARAISO";-;10;-;1850;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1043;2926
03/2024;qtd_aprovada;"421225 PASSO DE TORRES";7715;-;120;4371;-;-;-;-;-;-;-;-;-;-;-;286;16605;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;46;-;-;1115;30424
03/2024;qtd_aprovada;"421227 PASSOS MAIA";106;-;10;1861;-;3;-;-;-;-;-;-;-;-;-;93;4766;21;-;-;-;-;216;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;20;-;-;-;7126
03/2024;qtd_aprovada;"421230 PAULO LOPES";-;-;-;3903;-;368;-;-;-;-;-;-;-;-;-;22;1091;395;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3750;9529
03/2024;qtd_aprovada;"421240 PEDRAS GRANDES";-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;67
03/2024;qtd_aprovada;"421250 PENHA";5705;269;95;8830;-;249;145;-;-;-;-;-;2730;-;-;704;25496;599;259;-;-;-;139;-;4;-;4;-;-;591;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;45839
03/2024;qtd_aprovada;"421260 PERITIBA";-;32;-;-;-;82;-;-;-;-;-;-;5;-;-;-;528;-;-;-;-;-;12;-;-;-;10;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;400;1090
03/2024;qtd_aprovada;"421265 PESCARIA BRAVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;qtd_aprovada;"421270 PETROLANDIA";5796;13;26;2681;-;-;59;-;-;-;-;-;88;-;-;54;7326;292;-;-;-;-;184;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;46;-;-;-;16603
03/2024;qtd_aprovada;"421280 BALNEARIO PICARRAS";5415;-;251;-;-;127;196;-;16;-;-;-;207;-;-;486;30253;222;-;-;-;-;74;-;117;-;12;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;12;-;-;-;37392
03/2024;qtd_aprovada;"421290 PINHALZINHO";16114;155;232;237;-;688;-;-;-;-;-;-;101;-;-;592;27322;-;11;-;-;-;1491;-;214;-;41;-;5;-;-;-;-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;47328
03/2024;qtd_aprovada;"421300 PINHEIRO PRETO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;182;403;113;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1087;1800
03/2024;qtd_aprovada;"421310 PIRATUBA";2303;-;54;-;-;35;-;-;-;-;-;-;-;-;-;94;4306;9;-;-;-;-;358;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;31;-;-;1633;8844
03/2024;qtd_aprovada;"421315 PLANALTO ALEGRE";-;-;4;1888;-;-;-;-;-;-;-;-;20;-;-;111;365;9;-;-;-;-;123;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;24;-;-;639;3188
03/2024;qtd_aprovada;"421320 POMERODE";2727;84;46;16491;-;1638;123;-;-;-;-;-;754;-;-;30;21010;1585;233;-;-;-;3;-;26;-;108;-;7;459;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;45335
03/2024;qtd_aprovada;"421330 PONTE ALTA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
03/2024;qtd_aprovada;"421335 PONTE ALTA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;qtd_aprovada;"421340 PONTE SERRADA";17;45;76;5356;-;328;-;-;-;-;-;-;40;-;-;378;11618;85;-;-;-;-;316;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;61;-;-;1500;19936
03/2024;qtd_aprovada;"421350 PORTO BELO";31468;292;2505;7413;-;1590;162;44;157;-;-;-;406;-;-;2421;54938;586;2;-;-;-;1833;-;33;-;42;-;-;-;-;-;-;-;-;-;-;-;155;-;-;-;-;-;-;-;-;-;-;-;-;-;104047
03/2024;qtd_aprovada;"421360 PORTO UNIAO";6992;134;41;21260;198;1345;1718;387;195;-;367;-;3187;10;-;-;9280;1687;10;425;-;6;620;-;-;-;48;-;-;22;-;19;-;-;-;-;-;-;298;-;20;-;-;-;-;-;-;-;84;-;-;3395;51748
03/2024;qtd_aprovada;"421370 POUSO REDONDO";4454;54;152;7633;-;274;-;-;-;-;-;-;60;-;-;368;13713;202;-;-;-;-;373;-;-;-;42;-;-;-;-;-;-;1;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;27418
03/2024;qtd_aprovada;"421380 PRAIA GRANDE";9545;-;93;2999;-;651;39;-;-;-;14;-;3903;-;-;796;19436;169;8;-;-;-;86;-;79;-;95;-;1;527;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;38492
03/2024;qtd_aprovada;"421390 PRESIDENTE CASTELLO BRANCO";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
03/2024;qtd_aprovada;"421400 PRESIDENTE GETULIO";112;-;122;13562;-;503;25;-;-;-;-;-;21;-;-;534;17750;-;-;-;-;-;486;-;2;-;11;-;4;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;33178
03/2024;qtd_aprovada;"421410 PRESIDENTE NEREU";73;9;-;2222;-;-;-;-;-;-;-;-;25;-;-;-;253;109;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2717
03/2024;qtd_aprovada;"421415 PRINCESA";-;28;-;1723;-;-;-;-;14;-;-;-;9;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1456;3252
03/2024;qtd_aprovada;"421420 QUILOMBO";71;84;7;9146;-;629;233;29;35;-;26;-;246;-;-;122;18968;38;2;-;-;-;61;-;9;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;3298;33093
03/2024;qtd_aprovada;"421430 RANCHO QUEIMADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49
03/2024;qtd_aprovada;"421440 RIO DAS ANTAS";2464;68;38;-;-;-;-;-;-;-;-;-;-;-;-;485;10752;330;-;-;-;-;675;-;-;-;10;-;1;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;37;-;-;1000;15934
03/2024;qtd_aprovada;"421450 RIO DO CAMPO";25;153;-;4832;-;-;-;-;-;-;-;-;18;-;-;-;378;106;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3063;8606
03/2024;qtd_aprovada;"421460 RIO DO OESTE";217;112;-;5651;119;-;-;-;-;-;-;-;-;-;-;13;4806;431;-;-;-;-;297;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;57;-;-;-;11833
03/2024;qtd_aprovada;"421470 RIO DOS CEDROS";3161;133;127;6067;-;674;60;-;-;-;-;-;13;-;-;218;12288;1515;-;-;-;-;291;-;-;-;57;-;4;114;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;24762
03/2024;qtd_aprovada;"421480 RIO DO SUL";17313;109;1244;60572;1536;3527;980;1183;372;16;49;17;2899;101;-;1614;78481;2920;125;590;2003;96;2527;-;286;-;320;-;30;76;-;-;26;13;-;-;-;-;495;3;11;14;-;-;-;-;-;-;7;26;-;-;179581
03/2024;qtd_aprovada;"421490 RIO FORTUNA";-;133;279;1860;-;164;20;-;-;-;-;-;16;-;-;-;2369;184;-;-;-;-;-;-;30;-;98;-;-;-;-;-;-;-;-;-;-;-;-;5;19;-;-;-;-;-;-;-;21;-;-;1224;6422
03/2024;qtd_aprovada;"421500 RIO NEGRINHO";18;-;3;26328;27;1539;228;68;-;-;-;-;447;-;-;423;19036;4592;39;-;-;-;15;-;22;-;69;-;6;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;20;-;-;-;52882
03/2024;qtd_aprovada;"421505 RIO RUFINO";1319;-;-;2203;-;-;-;-;-;-;-;-;-;-;-;14;210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;525;4271
03/2024;qtd_aprovada;"421507 RIQUEZA";-;-;1;2032;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;2201;4266
03/2024;qtd_aprovada;"421510 RODEIO";12763;152;88;8165;-;-;-;-;-;-;-;-;44;-;-;534;7642;-;-;-;-;-;173;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;29581
03/2024;qtd_aprovada;"421520 ROMELANDIA";-;9;-;2766;-;-;-;-;-;-;-;-;-;-;6;6;838;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2500;6125
03/2024;qtd_aprovada;"421530 SALETE";7;55;-;5086;-;-;-;-;-;-;-;-;45;-;-;-;2575;126;-;-;-;-;27;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;7966
03/2024;qtd_aprovada;"421535 SALTINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1004;1025
03/2024;qtd_aprovada;"421540 SALTO VELOSO";-;79;-;-;-;-;-;-;-;-;-;-;12;-;-;-;777;-;-;-;-;-;-;-;-;-;183;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;2051
03/2024;qtd_aprovada;"421545 SANGAO";11454;122;622;4598;-;74;-;-;-;-;-;-;-;-;-;259;10992;704;-;-;-;-;594;-;2;-;17;-;5;-;-;-;-;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;-;-;771;30366
03/2024;qtd_aprovada;"421550 SANTA CECILIA";699;38;18;1609;-;-;-;-;-;-;-;-;3;-;-;1030;7249;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10646
03/2024;qtd_aprovada;"421555 SANTA HELENA";-;-;-;1409;-;-;15;-;22;-;-;-;3;-;-;25;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;613;2145
03/2024;qtd_aprovada;"421560 SANTA ROSA DE LIMA";-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;262;173;-;-;-;-;142;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;621
03/2024;qtd_aprovada;"421565 SANTA ROSA DO SUL";7939;-;75;4396;-;66;-;-;-;-;-;-;-;-;-;269;14242;120;-;-;-;-;455;-;-;-;10;-;3;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;24;-;-;1478;29119
03/2024;qtd_aprovada;"421567 SANTA TEREZINHA";-;-;-;4891;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1502;6393
03/2024;qtd_aprovada;"421568 SANTA TEREZINHA DO PROGRESSO";-;-;-;1130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1004;2134
03/2024;qtd_aprovada;"421569 SANTIAGO DO SUL";-;-;-;242;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1373;1616
