periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
03/2025;qtd_aprovada;"231230 SAO BENEDITO";170;694;32;672;-;849;3;78;-;-;-;-;290;-;-;1216;17038;3748;310;-;-;-;-;-;-;-;-;298;-;-;53;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25453
03/2025;qtd_aprovada;"231240 SAO GONCALO DO AMARANTE";1575;660;1;20992;304;2073;667;208;-;-;103;-;500;-;-;2250;50436;767;3;-;-;-;933;-;-;-;-;395;-;2;-;-;-;-;-;-;-;-;-;207;-;86;-;-;-;-;-;-;-;-;65;1;-;-;-;-;-;-;-;82228
03/2025;qtd_aprovada;"231250 SAO JOAO DO JAGUARIBE";36;17;-;1656;-;-;158;-;-;-;9;-;39;-;-;415;10677;47;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;13148
03/2025;qtd_aprovada;"231260 SAO LUIS DO CURU";-;56;-;3433;-;-;56;-;-;-;55;-;163;-;-;-;10399;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14171
03/2025;qtd_aprovada;"231270 SENADOR POMPEU";106;216;-;-;-;505;118;-;-;-;-;-;156;-;-;61;9002;691;-;-;-;-;465;-;-;-;-;194;-;-;-;10;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;12190
03/2025;qtd_aprovada;"231280 SENADOR SA";-;21;-;-;-;-;117;-;-;-;-;-;-;-;-;86;5179;59;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;5503
03/2025;qtd_aprovada;"231290 SOBRAL";525;244;1494;83804;2706;5094;2985;1646;157;-;199;14;7835;8299;-;1143;59309;11403;1248;1194;3911;3396;932;-;683;-;-;302;4;1;268;7;21;160;34;-;-;10;1;189;7;292;31;-;-;-;-;1;-;5684;667;66;-;8820;-;-;-;-;-;214786
03/2025;qtd_aprovada;"231300 SOLONOPOLE";38;-;-;1670;-;247;122;-;-;-;58;-;43;-;-;285;13536;1004;-;-;-;-;18;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;-;-;-;584;-;-;-;-;-;17750
03/2025;qtd_aprovada;"231310 TABULEIRO DO NORTE";-;209;13;16366;2768;802;59;-;-;-;-;-;384;-;-;-;17052;1662;-;-;-;-;-;-;-;-;-;680;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;40115
03/2025;qtd_aprovada;"231320 TAMBORIL";-;127;-;-;-;272;244;-;-;-;45;-;69;-;-;139;12404;3;-;-;-;-;-;-;-;-;-;280;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;298;-;-;-;-;-;13904
03/2025;qtd_aprovada;"231325 TARRAFAS";-;130;-;-;-;-;-;-;-;-;-;-;37;-;-;-;4853;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5041
03/2025;qtd_aprovada;"231330 TAUA";24;67;9;3123;-;1513;392;-;-;-;-;-;688;-;-;28;33259;40;88;-;-;-;709;-;-;-;-;57;-;47;-;-;-;-;-;-;-;-;-;216;-;-;-;-;-;-;-;-;-;-;50;5;-;-;-;-;-;-;-;40315
03/2025;qtd_aprovada;"231335 TEJUCUOCA";-;54;565;2843;-;-;-;-;-;-;-;-;11;-;-;1211;21471;-;2;-;-;-;-;-;-;-;-;57;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;26245
03/2025;qtd_aprovada;"231340 TIANGUA";1481;214;689;32591;1162;2132;761;254;53;-;43;-;1846;-;-;1581;42589;2368;213;-;1597;-;128;-;-;-;-;204;-;1;54;-;-;10;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;24;33;-;-;-;-;-;-;-;90039
03/2025;qtd_aprovada;"231350 TRAIRI";-;54;-;4945;-;-;58;-;-;-;-;-;214;-;-;597;3445;-;-;-;-;-;-;-;-;-;-;225;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9553
03/2025;qtd_aprovada;"231355 TURURU";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;381;9078;-;-;-;-;-;-;-;-;-;-;49;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9558
03/2025;qtd_aprovada;"231360 UBAJARA";145;165;6;-;-;601;-;-;-;-;-;-;21;-;-;484;12124;703;-;-;-;-;1300;-;-;-;-;138;-;33;-;-;1;-;-;-;-;-;-;246;-;-;-;-;-;-;-;-;-;-;146;1;-;-;-;-;-;-;-;16114
03/2025;qtd_aprovada;"231370 UMARI";-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;161;978;-;-;-;-;-;-;-;-;-;-;34;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1247
03/2025;qtd_aprovada;"231375 UMIRIM";-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;341;1443;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1840
03/2025;qtd_aprovada;"231380 URUBURETAMA";-;36;-;4101;-;373;-;-;-;-;-;-;-;-;-;-;4296;-;-;-;-;-;-;-;-;-;-;12;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8823
03/2025;qtd_aprovada;"231390 URUOCA";2206;54;15;1686;-;-;89;-;-;-;-;-;40;-;-;304;7576;204;-;-;-;-;-;-;-;-;-;28;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1676;-;-;-;-;-;13890
03/2025;qtd_aprovada;"231395 VARJOTA";8;149;666;-;-;-;208;-;-;-;29;-;424;-;-;860;12410;503;-;-;-;-;114;-;1;-;-;166;-;5;-;10;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;15599
03/2025;qtd_aprovada;"231400 VARZEA ALEGRE";-;886;-;4841;-;621;53;-;-;-;-;-;74;-;-;-;14668;81;213;-;-;-;-;-;-;-;-;48;-;2;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;21574
03/2025;qtd_aprovada;"231410 VICOSA DO CEARA";319;541;-;11271;-;1039;370;-;-;-;-;-;259;-;-;488;16174;1186;-;-;-;-;96;-;-;-;-;159;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;31942
03/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RN";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2025;qtd_aprovada;"240010 ACARI";-;53;-;3467;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;269;-;-;-;-;-;3867
03/2025;qtd_aprovada;"240020 ACU";46;38;-;34251;-;959;336;-;-;-;-;-;66;-;-;35;15275;1744;-;-;-;-;238;-;-;-;-;21;-;-;145;-;-;-;-;-;-;-;-;55;1;-;-;-;-;-;-;-;-;76676;80;-;-;-;-;-;-;-;-;129966
03/2025;qtd_aprovada;"240030 AFONSO BEZERRA";-;62;-;-;-;-;54;-;-;-;-;-;35;-;-;750;2063;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2964
03/2025;qtd_aprovada;"240040 AGUA NOVA";640;37;-;497;-;-;-;-;-;-;-;-;-;-;-;-;100;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1310
03/2025;qtd_aprovada;"240050 ALEXANDRIA";34;15;-;2693;-;351;322;9;16;-;88;-;104;-;-;-;3417;474;1816;-;-;-;207;-;-;-;-;320;-;-;88;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;10051
03/2025;qtd_aprovada;"240060 ALMINO AFONSO";6;-;-;664;-;13;-;-;-;-;-;-;133;-;-;292;3268;127;-;-;-;-;79;-;-;-;-;1;-;10;43;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;4668
03/2025;qtd_aprovada;"240070 ALTO DO RODRIGUES";-;-;-;3797;-;-;-;-;-;-;-;-;119;-;-;-;1856;-;-;-;-;-;-;-;-;-;-;168;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5940
03/2025;qtd_aprovada;"240080 ANGICOS";-;5;7;2178;-;491;119;-;-;-;-;-;139;-;-;-;4103;270;-;-;-;5;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;7376
03/2025;qtd_aprovada;"240090 ANTONIO MARTINS";-;3;-;1135;-;-;-;-;-;-;-;-;60;-;-;-;1105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;2334
03/2025;qtd_aprovada;"240100 APODI";20;21;-;35408;339;350;-;-;-;-;-;-;400;-;-;50;14885;1575;50;-;-;-;799;-;-;-;-;138;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54087
03/2025;qtd_aprovada;"240110 AREIA BRANCA";-;-;1;8383;-;156;33;-;-;-;-;-;610;-;20;705;26714;288;43;-;-;-;-;-;703;-;-;320;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;38051
03/2025;qtd_aprovada;"240120 ARES";735;404;446;3800;-;-;-;-;-;-;-;-;41;-;-;469;6360;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;12324
03/2025;qtd_aprovada;"240130 CAMPO GRANDE";-;-;17;1700;-;-;-;-;-;-;-;-;68;-;12;365;7417;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;9597
03/2025;qtd_aprovada;"240140 BAIA FORMOSA";460;-;-;-;-;-;-;-;-;-;-;-;50;-;-;333;8228;-;-;-;-;-;92;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;9193
03/2025;qtd_aprovada;"240145 BARAUNA";-;49;-;5205;-;283;62;-;-;-;-;-;48;-;-;-;17302;2211;26;-;-;-;-;-;-;-;-;227;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;25453
03/2025;qtd_aprovada;"240150 BARCELONA";970;6;-;119;-;-;-;-;-;-;-;-;20;-;-;125;2385;-;-;-;-;-;-;-;-;-;-;83;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3713
03/2025;qtd_aprovada;"240160 BENTO FERNANDES";-;3;-;-;-;-;-;-;-;-;-;-;9;-;-;58;3112;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;3216
03/2025;qtd_aprovada;"240165 BODO";15;-;-;1046;-;-;-;-;-;-;-;-;41;-;-;-;1979;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;3135
03/2025;qtd_aprovada;"240170 BOM JESUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2025;qtd_aprovada;"240180 BREJINHO";2556;10;-;137;-;-;-;-;-;-;-;-;-;-;-;340;9038;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12081
03/2025;qtd_aprovada;"240185 CAICARA DO NORTE";-;27;-;76;-;-;-;-;-;-;-;-;62;-;-;597;8678;-;-;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9546
03/2025;qtd_aprovada;"240190 CAICARA DO RIO DO VENTO";1027;94;300;1349;-;-;45;-;-;-;-;-;25;-;-;123;5330;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8307
03/2025;qtd_aprovada;"240200 CAICO";884;86;61;23131;518;3552;648;633;213;-;76;-;2731;2644;20;350;36363;1077;1618;-;3405;387;-;-;234;-;-;162;-;4;205;1;-;-;-;-;-;-;-;-;-;-;26;3;-;-;-;-;-;68413;110;40;-;13651;-;-;-;-;-;161246
03/2025;qtd_aprovada;"240210 CAMPO REDONDO";-;-;-;1947;-;-;-;-;-;-;-;-;68;-;-;-;2556;84;4;-;-;-;-;-;-;-;-;16;-;10;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4686
03/2025;qtd_aprovada;"240220 CANGUARETAMA";496;-;4307;5343;-;-;-;-;-;-;-;-;128;-;-;703;15919;282;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27241
03/2025;qtd_aprovada;"240230 CARAUBAS";802;-;10;3617;-;2860;-;-;-;-;-;-;-;-;-;-;3450;-;-;-;-;-;197;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;132;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11069
03/2025;qtd_aprovada;"240240 CARNAUBA DOS DANTAS";-;-;187;901;-;-;-;-;-;-;-;-;64;-;-;281;6013;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;7482
03/2025;qtd_aprovada;"240250 CARNAUBAIS";-;19;-;5320;-;-;35;-;-;-;-;-;40;-;-;200;9050;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14709
03/2025;qtd_aprovada;"240260 CEARA-MIRIM";15;57;-;19803;-;1495;682;-;-;-;-;-;400;-;1192;-;50151;-;127;-;-;-;78;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74033
03/2025;qtd_aprovada;"240270 CERRO CORA";-;-;-;2576;-;-;62;-;-;-;-;-;37;-;-;-;4445;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;7191
03/2025;qtd_aprovada;"240280 CORONEL EZEQUIEL";1565;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76;3454;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5095
03/2025;qtd_aprovada;"240290 CORONEL JOAO PESSOA";-;44;-;606;-;-;47;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;782
03/2025;qtd_aprovada;"240300 CRUZETA";4019;60;32;1987;-;-;-;-;-;-;-;-;102;-;-;19;6888;-;32;-;-;-;-;-;-;-;-;414;-;22;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13578
03/2025;qtd_aprovada;"240310 CURRAIS NOVOS";151;-;3;12917;587;1985;393;-;-;-;38;-;1165;1077;-;429;25763;2194;2;-;-;362;299;-;22;-;-;126;-;-;107;-;-;-;-;-;-;-;-;93;-;-;-;10;-;-;-;-;-;55079;65;-;-;-;-;-;-;-;-;102867
03/2025;qtd_aprovada;"240320 DOUTOR SEVERIANO";1019;6;-;3268;-;-;55;-;-;-;-;-;18;-;-;54;799;210;-;-;-;-;213;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;5760
03/2025;qtd_aprovada;"240325 PARNAMIRIM";350;904;3;65379;784;1392;726;257;-;-;22;-;910;538;-;2018;104461;50;139;-;-;-;1243;-;-;-;-;749;-;12;15;-;19;-;-;-;-;-;-;695;-;-;-;-;-;-;9;3;-;-;41;-;-;-;-;-;-;-;-;180719
03/2025;qtd_aprovada;"240330 ENCANTO";-;-;-;1041;-;-;168;-;-;-;-;-;86;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;1532
03/2025;qtd_aprovada;"240340 EQUADOR";1133;120;12;764;-;-;-;-;-;-;-;-;20;-;-;-;3173;45;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;16;-;-;-;-;-;5358
03/2025;qtd_aprovada;"240350 ESPIRITO SANTO";2210;1;-;944;-;-;-;-;-;-;-;-;-;-;4;742;12055;290;9;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16264
03/2025;qtd_aprovada;"240360 EXTREMOZ";234;-;-;2453;-;-;-;-;-;-;-;-;18;-;-;763;1956;870;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;6396
03/2025;qtd_aprovada;"240370 FELIPE GUERRA";-;-;-;1471;-;-;-;-;-;-;-;-;-;-;-;63;4835;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;6467
03/2025;qtd_aprovada;"240375 FERNANDO PEDROZA";-;24;158;1366;-;-;-;-;-;-;-;-;44;-;-;-;2263;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;3908
03/2025;qtd_aprovada;"240380 FLORANIA";24;114;-;3006;-;-;54;-;-;-;-;-;66;-;-;-;5457;-;-;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8806
03/2025;qtd_aprovada;"240390 FRANCISCO DANTAS";-;-;-;463;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;496
03/2025;qtd_aprovada;"240400 FRUTUOSO GOMES";740;36;-;1300;-;38;-;-;-;-;-;-;66;-;-;-;3304;99;-;-;-;-;285;-;-;-;-;47;-;3;-;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6015
03/2025;qtd_aprovada;"240410 GALINHOS";-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;1403;5973;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7434
03/2025;qtd_aprovada;"240420 GOIANINHA";4196;-;-;7388;-;-;20;-;-;-;-;-;227;-;-;1563;22012;394;280;-;-;-;246;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;36484
03/2025;qtd_aprovada;"240430 GOVERNADOR DIX-SEPT ROSADO";-;-;-;2067;-;-;-;-;-;-;-;-;183;-;-;498;6038;67;1;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8892
03/2025;qtd_aprovada;"240440 GROSSOS";-;-;-;3114;-;-;-;-;-;-;-;-;138;-;-;404;9625;99;8;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;13435
03/2025;qtd_aprovada;"240450 GUAMARE";87;60;545;2363;-;575;298;-;-;-;40;-;496;-;-;158;14661;619;147;-;-;-;-;-;155;-;-;34;-;9;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20253
03/2025;qtd_aprovada;"240460 IELMO MARINHO";419;-;-;-;-;-;77;-;-;-;-;-;30;-;-;978;10225;-;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11821
03/2025;qtd_aprovada;"240470 IPANGUACU";-;-;-;-;-;-;-;-;-;-;-;-;116;-;-;368;6818;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7321
03/2025;qtd_aprovada;"240480 IPUEIRA";-;21;2;1535;-;-;59;-;-;-;-;-;15;-;-;-;240;74;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;462;-;-;-;-;-;2419
03/2025;qtd_aprovada;"240485 ITAJA";-;111;-;2504;-;-;-;-;-;-;-;-;9;-;-;330;6633;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;9618
03/2025;qtd_aprovada;"240490 ITAU";-;-;-;801;-;-;55;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;974
03/2025;qtd_aprovada;"240500 JACANA";521;-;1;-;-;28;-;-;-;-;-;-;-;-;-;502;2816;-;-;-;-;-;682;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4587
03/2025;qtd_aprovada;"240510 JANDAIRA";-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;146
03/2025;qtd_aprovada;"240520 JANDUIS";708;25;916;2652;-;-;-;-;-;-;-;-;91;-;-;997;9975;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;15408
03/2025;qtd_aprovada;"240530 JANUARIO CICCO";3023;24;-;-;-;-;-;-;-;-;-;-;14;-;-;399;15029;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;18492
