periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
01/2024;qtd_aprovada;"292560 PRESIDENTE DUTRA";3578;47;-;359;-;-;-;-;-;-;-;-;-;-;-;-;1904;225;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;488;6607
01/2024;qtd_aprovada;"292570 PRESIDENTE JANIO QUADROS";-;298;-;995;-;-;-;-;-;-;-;-;80;-;-;249;2076;85;-;-;-;-;-;-;3;55;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;452;4303
01/2024;qtd_aprovada;"292575 PRESIDENTE TANCREDO NEVES";-;30;-;-;-;-;-;-;-;-;-;-;8;-;-;143;6567;-;-;-;-;-;-;-;-;96;-;13;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;47;-;-;1532;8446
01/2024;qtd_aprovada;"292580 QUEIMADAS";105;23;103;4080;-;99;-;-;-;-;-;-;-;-;-;1522;2780;-;31;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8746
01/2024;qtd_aprovada;"292590 QUIJINGUE";-;19;-;1854;-;85;58;-;-;-;-;-;66;-;4;329;6836;24;-;-;-;-;64;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;1716;11096
01/2024;qtd_aprovada;"292593 QUIXABEIRA";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;302;431
01/2024;qtd_aprovada;"292595 RAFAEL JAMBEIRO";-;13;-;24800;-;-;191;-;-;-;-;-;-;-;-;-;10141;251;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;548;36048
01/2024;qtd_aprovada;"292600 REMANSO";-;32;-;2793;882;406;203;-;-;-;59;-;168;-;-;856;8136;390;-;-;-;-;-;-;-;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11086;25141
01/2024;qtd_aprovada;"292610 RETIROLANDIA";5;24;-;-;-;-;77;-;-;-;-;-;-;-;-;-;2512;-;2;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;625;3303
01/2024;qtd_aprovada;"292620 RIACHAO DAS NEVES";1;25;2;4730;-;1062;-;-;-;-;-;-;-;-;-;324;2698;-;-;-;-;-;191;-;-;43;-;-;-;4;-;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;769;9853
01/2024;qtd_aprovada;"292630 RIACHAO DO JACUIPE";8759;46;2;6330;-;407;591;-;-;-;-;-;-;-;-;-;3727;203;319;-;-;-;-;-;-;96;-;6;-;-;2;97;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1162;21752
01/2024;qtd_aprovada;"292640 RIACHO DE SANTANA";-;46;-;1096;-;-;-;-;-;-;-;-;-;-;-;181;4331;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2338;8036
01/2024;qtd_aprovada;"292650 RIBEIRA DO AMPARO";-;14;-;-;-;-;-;-;-;-;-;-;21;-;-;335;3053;-;-;-;-;-;-;-;-;12;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1634;5077
01/2024;qtd_aprovada;"292660 RIBEIRA DO POMBAL";-;961;32;14726;98;2723;300;1259;529;-;218;-;915;-;-;3;18323;8399;-;-;2787;5;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;53;16;-;-;-;-;-;-;-;21;-;1610;53060
01/2024;qtd_aprovada;"292665 RIBEIRAO DO LARGO";168;56;-;872;-;-;-;-;-;-;-;-;-;-;-;235;1143;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;506;3030
01/2024;qtd_aprovada;"292670 RIO DE CONTAS";-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1780;271;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1021;3128
01/2024;qtd_aprovada;"292680 RIO DO ANTONIO";-;106;-;-;-;-;-;-;-;-;-;-;-;-;-;25;286;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;577;994
01/2024;qtd_aprovada;"292690 RIO DO PIRES";-;6;-;1845;-;-;-;-;-;-;-;-;-;-;-;19;1508;-;-;-;-;-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;170;3553
01/2024;qtd_aprovada;"292700 RIO REAL";6800;52;-;6820;-;487;158;-;-;-;-;-;444;-;-;605;19963;230;32;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;35657
01/2024;qtd_aprovada;"292710 RODELAS";256;3;-;854;-;-;-;-;-;-;-;-;24;-;-;39;2671;-;14;-;-;-;-;-;-;52;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2566;6505
01/2024;qtd_aprovada;"292720 RUY BARBOSA";-;133;-;3452;-;313;-;-;-;-;-;-;-;-;-;-;5284;5301;121;-;-;-;-;-;-;124;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1187;15938
01/2024;qtd_aprovada;"292730 SALINAS DA MARGARIDA";-;137;58;-;-;-;-;-;-;-;-;-;-;-;-;4838;7565;340;-;-;-;-;-;-;-;8;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12948
01/2024;qtd_aprovada;"292740 SALVADOR";44917;10672;28919;1544965;23969;83075;84205;11552;4266;1779;7114;1612;116666;81368;319;59232;1590316;77473;24350;11952;20180;27556;12091;10677;-;13145;-;3187;4644;32;328;472;141;-;-;-;288;3309;35;1767;145;3821;122;33;-;692;2240909;33955;338;-;-;6186588
01/2024;qtd_aprovada;"292750 SANTA BARBARA";-;4;-;-;-;-;-;-;-;-;-;-;86;-;-;-;909;1330;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2329
01/2024;qtd_aprovada;"292760 SANTA BRIGIDA";-;65;-;1648;-;-;63;-;-;-;-;-;-;-;-;42;4214;-;-;-;-;-;-;-;-;6;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;6061
01/2024;qtd_aprovada;"292770 SANTA CRUZ CABRALIA";2973;82;-;536;-;38;81;-;-;-;-;-;59;-;-;572;6320;483;-;-;-;-;-;-;-;82;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1084;12314
01/2024;qtd_aprovada;"292780 SANTA CRUZ DA VITORIA";-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;285;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;230;651
01/2024;qtd_aprovada;"292790 SANTA INES";5;43;-;3150;-;110;99;-;-;-;-;-;100;-;-;37;7289;120;-;-;-;-;102;-;-;20;-;20;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;51;-;-;1372;12548
01/2024;qtd_aprovada;"292800 SANTALUZ";3;46;-;1543;90;370;-;-;-;-;-;-;158;-;-;1308;18689;-;2712;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;9980;35014
01/2024;qtd_aprovada;"292805 SANTA LUZIA";-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;497;537
01/2024;qtd_aprovada;"292810 SANTA MARIA DA VITORIA";162;210;8;6349;-;1310;1219;365;400;-;2;-;5029;44;-;82;11182;-;-;-;-;-;329;62;-;44;-;1;165;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;79082;9;-;-;6350;112460
01/2024;qtd_aprovada;"292820 SANTANA";-;57;-;5507;-;778;237;-;-;-;-;-;100;-;-;-;6264;34;95;-;-;-;-;20;-;217;-;10;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;1116;14472
01/2024;qtd_aprovada;"292830 SANTANOPOLIS";-;80;-;1575;-;-;-;-;-;-;-;-;-;-;-;25;494;-;-;-;-;-;74;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;129;2382
01/2024;qtd_aprovada;"292840 SANTA RITA DE CASSIA";5184;312;666;4857;19;360;227;-;-;-;-;-;184;-;-;174;17705;-;2;-;-;-;-;-;-;110;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29809
01/2024;qtd_aprovada;"292850 SANTA TEREZINHA";-;150;-;2910;-;228;-;-;-;-;-;-;121;-;-;137;3703;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;641;7937
01/2024;qtd_aprovada;"292860 SANTO AMARO";8;267;113;1633;-;-;-;-;-;-;-;-;-;-;-;968;13539;5433;-;-;2041;-;69;-;-;24;-;-;-;-;-;-;-;-;-;-;-;129;-;-;17;-;-;-;-;-;-;-;39;-;-;24280
01/2024;qtd_aprovada;"292870 SANTO ANTONIO DE JESUS";60;1292;163;46908;588;5124;934;1123;356;-;93;-;2151;-;39;431;54500;9495;5;487;3305;1;301;-;-;460;-;19;-;-;-;-;-;-;-;-;-;117;-;-;35;-;-;-;-;-;104533;-;84;-;4086;236690
01/2024;qtd_aprovada;"292880 SANTO ESTEVAO";133;32;-;9453;-;613;-;-;-;-;-;-;72;-;-;576;22819;4028;-;-;1205;-;36;-;-;114;-;5;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;54;55;-;-;39208
01/2024;qtd_aprovada;"292890 SAO DESIDERIO";3180;154;-;20070;75;564;503;145;150;-;41;-;93;-;2;24;3625;417;-;-;-;-;151;-;-;-;-;-;12;-;-;-;-;-;-;-;-;138;-;-;-;-;-;-;-;-;-;37;-;-;916;30297
01/2024;qtd_aprovada;"292895 SAO DOMINGOS";-;-;-;-;-;195;-;-;-;-;-;-;49;-;-;313;1749;-;10;-;-;-;59;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;53;2529
01/2024;qtd_aprovada;"292900 SAO FELIX";22;20;-;20520;387;1088;439;221;-;-;26;-;371;-;1;105;5158;-;1;-;-;-;384;-;-;106;-;-;-;-;-;-;-;-;-;-;-;118;2;-;-;-;-;-;-;-;-;-;-;-;-;28969
01/2024;qtd_aprovada;"292905 SAO FELIX DO CORIBE";-;18;-;9265;-;118;99;-;-;-;-;-;65;-;-;-;2452;-;-;-;-;-;62;-;-;24;-;-;-;-;-;-;-;-;-;-;-;151;-;-;-;-;-;-;-;-;-;-;-;-;1584;13838
01/2024;qtd_aprovada;"292910 SAO FELIPE";7321;8;-;-;-;317;-;-;-;-;-;-;34;-;-;1137;11522;900;-;-;-;-;-;-;-;7;-;-;-;-;-;-;6;-;-;-;-;12;1;-;-;-;-;-;-;-;-;-;-;-;806;22071
01/2024;qtd_aprovada;"292920 SAO FRANCISCO DO CONDE";67;44;-;3745;-;1288;957;269;72;-;-;-;518;-;1;1120;21243;846;1;-;-;-;-;-;-;26;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30227
01/2024;qtd_aprovada;"292925 SAO GABRIEL";2200;27;25;522;-;115;-;-;-;-;-;-;-;-;-;-;1131;50;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;818;4965
01/2024;qtd_aprovada;"292930 SAO GONCALO DOS CAMPOS";-;531;-;7424;-;-;50;-;-;-;-;-;316;-;-;2458;7061;250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18090
01/2024;qtd_aprovada;"292935 SAO JOSE DA VITORIA";3;69;-;-;-;-;-;-;-;-;-;-;30;-;-;-;375;157;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76;714
01/2024;qtd_aprovada;"292937 SAO JOSE DO JACUIPE";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
01/2024;qtd_aprovada;"292940 SAO MIGUEL DAS MATAS";2;51;-;4404;-;-;-;-;-;-;-;-;-;-;-;-;1792;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6249
01/2024;qtd_aprovada;"292950 SAO SEBASTIAO DO PASSE";-;-;4;13124;-;556;125;-;-;-;5;-;512;-;1;730;16854;267;8;-;-;-;-;-;-;32;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1574;33807
01/2024;qtd_aprovada;"292960 SAPEACU";-;25;-;543;-;280;33;-;-;-;-;-;14;-;-;47;8095;320;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;9405
01/2024;qtd_aprovada;"292970 SATIRO DIAS";-;492;-;-;-;138;-;-;-;-;-;-;94;-;-;794;8835;172;-;-;-;-;148;-;-;23;-;5;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;27;-;-;666;11397
01/2024;qtd_aprovada;"292975 SAUBARA";4;40;85;-;-;134;62;-;-;-;-;-;50;-;-;640;6624;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;376;8015
01/2024;qtd_aprovada;"292980 SAUDE";-;15;-;578;-;-;-;-;-;-;-;-;1;-;-;158;3026;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;3868
01/2024;qtd_aprovada;"292990 SEABRA";782;2880;1;12447;1275;1330;321;215;-;-;33;-;336;-;-;358;35800;-;-;-;-;-;-;-;-;264;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48121;-;-;-;1838;106014
01/2024;qtd_aprovada;"293000 SEBASTIAO LARANJEIRAS";1235;3;-;372;-;-;-;-;-;-;-;-;-;-;-;595;2398;269;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;558;5430
01/2024;qtd_aprovada;"293010 SENHOR DO BONFIM";225;636;66;10311;533;2358;999;1237;767;-;126;-;1140;-;-;132;16388;154;-;-;2776;-;39;4;-;87;-;9;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;26880;44;32;-;22220;87174
01/2024;qtd_aprovada;"293015 SERRA DO RAMALHO";-;63;-;708;-;146;73;-;-;-;-;-;-;-;-;-;1835;-;-;-;-;-;-;-;-;18;-;-;-;3;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;329;3212
01/2024;qtd_aprovada;"293020 SENTO SE";-;3;-;3435;-;455;-;-;-;-;-;-;31;-;-;177;1597;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1728;7498
01/2024;qtd_aprovada;"293030 SERRA DOURADA";-;45;-;4689;82;348;15;-;-;-;-;-;103;-;-;-;3860;30;-;-;-;-;71;-;-;74;-;-;-;7;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74;9405
01/2024;qtd_aprovada;"293040 SERRA PRETA";-;-;6;576;-;-;100;-;-;-;-;-;64;-;-;2031;6664;-;1;-;-;-;-;-;-;98;-;45;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115;9704
01/2024;qtd_aprovada;"293050 SERRINHA";-;60;25;4915;1639;1207;473;309;80;-;65;-;574;-;-;369;25414;8102;-;-;3141;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;119751;-;50;-;475;166760
01/2024;qtd_aprovada;"293060 SERROLANDIA";-;204;-;915;-;137;104;-;-;-;-;-;70;-;-;-;2994;218;-;-;-;-;96;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;351;5147
01/2024;qtd_aprovada;"293070 SIMOES FILHO";171;69;103;42655;-;2649;5248;445;215;-;87;-;1457;-;-;112;36985;1759;48;-;-;-;305;-;-;371;-;47;-;-;-;3;-;-;-;-;-;40;5;-;-;-;-;-;-;-;-;-;-;-;-;92774
01/2024;qtd_aprovada;"293075 SITIO DO MATO";-;10;-;545;-;176;-;-;-;-;-;-;50;-;-;-;978;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1759
01/2024;qtd_aprovada;"293076 SITIO DO QUINTO";-;1;-;904;-;-;38;-;-;-;-;-;83;-;-;-;3312;-;-;-;-;-;86;-;-;34;-;19;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;43;-;-;3601;8123
01/2024;qtd_aprovada;"293077 SOBRADINHO";-;11;18;8788;-;363;170;-;-;-;-;-;154;-;-;-;15815;503;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4049;29883
01/2024;qtd_aprovada;"293080 SOUTO SOARES";-;505;-;951;-;155;-;-;-;-;-;-;159;-;-;-;1868;-;25;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;889;4637
01/2024;qtd_aprovada;"293090 TABOCAS DO BREJO VELHO";-;65;-;579;-;92;109;-;-;-;-;-;149;-;-;133;2600;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;456;4231
01/2024;qtd_aprovada;"293100 TANHACU";-;54;-;4607;-;210;17;-;-;-;-;-;113;-;-;-;275;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;190;5507
01/2024;qtd_aprovada;"293105 TANQUE NOVO";848;231;2;5687;-;302;248;-;-;-;-;-;149;-;-;32;13157;663;3;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3412;24807
01/2024;qtd_aprovada;"293110 TANQUINHO";-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;151;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;266;512
01/2024;qtd_aprovada;"293120 TAPEROA";-;-;-;691;-;-;-;-;-;-;-;-;-;-;-;21;151;286;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;733;1882
01/2024;qtd_aprovada;"293130 TAPIRAMUTA";-;10;-;2600;-;82;-;-;-;-;-;-;75;-;-;-;4016;215;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;692;7758
01/2024;qtd_aprovada;"293135 TEIXEIRA DE FREITAS";35;597;2860;30784;980;2995;1132;1462;438;5;200;-;1804;12;66;5252;91379;3940;164;163;3025;62;466;1;-;359;-;19;-;-;4;45;1;-;-;-;-;198;-;16;6;-;-;-;-;-;137722;797;24;-;7246;294259
01/2024;qtd_aprovada;"293140 TEODORO SAMPAIO";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71;123;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;299;555
01/2024;qtd_aprovada;"293150 TEOFILANDIA";-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;646;662
01/2024;qtd_aprovada;"293160 TEOLANDIA";-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;26;824;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;1256;2242
01/2024;qtd_aprovada;"293170 TERRA NOVA";-;81;-;-;-;-;-;-;-;-;-;-;200;-;-;-;1870;109;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2320
01/2024;qtd_aprovada;"293180 TREMEDAL";-;-;-;-;-;185;-;-;-;-;-;-;94;-;-;207;1548;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1101;3137
01/2024;qtd_aprovada;"293190 TUCANO";-;810;-;10800;80;634;136;-;-;-;-;-;300;-;-;525;20744;423;-;-;-;-;45;-;-;1521;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;1971;38026
01/2024;qtd_aprovada;"293200 UAUA";2;890;-;2053;-;235;-;-;-;-;-;-;170;-;-;-;16665;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63083;83144
01/2024;qtd_aprovada;"293210 UBAIRA";-;21;-;1732;111;184;54;-;-;-;-;-;8;-;-;35;2065;683;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;846;5762
01/2024;qtd_aprovada;"293220 UBAITABA";-;109;-;3313;-;361;847;-;-;-;-;-;-;-;-;11;12882;2294;878;-;-;-;79;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;658;21504
01/2024;qtd_aprovada;"293230 UBATA";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4652;598;3;-;-;-;-;-;-;69;-;4;-;19;-;-;-;-;2;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;1407;6808
01/2024;qtd_aprovada;"293240 UIBAI";-;-;-;1891;-;-;-;-;-;-;-;-;-;-;-;-;1103;-;-;-;-;-;-;-;-;25;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;517;3537
01/2024;qtd_aprovada;"293245 UMBURANAS";-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;297;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;329
01/2024;qtd_aprovada;"293250 UNA";5;435;31;3151;-;223;181;-;-;-;-;-;122;-;-;129;6176;-;88;-;-;-;263;-;-;75;-;-;-;-;-;39;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;970;11927
01/2024;qtd_aprovada;"293260 URANDI";-;-;6;-;-;167;359;-;-;-;18;-;169;-;-;47;6103;-;-;-;-;-;-;-;-;27;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;858;7762
01/2024;qtd_aprovada;"293270 URUCUCA";-;46;17;820;-;-;-;-;-;-;-;-;-;-;-;259;2451;185;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;375;4165
01/2024;qtd_aprovada;"293280 UTINGA";-;58;-;2505;-;-;-;-;-;-;-;-;87;-;-;-;811;125;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;3621
01/2024;qtd_aprovada;"293290 VALENCA";-;643;328;24041;543;5313;1241;318;473;-;31;-;994;15;-;384;36967;15715;1158;-;2949;-;-;-;-;247;-;9;-;-;-;138;-;-;-;-;-;-;2;-;31;-;-;-;-;-;-;-;62;-;6667;98269
01/2024;qtd_aprovada;"293300 VALENTE";-;107;-;666;842;462;190;-;-;-;-;-;-;-;-;-;1669;-;8;-;-;-;-;-;-;76;-;36;-;27;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;756;4848
01/2024;qtd_aprovada;"293305 VARZEA DA ROCA";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;739;-;-;-;-;-;98;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;947
