periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
03/2024;valor_aprovado;"110010 GUAJARA-MIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;valor_aprovado;"110011 JARU";-;-;-;106443,72;-;19919,89;5216,75;-;-;-;-;-;787,39;-;-;34,00;297204,82;1251,73;119,85;-;-;57,92;-;-;430,54;-;324,40;-;-;-;41,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36263,70;468095,81
03/2024;valor_aprovado;"110012 JI-PARANA";4071,60;-;-;219031,49;16885,61;10,96;10983,50;138994,84;190636,25;-;6758,74;-;1536,63;-;-;1150,00;864353,24;163,42;847449,71;-;485523,18;67,12;-;45,04;9762,18;-;52,84;-;-;-;-;22,62;-;-;-;-;-;-;2360,62;8684,27;-;-;-;-;-;-;25314,06;1677,00;28917,90;2864452,82
03/2024;valor_aprovado;"110013 MACHADINHO D'OESTE";8,10;-;18,33;38881,43;-;10859,58;6188,05;-;-;-;-;-;1158,75;-;-;1,00;150404,13;-;292,76;-;-;-;-;-;2390,12;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40050,45;250258,33
03/2024;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;14,10;2227,82;-;2395,66;1195,15;-;-;-;-;-;103,00;-;-;74,00;36652,46;2912,65;5,76;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;871,20;46474,96
03/2024;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;13,25;85971,89;-;2004,45;6580,75;-;-;-;-;-;1689,20;-;-;-;104473,86;-;-;-;-;16,18;-;-;4986,52;-;-;-;-;-;77,48;-;-;-;54,97;-;-;-;1158,04;-;-;-;-;-;-;-;-;-;-;207026,59
03/2024;valor_aprovado;"110018 PIMENTA BUENO";1004,40;-;-;36241,44;-;8453,92;-;-;-;-;-;-;1312,35;-;-;-;104169,56;403,61;1067,41;-;-;-;-;-;7300,06;-;5,63;-;-;-;-;-;-;-;-;-;-;-;1915,22;-;-;-;-;-;-;-;-;-;17626,95;179500,55
03/2024;valor_aprovado;"110020 PORTO VELHO";1075,92;-;17158,67;2975557,08;344544,13;209581,29;127001,22;513843,76;19618,75;94823,23;25310,19;1637,83;158563,74;255482,78;-;2547,00;2270503,50;25521,33;12124,90;2164588,87;1130603,45;90495,81;1088,37;31368,84;138725,63;-;1677,02;80623,22;41,48;736,78;-;215,06;41,48;-;659,64;31,28;6425,30;-;2792,74;20402,75;271447,80;-;-;-;20345,00;179120,19;913000,84;140844,44;1028502,33;13278673,64
03/2024;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;3284,60;-;254,98;-;-;-;-;-;-;72,10;-;-;-;2397,78;1338,15;-;-;-;-;-;-;1902,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9250,21
03/2024;valor_aprovado;"110026 RIO CRESPO";-;-;-;870,78;-;-;-;-;-;-;-;-;-;-;-;-;8990,86;-;-;-;-;-;-;-;129,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9991,24
03/2024;valor_aprovado;"110028 ROLIM DE MOURA";56,70;-;-;91601,38;-;7030,70;8692,75;12577,60;55816,25;-;-;-;3350,96;-;-;109,00;208868,86;4331,86;501,36;-;-;104,18;-;110,88;217,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47383,95;440753,97
03/2024;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;11448,05;-;574,49;134,75;-;-;-;-;-;41,20;-;-;28,00;13261,89;-;-;-;-;-;-;-;634,32;-;-;-;-;-;-;-;-;-;-;-;-;59,72;-;-;-;-;-;-;-;-;-;-;4049,10;30231,52
03/2024;valor_aprovado;"110030 VILHENA";2281,50;-;-;34861,40;-;38777,14;22479,60;73545,05;222793,75;-;9150,40;-;8152,37;-;-;116,00;432451,81;3637,98;917,66;-;-;-;-;-;20106,46;-;1021,06;-;-;12,27;-;-;-;-;-;-;-;-;6614,19;-;-;-;-;-;-;-;8172,50;-;-;885091,14
03/2024;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;14,66;7620,54;-;2664,68;290,40;-;-;-;-;-;15,45;-;-;163,00;19174,15;-;41,63;-;-;-;-;-;62,30;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29576,25;59628,69
03/2024;valor_aprovado;"110033 NOVA MAMORE";-;-;25,83;24645,18;-;4176,60;835,45;-;-;-;-;-;247,20;-;-;145,00;39371,20;436,90;-;-;-;-;-;-;2622,72;-;-;-;-;-;-;-;-;-;-;-;-;-;801,72;-;-;-;-;-;-;-;-;-;113,85;73421,65
03/2024;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;16019,44;-;-;5132,05;-;-;-;-;-;-;-;-;-;36004,10;864,86;-;-;-;-;-;-;636,72;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58736,43
03/2024;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";256,50;-;-;5878,58;-;-;2402,40;-;-;-;-;-;618,00;-;-;2,00;24201,80;-;-;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21586,95;54958,07
03/2024;valor_aprovado;"110040 ALTO PARAISO";-;-;-;14696,21;-;3141,77;-;-;-;-;-;-;252,35;-;-;84,00;39125,15;-;1,44;-;-;-;-;-;797,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4578,75;62677,39
03/2024;valor_aprovado;"110045 BURITIS";37,80;-;39,93;94167,58;-;7165,29;5155,15;-;-;-;-;-;1913,00;-;-;473,00;74043,40;7973,97;117,95;-;-;80,90;-;161,57;2436,80;-;246,83;-;29,86;-;69,52;-;-;-;-;-;654,14;-;52,57;-;-;-;-;-;-;-;-;-;63409,50;258228,76
03/2024;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;12668,94;-;-;4068,90;-;-;-;-;-;762,20;-;-;-;27467,97;810,30;-;-;-;-;-;-;1396,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21759,15;68933,46
03/2024;valor_aprovado;"110060 CACAULANDIA";-;-;-;9156,66;-;-;1216,05;-;-;-;-;-;20,60;-;-;60,00;21000,38;590,47;4,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32048,48
03/2024;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;4291,12;-;-;-;-;-;-;-;-;25,75;-;-;121,00;15400,03;-;-;-;-;-;-;-;11,84;-;43,31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4,95;19898,00
03/2024;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;55007,44;-;-;6159,45;-;-;-;-;-;66,95;-;-;16,00;974,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62224,64
03/2024;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;1939,38;-;-;2462,90;-;-;-;-;-;-;-;-;21,00;3330,24;-;-;-;-;-;-;-;-;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74,25;7833,40
03/2024;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;8870,79;-;-;-;-;-;-;-;-;-;-;-;32,00;21716,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4128,30;34747,92
03/2024;valor_aprovado;"110094 CUJUBIM";-;-;-;23618,10;-;9068,79;4390,65;-;-;-;-;-;648,90;-;-;4,00;38687,11;-;-;-;-;-;-;-;348,42;-;-;-;-;-;-;-;-;-;-;-;-;-;111,35;-;-;-;-;-;-;-;-;-;6076,20;82953,52
03/2024;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;3409,69;-;897,97;435,05;-;-;-;-;-;278,10;-;-;-;10578,00;1421,16;-;-;-;-;-;-;745,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17765,17
03/2024;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;19828,86;-;1412,33;-;-;-;-;-;-;-;-;-;-;19213,33;7979,17;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;742,50;49208,59
03/2024;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;2394,66;-;1870,57;-;-;-;-;-;-;51,50;-;-;-;27120,99;933,45;79,20;-;-;-;-;-;1297,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;193,05;33941,22
03/2024;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;3257,55;-;7179,23;6416,30;-;-;-;-;-;-;-;-;-;9503,10;-;-;-;-;-;-;-;1099,02;-;84,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27539,65
03/2024;valor_aprovado;"110140 MONTE NEGRO";-;-;-;19316,14;-;3376,42;3272,50;-;-;-;-;-;370,80;-;-;272,00;30421,93;1293,90;-;-;-;-;-;-;976,12;-;69,73;-;-;-;-;-;-;-;-;-;-;-;601,29;-;-;-;-;-;-;-;6750,00;-;17805,15;84525,98
03/2024;valor_aprovado;"110143 NOVA UNIAO";-;-;-;5031,32;-;4948,47;-;-;-;-;-;-;14319,54;-;-;-;14673,26;-;-;-;-;-;-;-;142,08;-;101,34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39216,01
03/2024;valor_aprovado;"110145 PARECIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6572,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6572,70
03/2024;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;1582,47;-;-;-;-;-;-;-;-;46,35;-;-;25,00;5787,28;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1485,00;8958,50
03/2024;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;372,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;372,07
03/2024;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;1937,41;-;-;-;-;-;-;-;-;-;-;-;-;25200,09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5553,90;32691,40
03/2024;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;49237,05;-;2781,15;1550,45;-;-;-;-;-;216,30;-;-;184,00;25158,00;6809,76;73,18;-;-;-;-;-;2152,44;-;26,42;-;-;-;-;-;-;-;-;-;11,36;-;-;-;-;-;-;-;-;-;-;-;33907,50;122107,61
03/2024;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;6610,52;-;1539,12;5474,70;-;-;-;-;-;103,00;-;-;61,00;50562,23;753,15;-;-;-;-;-;-;787,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9325,80;75216,96
03/2024;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;2,73;-;-;-;-;-;-;-;-;-;-;-;-;1500,01;-;-;-;-;-;-;-;963,28;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2471,65
03/2024;valor_aprovado;"110160 THEOBROMA";151,20;-;-;13010,75;-;595,36;-;-;-;-;-;-;36,05;-;-;-;16242,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30036,12
03/2024;valor_aprovado;"110170 URUPA";-;-;77,49;12001,55;-;2551,76;2959,00;-;-;-;-;-;30,35;-;-;-;27554,55;3238,50;-;-;-;-;-;-;1561,76;-;98,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50073,06
03/2024;valor_aprovado;"110175 VALE DO ANARI";-;-;-;18117,51;-;-;-;-;-;-;-;-;-;-;-;-;18988,73;-;-;-;-;-;-;-;130,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37236,48
03/2024;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;407,07;-;-;-;-;-;-;-;-;51,27;-;-;-;18562,31;-;-;-;-;-;-;-;523,32;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19549,60
03/2024;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1555,47;-;-;-;-;-;-;-;3155,12;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4737,01
03/2024;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;14899,31;-;2543,55;-;-;-;-;-;-;288,34;-;-;59,00;21858,83;-;-;-;-;-;-;-;624,80;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40285,09
03/2024;valor_aprovado;"120010 BRASILEIA";-;-;-;34096,80;-;73645,26;3577,20;12641,10;-;-;-;-;362,69;1619,30;-;-;46631,44;833,22;7991,20;-;178062,12;2440,18;-;-;6374,36;-;304,69;-;-;-;269,13;-;-;-;54,97;-;43,84;-;15,15;347,43;-;-;-;-;-;-;225,00;-;-;369535,08
03/2024;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2988,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;8838,00
03/2024;valor_aprovado;"120020 CRUZEIRO DO SUL";929,02;-;25,83;289670,70;-;27318,28;48323,88;146005,42;-;-;449,78;-;4828,12;4793,20;-;601,00;182478,03;8156,41;7005,25;-;208339,33;3884,00;-;-;3163,98;-;26,42;-;-;-;-;-;-;-;-;-;-;-;181,80;1389,72;825,00;-;-;-;-;9727,28;9738,06;1221,12;-;959081,63
03/2024;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96,90
03/2024;valor_aprovado;"120030 FEIJO";-;-;-;29565,81;-;2821,79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;185,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32572,88
03/2024;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;valor_aprovado;"120033 MANCIO LIMA";270,00;-;-;13774,47;-;6346,68;-;-;-;-;-;-;777,65;-;-;-;48680,07;1361,70;335,44;-;-;-;-;-;8409,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20025,00;-;-;99980,37
03/2024;valor_aprovado;"120034 MANOEL URBANO";-;-;-;9571,34;-;908,37;-;-;-;-;-;-;180,25;-;-;17,00;26269,52;-;-;-;-;-;-;-;1861,36;-;-;-;-;-;70,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38878,24
03/2024;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;12370,98;-;-;-;-;-;-;-;-;-;-;-;195,00;13589,21;-;-;-;-;-;-;-;118,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26273,59
03/2024;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;17226,92;-;3941,87;-;-;-;-;-;-;334,75;-;-;-;32320,91;700,50;-;-;-;-;-;-;3898,88;-;95,05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58518,88
03/2024;valor_aprovado;"120039 PORTO WALTER";-;-;-;-;-;610,95;-;-;-;-;-;-;131,37;-;-;2,00;6670,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7415,07
03/2024;valor_aprovado;"120040 RIO BRANCO";8468,82;-;16140,09;1308345,45;82811,76;182125,70;114767,00;787815,57;431537,50;25412,29;20174,64;17598,11;123237,53;107815,05;-;4305,00;1073882,89;15479,24;2760,87;862331,59;1121832,33;41087,39;5780,49;198,89;110928,44;37,70;2393,25;223500,74;181,66;1099,14;-;723,84;-;-;33,97;-;538,74;59,72;8774,38;3718,37;59706,98;-;-;-;17113,00;61243,27;114366,27;117110,16;756732,90;7832170,73
03/2024;valor_aprovado;"120042 RODRIGUES ALVES";-;-;-;-;-;1119,06;-;-;-;-;-;-;314,15;-;-;-;36486,09;-;-;-;-;-;-;-;3324,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41243,70
03/2024;valor_aprovado;"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;valor_aprovado;"120045 SENADOR GUIOMARD";-;-;-;65980,49;-;4388,36;-;-;-;-;-;-;51,50;-;-;20,00;26053,74;-;-;-;-;-;-;-;944,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97438,09
03/2024;valor_aprovado;"120050 SENA MADUREIRA";-;-;-;38215,00;-;15228,47;2984,85;-;-;-;-;-;664,35;-;-;46,00;49147,90;-;61,88;-;-;-;-;-;1535,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;107884,09
03/2024;valor_aprovado;"120060 TARAUACA";-;-;-;17245,63;-;2791,45;-;-;-;-;-;-;-;-;-;-;27375,03;-;-;-;-;-;-;-;118,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47530,51
03/2024;valor_aprovado;"120070 XAPURI";-;-;-;15510,56;-;1824,31;-;-;-;-;-;-;-;-;-;-;27297,38;-;-;-;-;-;-;-;7404,80;-;-;-;-;-;-;-;-;-;-;-;-;477,76;-;-;-;-;-;-;-;-;-;-;-;52514,81
03/2024;valor_aprovado;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03/2024;valor_aprovado;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
