periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2025;qtd_aprovada;"261420 SIRINHAEM";-;21;-;-;-;569;-;-;-;-;-;-;-;-;-;40;13214;105;-;-;-;-;132;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;14260
01/2025;qtd_aprovada;"261430 MOREILANDIA";250;-;-;804;-;189;-;-;-;-;-;-;119;-;-;414;7924;70;-;-;-;-;-;-;-;-;-;133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1017;-;-;-;-;-;10920
01/2025;qtd_aprovada;"261440 SOLIDAO";15;-;1717;1762;-;101;-;-;-;-;-;-;50;-;-;166;3703;216;-;-;-;-;198;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;7981
01/2025;qtd_aprovada;"261450 SURUBIM";38;146;46;30571;40;1895;-;87;-;-;41;-;216;-;-;35;23786;-;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56993
01/2025;qtd_aprovada;"261460 TABIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;465;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;465
01/2025;qtd_aprovada;"261470 TACAIMBO";-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;7;838;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;915
01/2025;qtd_aprovada;"261480 TACARATU";-;301;340;5871;-;288;205;-;-;-;-;-;103;-;-;668;14168;29;7;-;-;-;149;-;-;-;-;-;-;5;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;5201;-;-;-;-;-;27408
01/2025;qtd_aprovada;"261485 TAMANDARE";3460;42;-;-;-;508;127;-;-;-;-;-;91;-;-;666;23061;-;25;-;-;-;-;-;-;-;-;70;-;8;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;610;-;-;-;-;-;28679
01/2025;qtd_aprovada;"261500 TAQUARITINGA DO NORTE";1;-;-;-;-;200;-;-;-;-;-;-;-;-;-;275;8818;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;854;-;-;-;-;-;10187
01/2025;qtd_aprovada;"261510 TEREZINHA";416;58;7;1616;-;-;-;-;-;-;-;-;50;-;-;156;3005;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;110;-;-;-;-;-;5418
01/2025;qtd_aprovada;"261520 TERRA NOVA";-;-;-;1967;-;5;141;-;-;-;-;-;18;-;-;-;1152;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;311;-;-;-;-;-;3594
01/2025;qtd_aprovada;"261530 TIMBAUBA";18951;34;-;-;87;406;133;-;-;-;-;-;84;-;-;911;27563;98;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;494;-;-;-;-;-;48787
01/2025;qtd_aprovada;"261540 TORITAMA";30;14004;-;6477;58;828;166;-;-;-;-;-;196;-;-;51;14685;1352;-;-;-;-;172;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38040
01/2025;qtd_aprovada;"261550 TRACUNHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;933;4979;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;584;-;-;-;-;-;6496
01/2025;qtd_aprovada;"261560 TRINDADE";-;3450;-;-;-;-;-;-;-;-;-;-;192;-;-;304;2198;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10648;-;-;-;-;-;16827
01/2025;qtd_aprovada;"261570 TRIUNFO";-;555;-;-;-;360;-;-;-;-;-;-;118;-;-;11;7727;-;-;-;-;-;8;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;8822
01/2025;qtd_aprovada;"261580 TUPANATINGA";-;-;-;688;-;387;39;-;-;-;-;-;52;-;-;686;9007;361;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;98;-;-;184;-;-;-;-;-;11502
01/2025;qtd_aprovada;"261590 TUPARETAMA";6;33;-;4706;-;69;-;-;-;-;-;-;18;-;-;29;4901;-;-;-;-;-;-;-;-;-;-;77;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;2001;-;-;-;-;-;11877
01/2025;qtd_aprovada;"261600 VENTUROSA";768;-;136;1631;-;453;-;-;-;-;-;-;324;-;-;698;11329;2110;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1388;-;-;-;-;-;18849
01/2025;qtd_aprovada;"261610 VERDEJANTE";-;24;-;459;-;-;-;-;-;-;-;-;-;-;-;67;1461;-;-;-;-;-;-;-;-;-;-;5;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;2178;-;-;-;-;-;4234
01/2025;qtd_aprovada;"261618 VERTENTE DO LERIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;312;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;360;-;-;-;-;-;690
01/2025;qtd_aprovada;"261620 VERTENTES";20;127;-;8227;-;-;172;-;-;-;-;-;1;-;-;31;1153;167;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9951
01/2025;qtd_aprovada;"261630 VICENCIA";-;-;-;125;-;333;-;-;-;-;-;-;-;-;-;-;3845;251;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;132;-;-;-;-;-;4751
01/2025;qtd_aprovada;"261640 VITORIA DE SANTO ANTAO";1189;123;175;40868;-;3512;361;59;104;-;87;-;2441;-;-;64;29270;2478;-;-;4930;-;1088;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;300;-;-;27;-;-;-;-;-;-;-;62;30;-;1034;-;-;-;-;-;88210
01/2025;qtd_aprovada;"261650 XEXEU";-;97;-;635;-;-;-;-;-;-;-;-;-;-;-;2;10757;-;2;-;-;-;-;-;-;-;-;223;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;11736
01/2025;qtd_aprovada;" MUNICIPIO IGNORADO - AL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"270010 AGUA BRANCA";-;17;2147;2150;-;-;175;-;-;-;-;-;82;-;-;463;8422;78;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;646;-;-;-;-;-;14212
01/2025;qtd_aprovada;"270020 ANADIA";-;366;-;-;-;-;-;-;-;-;-;-;7;-;-;-;1400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1773
01/2025;qtd_aprovada;"270030 ARAPIRACA";67154;54;1428;82953;3851;8633;2688;2084;366;126;422;-;7866;5186;10;7392;174833;19829;3080;1751;7565;4461;-;-;143;-;-;1341;-;130;695;-;62;37;7;-;-;-;-;1;49;8;96;-;-;-;-;-;-;-;2315;222;-;-;-;-;-;-;-;406838
01/2025;qtd_aprovada;"270040 ATALAIA";-;1137;-;8121;-;152;559;235;317;-;56;-;197;-;-;720;31843;226;-;-;-;-;-;-;-;-;-;641;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;114;-;-;2472;-;-;-;-;-;46791
01/2025;qtd_aprovada;"270050 BARRA DE SANTO ANTONIO";2890;214;-;472;-;-;87;-;-;-;-;-;-;-;-;1031;6728;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11432
01/2025;qtd_aprovada;"270060 BARRA DE SAO MIGUEL";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;426;14815;183;-;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15528
01/2025;qtd_aprovada;"270070 BATALHA";5118;218;-;-;-;-;157;-;-;-;-;-;-;-;-;33;3145;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1126;-;-;-;-;-;9799
01/2025;qtd_aprovada;"270080 BELEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;148;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;215
01/2025;qtd_aprovada;"270090 BELO MONTE";2117;71;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2228
01/2025;qtd_aprovada;"270100 BOCA DA MATA";-;23;-;-;-;-;-;-;-;-;-;-;76;-;-;662;9524;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2210;-;-;-;-;-;12495
01/2025;qtd_aprovada;"270110 BRANQUINHA";-;12;-;537;-;-;-;-;-;-;-;-;-;-;-;131;613;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;1315
01/2025;qtd_aprovada;"270120 CACIMBINHAS";2293;139;-;-;-;-;-;-;-;-;-;-;-;-;-;373;8315;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;11331
01/2025;qtd_aprovada;"270130 CAJUEIRO";-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;2620;13946;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1213;-;-;-;-;-;17885
01/2025;qtd_aprovada;"270135 CAMPESTRE";-;56;-;-;-;-;21;-;-;-;-;-;-;-;-;254;936;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;1361
01/2025;qtd_aprovada;"270140 CAMPO ALEGRE";8130;241;-;-;-;594;36;-;-;-;-;-;316;-;-;930;14880;798;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;113;-;-;-;-;-;26091
01/2025;qtd_aprovada;"270150 CAMPO GRANDE";23;144;-;-;-;-;-;-;-;-;-;-;-;-;-;6;128;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;383
01/2025;qtd_aprovada;"270160 CANAPI";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;245;8135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;8436
01/2025;qtd_aprovada;"270170 CAPELA";-;15;-;11;3;-;-;-;-;-;-;-;-;-;-;476;9883;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10397
01/2025;qtd_aprovada;"270180 CARNEIROS";1330;172;-;-;-;-;-;-;-;-;-;-;-;-;-;89;13;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1632
01/2025;qtd_aprovada;"270190 CHA PRETA";2218;258;-;278;-;-;118;-;-;-;-;-;-;-;-;253;837;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;3982
01/2025;qtd_aprovada;"270200 COITE DO NOIA";4149;117;-;-;-;-;-;-;-;-;-;-;-;-;-;995;6094;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;11376
01/2025;qtd_aprovada;"270210 COLONIA LEOPOLDINA";-;356;-;90;97;-;-;-;-;-;-;-;6;-;-;213;7514;75;-;-;-;-;-;-;-;-;-;25;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;1584;-;-;-;-;-;10041
01/2025;qtd_aprovada;"270220 COQUEIRO SECO";-;304;-;1466;-;-;-;-;-;-;-;-;-;-;-;596;2554;426;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;5356
01/2025;qtd_aprovada;"270230 CORURIPE";15581;92;-;21744;-;1959;532;-;-;-;55;-;935;-;-;305;45721;-;2033;-;-;-;-;-;-;-;-;75;-;-;196;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3496;-;-;-;-;-;92779
01/2025;qtd_aprovada;"270235 CRAIBAS";5159;1388;-;-;-;-;-;-;-;-;-;-;40;-;-;219;7234;362;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;14524
01/2025;qtd_aprovada;"270240 DELMIRO GOUVEIA";396;160;-;29328;668;1429;730;253;-;-;59;-;922;-;-;562;27997;2200;1;-;-;1;353;-;512;-;-;63;-;17;-;-;-;27;9;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;68;-;-;3232;-;-;-;-;-;69060
01/2025;qtd_aprovada;"270250 DOIS RIACHOS";2885;179;-;-;-;-;-;-;-;-;-;-;11;-;-;76;2710;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;267;-;-;-;-;-;6128
01/2025;qtd_aprovada;"270255 ESTRELA DE ALAGOAS";-;571;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;755
01/2025;qtd_aprovada;"270260 FEIRA GRANDE";-;309;-;-;-;-;-;-;-;-;-;-;28;-;-;380;10176;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;10912
01/2025;qtd_aprovada;"270270 FELIZ DESERTO";-;4;-;1473;-;-;-;-;-;-;-;-;-;-;-;-;152;271;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;1960
01/2025;qtd_aprovada;"270280 FLEXEIRAS";-;309;-;2708;4;-;-;-;-;-;-;-;-;-;-;-;1451;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;414;-;-;-;-;-;4940
01/2025;qtd_aprovada;"270290 GIRAU DO PONCIANO";230;-;-;56;-;-;-;-;-;-;-;-;-;-;-;44;10578;243;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11161
01/2025;qtd_aprovada;"270300 IBATEGUARA";3899;42;102;-;-;-;-;-;-;-;-;-;-;-;-;156;2470;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;6735
01/2025;qtd_aprovada;"270310 IGACI";4;305;-;3932;-;-;232;-;-;-;-;-;1;-;-;578;6341;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;11442
01/2025;qtd_aprovada;"270320 IGREJA NOVA";-;4;-;-;89;-;-;-;-;-;-;-;111;-;-;1637;8213;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;10062
01/2025;qtd_aprovada;"270330 INHAPI";9;-;-;9529;-;-;238;-;-;-;-;-;109;-;-;315;4277;-;-;-;-;-;-;-;-;2;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1802;-;-;-;-;-;16285
01/2025;qtd_aprovada;"270340 JACARE DOS HOMENS";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1718;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;149;-;-;-;-;-;1959
01/2025;qtd_aprovada;"270350 JACUIPE";1232;102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1560
01/2025;qtd_aprovada;"270360 JAPARATINGA";3257;316;-;-;-;120;69;-;-;-;-;-;34;-;-;100;2932;195;-;-;-;-;-;-;191;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;464;-;-;-;-;-;7736
01/2025;qtd_aprovada;"270370 JARAMATAIA";-;90;-;1358;-;-;152;-;-;-;-;-;-;-;-;159;2452;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;4265
01/2025;qtd_aprovada;"270375 JEQUIA DA PRAIA";-;598;-;-;-;-;-;-;-;-;-;-;-;-;-;146;3490;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;502;-;-;-;-;-;4757
01/2025;qtd_aprovada;"270380 JOAQUIM GOMES";-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7521;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;836;-;-;-;-;-;8456
01/2025;qtd_aprovada;"270390 JUNDIA";-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;274;1036;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;1345
01/2025;qtd_aprovada;"270400 JUNQUEIRO";-;-;-;79;-;381;-;-;-;-;-;-;-;-;-;2284;17947;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20732
01/2025;qtd_aprovada;"270410 LAGOA DA CANOA";13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;366;10336;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;10839
01/2025;qtd_aprovada;"270420 LIMOEIRO DE ANADIA";1235;407;-;-;-;-;-;-;-;-;-;-;-;-;-;657;7640;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9966
01/2025;qtd_aprovada;"270430 MACEIO";4341;3118;973;545491;7039;20648;39045;3295;1473;327;1421;8;28905;11451;66;5694;489512;77278;2813;3001;15698;7042;1226;-;481;-;-;1663;-;67;1878;3;14;-;37;1;-;-;-;307;-;321;114;877;1;4;-;14;-;1209282;1804;232;-;5104;-;-;-;-;-;2492069
01/2025;qtd_aprovada;"270440 MAJOR ISIDORO";-;24;-;-;-;-;17;-;-;-;-;-;-;-;-;333;5921;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;734;-;-;-;-;-;7081
01/2025;qtd_aprovada;"270450 MARAGOGI";-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;105;8254;33;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8493
01/2025;qtd_aprovada;"270460 MARAVILHA";2643;197;-;-;-;-;-;-;-;-;-;-;-;-;-;295;3002;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;626;-;-;-;-;-;6768
01/2025;qtd_aprovada;"270470 MARECHAL DEODORO";121;1088;5;7375;-;95;163;-;-;-;19;-;215;-;-;1880;31075;2078;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44119
01/2025;qtd_aprovada;"270480 MARIBONDO";-;13;-;3476;-;-;-;-;-;-;-;-;-;-;-;-;9784;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13273
01/2025;qtd_aprovada;"270490 MAR VERMELHO";1281;21;-;-;-;-;-;-;-;-;-;-;-;-;-;67;212;539;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2120
01/2025;qtd_aprovada;"270500 MATA GRANDE";-;418;-;1531;-;-;76;-;-;-;-;-;-;-;-;442;5782;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2287;-;-;-;-;-;10567
01/2025;qtd_aprovada;"270510 MATRIZ DE CAMARAGIBE";10;-;-;4533;-;37;172;-;-;-;-;-;-;-;-;-;564;248;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5608
01/2025;qtd_aprovada;"270520 MESSIAS";36;254;2;3246;-;23;116;-;-;-;-;-;87;-;-;2037;14340;4641;5;-;-;-;98;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24981
01/2025;qtd_aprovada;"270530 MINADOR DO NEGRAO";-;254;-;-;-;-;-;-;-;-;-;-;-;-;-;-;676;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;980
01/2025;qtd_aprovada;"270540 MONTEIROPOLIS";-;511;-;-;-;-;76;-;-;-;-;-;-;-;-;-;990;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1577
