periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
12/2025;qtd_aprovada;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68
12/2025;qtd_aprovada;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130002 ALVARAES";-;-;3;7551;-;-;267;-;-;-;-;-;771;-;-;-;11045;103;-;-;-;-;-;-;-;-;73;-;3;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;1554;-;-;-;-;-;-;21415
12/2025;qtd_aprovada;"130006 AMATURA";1691;-;-;4262;-;346;248;-;-;-;-;-;17;-;23;-;102969;-;-;-;-;-;-;-;-;-;152;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;109708
12/2025;qtd_aprovada;"130008 ANAMA";-;32;-;2259;-;87;-;-;-;-;-;-;33;-;-;83;2701;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5213
12/2025;qtd_aprovada;"130010 ANORI";-;272;150;2717;-;135;193;-;-;-;-;-;36;-;-;1076;3970;365;-;-;-;-;-;-;-;-;115;-;25;-;30;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9096
12/2025;qtd_aprovada;"130014 APUI";-;6;2;5221;-;431;97;-;-;-;-;-;58;-;-;165;4140;54;15;-;-;8;-;-;-;-;139;-;6;79;-;-;5;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10483
12/2025;qtd_aprovada;"130020 ATALAIA DO NORTE";-;-;-;4418;-;406;165;-;-;-;-;-;-;-;72;69;8916;-;3;-;-;-;-;-;-;-;183;-;1;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;862;-;-;-;-;-;-;15116
12/2025;qtd_aprovada;"130030 AUTAZES";4;12;-;9312;-;1032;645;-;-;-;-;-;295;-;-;-;18034;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;29393
12/2025;qtd_aprovada;"130040 BARCELOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130050 BARREIRINHA";-;10;-;3403;-;424;8;-;-;-;-;-;55;-;-;1246;4891;-;-;-;-;-;41;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;10295
12/2025;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;408;-;21558;-;1208;942;-;-;-;-;-;583;-;2849;183;43924;194;7;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;475;165;-;-;72532
12/2025;qtd_aprovada;"130063 BERURI";-;-;667;2768;-;207;31;-;-;-;-;-;23;-;-;85;9086;-;1;-;-;-;-;-;-;-;145;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13013
12/2025;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;178;-;2663;-;180;135;-;-;-;-;-;-;-;1;-;4139;59;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7409
12/2025;qtd_aprovada;"130070 BOCA DO ACRE";248;119;-;32212;-;6381;-;-;-;-;-;-;75;-;-;-;5912;-;-;-;-;-;630;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;749;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46328
12/2025;qtd_aprovada;"130080 BORBA";2;14;12;-;-;-;129;-;-;-;-;-;53;-;-;1116;4531;41;-;-;-;-;-;98;-;-;208;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6205
12/2025;qtd_aprovada;"130083 CAAPIRANGA";-;35;-;523;-;58;150;-;-;-;-;-;12;-;-;-;3167;-;-;-;-;-;-;-;-;-;140;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;4105
12/2025;qtd_aprovada;"130090 CANUTAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130100 CARAUARI";-;58;-;14107;-;668;34;-;-;-;-;-;147;-;-;62;11616;-;39;-;-;-;-;-;-;-;146;-;-;-;-;-;19;-;-;-;-;-;-;3;25;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;26944
12/2025;qtd_aprovada;"130110 CAREIRO";219;-;12;12295;-;744;404;-;-;-;-;-;54;-;381;437;102371;379;-;-;-;-;162;922;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;286;-;-;-;-;-;-;118771
12/2025;qtd_aprovada;"130115 CAREIRO DA VARZEA";1;-;195;2024;-;220;124;-;-;-;-;-;-;-;-;-;3423;-;-;-;-;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6086
12/2025;qtd_aprovada;"130120 COARI";1;23;54;37589;-;2719;1109;-;-;-;-;-;393;123;-;2630;73572;5036;-;-;-;62;-;-;-;-;500;-;1;-;-;1;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;123919
12/2025;qtd_aprovada;"130130 CODAJAS";-;-;-;898;-;342;340;-;-;-;-;-;-;-;-;1;668;180;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2435
12/2025;qtd_aprovada;"130140 EIRUNEPE";16;109;1472;1730;-;500;41;-;-;-;-;-;-;-;-;271;8385;186;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;100;-;-;12830
12/2025;qtd_aprovada;"130150 ENVIRA";-;20;1014;5810;-;324;54;-;-;-;-;-;43;-;1;591;8694;-;-;-;-;-;-;-;-;-;52;-;5;-;-;-;-;-;-;-;-;1;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16626
12/2025;qtd_aprovada;"130160 FONTE BOA";45;246;-;11142;-;616;299;-;-;-;-;-;-;-;-;60;33692;-;-;-;-;-;-;-;-;-;398;-;-;-;-;-;-;-;-;-;-;-;61;-;149;-;-;-;-;-;-;-;-;22;-;-;120;-;-;-;-;-;-;46850
12/2025;qtd_aprovada;"130165 GUAJARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130170 HUMAITA";260;159;4;6794;-;3134;427;131;-;-;-;45;3588;-;-;250;50213;328;27;-;-;32;251;-;-;-;95;-;-;-;-;-;-;-;-;-;-;-;411;-;-;-;-;-;-;-;-;-;-;-;-;-;257;-;-;-;-;-;-;66406
12/2025;qtd_aprovada;"130180 IPIXUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130185 IRANDUBA";-;25;-;12843;-;-;-;-;-;-;-;-;-;-;-;189;268119;-;152;-;-;-;-;-;-;-;336;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;281680
12/2025;qtd_aprovada;"130190 ITACOATIARA";33;330;2170;88586;-;2502;1444;-;-;-;-;-;1892;395;13;-;96180;2387;11;-;-;255;-;-;-;-;414;-;9;-;-;85;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;3614;-;-;48;76;-;-;200566
12/2025;qtd_aprovada;"130195 ITAMARATI";-;-;-;21970;-;10338;99;-;-;-;-;-;99;-;-;2010;3665;-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38242
12/2025;qtd_aprovada;"130200 ITAPIRANGA";18;-;-;2575;-;195;138;-;-;-;-;-;58;-;-;84;6043;-;-;-;-;-;-;-;-;-;336;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9547
12/2025;qtd_aprovada;"130210 JAPURA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130220 JURUA";-;-;-;2241;-;265;44;-;-;-;-;-;12;-;-;-;2527;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5089
12/2025;qtd_aprovada;"130230 JUTAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130240 LABREA";1151;-;27;31124;-;4123;58;-;-;-;-;-;-;-;198;679;22478;441;403;-;-;-;174;-;-;-;1180;-;58;-;-;-;-;-;-;-;-;-;191;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62285
12/2025;qtd_aprovada;"130250 MANACAPURU";49843;89;-;21616;-;2264;3341;-;-;-;-;-;390;-;60;62;122292;-;551;-;-;-;-;-;-;-;142;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;65;-;-;-;-;-;10;-;-;-;200749
12/2025;qtd_aprovada;"130255 MANAQUIRI";373;-;-;3038;-;420;243;-;-;-;-;-;55;-;-;3;4872;-;-;-;-;1;-;1175;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10180
12/2025;qtd_aprovada;"130260 MANAUS";18313;1591;3650;1207479;33533;65043;35222;20302;5155;551;3396;34;41036;27995;505;14757;1315213;36300;4593;3007;14128;15048;14072;3178;689;-;11920;-;329;3369;56;270;85;31;-;-;6;3;1535;83;2286;143;-;-;-;1;1310;-;704729;13447;262;-;23222;5664;-;234;11;-;-;3653786
12/2025;qtd_aprovada;"130270 MANICORE";2157;21;-;26628;-;1253;368;-;-;-;-;-;686;-;-;374;20859;229;153;-;-;5;-;22;-;-;1346;-;13;84;-;-;9;-;7;-;-;-;-;-;105;-;-;-;-;-;-;-;-;49;-;-;3371;-;-;30;-;-;-;57769
12/2025;qtd_aprovada;"130280 MARAA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130290 MAUES";4;2311;1;9378;-;-;493;-;-;-;-;-;155;-;5;60;2023;961;2;-;-;-;155;-;-;-;5;-;15;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;36;-;-;11123;-;-;-;-;-;-;26760
12/2025;qtd_aprovada;"130300 NHAMUNDA";-;-;-;5938;-;-;29;-;-;-;-;-;-;-;-;-;3062;-;-;-;-;-;-;-;-;-;148;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9186
12/2025;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";144;-;-;9172;-;586;52;-;-;-;-;-;220;-;-;-;15637;872;-;-;-;-;-;304;-;-;361;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;706;-;-;-;-;-;-;28054
12/2025;qtd_aprovada;"130320 NOVO AIRAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130330 NOVO ARIPUANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130340 PARINTINS";11419;-;433;49800;53;2354;1393;807;-;-;26;-;2263;170;1;1411;76798;427;100;-;-;99;370;-;-;-;2715;-;13;104;-;7;2;4;-;-;-;1;80;-;-;-;-;-;-;-;-;-;-;100;-;-;10250;-;-;180;109;-;-;161489
12/2025;qtd_aprovada;"130350 PAUINI";-;30;-;13014;-;429;-;-;-;-;24;-;-;-;-;-;2588;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;16115
12/2025;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";20;78;-;13654;-;989;278;-;-;-;-;-;96;-;-;105;9244;-;45;-;-;-;118;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;1;8;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;24722
12/2025;qtd_aprovada;"130356 RIO PRETO DA EVA";692;302;-;2059;-;-;115;-;-;-;-;-;-;-;-;822;34019;-;-;-;-;-;30;-;-;-;585;-;38;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38739
12/2025;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;2628;-;205;61;-;-;-;-;-;-;-;56;91;2958;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;6019
12/2025;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;6334;-;297;-;-;-;-;-;-;-;-;182;201;11017;-;-;-;-;342;-;-;-;-;61;-;10;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18447
12/2025;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";312;59;477;9910;-;291;176;-;-;-;-;-;39;-;-;2698;15945;-;-;-;-;-;59;21;-;-;97;-;-;-;-;-;-;-;-;-;-;-;17;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30122
12/2025;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;10503;-;702;14;-;-;-;-;-;-;-;374;21;4350;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;15988
12/2025;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";-;-;-;3136;-;287;104;-;-;-;-;-;132;-;-;130;6216;314;-;-;-;-;-;-;-;-;125;-;-;72;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;15;-;-;64;-;-;-;-;-;-;10613
12/2025;qtd_aprovada;"130400 SILVES";-;-;-;3797;-;225;-;-;-;-;-;-;61;-;-;161;7148;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;52;-;-;2502;-;-;-;-;-;-;14033
12/2025;qtd_aprovada;"130406 TABATINGA";-;121;143;20117;-;1342;386;-;-;-;-;-;199;-;-;821;12165;220;10;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35650
12/2025;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130420 TEFE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"130423 TONANTINS";8412;-;-;348;-;18;142;-;-;-;-;-;5;-;-;1235;126747;-;-;-;-;-;-;-;-;-;594;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;387;-;-;-;-;-;-;137916
12/2025;qtd_aprovada;"130426 UARINI";-;30;-;8345;-;512;143;-;-;-;-;-;26;-;23;252;10944;-;45;-;-;1;-;-;-;-;77;-;1;-;-;3;-;-;-;2;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;20453
12/2025;qtd_aprovada;"130430 URUCARA";-;64;-;9674;-;385;305;-;-;-;-;-;29;-;-;113;10557;-;1;-;-;2;-;-;-;-;385;-;11;-;-;-;-;1;-;-;-;-;-;-;142;-;-;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;21760
12/2025;qtd_aprovada;"130440 URUCURITUBA";-;18;-;2754;-;-;30;-;-;-;-;-;-;-;-;-;1922;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4739
12/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
12/2025;qtd_aprovada;"140005 ALTO ALEGRE";585;17;-;2351;-;212;-;-;-;-;-;-;-;-;36;158;4773;14;-;-;-;-;40;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8278
12/2025;qtd_aprovada;"140010 BOA VISTA";40131;-;2920;203025;1258;11872;2537;1901;799;49;190;5;5498;11947;1883;4069;137314;2027;1129;498;4006;2293;908;2875;-;-;1178;-;14;538;-;10;16;1;-;-;-;-;102;-;-;21;-;-;-;-;-;-;84038;14;36;-;40743;-;-;-;1;-;-;565846
12/2025;qtd_aprovada;"140015 BONFIM";-;-;-;307;-;-;-;-;-;-;-;-;-;-;-;44;1725;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2076
12/2025;qtd_aprovada;"140017 CANTA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;472;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;473
12/2025;qtd_aprovada;"140020 CARACARAI";-;79;-;2255;-;750;-;-;-;-;-;-;30;-;-;267;5781;-;-;-;-;-;-;-;-;-;27;-;2;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9207
12/2025;qtd_aprovada;"140023 CAROEBE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;201;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;211
12/2025;qtd_aprovada;"140028 IRACEMA";7;6;-;-;-;-;-;-;-;-;-;-;-;-;-;142;1097;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1297
12/2025;qtd_aprovada;"140030 MUCAJAI";-;6;-;6419;-;-;-;-;-;-;-;-;-;-;-;9;298;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;6882
12/2025;qtd_aprovada;"140040 NORMANDIA";-;-;-;561;-;-;-;-;-;-;-;-;-;-;11;6;1451;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2040
12/2025;qtd_aprovada;"140045 PACARAIMA";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;107
12/2025;qtd_aprovada;"140047 RORAINOPOLIS";32;35;-;8959;-;1373;60;302;-;-;-;-;291;-;-;782;1617;430;-;-;-;-;-;110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1278;-;-;-;-;-;-;15269
12/2025;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;37;-;692;-;-;-;-;-;-;-;-;-;-;-;73;1715;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2517
12/2025;qtd_aprovada;"140060 SAO LUIZ";-;-;-;909;-;-;-;-;-;-;-;-;-;-;-;57;3473;731;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175
12/2025;qtd_aprovada;"140070 UIRAMUTA";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
12/2025;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;qtd_aprovada;"150010 ABAETETUBA";25522;131;2992;26764;507;2346;1748;-;-;-;180;-;1173;1696;126;3110;57140;-;4;-;1462;977;509;-;-;-;297;-;149;-;-;-;-;1;-;-;1;6;229;-;-;3;-;-;-;-;-;-;3186;-;9;-;2291;-;-;-;-;-;-;132559
12/2025;qtd_aprovada;"150013 ABEL FIGUEIREDO";123;10;-;985;-;29;76;-;-;-;-;-;3;-;1;50;2585;-;-;-;-;-;86;-;-;-;165;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4113
12/2025;qtd_aprovada;"150020 ACARA";-;-;-;11079;-;675;311;-;-;-;60;-;403;-;-;454;39689;-;66;-;-;-;-;-;-;-;494;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;5131;-;-;-;-;-;-;58382
12/2025;qtd_aprovada;"150030 AFUA";-;-;-;1930;9;-;49;-;-;-;-;-;18;-;-;-;1961;213;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4300
