periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
05/2025;qtd_aprovada;"431250 MOSTARDAS";-;18;-;-;-;747;-;-;-;-;-;-;40;-;-;30;5387;534;6;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;1;-;11;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;6873
05/2025;qtd_aprovada;"431260 MUCUM";-;8;-;1386;-;476;-;-;-;-;-;-;50;-;-;-;1565;105;-;-;-;5;-;-;-;-;89;-;4;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;3713
05/2025;qtd_aprovada;"431261 MUITOS CAPOES";-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
05/2025;qtd_aprovada;"431262 MULITERNO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431265 NAO-ME-TOQUE";-;37;3;7734;-;520;73;68;-;-;4;-;420;-;-;-;6688;92;-;-;-;-;-;10;-;-;192;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15891
05/2025;qtd_aprovada;"431267 NICOLAU VERGUEIRO";-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
05/2025;qtd_aprovada;"431270 NONOAI";18;19;10;2335;24;759;43;30;36;2;-;-;114;-;-;-;9440;222;28;-;-;-;-;-;-;-;403;-;20;-;-;-;60;8;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;13638
05/2025;qtd_aprovada;"431275 NOVA ALVORADA";-;2;-;948;-;37;30;-;-;-;-;-;30;-;-;-;188;472;-;-;-;-;-;-;-;-;22;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1734
05/2025;qtd_aprovada;"431280 NOVA ARACA";-;26;-;1394;-;1;29;13;15;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1492
05/2025;qtd_aprovada;"431290 NOVA BASSANO";-;32;-;3958;-;277;119;24;-;-;-;-;71;-;-;9;1644;116;-;-;-;-;-;-;-;-;30;-;-;-;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6284
05/2025;qtd_aprovada;"431295 NOVA BOA VISTA";-;7;-;1565;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;1582
05/2025;qtd_aprovada;"431300 NOVA BRESCIA";-;-;-;1008;-;105;-;-;-;-;-;-;-;-;-;-;796;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1909
05/2025;qtd_aprovada;"431301 NOVA CANDELARIA";-;21;-;377;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;398
05/2025;qtd_aprovada;"431303 NOVA ESPERANCA DO SUL";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
05/2025;qtd_aprovada;"431306 NOVA HARTZ";-;-;-;-;-;-;-;-;-;-;-;-;157;-;-;-;6032;382;-;-;-;-;-;-;-;-;14;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6586
05/2025;qtd_aprovada;"431308 NOVA PADUA";-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44
05/2025;qtd_aprovada;"431310 NOVA PALMA";-;84;-;280;-;92;-;-;-;-;2;-;57;-;-;-;1848;172;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2611
05/2025;qtd_aprovada;"431320 NOVA PETROPOLIS";11;155;-;15582;-;602;136;184;-;-;21;1;271;-;-;121;5175;347;-;-;-;-;-;55;-;-;126;-;2;-;-;-;-;-;-;-;-;-;3;-;-;40;-;-;-;-;-;-;-;-;-;-;-;1316;-;-;-;-;-;24148
05/2025;qtd_aprovada;"431330 NOVA PRATA";-;277;-;18876;-;1223;83;387;37;-;57;-;2764;20;-;-;8750;883;22;-;604;17;-;-;-;-;59;-;2;94;-;-;5;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;36;34207
05/2025;qtd_aprovada;"431333 NOVA RAMADA";550;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;577
05/2025;qtd_aprovada;"431335 NOVA ROMA DO SUL";-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;337;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;372
05/2025;qtd_aprovada;"431337 NOVA SANTA RITA";2416;-;17;12108;-;-;518;-;-;-;-;-;102;-;-;300;23601;894;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39958
05/2025;qtd_aprovada;"431339 NOVO CABRAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431340 NOVO HAMBURGO";70178;962;1545;97147;5875;29302;922;1591;192;34;110;-;8710;4053;-;9847;190386;3631;479;-;1595;2696;4981;191;-;-;957;-;40;30;-;-;135;7;-;-;1;-;453;29;-;233;10;-;-;-;-;-;-;-;397;15;-;-;-;-;-;-;424;437158
05/2025;qtd_aprovada;"431342 NOVO MACHADO";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
05/2025;qtd_aprovada;"431344 NOVO TIRADENTES";-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;125
05/2025;qtd_aprovada;"431346 NOVO XINGU";-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
05/2025;qtd_aprovada;"431349 NOVO BARREIRO";-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;30
05/2025;qtd_aprovada;"431350 OSORIO";4720;454;468;12012;1264;1590;402;422;8;-;160;-;750;14;1;2404;55040;120;-;-;2055;8;2283;127;-;-;274;-;7;-;-;22;-;1;-;-;-;-;188;-;-;31;15;-;-;-;-;-;-;272637;174;42;-;4731;8;-;9;-;-;362441
05/2025;qtd_aprovada;"431360 PAIM FILHO";-;6;-;1231;-;39;-;-;-;-;-;-;-;-;-;-;1173;-;-;-;-;-;-;-;-;-;151;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;2626
05/2025;qtd_aprovada;"431365 PALMARES DO SUL";1114;85;6;2902;-;307;-;-;-;-;-;-;36;-;-;266;12222;116;-;-;-;-;18;-;-;-;85;-;2;-;-;-;-;-;-;-;-;-;14;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17174
05/2025;qtd_aprovada;"431370 PALMEIRA DAS MISSOES";88;234;3;23714;1785;832;125;315;28;-;33;-;333;-;-;-;16246;1100;92;-;-;-;262;-;-;-;282;-;-;-;-;-;8;1;-;-;-;-;-;-;-;139;-;-;-;-;-;-;-;122884;81;-;-;-;-;-;-;-;-;168585
05/2025;qtd_aprovada;"431380 PALMITINHO";-;9;9;-;10;158;-;-;-;-;-;-;-;-;-;-;2909;-;-;-;-;-;-;-;-;-;184;-;3;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;3343
05/2025;qtd_aprovada;"431390 PANAMBI";12599;226;533;25851;100;838;631;450;41;-;143;-;501;-;-;2377;59938;3302;6;-;-;5;1375;64;-;-;109;-;11;14;-;77;4;-;-;-;-;-;197;5;-;173;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;109591
05/2025;qtd_aprovada;"431395 PANTANO GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431400 PARAI";-;52;21;4491;20;186;47;-;-;-;-;-;46;-;-;3;3032;73;3;-;-;-;-;-;-;-;262;-;1;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8275
05/2025;qtd_aprovada;"431402 PARAISO DO SUL";-;25;-;1108;-;49;-;-;-;-;-;-;25;-;-;-;931;382;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2571
05/2025;qtd_aprovada;"431403 PARECI NOVO";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
05/2025;qtd_aprovada;"431405 PAROBE";-;19;41;12200;12;2912;287;1720;321;-;21;-;917;-;-;161;24008;-;27;-;-;-;-;-;-;-;1426;-;3;-;-;5;1;-;-;-;-;-;-;-;-;164;-;-;-;-;-;-;-;-;-;-;-;-;12;1;21;-;-;44279
05/2025;qtd_aprovada;"431406 PASSA SETE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431407 PASSO DO SOBRADO";-;71;-;407;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;478
05/2025;qtd_aprovada;"431410 PASSO FUNDO";9884;1079;347;73579;4631;5838;2164;2415;371;162;188;110;12919;6297;-;543;56054;2478;402;2494;3650;3894;167;-;-;-;1314;-;51;342;130;63;21;2;-;-;-;-;126;271;-;278;36;42;-;-;7;90;-;330001;946;100;-;-;-;-;-;-;-;523486
05/2025;qtd_aprovada;"431413 PAULO BENTO";-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;227;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;373
05/2025;qtd_aprovada;"431415 PAVERAMA";-;62;-;2390;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2452
05/2025;qtd_aprovada;"431417 PEDRAS ALTAS";-;95;-;-;-;56;32;-;-;-;-;-;35;-;-;-;935;56;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1212
05/2025;qtd_aprovada;"431420 PEDRO OSORIO";-;6;-;1858;-;380;-;-;-;-;-;-;60;-;-;-;4167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6471
05/2025;qtd_aprovada;"431430 PEJUCARA";135;19;-;-;-;-;-;-;-;-;-;-;4;-;-;5;608;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;793
05/2025;qtd_aprovada;"431440 PELOTAS";495;7502;959;81009;1342;11011;1413;1499;137;99;165;1;12738;6072;-;3935;105884;7045;674;1982;4006;4424;1249;111;-;-;404;-;20;255;92;11;92;-;1;-;-;-;281;5;-;272;80;8;-;-;-;30;-;336471;5018;215;-;-;-;-;-;-;-;597007
05/2025;qtd_aprovada;"431442 PICADA CAFE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1286;-;-;-;-;-;1286
05/2025;qtd_aprovada;"431445 PINHAL";-;2;-;807;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;809
05/2025;qtd_aprovada;"431446 PINHAL DA SERRA";93;3;5;-;-;3;-;-;-;-;-;-;-;-;-;97;1003;-;-;-;-;-;207;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1415
05/2025;qtd_aprovada;"431447 PINHAL GRANDE";-;-;-;17;-;18;-;-;-;-;-;-;14;-;-;24;427;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;501
05/2025;qtd_aprovada;"431449 PINHEIRINHO DO VALE";-;-;-;1278;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1278
05/2025;qtd_aprovada;"431450 PINHEIRO MACHADO";1;14;-;2994;-;452;423;-;-;-;-;-;2804;-;-;5;8925;103;11;-;-;-;-;-;-;-;161;-;1;168;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;16099
05/2025;qtd_aprovada;"431454 PINTO BANDEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
05/2025;qtd_aprovada;"431455 PIRAPO";-;19;-;461;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;480
05/2025;qtd_aprovada;"431460 PIRATINI";1;70;42;7977;-;2158;82;20;-;-;8;-;355;-;-;44;8517;549;18;-;-;-;-;-;-;-;54;-;113;-;23;-;-;26;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20068
05/2025;qtd_aprovada;"431470 PLANALTO";-;-;-;810;-;116;5;-;-;-;-;-;20;-;-;-;1609;-;-;-;-;-;-;-;-;-;177;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;2759
05/2025;qtd_aprovada;"431475 POCO DAS ANTAS";-;5;-;-;-;-;-;-;-;-;-;-;9;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113
05/2025;qtd_aprovada;"431477 PONTAO";-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
05/2025;qtd_aprovada;"431478 PONTE PRETA";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;76
05/2025;qtd_aprovada;"431480 PORTAO";-;25;24;6588;23;1025;896;12;-;-;-;-;30613;-;-;-;10675;440;-;-;-;-;-;-;-;-;186;-;-;308;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;40;50926
05/2025;qtd_aprovada;"431490 PORTO ALEGRE";9849;2380;48360;1219802;16409;61867;17868;23219;2841;1104;2717;59;140199;24144;34448;12444;718728;51458;6928;9133;11995;14661;4913;2569;-;-;7510;72;525;2598;305;704;128;279;7;-;23;34;3014;517;-;2463;228;6142;19;302;21;2316;-;2136751;14192;675;-;854;34;7;40;69;1155;4619079
05/2025;qtd_aprovada;"431500 PORTO LUCENA";-;13;-;671;-;44;-;-;-;-;-;-;8;-;-;21;1170;-;-;-;-;-;-;-;-;-;64;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;2012
05/2025;qtd_aprovada;"431505 PORTO MAUA";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;28
05/2025;qtd_aprovada;"431507 PORTO VERA CRUZ";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
05/2025;qtd_aprovada;"431510 PORTO XAVIER";-;-;-;2098;-;163;31;-;-;-;-;-;-;-;-;9;871;-;-;-;-;-;-;-;-;-;146;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;3383
05/2025;qtd_aprovada;"431513 POUSO NOVO";-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;63
05/2025;qtd_aprovada;"431514 PRESIDENTE LUCENA";-;59;4;-;-;-;52;-;-;-;-;-;61;-;-;21;849;279;1;-;-;-;-;-;-;-;50;-;1;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1389
05/2025;qtd_aprovada;"431515 PROGRESSO";172;7;-;637;-;134;38;-;-;-;-;-;2;2;-;-;1474;-;-;-;-;4;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2488
05/2025;qtd_aprovada;"431517 PROTASIO ALVES";-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
05/2025;qtd_aprovada;"431520 PUTINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431530 QUARAI";557;61;44;10809;-;691;225;6;12;-;-;-;306;8;-;430;11735;29;8;-;-;4;22;-;-;-;320;-;-;-;-;3;7;-;-;-;-;-;3;-;-;67;-;-;-;-;-;-;-;-;-;-;-;12396;-;-;-;-;-;37743
05/2025;qtd_aprovada;"431531 QUATRO IRMAOS";-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
05/2025;qtd_aprovada;"431532 QUEVEDOS";6;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;243;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;296
05/2025;qtd_aprovada;"431535 QUINZE DE NOVEMBRO";-;4;-;421;-;-;-;-;-;-;-;-;10;-;-;-;101;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;539
05/2025;qtd_aprovada;"431540 REDENTORA";-;21;-;2169;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;2266
05/2025;qtd_aprovada;"431545 RELVADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;qtd_aprovada;"431550 RESTINGA SECA";1;-;-;399;-;183;52;-;-;-;8;-;19;-;-;23;11183;241;-;-;-;-;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;9;-;-;1671;-;-;-;-;-;13929
05/2025;qtd_aprovada;"431555 RIO DOS INDIOS";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;21
05/2025;qtd_aprovada;"431560 RIO GRANDE";592;-;202;76659;787;6575;424;1213;125;34;125;-;6982;1299;-;947;64835;6459;61;1021;1985;650;10;1;-;-;345;-;109;210;-;26;7;7;-;-;-;-;89;3;-;145;24;-;-;-;-;-;-;-;861;75;-;-;-;-;-;-;-;172887
05/2025;qtd_aprovada;"431570 RIO PARDO";-;12;-;7148;-;1538;21;482;2;-;-;-;87;-;-;79;18279;-;45;-;-;-;-;-;-;-;19;-;-;-;-;1;17;-;-;-;1;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27738
05/2025;qtd_aprovada;"431575 RIOZINHO";1744;-;36;84;-;47;-;-;-;-;-;-;15;-;-;31;4301;-;-;-;-;-;222;-;-;-;55;-;2;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6577
05/2025;qtd_aprovada;"431580 ROCA SALES";448;39;-;3695;-;160;-;-;-;-;-;-;37;-;-;-;2377;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6756
