periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
07/2025;qtd_aprovada;"320517 VILA VALERIO";557;20;76;4110;-;211;22;-;-;-;-;-;-;-;-;86;3515;65;-;-;-;-;-;-;-;-;3;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;178;-;-;-;-;-;8851
07/2025;qtd_aprovada;"320520 VILA VELHA";4794;417;962;234528;2789;20338;7372;1393;570;223;441;62;54662;32;4;6841;265772;2086;3239;1057;4774;13;1548;265;-;-;1732;-;102;2993;-;97;27;4;-;-;-;5;239;38;212;25;88;34;48;1;264;-;714729;550;142;-;-;-;-;-;-;-;1335512
07/2025;qtd_aprovada;"320530 VITORIA";5763;424;2149;360066;13024;22644;7570;10129;823;803;1796;88;15571;23896;704;5861;233297;8239;1512;5663;2868;10560;3075;463;-;-;1808;-;128;796;11;175;30;86;-;-;1;-;452;3;1309;11;793;6;13;-;55;-;619822;41;126;-;-;-;-;-;-;-;1362654
07/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RJ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2025;qtd_aprovada;"330010 ANGRA DOS REIS";47480;32;8681;145833;451;7979;2890;2951;661;-;383;-;1457;872;-;6960;224001;1377;153;-;2921;786;360337;-;-;-;583;-;113;-;-;-;7;19;1;-;1;-;1323;1;16;14;-;-;-;-;-;-;-;390;22;-;10764;-;-;-;-;-;829459
07/2025;qtd_aprovada;"330015 APERIBE";3008;-;-;7890;-;676;140;267;-;-;38;-;38;-;-;609;11365;966;27;-;-;-;247;-;-;-;2058;-;54;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27440
07/2025;qtd_aprovada;"330020 ARARUAMA";798;459;24928;322273;877;6794;1677;6188;449;-;41;-;2743;243;-;3485;130385;610;61;-;2097;5;252;282;-;-;764;-;29;-;-;-;-;7;-;-;-;-;258;-;20;19;-;-;-;-;-;-;-;-;37;-;-;-;51;-;-;-;505832
07/2025;qtd_aprovada;"330022 AREAL";221;324;1;11434;-;19;108;14;-;-;-;-;121;-;-;191;9183;312;-;-;-;-;415;-;-;-;8;-;5;-;-;-;-;-;-;-;-;-;28;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22386
07/2025;qtd_aprovada;"330023 ARMACAO DOS BUZIOS";1903;205;43;32136;-;2957;344;-;-;-;53;-;175;-;-;1642;39525;2354;129;-;1719;-;114;-;-;-;67;-;-;5;-;-;4;-;-;-;-;-;59;-;-;21;-;-;-;-;-;-;-;-;41;-;1640;-;-;-;-;-;85136
07/2025;qtd_aprovada;"330025 ARRAIAL DO CABO";25635;99;67;46967;-;5803;707;740;-;-;70;-;1022;-;-;3633;62084;852;13;-;-;-;758;54;-;-;124;-;2;23;-;-;-;-;-;-;-;-;229;-;315;-;-;-;-;-;-;-;-;-;-;-;2280;-;-;-;-;-;151477
07/2025;qtd_aprovada;"330030 BARRA DO PIRAI";127;-;57;30465;4;2904;77;-;25;-;7;-;858;-;-;161;24648;7194;72;-;-;-;155;174;-;-;446;-;-;-;-;-;2;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;67425
07/2025;qtd_aprovada;"330040 BARRA MANSA";16820;627;2172;111824;1284;9432;2921;584;477;33;70;41;10475;1895;-;1689;84228;5450;165;1617;-;923;2424;780;-;-;920;-;59;71;-;16;44;4;-;-;-;-;408;-;4;11;23;-;-;-;22;-;-;14;-;-;-;-;-;-;-;-;257527
07/2025;qtd_aprovada;"330045 BELFORD ROXO";37733;302;1594;430564;-;65876;1512;1727;310;-;14;-;13098;-;61;4981;528081;75071;623;-;5837;23;4083;3;-;-;3169;-;193;584;9433;-;-;-;-;-;-;-;1034;-;-;9;-;-;-;-;-;-;-;348;13;-;1681;-;-;-;-;-;1187957
07/2025;qtd_aprovada;"330050 BOM JARDIM";9;64;7;11892;-;1357;629;28;284;-;26;-;264;-;-;449;16697;851;46;-;-;-;74;-;-;-;144;-;-;-;-;2;-;-;-;-;-;-;25;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32881
07/2025;qtd_aprovada;"330060 BOM JESUS DO ITABAPOANA";12980;1117;205;44190;-;1496;792;1864;249;-;91;-;2671;-;-;4742;71552;27248;89;-;841;-;5047;1;-;-;368;-;-;41;-;-;8;-;-;-;-;-;157;-;-;8;-;-;-;-;-;-;-;28;8;-;-;-;-;-;-;-;175793
07/2025;qtd_aprovada;"330070 CABO FRIO";58930;5;23471;56137;7215;18798;1620;1503;475;15;118;28;6722;3147;5;22857;549056;12640;296;2379;2505;1456;2568;2245;-;-;6079;-;-;423;-;19;13;3;-;-;5;-;196;-;374;9;-;-;-;-;-;-;-;3531;15;-;8876;-;8;-;-;-;793742
07/2025;qtd_aprovada;"330080 CACHOEIRAS DE MACACU";27782;247;182;49033;-;6592;714;1041;-;-;221;-;841;-;-;4373;96362;3372;82;-;-;-;996;117;-;-;731;-;91;1;2;16;7;-;-;-;-;-;127;-;281;-;-;-;-;-;-;-;-;-;-;-;3682;-;-;-;-;-;196893
07/2025;qtd_aprovada;"330090 CAMBUCI";-;-;-;-;-;544;73;-;-;-;16;-;145;-;-;-;4558;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5364
07/2025;qtd_aprovada;"330093 CARAPEBUS";10378;90;1563;19143;-;1036;457;-;-;-;29;-;190;-;-;2175;31064;2057;4;-;-;-;1953;-;-;-;1153;-;1;-;-;-;-;-;-;-;-;-;95;-;-;-;-;-;-;-;-;-;-;25;-;-;6879;-;-;-;-;-;78292
07/2025;qtd_aprovada;"330095 COMENDADOR LEVY GASPARIAN";3340;15;316;3999;-;6;43;-;-;-;-;-;335;-;8;276;9511;1041;-;-;-;-;874;-;-;-;44;-;2;-;-;-;-;-;-;-;-;-;26;-;3;-;-;-;-;-;-;-;-;-;-;-;4017;-;-;-;-;88;23944
07/2025;qtd_aprovada;"330100 CAMPOS DOS GOYTACAZES";15248;1355;4384;355806;4108;15859;5261;5545;1004;245;755;32;13578;5252;-;16260;321264;18668;2243;2551;4735;2612;7729;232;-;-;8612;-;115;527;1;39;143;33;-;-;-;-;768;1;835;20;-;-;-;-;37;-;-;70;28;-;-;-;-;-;-;-;815955
07/2025;qtd_aprovada;"330110 CANTAGALO";-;45;4;17046;-;823;599;138;89;-;45;-;269;-;-;1893;17862;748;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39596
07/2025;qtd_aprovada;"330115 CARDOSO MOREIRA";-;-;-;2422;-;842;166;-;-;-;-;-;563;-;-;164;10297;1128;-;-;-;-;-;-;-;-;1130;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16717
07/2025;qtd_aprovada;"330120 CARMO";10100;70;54;10051;-;415;23;-;-;-;-;-;182;-;-;492;21051;173;47;-;-;-;440;31;-;-;89;-;1;-;34;-;-;-;-;-;-;1;105;-;1;-;-;-;-;-;-;-;-;12;-;-;542;-;-;-;-;-;43914
07/2025;qtd_aprovada;"330130 CASIMIRO DE ABREU";5020;324;414;19452;-;2319;6;-;-;-;-;-;1948;-;-;4657;89380;4460;31;-;-;-;1414;718;-;-;24;-;41;-;-;-;2;-;-;-;-;-;130;-;21;-;-;-;-;-;-;-;-;1;-;-;16431;-;-;-;-;-;146793
07/2025;qtd_aprovada;"330140 CONCEICAO DE MACABU";429;47;5;6129;-;863;-;-;-;-;-;-;77;-;-;802;9536;-;52;-;-;-;1137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19121
07/2025;qtd_aprovada;"330150 CORDEIRO";-;27;22;13392;-;698;433;153;120;-;38;-;136;-;4;267;15076;745;-;-;-;-;78;204;-;-;63;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;8440;-;-;-;-;-;39958
07/2025;qtd_aprovada;"330160 DUAS BARRAS";10800;97;81;5690;-;64;314;170;70;-;-;-;27;-;-;259;12642;419;3;-;-;-;162;39;-;-;161;-;-;-;-;-;-;4;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;10;-;-;708;-;-;-;-;-;31781
07/2025;qtd_aprovada;"330170 DUQUE DE CAXIAS";82217;253;6777;811220;4099;35887;25857;16541;3339;767;509;-;117784;5;1768;563536;2037246;38895;268;-;5933;2;15362;366;-;-;15550;-;186;3280;10;-;5;16;-;-;-;4;4028;73;70;27;-;-;-;-;-;-;-;6641;32;-;43868;9;114;15;-;619;3843178
07/2025;qtd_aprovada;"330180 ENGENHEIRO PAULO DE FRONTIN";198;87;327;11085;-;332;122;-;-;-;-;-;529;-;-;522;11831;1417;3;-;-;2;1268;33;-;-;1784;-;8;-;-;-;-;-;-;-;-;-;191;5;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;29771
07/2025;qtd_aprovada;"330185 GUAPIMIRIM";21897;2466;522;66316;-;2648;872;517;118;-;21;-;954;-;-;1233;73561;4172;26;-;-;-;-;23;-;-;325;-;25;2;-;-;1;1;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;175759
07/2025;qtd_aprovada;"330187 IGUABA GRANDE";4000;136;10680;33328;-;3590;1112;-;-;-;31;-;973;-;7;1459;35336;2478;-;-;-;-;-;279;-;-;28;-;-;-;189;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;4552;-;-;-;-;-;98205
07/2025;qtd_aprovada;"330190 ITABORAI";3579;-;24;146790;2704;7545;1553;1403;794;-;110;-;2683;-;109;4904;549179;2744;247;-;3280;-;1523;78;-;-;1248;-;25;-;-;-;1;2;-;-;-;-;368;2;-;31;-;-;-;-;-;-;-;3520;85;-;-;-;-;-;-;-;734531
07/2025;qtd_aprovada;"330200 ITAGUAI";537;123;16754;125390;-;3186;520;4;-;-;100;-;1860;-;-;7061;45640;5563;240;-;-;4;292;1163;-;-;575;-;7;1;-;5;18;1;-;-;-;-;66;-;1;-;-;-;-;-;-;-;-;91;-;-;2090;-;-;-;-;-;211292
07/2025;qtd_aprovada;"330205 ITALVA";187;26;16;21824;-;900;-;-;-;-;-;-;65;-;-;231;9376;2905;-;-;-;-;837;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;113;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;36541
07/2025;qtd_aprovada;"330210 ITAOCARA";498;73;3;15310;-;1640;665;287;198;-;32;-;419;-;16;59;13348;1079;9;-;-;-;-;-;-;-;497;-;8;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2076;-;-;-;-;-;36245
07/2025;qtd_aprovada;"330220 ITAPERUNA";3396;2948;938;57759;2039;890;5799;883;490;314;136;20;10057;763;-;2356;102547;10165;205;700;1984;578;2073;3;-;-;1210;-;56;340;-;-;-;10;-;-;-;-;181;-;-;7;3;-;-;-;67;-;-;1620;31;-;2362;-;-;-;-;869;213799
07/2025;qtd_aprovada;"330225 ITATIAIA";2564;466;2574;21230;-;1641;701;-;-;-;82;-;305;-;-;423;31356;2506;25;-;-;-;763;77;-;-;144;-;13;-;-;-;-;-;-;-;-;-;223;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;65118
07/2025;qtd_aprovada;"330227 JAPERI";379;87;362;33360;72;2444;1134;6;15;-;100;-;977;-;-;3204;56726;17016;154;-;2008;-;1743;88;-;-;674;-;99;-;-;72;-;-;-;-;-;-;857;-;-;97;-;-;-;-;-;-;-;68;186;-;2909;-;235;66;-;-;125138
07/2025;qtd_aprovada;"330230 LAJE DO MURIAE";1383;19;-;2672;-;211;-;-;-;-;-;-;237;-;-;-;10769;2280;-;-;-;-;-;-;-;-;2248;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19819
07/2025;qtd_aprovada;"330240 MACAE";24979;1340;7692;178624;1019;14929;2002;1390;350;76;340;13;3910;896;-;10617;340759;1458;793;516;1424;892;717;373;-;-;3719;-;65;64;53;3;32;19;-;-;-;-;79;9;79;4;-;-;-;-;-;-;-;53;12;-;-;-;-;-;-;-;599300
07/2025;qtd_aprovada;"330245 MACUCO";-;126;-;-;-;189;-;-;-;-;-;-;20;-;-;-;6976;257;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;7604
07/2025;qtd_aprovada;"330250 MAGE";28743;3729;6928;85779;1;14749;2573;557;1022;-;185;-;8284;-;-;17318;382475;3622;1079;-;2342;3;-;305;-;-;12530;-;1;153;15;-;27;-;-;-;71;-;-;3147;212;21;-;-;-;-;-;-;-;11333;24;-;2828;-;41;-;-;-;590097
07/2025;qtd_aprovada;"330260 MANGARATIBA";2940;88;1809;47703;2;3070;282;-;-;-;-;-;975;11;-;1486;62765;2793;206;-;-;3;1611;37;-;-;273;-;132;-;-;-;-;1;-;-;-;-;297;-;11;-;-;-;-;-;-;-;-;55;-;-;1344;-;-;-;-;-;127894
07/2025;qtd_aprovada;"330270 MARICA";60463;302;3686;50236;243;10940;5150;4931;610;-;642;-;10777;-;-;16395;247150;1033;274;-;-;11;8327;2158;-;-;2161;-;28;393;-;40;10;3;-;-;-;-;1512;1;292;-;-;-;-;-;-;-;-;1579;-;-;1624;-;-;-;-;-;430971
07/2025;qtd_aprovada;"330280 MENDES";21141;52;287;17227;-;1480;596;-;-;-;7;-;4591;-;-;1644;32946;1305;9;-;-;-;1167;134;-;-;79;-;1;61;-;-;1;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;2103;-;-;-;-;-;84878
07/2025;qtd_aprovada;"330285 MESQUITA";42640;-;181;129642;644;4998;8843;1096;211;-;49;-;6654;-;-;5063;141409;2511;841;-;-;-;1267;561;-;-;2978;-;5;8;-;9;-;-;-;-;-;-;151;-;226;-;-;-;-;-;-;-;-;106;-;-;-;-;134;-;-;-;350227
07/2025;qtd_aprovada;"330290 MIGUEL PEREIRA";11720;118;243;24017;-;8341;313;24;185;-;72;-;1052;-;134;556;53459;1343;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;106;101735
07/2025;qtd_aprovada;"330300 MIRACEMA";8232;108;4;13271;-;1065;346;-;-;-;33;-;384;-;-;-;16425;119;74;-;-;-;2839;-;-;-;413;-;4;-;-;-;-;-;-;-;-;-;512;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;43853
07/2025;qtd_aprovada;"330310 NATIVIDADE";34;8;17;5088;-;864;264;-;-;-;39;-;1975;-;-;453;13595;437;3;-;-;-;753;-;-;-;1759;-;-;-;-;-;-;-;-;-;-;-;151;-;11;-;-;-;-;-;-;-;-;289;-;-;-;-;-;-;-;-;25740
07/2025;qtd_aprovada;"330320 NILOPOLIS";257;-;636;97580;512;15765;1117;-;148;-;-;-;2226;-;52;2769;77439;1480;69;-;1706;-;703;728;-;-;61;-;109;142;-;-;-;-;-;-;-;-;210;-;-;10;-;-;-;-;-;-;-;52;27;-;-;-;-;10;-;33;203841
07/2025;qtd_aprovada;"330330 NITEROI";2317;977;1200;206541;6658;15907;6143;3805;133;28;753;34;23245;712;14;10065;291785;1973;781;1420;3875;610;947;680;-;-;1313;-;73;959;-;132;2;14;-;-;5;-;50;-;273;31;-;-;-;2;27;-;-;2242;43;-;-;-;-;-;-;-;585769
07/2025;qtd_aprovada;"330340 NOVA FRIBURGO";1580;597;44653;121787;1;12180;1171;3157;809;67;195;-;1648;1469;-;2200;105069;1496;155;-;2078;1276;456;-;-;-;789;-;2;-;-;1;-;3;-;-;-;-;108;-;1;16;-;-;-;-;-;-;-;1175;41;-;754;-;-;-;-;-;304934
07/2025;qtd_aprovada;"330350 NOVA IGUACU";246968;20;28354;93143;310;21903;18601;9398;2833;10;184;-;12516;11;6;17722;1234077;12708;1607;61;3977;231;2512;1698;-;-;4748;-;12;307;-;13;-;52;-;124;-;10;297;373;16;11;-;-;-;-;-;-;-;272;9;-;-;-;196;-;-;-;1715290
07/2025;qtd_aprovada;"330360 PARACAMBI";32346;175;548;40754;-;5391;518;272;-;-;-;-;749;-;-;2803;110089;3337;127;-;-;-;4285;257;-;-;1584;-;24;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;438;-;-;-;-;-;203778
07/2025;qtd_aprovada;"330370 PARAIBA DO SUL";5289;1023;221;20670;138;2602;1503;410;-;-;51;-;581;-;-;8;20355;1898;35;-;-;-;738;-;-;-;50;-;1;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;20;-;-;52;-;46;-;-;-;55775
07/2025;qtd_aprovada;"330380 PARATY";453;3078;1969;26310;-;4284;934;490;-;-;63;-;698;-;-;1513;40034;2657;79;-;-;-;732;-;-;-;407;-;23;-;-;-;-;-;-;-;-;-;84;1;-;-;-;-;-;-;-;-;-;353;-;-;-;-;-;-;-;-;84162
07/2025;qtd_aprovada;"330385 PATY DO ALFERES";5326;128;530;14606;-;1093;1028;90;137;-;165;-;1204;-;-;2169;22885;3800;-;-;-;-;1857;68;-;-;15;-;5;47;-;-;-;-;-;-;-;-;230;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;24;7;-;-;55446
07/2025;qtd_aprovada;"330390 PETROPOLIS";61820;667;1043;170981;446;12366;8683;3820;562;489;336;135;29258;915;398;9367;201391;16989;1400;1168;1685;627;2724;141;-;-;2036;-;24;934;20;9;11;60;2;-;1;-;461;248;540;9;-;-;-;2;-;-;-;3806;13;-;974;-;-;-;-;-;536561
07/2025;qtd_aprovada;"330395 PINHEIRAL";366;-;2097;18987;10;1912;2020;-;-;-;-;-;692;-;16;839;26706;1024;5;-;-;-;577;7;-;-;390;-;3;-;8;-;-;1;-;-;-;-;190;3;54;-;-;-;-;-;-;-;-;56;-;-;-;61;-;-;-;-;56024
07/2025;qtd_aprovada;"330400 PIRAI";51;96;361;27314;130;1365;2552;156;7;-;169;-;8029;30;-;642;24253;1304;167;-;-;10;532;1;-;-;65;-;13;185;3;8;-;3;-;-;-;-;175;-;161;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;67799
07/2025;qtd_aprovada;"330410 PORCIUNCULA";971;-;197;15439;-;1870;492;-;-;-;-;-;537;-;-;1375;47159;2016;-;-;-;-;911;25;-;-;745;-;10;-;-;-;-;-;-;-;-;-;50;-;10;-;-;-;-;-;-;-;-;-;-;-;3737;-;-;-;-;-;75544
07/2025;qtd_aprovada;"330411 PORTO REAL";15365;36;2464;15609;27;1547;500;63;-;-;8;-;890;-;-;2882;41220;2022;12;-;-;-;2408;190;-;-;80;-;21;-;-;-;-;-;-;-;-;-;174;2;-;-;-;-;-;-;-;-;-;19;-;-;2926;-;-;-;-;-;88465
07/2025;qtd_aprovada;"330412 QUATIS";2294;75;77;3394;-;266;-;-;-;-;-;-;107;-;-;737;14156;-;-;-;-;-;367;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21506
07/2025;qtd_aprovada;"330414 QUEIMADOS";31707;5;568;88487;-;27130;1215;-;-;-;-;-;2759;-;-;8279;121839;9899;3641;-;4215;-;874;951;-;-;769;-;13;-;-;-;-;-;-;-;-;-;114;-;-;108;-;-;-;-;-;-;-;-;200;-;-;-;42;-;-;-;302815
07/2025;qtd_aprovada;"330415 QUISSAMA";4164;83;34;22430;-;1715;170;351;-;-;-;-;707;-;-;2145;33375;865;63;-;-;-;10;149;-;-;402;-;-;-;1;-;-;4;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66704
07/2025;qtd_aprovada;"330420 RESENDE";524;359;188;128403;581;10976;5172;2186;553;-;321;-;30485;437;-;2348;95024;1465;582;-;972;340;2120;369;-;-;637;-;3;1017;-;-;-;-;-;-;-;-;368;-;-;13;-;-;-;-;-;-;-;54;34;-;10175;-;-;-;-;-;295706
07/2025;qtd_aprovada;"330430 RIO BONITO";23525;120;64;70571;42;2523;551;446;364;-;-;-;1989;1106;26;1896;58036;5408;250;932;2318;373;766;171;-;-;220;-;2;46;-;1;6;-;-;-;2;-;62;1;-;27;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;171877
07/2025;qtd_aprovada;"330440 RIO CLARO";44;25;5;23557;-;801;356;-;-;-;44;-;333;-;32;438;12779;1216;-;-;-;-;364;765;-;-;100;-;-;-;-;-;-;2;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;20;-;-;2117;-;-;-;-;-;43028
07/2025;qtd_aprovada;"330450 RIO DAS FLORES";6008;-;373;6555;-;624;156;-;-;-;-;-;292;-;-;222;14103;757;16;-;-;-;911;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30135
07/2025;qtd_aprovada;"330452 RIO DAS OSTRAS";3368;2387;43;539;-;7671;1054;778;-;-;75;-;6752;-;-;1781;71670;479;133;-;-;-;1243;24;-;-;247;-;5;51;-;1;21;-;-;-;2;-;389;23;-;-;-;-;-;-;-;-;-;7;-;-;3912;-;-;-;-;-;102655
07/2025;qtd_aprovada;"330455 RIO DE JANEIRO";1655786;16546;323762;3310385;34544;177610;80465;66565;7087;894;8075;74;177030;87719;11915;499038;5139670;58837;10149;15407;40025;15281;163990;16413;8;10;22013;650;2188;6038;12;1003;53;166;4;-;77;135;19701;419;848;224;3702;-;-;6;1382;-;5778111;56688;228;-;5877;-;32;54;3;331;17817230
07/2025;qtd_aprovada;"330460 SANTA MARIA MADALENA";7;16;-;8134;-;319;371;84;59;-;54;-;113;-;-;291;11771;176;5;-;-;-;9;-;-;-;395;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21810
07/2025;qtd_aprovada;"330470 SANTO ANTONIO DE PADUA";428;-;16;14546;-;1716;186;-;-;-;47;-;441;-;-;41;17752;2815;-;-;1713;-;2207;-;-;-;30;-;307;-;-;-;-;-;-;-;-;-;152;-;-;22;-;-;-;-;-;-;-;88;19;-;-;-;-;-;-;-;42526
07/2025;qtd_aprovada;"330475 SAO FRANCISCO DE ITABAPOANA";27526;35;28;24288;298;1760;413;201;-;-;-;-;426;-;-;608;23828;1969;18;-;-;-;732;-;-;-;1138;-;-;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83362
07/2025;qtd_aprovada;"330480 SAO FIDELIS";12072;19;3;9395;-;956;227;-;-;-;1;-;288;-;-;505;27960;1349;115;-;-;-;-;20;-;-;185;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53095
07/2025;qtd_aprovada;"330490 SAO GONCALO";27111;1440;3474;424507;4019;36168;10025;6841;1627;293;749;-;18549;3306;-;23059;743981;13785;1728;-;6019;1547;8819;6066;-;-;10250;-;438;512;2;57;53;2;-;-;1;-;927;-;1615;48;-;-;-;-;16;-;-;6584;118;-;211;-;-;-;-;-;1363947
07/2025;qtd_aprovada;"330500 SAO JOAO DA BARRA";1207;711;142;51991;254;739;1658;979;-;-;164;-;1906;-;-;663;42429;-;122;-;-;-;409;12;-;-;1452;-;-;93;-;-;-;-;-;-;-;-;25;-;351;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;105315
07/2025;qtd_aprovada;"330510 SAO JOAO DE MERITI";101904;3776;653;300603;693;14157;13075;2976;1482;-;34;-;13702;-;-;1444;164094;40420;10350;-;4733;-;2646;73;-;-;1032;-;160;33;-;-;-;-;-;-;-;-;6393;-;203;81;-;-;-;-;-;-;-;3155;119;-;-;-;-;-;-;-;687991
07/2025;qtd_aprovada;"330513 SAO JOSE DE UBA";79;22;-;4220;-;426;172;-;-;-;5;-;81;-;-;3;3225;2045;-;-;-;-;422;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;215;-;-;-;-;-;11002
07/2025;qtd_aprovada;"330515 SAO JOSE DO VALE DO RIO PRETO";127;52;23;14934;-;1311;208;-;-;-;10;-;243;-;-;372;19294;991;39;-;-;-;87;640;-;-;130;-;-;-;-;-;1;-;-;-;-;-;1;-;16;-;-;-;-;-;-;-;-;25;-;-;2522;-;-;-;-;-;41026
