periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
12/2024;qtd_aprovada;"311420 CARMO DO CAJURU";520;51;79;8100;-;843;-;-;-;-;-;-;1;-;-;221;15816;376;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;768;26829
12/2024;qtd_aprovada;"311430 CARMO DO PARANAIBA";23090;136;173;10117;269;1169;-;122;-;-;-;-;204;-;-;1263;36502;-;-;-;-;-;1494;-;6;-;-;25;-;45;-;-;-;-;8;-;-;-;-;275;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74898
12/2024;qtd_aprovada;"311440 CARMO DO RIO CLARO";23;-;-;-;-;568;111;-;-;-;38;-;201;-;-;-;4571;-;6;-;-;-;-;-;-;-;-;282;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;576;6404
12/2024;qtd_aprovada;"311450 CARMOPOLIS DE MINAS";-;119;148;138;-;553;69;-;-;-;-;-;227;-;-;-;1667;696;7;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;390;4075
12/2024;qtd_aprovada;"311455 CARNEIRINHO";4024;8;1;972;-;-;21;-;-;-;-;-;54;-;-;116;11798;146;3;-;-;-;16;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;20;-;-;2611;19813
12/2024;qtd_aprovada;"311460 CARRANCAS";497;7;26;-;-;9;-;-;-;-;-;-;-;-;2;52;2800;-;-;-;-;-;64;-;22;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3488
12/2024;qtd_aprovada;"311470 CARVALHOPOLIS";489;10;-;-;-;1;-;-;-;-;-;-;18;-;-;129;1988;41;-;-;-;-;7;-;-;-;-;2;-;3;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;491;3185
12/2024;qtd_aprovada;"311480 CARVALHOS";-;34;-;414;-;-;-;-;-;-;-;-;-;-;-;-;568;-;-;-;-;-;-;-;-;-;-;3;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1062;2108
12/2024;qtd_aprovada;"311490 CASA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"311500 CASCALHO RICO";-;8;-;-;-;-;-;-;-;-;-;-;19;-;-;4;1363;84;-;-;-;-;502;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;2048
12/2024;qtd_aprovada;"311510 CASSIA";3545;4;78;1882;-;1103;47;16;-;-;5;-;257;-;-;403;15091;-;55;-;-;-;102;-;-;-;-;11;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;29;-;-;1663;24293
12/2024;qtd_aprovada;"311520 CONCEICAO DA BARRA DE MINAS";299;3;4;2146;-;1;-;-;-;-;-;-;-;-;-;27;1666;-;-;-;-;-;153;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;32;-;-;1557;5914
12/2024;qtd_aprovada;"311530 CATAGUASES";6362;191;276;21824;1;2040;-;473;-;-;-;-;579;16;-;573;40899;4707;143;-;1137;4;5376;-;282;-;-;293;-;10;-;1;-;13;1;-;-;-;-;226;1;-;8;-;-;-;-;-;-;-;51;14;-;2777;88278
12/2024;qtd_aprovada;"311535 CATAS ALTAS";5;15;-;2418;-;-;-;-;-;-;-;-;-;-;1;-;286;125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;293;3143
12/2024;qtd_aprovada;"311540 CATAS ALTAS DA NORUEGA";-;-;-;292;-;-;-;-;-;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;184;581
12/2024;qtd_aprovada;"311545 CATUJI";2;-;-;-;-;-;44;-;-;-;-;-;-;-;-;3;447;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1400;1976
12/2024;qtd_aprovada;"311547 CATUTI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;148;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;23;-;-;1108;1393
12/2024;qtd_aprovada;"311550 CAXAMBU";10;48;14;6599;150;498;-;-;-;-;-;-;289;-;-;50;9878;323;3;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;17898
12/2024;qtd_aprovada;"311560 CEDRO DO ABAETE";67;12;7;-;-;-;-;-;-;-;-;-;9;-;-;5;170;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;932;1218
12/2024;qtd_aprovada;"311570 CENTRAL DE MINAS";-;8;-;1603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;371;1982
12/2024;qtd_aprovada;"311580 CENTRALINA";2118;18;-;3930;-;175;43;-;-;-;-;-;169;-;-;-;11881;312;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;747;19439
12/2024;qtd_aprovada;"311590 CHACARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
12/2024;qtd_aprovada;"311600 CHALE";-;23;-;3;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;667;723
12/2024;qtd_aprovada;"311610 CHAPADA DO NORTE";-;24;-;391;-;181;-;-;-;-;-;-;64;-;-;-;1584;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;4153;6530
12/2024;qtd_aprovada;"311615 CHAPADA GAUCHA";-;23;-;745;-;3078;-;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4745;8665
12/2024;qtd_aprovada;"311620 CHIADOR";-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;285;363
12/2024;qtd_aprovada;"311630 CIPOTANEA";-;6;-;880;-;-;-;-;-;-;-;-;15;-;-;1;853;135;-;-;-;-;-;-;-;-;-;11;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104;2006
12/2024;qtd_aprovada;"311640 CLARAVAL";2329;-;14;3371;-;92;18;-;-;-;-;-;4;-;1;348;7913;-;-;-;-;-;85;-;20;-;-;10;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;21;-;-;754;14993
12/2024;qtd_aprovada;"311650 CLARO DOS POCOES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72;-;-;2286;2958
12/2024;qtd_aprovada;"311660 CLAUDIO";-;40;189;5771;-;751;47;-;-;-;2;-;204;-;-;1;17866;829;4;-;-;-;1;-;100;-;-;9;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;4186;30016
12/2024;qtd_aprovada;"311670 COIMBRA";1;14;-;846;-;-;-;-;-;-;-;-;50;-;-;-;358;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;119;1414
12/2024;qtd_aprovada;"311680 COLUNA";3461;20;22;1598;-;104;-;-;-;-;-;-;89;-;-;272;3290;-;-;-;-;-;-;-;-;-;-;7;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2951;11816
12/2024;qtd_aprovada;"311690 COMENDADOR GOMES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
12/2024;qtd_aprovada;"311700 COMERCINHO";1980;12;-;1235;-;-;-;-;-;-;-;-;-;-;-;-;-;546;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;1124;4923
12/2024;qtd_aprovada;"311710 CONCEICAO DA APARECIDA";-;-;-;2629;-;292;-;-;-;-;-;-;-;-;-;-;2279;423;10;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;1;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;2455;8141
12/2024;qtd_aprovada;"311720 CONCEICAO DAS PEDRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"311730 CONCEICAO DAS ALAGOAS";6690;12;-;7819;-;1169;12;-;-;-;-;-;23;-;-;1802;36180;269;-;-;-;-;152;-;-;-;-;22;-;16;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;89;-;-;1662;56004
12/2024;qtd_aprovada;"311740 CONCEICAO DE IPANEMA";1312;27;-;-;-;149;-;-;-;-;-;-;-;-;-;-;711;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;350;2549
12/2024;qtd_aprovada;"311750 CONCEICAO DO MATO DENTRO";-;69;3;99627;-;249;185;-;-;-;-;-;2066;-;-;1969;25231;-;484;-;-;-;-;-;216;-;-;1690;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;3881;135690
12/2024;qtd_aprovada;"311760 CONCEICAO DO PARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97;343;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;548;988
12/2024;qtd_aprovada;"311770 CONCEICAO DO RIO VERDE";18;8;-;733;-;222;46;-;-;-;-;-;47;-;-;-;3881;-;-;-;-;-;253;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;2169;7437
12/2024;qtd_aprovada;"311780 CONCEICAO DOS OUROS";-;22;-;-;-;191;36;-;-;-;-;-;147;-;-;268;4115;94;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;161;5051
12/2024;qtd_aprovada;"311783 CONEGO MARINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;608;608
12/2024;qtd_aprovada;"311787 CONFINS";120;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;1482;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1622
12/2024;qtd_aprovada;"311790 CONGONHAL";82;292;8;5949;-;-;-;-;-;-;-;-;-;-;-;40;5718;185;-;-;-;-;-;-;-;-;-;81;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;575;12944
12/2024;qtd_aprovada;"311800 CONGONHAS";19317;32;3940;35988;222;1678;792;527;-;-;-;-;3373;25;-;1261;40990;1718;90;-;-;13;772;-;-;-;-;227;-;9;46;-;-;5;11;-;-;2;-;92;1;9;-;-;-;-;-;-;-;-;53;-;-;1086;112279
12/2024;qtd_aprovada;"311810 CONGONHAS DO NORTE";141;-;-;162;-;-;-;-;-;-;-;-;-;-;-;88;1292;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4112;5795
12/2024;qtd_aprovada;"311820 CONQUISTA";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;245;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;646;936
12/2024;qtd_aprovada;"311830 CONSELHEIRO LAFAIETE";237;132;582;91789;2017;5620;975;741;343;2;184;-;789;13;-;29;33816;5860;183;-;2072;8;332;-;15;-;-;189;-;8;-;-;-;18;5;-;-;1;-;36;2;-;15;-;-;-;-;-;-;-;2;48;-;16503;162566
12/2024;qtd_aprovada;"311840 CONSELHEIRO PENA";-;9;-;425;-;-;72;-;-;-;-;-;-;-;-;6;3064;314;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;308;4245
12/2024;qtd_aprovada;"311850 CONSOLACAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"311860 CONTAGEM";512;33650;71;205484;2351;14137;3468;990;306;84;617;-;7039;25;-;7987;179098;3664;3010;-;8344;62;310;-;727;-;-;1345;-;30;253;-;46;7;29;-;-;-;-;84;-;340;82;-;-;-;-;-;-;-;9210;189;-;1164;484715
12/2024;qtd_aprovada;"311870 COQUEIRAL";-;16;-;905;-;140;-;-;-;-;-;-;43;-;-;191;5451;169;-;-;-;-;-;-;25;-;-;23;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;687;7652
12/2024;qtd_aprovada;"311880 CORACAO DE JESUS";439;10;-;2610;-;992;259;-;-;-;-;-;128;1;-;440;7688;802;1;-;-;-;399;-;-;-;-;44;-;5;65;-;-;-;-;-;-;-;-;156;-;5;-;-;-;-;-;-;-;-;61;-;-;2703;16808
12/2024;qtd_aprovada;"311890 CORDISBURGO";-;38;-;-;-;-;-;-;-;-;-;-;69;-;-;15;2482;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2627
12/2024;qtd_aprovada;"311900 CORDISLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;215
12/2024;qtd_aprovada;"311910 CORINTO";3920;59;18;6921;-;349;39;-;-;-;-;-;499;-;-;167;20510;685;19;-;-;-;-;-;-;-;-;50;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;5377;38717
12/2024;qtd_aprovada;"311920 COROACI";16;28;-;-;-;15;-;-;-;-;-;-;22;-;-;-;1966;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;30;-;-;432;2548
12/2024;qtd_aprovada;"311930 COROMANDEL";6705;88;3133;9597;-;1298;354;-;-;-;-;-;384;-;-;295;17259;989;198;-;-;-;598;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;4207;45309
12/2024;qtd_aprovada;"311940 CORONEL FABRICIANO";7655;77;4;41456;-;3160;558;343;51;-;41;-;1173;32;7;705;41559;2336;-;-;-;17;-;-;-;-;-;654;-;10;13;-;-;1;-;-;-;-;-;-;6;175;-;-;-;-;-;-;-;371764;-;-;-;2334;474131
12/2024;qtd_aprovada;"311950 CORONEL MURTA";-;-;-;556;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;620;1176
12/2024;qtd_aprovada;"311960 CORONEL PACHECO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1178;1178
12/2024;qtd_aprovada;"311970 CORONEL XAVIER CHAVES";438;15;11;2139;-;-;-;-;-;-;-;-;-;-;-;151;2859;-;-;-;-;-;221;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5863
12/2024;qtd_aprovada;"311980 CORREGO DANTA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;354;179;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;578
12/2024;qtd_aprovada;"311990 CORREGO DO BOM JESUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"311995 CORREGO FUNDO";-;5;227;925;-;164;-;-;-;-;-;-;46;-;-;265;5321;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;593;7546
12/2024;qtd_aprovada;"312000 CORREGO NOVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;264;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1169;1433
12/2024;qtd_aprovada;"312010 COUTO DE MAGALHAES DE MINAS";-;23;-;531;-;-;-;-;-;-;-;-;-;-;-;-;2407;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2081;5042
12/2024;qtd_aprovada;"312015 CRISOLITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1531;1571
12/2024;qtd_aprovada;"312020 CRISTAIS";-;78;-;4113;-;524;249;-;-;-;-;-;119;-;-;-;10612;828;-;-;-;-;-;-;-;-;-;56;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;2204;18820
12/2024;qtd_aprovada;"312030 CRISTALIA";-;4;-;1603;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;651;2345
12/2024;qtd_aprovada;"312040 CRISTIANO OTONI";-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;278;277;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;397;978
12/2024;qtd_aprovada;"312050 CRISTINA";1381;32;-;1731;-;124;24;-;-;-;-;-;21;-;-;-;2319;450;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1608;7705
12/2024;qtd_aprovada;"312060 CRUCILANDIA";-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;177;354;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;576;1170
12/2024;qtd_aprovada;"312070 CRUZEIRO DA FORTALEZA";-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;2400;132;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2585
12/2024;qtd_aprovada;"312080 CRUZILIA";-;28;-;3773;-;252;-;-;-;-;-;-;147;10;-;-;3879;-;-;-;-;6;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1634;9785
12/2024;qtd_aprovada;"312083 CUPARAQUE";194;37;9;278;-;127;23;-;-;-;-;-;20;-;-;-;1634;91;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;792;3238
12/2024;qtd_aprovada;"312087 CURRAL DE DENTRO";3589;1;-;1121;-;-;-;-;-;-;-;-;28;-;-;-;823;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;784;6385
12/2024;qtd_aprovada;"312090 CURVELO";4;-;23;32611;1053;3266;763;724;72;-;22;-;547;120;-;-;34488;111;61;524;2897;60;-;-;-;-;-;275;-;-;-;-;1;11;8;-;-;1;-;-;1;7;32;-;-;-;-;-;-;-;26;66;-;6814;84588
12/2024;qtd_aprovada;"312100 DATAS";-;-;-;1766;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2207;3994
12/2024;qtd_aprovada;"312110 DELFIM MOREIRA";-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;423;217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149;809
12/2024;qtd_aprovada;"312120 DELFINOPOLIS";919;6;-;6592;-;461;120;-;-;-;-;-;101;-;-;21;7811;106;-;-;-;-;-;-;-;-;-;11;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1251;17403
12/2024;qtd_aprovada;"312125 DELTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;654;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;654
12/2024;qtd_aprovada;"312130 DESCOBERTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"312140 DESTERRO DE ENTRE RIOS";1481;-;30;3505;-;67;-;-;-;-;-;-;-;-;-;432;9839;-;-;-;-;-;741;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;11900;28043
12/2024;qtd_aprovada;"312150 DESTERRO DO MELO";-;191;-;110;-;-;-;-;-;-;-;-;9;-;-;-;-;134;-;-;-;-;40;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;375;889
12/2024;qtd_aprovada;"312160 DIAMANTINA";10186;235;116;10764;-;1594;73;267;16;-;-;-;1309;328;-;205;22412;495;-;-;1709;700;126;-;-;-;-;84;-;-;-;-;-;-;1;-;-;-;-;4;-;-;18;35;-;-;-;-;-;196922;608;4;-;-;248211
12/2024;qtd_aprovada;"312170 DIOGO DE VASCONCELOS";800;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1028;1964
12/2024;qtd_aprovada;"312180 DIONISIO";-;-;-;12218;-;-;-;-;-;-;-;-;-;-;-;-;2182;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14400
12/2024;qtd_aprovada;"312190 DIVINESIA";-;175;-;1628;-;-;-;-;-;-;-;-;-;-;-;-;-;184;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;392;2400
