periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
08/2024;qtd_aprovada;" MUNICIPIO IGNORADO - SC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"420005 ABDON BATISTA";-;12;-;976;-;3;77;-;-;-;-;-;38;-;-;43;245;242;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1155;2791
08/2024;qtd_aprovada;"420010 ABELARDO LUZ";6400;392;70;7239;-;715;22;-;-;-;-;-;36;-;-;688;22285;-;7;-;-;-;358;-;-;62;-;6;-;-;-;-;-;-;-;-;-;109;2;-;-;-;-;-;-;-;-;-;15;-;-;7852;46258
08/2024;qtd_aprovada;"420020 AGROLANDIA";-;53;66;6479;-;4;-;-;-;-;-;-;46;-;-;29;3534;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10211
08/2024;qtd_aprovada;"420030 AGRONOMICA";1703;8;45;5432;-;-;-;-;-;-;-;-;44;-;-;162;4392;299;-;-;-;-;114;-;-;-;-;1;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;23;12239
08/2024;qtd_aprovada;"420040 AGUA DOCE";1010;24;35;4094;9;88;-;-;-;-;-;-;99;-;-;-;1284;-;1;-;-;-;-;-;-;7;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;433;7095
08/2024;qtd_aprovada;"420050 AGUAS DE CHAPECO";7;87;-;-;-;-;-;-;-;-;-;-;-;-;-;6;139;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;1239
08/2024;qtd_aprovada;"420055 AGUAS FRIAS";-;51;-;1805;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;734;2614
08/2024;qtd_aprovada;"420060 AGUAS MORNAS";-;34;-;7616;-;169;285;-;32;-;-;-;2;-;-;-;3432;500;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;353;12446
08/2024;qtd_aprovada;"420070 ALFREDO WAGNER";-;24;-;3840;-;-;-;-;-;-;-;-;-;-;-;23;143;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4030
08/2024;qtd_aprovada;"420075 ALTO BELA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"420080 ANCHIETA";242;69;122;2782;-;-;-;-;-;-;-;-;-;-;-;24;3854;149;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;570;7852
08/2024;qtd_aprovada;"420090 ANGELINA";863;-;33;2158;-;286;57;-;-;-;-;-;5;-;-;93;4678;-;5;-;-;-;214;-;-;3;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8404
08/2024;qtd_aprovada;"420100 ANITA GARIBALDI";-;72;-;3731;-;367;7;-;-;-;-;-;71;-;-;-;3507;-;19;-;-;-;-;303;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8123
08/2024;qtd_aprovada;"420110 ANITAPOLIS";-;-;-;783;-;47;-;53;27;-;-;-;75;-;-;56;1488;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;499;3066
08/2024;qtd_aprovada;"420120 ANTONIO CARLOS";-;-;-;8428;-;18;394;30;20;-;42;-;7;-;-;40;1969;1324;-;-;-;-;-;-;-;4;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1430;13711
08/2024;qtd_aprovada;"420125 APIUNA";2681;-;27;7792;18;22;-;-;-;-;-;-;-;-;-;197;9404;563;1;-;-;-;676;-;-;6;-;-;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;2398;23864
08/2024;qtd_aprovada;"420127 ARABUTA";4027;142;13;1615;-;12;-;-;-;-;-;-;10;-;-;52;4018;-;-;-;-;-;304;106;-;15;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;14;-;-;1635;11981
08/2024;qtd_aprovada;"420130 ARAQUARI";1000;466;563;15855;-;-;44;-;-;-;-;-;-;-;-;317;26104;1474;-;-;-;-;-;-;-;12;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45842
08/2024;qtd_aprovada;"420140 ARARANGUA";10;103;59;24404;-;6885;517;585;105;-;179;-;4776;-;-;191;27776;515;-;-;846;-;113;-;-;397;-;36;115;-;-;-;-;-;-;-;-;167;-;-;5;-;-;-;-;-;-;-;-;6;-;3645;71435
08/2024;qtd_aprovada;"420150 ARMAZEM";844;-;259;4376;-;180;138;-;-;-;-;-;150;-;-;435;11396;914;-;-;-;-;153;87;-;36;-;1;-;-;-;-;-;-;-;-;-;23;-;30;-;-;-;-;-;-;-;-;-;-;-;1417;20439
08/2024;qtd_aprovada;"420160 ARROIO TRINTA";144;-;12;1789;-;-;-;-;-;-;-;-;12;-;-;27;1184;-;-;-;-;-;34;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3208
08/2024;qtd_aprovada;"420165 ARVOREDO";60;-;19;1;-;-;-;-;-;-;-;-;4;-;-;12;2349;-;-;-;-;-;104;-;-;4;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2568
08/2024;qtd_aprovada;"420170 ASCURRA";2744;-;32;6458;-;8;-;-;-;-;-;-;-;-;-;300;7316;515;6;-;-;-;438;-;-;15;-;8;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17866
08/2024;qtd_aprovada;"420180 ATALANTA";-;53;-;-;-;-;-;-;-;-;-;-;19;-;-;48;177;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;371
08/2024;qtd_aprovada;"420190 AURORA";-;-;-;3655;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3655
08/2024;qtd_aprovada;"420195 BALNEARIO ARROIO DO SILVA";3595;-;80;8647;-;132;-;-;-;-;-;-;-;-;-;397;6280;576;-;-;-;-;715;-;-;10;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;13;-;-;-;20496
08/2024;qtd_aprovada;"420200 BALNEARIO CAMBORIU";483;-;39;83469;251;6496;2138;784;216;46;221;-;2233;4;-;44;77854;2180;217;-;3037;3;1002;56;-;42;-;27;1;-;9;-;4;-;-;-;-;143;-;11;31;-;-;-;-;-;-;-;-;80;-;908;182029
08/2024;qtd_aprovada;"420205 BALNEARIO BARRA DO SUL";111;-;72;5735;-;-;39;-;-;-;-;-;40;-;-;704;11925;192;-;-;-;-;194;-;-;6;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;806;19837
08/2024;qtd_aprovada;"420207 BALNEARIO GAIVOTA";11244;52;155;6196;-;52;-;-;-;-;-;-;150;-;-;879;22257;371;-;-;-;-;402;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;26;-;-;2714;44573
08/2024;qtd_aprovada;"420208 BANDEIRANTE";422;34;-;2564;-;-;-;-;-;-;-;-;-;-;-;-;137;151;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;1401;4720
08/2024;qtd_aprovada;"420209 BARRA BONITA";-;125;1;692;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;664;1482
08/2024;qtd_aprovada;"420210 BARRA VELHA";1812;485;1004;11764;-;1139;-;-;-;-;-;-;285;-;-;394;16854;522;-;-;-;-;214;4;2;1;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;102;-;-;4000;38585
08/2024;qtd_aprovada;"420213 BELA VISTA DO TOLDO";-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
08/2024;qtd_aprovada;"420215 BELMONTE";-;-;-;2215;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;819;3090
08/2024;qtd_aprovada;"420220 BENEDITO NOVO";11539;96;182;4699;37;343;25;-;-;-;-;-;19;-;-;441;12454;198;-;-;-;-;265;14;-;27;-;2;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;8;-;-;200;30580
08/2024;qtd_aprovada;"420230 BIGUACU";709;672;829;26793;789;4805;1223;213;102;-;50;-;2112;-;-;1069;53738;1777;44;-;-;-;-;188;-;30;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85;-;-;-;95315
08/2024;qtd_aprovada;"420240 BLUMENAU";2071;2257;3649;221976;5435;10475;3910;2989;627;272;1353;38;10673;13;1093;1214;150494;22104;193;2444;2704;3;943;729;-;1208;-;25;484;35;268;2;20;-;-;-;-;430;40;1175;26;804;-;-;-;936;-;-;115;81;-;636;453944
08/2024;qtd_aprovada;"420243 BOCAINA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"420245 BOMBINHAS";1367;244;1300;14340;-;1943;396;-;-;-;73;-;450;-;-;698;26928;283;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;587;48736
08/2024;qtd_aprovada;"420250 BOM JARDIM DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;713;713
08/2024;qtd_aprovada;"420253 BOM JESUS";36;12;16;-;-;-;-;-;-;-;-;-;5;-;-;13;3274;15;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;4;-;-;86;3528
08/2024;qtd_aprovada;"420257 BOM JESUS DO OESTE";-;-;-;1166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;1184;2360
08/2024;qtd_aprovada;"420260 BOM RETIRO";-;32;-;3751;-;272;-;-;-;-;-;-;23;-;-;-;3458;271;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7821
08/2024;qtd_aprovada;"420270 BOTUVERA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;87;128;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;219
08/2024;qtd_aprovada;"420280 BRACO DO NORTE";30996;72;329;15804;390;2700;329;145;-;-;30;-;643;-;-;1040;54695;2831;95;-;-;-;1624;150;-;187;-;16;6;-;-;3;-;-;-;-;-;465;2;-;-;-;-;-;-;-;-;-;23;-;-;893;113468
08/2024;qtd_aprovada;"420285 BRACO DO TROMBUDO";3247;16;13;3304;-;-;-;-;-;-;-;-;42;-;-;206;3650;-;-;-;-;-;841;-;-;6;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11337
08/2024;qtd_aprovada;"420287 BRUNOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;215;316
08/2024;qtd_aprovada;"420290 BRUSQUE";38879;800;1721;57483;2026;6754;2025;2374;392;-;294;-;4680;18;-;10506;173696;1111;344;-;1583;-;6573;721;-;445;-;72;89;111;4;22;8;-;-;-;-;533;-;-;6;-;-;-;-;-;-;-;94;9;-;553;313926
08/2024;qtd_aprovada;"420300 CACADOR";2567;1027;272;33359;-;2172;676;262;25;-;-;-;1304;12;-;1712;30897;2897;42;-;-;13;634;24;-;771;-;23;-;-;-;-;7;-;-;-;-;145;-;-;-;-;-;-;-;-;-;-;13;-;-;9199;88053
08/2024;qtd_aprovada;"420310 CAIBI";-;88;-;3702;-;23;-;-;-;-;-;-;7;-;-;1;2879;-;-;-;-;-;-;-;-;15;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;2295;9041
08/2024;qtd_aprovada;"420315 CALMON";-;6;-;1736;-;-;-;-;-;-;-;-;-;-;-;-;-;178;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3038;4958
08/2024;qtd_aprovada;"420320 CAMBORIU";347;-;98;24421;-;-;-;-;-;-;15;-;-;-;-;153;8120;476;-;-;-;-;70;12;-;21;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33753
08/2024;qtd_aprovada;"420325 CAPAO ALTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"420330 CAMPO ALEGRE";1126;-;300;7383;-;580;117;-;-;-;19;-;51;-;-;1125;16246;87;2;-;-;-;937;11;-;50;-;-;305;-;-;-;-;-;-;-;-;87;-;14;-;-;-;-;-;-;-;-;-;-;-;-;28440
08/2024;qtd_aprovada;"420340 CAMPO BELO DO SUL";-;27;37;5865;-;173;64;-;-;-;-;-;22;-;-;15;2159;-;-;-;-;-;-;-;-;27;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8453
08/2024;qtd_aprovada;"420350 CAMPO ERE";1796;108;-;6102;-;230;190;-;-;-;-;-;95;-;-;-;4262;123;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;3020;15971
08/2024;qtd_aprovada;"420360 CAMPOS NOVOS";179;87;-;19623;-;1328;114;74;-;-;-;-;312;-;-;83;8726;2419;22;-;-;-;57;-;-;35;-;-;84;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3960;37105
08/2024;qtd_aprovada;"420370 CANELINHA";544;88;4;4598;-;353;125;32;57;-;23;-;39;-;-;273;11582;750;-;-;-;-;38;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;22;-;-;5;18544
08/2024;qtd_aprovada;"420380 CANOINHAS";2338;75;385;25378;-;1725;1178;224;357;7;215;-;1226;-;-;1058;41080;129;15;-;-;1;592;92;-;36;-;-;28;-;24;-;7;-;-;-;-;134;-;3;-;-;-;-;-;-;-;-;8;-;-;2241;78556
08/2024;qtd_aprovada;"420390 CAPINZAL";-;394;-;3019;-;86;-;-;-;-;-;-;-;-;-;-;1812;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5311
08/2024;qtd_aprovada;"420395 CAPIVARI DE BAIXO";17129;88;179;7765;-;630;-;-;-;-;-;-;481;-;-;1140;39936;-;-;-;-;-;949;9;-;81;-;4;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68453
08/2024;qtd_aprovada;"420400 CATANDUVAS";-;97;-;444;-;-;-;-;-;-;-;-;33;-;-;85;2119;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;204;3037
08/2024;qtd_aprovada;"420410 CAXAMBU DO SUL";973;-;-;26;-;86;-;-;-;-;-;-;26;-;-;76;2227;338;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;957;4732
08/2024;qtd_aprovada;"420415 CELSO RAMOS";-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
08/2024;qtd_aprovada;"420417 CERRO NEGRO";-;15;-;628;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;643
08/2024;qtd_aprovada;"420419 CHAPADAO DO LAGEADO";2257;12;15;1466;-;-;-;-;-;-;-;-;-;-;-;47;3549;-;-;-;-;-;223;-;-;8;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;29;-;-;-;7640
08/2024;qtd_aprovada;"420420 CHAPECO";32944;786;862;169944;2698;11064;8416;2334;2022;302;818;-;14301;-;4;2717;210025;16883;545;1472;2299;-;2242;121;-;1005;-;17;478;2;165;58;6;-;-;1;-;478;42;117;30;148;-;20;-;128;-;-;878;43;-;10680;497095
08/2024;qtd_aprovada;"420425 COCAL DO SUL";992;26;37;13057;336;494;-;-;-;-;-;-;143;-;-;134;19445;2359;263;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;499;37857
08/2024;qtd_aprovada;"420430 CONCORDIA";144;431;124;41519;371;3247;756;449;165;28;120;7;1698;602;-;130;23538;1814;164;-;673;409;605;-;-;269;-;29;105;-;2;14;1;-;-;1;-;190;1;-;2;-;-;-;-;-;-;-;21;3;-;-;77632
08/2024;qtd_aprovada;"420435 CORDILHEIRA ALTA";4142;-;78;2585;-;-;-;-;-;-;-;-;-;-;-;420;8893;-;-;-;-;-;1517;-;-;1;-;9;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17705
08/2024;qtd_aprovada;"420440 CORONEL FREITAS";3059;-;56;3791;-;30;-;-;-;-;-;-;41;-;-;209;12238;75;-;-;-;-;356;61;-;19;-;-;-;-;-;-;-;-;-;-;2;22;-;-;-;-;-;-;-;-;-;-;-;-;-;996;20955
08/2024;qtd_aprovada;"420445 CORONEL MARTINS";102;4;12;-;-;-;-;-;-;-;-;-;-;-;-;5;2183;99;-;-;-;-;139;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;7;-;-;1792;4356
08/2024;qtd_aprovada;"420450 CORUPA";910;213;92;3900;-;584;-;-;-;-;-;-;31;-;-;886;16107;-;-;-;-;-;487;-;-;16;-;4;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;1250;24539
08/2024;qtd_aprovada;"420455 CORREIA PINTO";-;34;55;-;-;-;-;-;-;-;-;-;-;-;-;-;3467;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3556
08/2024;qtd_aprovada;"420460 CRICIUMA";1531;-;1922;132766;3657;8987;5419;1629;681;76;331;2;12641;198;-;107;70244;703;1415;2206;2520;134;28;452;-;2375;-;6;525;7;30;7;-;-;-;9;-;-;-;27;12;198;-;-;-;70;-;-;159;43;-;-;251117
08/2024;qtd_aprovada;"420470 CUNHA PORA";-;470;-;7263;-;173;-;-;-;-;-;-;28;-;-;8;2410;1253;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;4015;15670
08/2024;qtd_aprovada;"420475 CUNHATAI";-;16;-;1485;-;53;-;-;-;-;-;-;-;-;-;-;-;143;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1094;2791
08/2024;qtd_aprovada;"420480 CURITIBANOS";2563;322;99;15385;176;1601;361;61;-;-;-;-;522;15;66;3687;26187;1469;-;-;611;-;631;-;-;64;-;3;-;-;-;-;-;-;-;-;-;379;-;-;5;-;-;-;-;-;-;-;98;10;-;3534;57849
08/2024;qtd_aprovada;"420490 DESCANSO";990;263;2;5991;-;6;173;22;73;-;22;-;76;-;-;13;1968;274;-;-;-;-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;4091;14001
08/2024;qtd_aprovada;"420500 DIONISIO CERQUEIRA";1334;176;71;4229;-;1095;71;-;-;-;-;-;139;-;1;386;15426;504;-;-;-;-;1906;1;-;28;-;3;-;-;-;-;-;-;-;-;-;319;-;-;-;-;-;-;-;-;-;-;120;-;-;6550;32359
08/2024;qtd_aprovada;"420510 DONA EMMA";1291;48;37;2611;-;-;-;-;-;-;-;-;25;-;-;131;3883;-;-;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8174
08/2024;qtd_aprovada;"420515 DOUTOR PEDRINHO";563;26;98;2946;-;-;-;-;-;-;-;-;-;-;-;130;2448;219;-;-;-;-;117;-;-;2;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;553;7125
08/2024;qtd_aprovada;"420517 ENTRE RIOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;14;27
08/2024;qtd_aprovada;"420519 ERMO";3624;8;13;1033;-;-;-;-;-;-;-;-;-;-;-;45;4477;-;-;-;-;-;140;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;200;9572
08/2024;qtd_aprovada;"420520 ERVAL VELHO";260;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3140;-;-;-;-;-;-;-;-;26;-;6;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;21;-;-;20;3499
08/2024;qtd_aprovada;"420530 FAXINAL DOS GUEDES";-;299;-;4618;-;10;-;-;-;-;-;-;50;-;-;63;2954;-;-;-;-;-;1;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;4770;12783
08/2024;qtd_aprovada;"420535 FLOR DO SERTAO";-;10;-;1083;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;368;1493
08/2024;qtd_aprovada;"420540 FLORIANOPOLIS";9727;5365;4961;231280;7920;16416;3660;6460;406;94;1027;3;36948;82026;15157;8569;250460;5331;959;2123;3390;24727;2519;1409;-;6002;-;39;179;51;215;60;111;-;-;2;11;559;3;504;6;1924;-;-;1;82;-;7851255;43260;52;-;27105;8652358
08/2024;qtd_aprovada;"420543 FORMOSA DO SUL";200;-;22;-;-;-;-;-;-;-;-;-;-;-;-;7;6216;-;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;20;-;-;2451;9052
08/2024;qtd_aprovada;"420545 FORQUILHINHA";32765;87;273;18080;566;116;1058;1;55;-;71;-;1381;-;-;998;50404;2253;2;-;-;-;1758;7;-;127;-;4;-;1;-;-;1;-;-;-;-;175;2;-;-;-;-;-;-;-;-;-;22;-;-;473;110680
08/2024;qtd_aprovada;"420550 FRAIBURGO";890;-;50;2212;-;597;55;100;-;-;-;-;174;-;-;761;20088;455;164;-;-;-;71;-;-;142;-;10;374;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8595;34742
08/2024;qtd_aprovada;"420555 FREI ROGERIO";-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
