periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
06/2024;qtd_aprovada;"410790 FLORESTA";-;67;-;936;-;-;-;-;-;-;-;-;-;-;-;-;635;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1644
06/2024;qtd_aprovada;"410800 FLORESTOPOLIS";-;750;-;1720;-;11;-;-;-;-;-;-;-;-;-;-;1753;344;-;-;-;-;-;-;-;-;44;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;4664
06/2024;qtd_aprovada;"410810 FLORIDA";-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
06/2024;qtd_aprovada;"410820 FORMOSA DO OESTE";-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1224;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1261
06/2024;qtd_aprovada;"410830 FOZ DO IGUACU";522;-;146;157625;658;11330;2886;1379;217;120;393;-;9802;2725;-;2956;90831;11828;63;519;3904;2618;937;-;39;-;601;-;7;800;1;27;54;3;10;-;2;-;158;7;14;39;65;-;-;-;49;370240;2278;77;-;-;675930
06/2024;qtd_aprovada;"410832 FRANCISCO ALVES";1;-;-;-;-;-;-;-;-;-;-;-;-;-;171;98;1587;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1857
06/2024;qtd_aprovada;"410840 FRANCISCO BELTRAO";629;124;70;77919;4938;4228;2378;1641;160;33;70;-;3228;34;591;543;54244;12806;113;962;1476;29;1409;-;208;-;226;-;7;71;6;9;84;40;-;-;-;-;975;-;-;14;-;-;-;-;-;384564;2525;18;-;-;556372
06/2024;qtd_aprovada;"410845 FOZ DO JORDAO";3323;145;17;420;-;-;6;-;-;-;-;-;-;-;-;172;4611;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;8768
06/2024;qtd_aprovada;"410850 GENERAL CARNEIRO";816;-;35;-;-;-;-;-;-;-;-;-;-;-;-;462;4983;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6297
06/2024;qtd_aprovada;"410855 GODOY MOREIRA";-;-;-;-;-;-;-;-;-;-;-;-;143;-;-;-;751;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;894
06/2024;qtd_aprovada;"410860 GOIOERE";8285;1108;84;481;-;1233;-;260;-;-;-;-;317;-;-;802;29099;2320;236;-;-;-;769;-;-;-;216;-;1;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;36;-;-;4538;49905
06/2024;qtd_aprovada;"410865 GOIOXIM";-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;602;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;638
06/2024;qtd_aprovada;"410870 GRANDES RIOS";71;429;2095;541;-;17;-;-;-;-;-;-;10;-;-;-;2361;-;-;-;-;-;-;-;10;-;92;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;5632
06/2024;qtd_aprovada;"410880 GUAIRA";6;13;3;-;-;-;-;-;-;-;-;-;35;-;-;309;15227;-;-;-;-;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;15600
06/2024;qtd_aprovada;"410890 GUAIRACA";3673;29;92;-;-;-;-;-;-;-;-;-;-;-;-;370;5744;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;30;-;-;-;10078
06/2024;qtd_aprovada;"410895 GUAMIRANGA";-;-;-;1764;-;-;-;-;-;-;-;-;100;-;-;126;2682;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4692
06/2024;qtd_aprovada;"410900 GUAPIRAMA";6399;19;237;-;-;-;-;-;-;-;-;-;-;-;-;248;4047;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;10952
06/2024;qtd_aprovada;"410910 GUAPOREMA";1627;44;3;-;-;-;-;-;-;-;-;-;-;-;-;320;3801;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5795
06/2024;qtd_aprovada;"410920 GUARACI";138;-;-;874;-;-;-;-;-;-;-;-;-;-;-;-;696;-;-;-;-;-;100;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;1834
06/2024;qtd_aprovada;"410930 GUARANIACU";-;12;-;812;-;96;-;-;-;-;-;-;-;-;-;17;763;470;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2170
06/2024;qtd_aprovada;"410940 GUARAPUAVA";297;-;3035;56426;2193;10560;2737;1046;280;4;277;-;4596;-;-;3363;102712;3632;92;442;2245;16;830;-;340;-;960;-;215;65;-;7;38;-;-;-;-;-;784;1;-;21;-;-;-;-;-;398829;1712;30;-;19317;617102
06/2024;qtd_aprovada;"410950 GUARAQUECABA";-;-;-;-;-;296;-;-;-;-;-;-;-;-;-;-;1039;-;-;-;-;-;-;-;-;-;4;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1343
06/2024;qtd_aprovada;"410960 GUARATUBA";96;150;-;7691;-;638;61;-;-;-;-;-;100;-;-;454;13579;1145;10;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24124
06/2024;qtd_aprovada;"410965 HONORIO SERPA";6483;37;47;-;-;140;-;-;-;-;-;-;336;-;-;90;8061;71;-;-;-;-;122;-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;15412
06/2024;qtd_aprovada;"410970 IBAITI";-;211;-;1421;-;302;-;-;-;-;-;-;163;-;-;-;2898;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5002
06/2024;qtd_aprovada;"410975 IBEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;308;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;308
06/2024;qtd_aprovada;"410980 IBIPORA";68;197;698;7488;-;2418;30;461;-;-;-;-;468;-;-;282;33364;764;52;-;-;-;266;-;-;-;71;-;6;-;-;1;18;7;-;-;-;-;30;-;7;-;-;-;-;-;-;-;23;-;-;-;46719
06/2024;qtd_aprovada;"410990 ICARAIMA";6090;25;1797;-;-;1;-;-;-;-;-;-;-;-;26;973;7314;-;-;-;-;-;149;-;38;-;6;-;2;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;16443
06/2024;qtd_aprovada;"411000 IGUARACU";5998;118;38;-;-;-;-;-;-;-;-;-;-;-;-;366;11167;-;-;-;-;-;649;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;18386
06/2024;qtd_aprovada;"411005 IGUATU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;qtd_aprovada;"411007 IMBAU";-;-;-;993;-;-;-;-;-;-;-;-;1;-;-;-;932;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1926
06/2024;qtd_aprovada;"411010 IMBITUVA";13492;108;371;-;-;29;-;-;-;-;-;-;-;-;-;1337;21038;91;-;-;-;-;1792;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;176;-;-;-;-;-;-;-;-;-;-;-;-;-;38452
06/2024;qtd_aprovada;"411020 INACIO MARTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;qtd_aprovada;"411030 INAJA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;636;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;676
06/2024;qtd_aprovada;"411040 INDIANOPOLIS";4698;28;4;327;-;-;-;-;-;-;-;-;10;-;15;360;8828;36;-;-;-;-;222;-;-;-;25;-;3;-;-;-;-;-;-;-;-;-;38;2;-;-;-;-;-;-;-;-;-;-;-;-;14596
06/2024;qtd_aprovada;"411050 IPIRANGA";-;-;-;1989;-;-;-;-;-;-;-;-;3;-;-;-;1791;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3783
06/2024;qtd_aprovada;"411060 IPORA";8013;157;58;-;-;1;-;-;-;-;-;-;-;-;-;570;11883;-;-;-;-;-;324;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;21038
06/2024;qtd_aprovada;"411065 IRACEMA DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;496;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;505
06/2024;qtd_aprovada;"411070 IRATI";53;-;3;23404;1100;1974;17;257;29;-;-;-;403;-;-;-;5802;-;191;-;1188;-;521;-;560;-;212;-;8;36;-;-;-;-;-;-;-;-;63;-;-;4;-;-;-;-;-;270480;1234;9;-;-;307548
06/2024;qtd_aprovada;"411080 IRETAMA";2371;80;245;1181;-;8;-;-;-;-;-;-;7;-;-;589;6176;57;-;-;-;-;1019;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;11817
06/2024;qtd_aprovada;"411090 ITAGUAJE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;686;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;686
06/2024;qtd_aprovada;"411095 ITAIPULANDIA";5521;35;565;62;-;-;-;-;-;-;-;-;3;-;-;600;17543;-;-;-;-;-;688;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;17;-;17;-;-;-;-;-;-;-;-;-;-;-;25056
06/2024;qtd_aprovada;"411100 ITAMBARACA";-;11;-;779;-;305;-;-;-;-;-;-;-;-;-;-;292;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1455
06/2024;qtd_aprovada;"411110 ITAMBE";-;22;-;909;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;934
06/2024;qtd_aprovada;"411120 ITAPEJARA D'OESTE";805;41;92;-;-;-;-;-;-;-;-;-;130;-;-;599;15405;38;-;-;-;-;598;-;-;-;32;-;3;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;87;-;-;10143;28010
06/2024;qtd_aprovada;"411125 ITAPERUCU";8;-;-;19527;-;1390;84;-;-;-;-;-;-;-;-;-;7106;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28155
06/2024;qtd_aprovada;"411130 ITAUNA DO SUL";-;-;-;265;-;-;-;-;-;-;-;-;-;-;-;-;1620;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1885
06/2024;qtd_aprovada;"411140 IVAI";1895;-;45;-;-;72;48;-;-;-;-;-;36;-;-;552;9698;-;-;-;-;-;304;-;-;-;3;-;2;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;12701
06/2024;qtd_aprovada;"411150 IVAIPORA";167;107;37;18996;-;1871;180;170;125;-;82;-;703;-;71;400;20797;2687;359;-;1641;-;-;-;536;-;199;-;82;15;-;-;12;-;-;-;-;-;-;34;90;13;-;-;-;-;-;203438;1529;24;-;-;254365
06/2024;qtd_aprovada;"411155 IVATE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;640;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;640
06/2024;qtd_aprovada;"411160 IVATUBA";1319;-;2;-;-;-;-;-;-;-;-;-;-;-;-;192;2880;-;-;-;-;-;264;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;4686
06/2024;qtd_aprovada;"411170 JABOTI";-;239;-;379;-;-;-;-;-;-;-;-;-;-;-;50;836;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1504
06/2024;qtd_aprovada;"411180 JACAREZINHO";18142;4416;423;25414;392;2114;2965;358;380;-;122;-;22101;10;-;2157;48294;1985;833;-;-;9;799;-;10;-;741;-;50;1734;-;-;25;16;-;-;-;-;316;-;-;-;-;-;-;-;-;412096;2921;-;-;-;548823
06/2024;qtd_aprovada;"411190 JAGUAPITA";-;-;-;1419;-;27;19;-;-;-;-;-;5;-;-;57;1241;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2788
06/2024;qtd_aprovada;"411200 JAGUARIAIVA";9526;-;154;514;-;1368;151;-;-;-;-;-;469;-;-;700;28038;-;-;-;-;-;2463;-;-;-;7;-;-;7;-;-;-;-;-;-;-;-;156;-;-;-;-;-;-;-;-;-;-;-;-;-;43553
06/2024;qtd_aprovada;"411210 JANDAIA DO SUL";20;17;-;2146;-;454;-;-;-;-;-;-;58;-;-;-;3561;192;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;6457
06/2024;qtd_aprovada;"411220 JANIOPOLIS";3465;13;94;-;-;-;-;-;-;-;-;-;-;-;-;529;7565;146;-;-;-;-;55;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;12;-;-;-;11885
06/2024;qtd_aprovada;"411230 JAPIRA";-;12;-;448;-;-;-;-;-;-;-;-;-;-;-;-;1029;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1533
06/2024;qtd_aprovada;"411240 JAPURA";6786;287;26;1092;-;-;-;-;-;-;-;-;-;-;-;94;7956;-;-;-;-;-;310;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;16569
06/2024;qtd_aprovada;"411250 JARDIM ALEGRE";-;-;-;1721;-;186;-;-;-;-;-;-;-;-;-;-;1114;791;-;-;-;-;-;-;5;-;94;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3946
06/2024;qtd_aprovada;"411260 JARDIM OLINDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;qtd_aprovada;"411270 JATAIZINHO";-;42;-;219;-;-;-;-;-;-;-;-;-;-;-;-;981;372;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1657
06/2024;qtd_aprovada;"411275 JESUITAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;812;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;812
06/2024;qtd_aprovada;"411280 JOAQUIM TAVORA";14418;-;122;1054;-;4;-;-;-;-;-;-;-;-;-;207;14562;-;-;-;-;-;547;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;30937
06/2024;qtd_aprovada;"411290 JUNDIAI DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;157;1776;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1933
06/2024;qtd_aprovada;"411295 JURANDA";6795;57;137;1649;-;3;-;-;-;-;-;-;20;-;-;1058;9292;118;-;-;-;-;521;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;32;-;-;-;19723
06/2024;qtd_aprovada;"411300 JUSSARA";1504;-;25;191;-;-;-;-;-;-;-;-;-;-;-;447;8189;-;-;-;-;-;489;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;10899
06/2024;qtd_aprovada;"411310 KALORE";-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;851;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;911
06/2024;qtd_aprovada;"411320 LAPA";2572;2521;-;11860;-;893;-;362;-;-;-;-;3;11;-;6;8617;382;40;-;-;8;-;-;-;-;324;-;-;-;-;-;20;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;27623
06/2024;qtd_aprovada;"411325 LARANJAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90
06/2024;qtd_aprovada;"411330 LARANJEIRAS DO SUL";9041;453;9;4391;-;1197;703;77;-;-;28;-;366;-;12;-;5114;1875;112;-;-;-;202;-;-;-;140;-;1;-;-;-;6;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;23762
06/2024;qtd_aprovada;"411340 LEOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;278;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;278
06/2024;qtd_aprovada;"411342 LIDIANOPOLIS";-;-;-;1160;-;-;-;-;-;-;-;-;-;-;-;-;424;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1584
06/2024;qtd_aprovada;"411345 LINDOESTE";-;-;-;741;-;-;-;-;-;-;-;-;8;-;-;-;815;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1564
06/2024;qtd_aprovada;"411350 LOANDA";-;56;-;2436;-;236;-;-;-;-;-;-;260;-;-;-;3236;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;6248
06/2024;qtd_aprovada;"411360 LOBATO";4839;16;28;259;-;9;-;-;-;-;-;-;3;-;-;485;9820;-;-;-;-;-;325;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;15802
06/2024;qtd_aprovada;"411370 LONDRINA";25435;1980;44973;368702;7472;28991;9601;5031;957;295;907;5;46707;9126;114;4040;373577;4504;1469;3499;7071;5529;5384;-;1226;-;2366;-;240;887;210;71;47;79;-;-;8;269;379;85;288;39;509;-;6;-;19;1605113;10600;88;-;3091;2580989
06/2024;qtd_aprovada;"411373 LUIZIANA";-;11;-;508;-;-;-;-;-;-;-;-;-;-;-;12;177;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;711
06/2024;qtd_aprovada;"411375 LUNARDELLI";1320;11;26;449;-;-;-;-;-;-;-;-;-;-;-;-;1902;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3708
06/2024;qtd_aprovada;"411380 LUPIONOPOLIS";-;6;-;45;-;-;-;-;-;-;-;-;10;-;-;52;4002;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4115
06/2024;qtd_aprovada;"411390 MALLET";-;-;-;520;-;-;-;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;599
06/2024;qtd_aprovada;"411400 MAMBORE";9245;65;139;6923;-;381;335;-;-;-;-;-;1871;-;-;1317;17303;837;35;-;-;-;164;-;-;-;7;-;-;119;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;1396;40169
06/2024;qtd_aprovada;"411410 MANDAGUACU";-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;1088;914;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2047
06/2024;qtd_aprovada;"411420 MANDAGUARI";15269;188;380;13186;90;1540;196;-;-;-;-;-;435;-;-;1690;43547;423;11;-;-;-;883;-;-;-;40;-;21;-;-;-;-;-;-;-;-;3;122;-;-;-;-;-;-;-;-;-;-;-;-;2737;80761
06/2024;qtd_aprovada;"411430 MANDIRITUBA";2286;55;82;-;-;130;60;-;-;-;-;-;85;-;-;628;19392;-;-;-;-;-;191;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;22951
06/2024;qtd_aprovada;"411435 MANFRINOPOLIS";509;-;31;-;-;-;-;-;-;-;-;-;-;-;-;55;2426;-;-;-;-;-;123;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;3183
06/2024;qtd_aprovada;"411440 MANGUEIRINHA";-;88;-;293;-;158;-;-;-;-;-;-;204;-;-;138;3634;202;-;-;-;-;18;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;15;-;-;-;4753
06/2024;qtd_aprovada;"411450 MANOEL RIBAS";-;-;-;-;-;99;-;-;-;-;-;-;3;-;-;-;2529;-;1;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;2731
06/2024;qtd_aprovada;"411460 MARECHAL CANDIDO RONDON";21638;-;290;7227;-;27;-;-;-;-;-;-;-;-;-;3244;54331;-;1;-;-;-;2555;-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;173;-;-;-;-;-;-;-;-;-;-;-;-;1570;91065
06/2024;qtd_aprovada;"411470 MARIA HELENA";309;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115;2219;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2643
06/2024;qtd_aprovada;"411480 MARIALVA";3112;-;137;3513;-;347;-;-;-;-;-;-;152;-;-;1931;25253;1540;23;-;-;-;2133;-;7;-;108;-;41;-;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;30;-;-;-;38434
06/2024;qtd_aprovada;"411490 MARILANDIA DO SUL";6055;62;280;-;-;-;-;-;-;-;-;-;-;-;-;-;3999;-;-;-;-;-;60;-;-;-;42;-;2;-;-;-;-;-;-;-;-;-;170;-;-;-;-;-;-;-;-;-;-;-;-;-;10670
06/2024;qtd_aprovada;"411500 MARILENA";-;133;-;1053;-;69;-;-;-;-;-;-;-;-;-;-;2975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4230
06/2024;qtd_aprovada;"411510 MARILUZ";1;23;2;1631;-;-;-;-;-;-;-;-;-;-;-;295;2523;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4497
