periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
02/2025;valor_aprovado;"110010 GUAJARA-MIRIM";-;-;-;2353,80;-;1551,64;9695,95;-;-;-;-;-;755,35;-;-;-;21945,94;3881,41;-;-;-;-;-;-;32,40;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40242,91
02/2025;valor_aprovado;"110011 JARU";-;-;-;104067,63;-;25451,80;11622,05;-;11556,25;-;2955,82;-;1844,36;-;-;47,00;254887,97;-;375,57;-;-;32,36;-;-;587,54;-;105,68;-;-;12,27;164,40;-;-;-;109,94;-;-;-;1647,98;-;-;-;-;-;-;-;-;-;-;57098,25;-;-;-;-;-;472566,87
02/2025;valor_aprovado;"110012 JI-PARANA";294,30;-;194,00;157117,22;6829,14;27460,23;10446,70;132719,45;72831,25;-;8531,20;-;2729,60;-;-;90,00;518148,75;-;362489,70;-;476124,70;201,36;-;22,52;72255,48;-;79,26;-;-;-;-;-;-;-;-;-;-;-;2338,35;8347,51;-;-;-;-;-;-;139786,47;-;1601,70;2217,60;-;-;-;-;-;2002856,49
02/2025;valor_aprovado;"110013 MACHADINHO D'OESTE";5,40;-;-;17937,40;-;11241,13;8226,90;-;-;-;963,20;-;1076,35;-;-;-;116841,55;-;365,90;-;-;8,09;-;-;1512,32;-;5,63;-;-;-;-;-;-;-;-;-;-;-;44,54;-;-;-;-;-;-;-;-;-;-;48326,85;-;-;-;-;-;206555,26
02/2025;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;14,10;4163,55;-;2236,60;4621,10;-;-;-;-;-;36,05;-;-;45,00;30812,48;2973,36;577,56;-;-;-;-;-;615,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8147,70;-;-;-;-;-;54243,10
02/2025;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;85005,40;-;5490,10;22232,10;-;-;-;-;-;793,10;-;-;-;67947,41;-;95,96;-;-;-;-;-;1957,76;-;-;-;-;-;311,30;-;-;-;-;-;-;-;489,94;-;-;-;-;-;-;-;-;-;-;33415,80;-;-;-;-;-;217738,87
02/2025;valor_aprovado;"110018 PIMENTA BUENO";961,20;-;-;19980,05;-;8089,18;13316,60;-;-;-;-;-;8647,27;-;-;-;105840,34;127,94;868,73;-;-;-;-;-;7577,26;-;147,15;-;-;-;-;-;-;-;-;-;-;-;2360,62;-;-;-;-;-;-;-;-;-;-;25056,90;-;-;-;-;-;192973,24
02/2025;valor_aprovado;"110020 PORTO VELHO";1199,90;-;28527,93;2636415,61;375740,02;152830,86;124401,28;644351,82;176300,00;82039,74;29982,50;-;230277,27;281868,50;-;1094,00;2228674,58;27436,93;27573,30;2363137,28;1163262,17;95459,15;6,55;188,12;120705,50;37,70;2412,88;321255,48;20,74;979,37;-;1986,59;207,40;-;164,91;-;118,28;29,86;91462,99;23016,01;37916,60;9553,32;11232,00;-;18460,00;-;304857,99;946787,84;182909,36;1448217,51;-;-;-;-;-;14193099,84
02/2025;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;3835,09;-;4740,58;-;-;-;-;-;-;278,10;-;-;-;5,04;4022,86;8,64;-;-;-;-;-;4009,08;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16916,28
02/2025;valor_aprovado;"110026 RIO CRESPO";-;-;-;1556,20;-;-;-;-;-;-;-;-;-;-;-;-;4587,12;-;-;-;-;-;-;-;46,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6189,64
02/2025;valor_aprovado;"110028 ROLIM DE MOURA";1236,60;-;-;82730,87;-;10056,07;7248,45;11266,74;34501,25;-;-;-;853,84;17,04;-;237,00;171329,94;1850,68;1411,32;-;-;448,79;-;40,79;8579,36;-;-;-;-;-;-;-;-;-;-;-;-;-;984,43;-;-;-;-;-;-;-;64829,02;890,60;-;54460,95;-;-;-;-;-;452973,74
02/2025;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;13693,90;-;1479,75;-;-;-;-;-;-;10,30;-;-;47,00;6183,20;1445,70;-;-;-;-;-;-;564,72;-;-;-;-;-;-;-;-;-;-;-;-;298,60;-;-;-;-;-;-;-;-;-;-;-;10385,10;-;-;-;-;-;34108,27
02/2025;valor_aprovado;"110030 VILHENA";153,90;-;-;4097,13;-;23223,81;25053,60;10376,83;215000,00;-;-;-;6703,88;-;-;201,00;217323,36;3077,01;421,82;-;81617,23;453,04;-;0,77;5981,08;-;90,52;-;-;36,81;-;-;-;-;-;-;12,98;-;2783,75;5786,82;-;-;-;-;-;-;-;7936,50;1168,20;-;-;-;-;-;-;611500,04
02/2025;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;7031,87;-;204,63;2897,40;-;-;-;-;-;41,20;-;-;7,00;20493,10;547,30;272,29;-;-;-;-;-;324,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32254,20;-;-;-;-;-;64072,99
02/2025;valor_aprovado;"110033 NOVA MAMORE";-;-;-;718,93;-;2153,69;3801,05;-;-;-;-;-;72,10;-;-;3,00;44685,95;916,80;171,32;-;-;-;-;-;3890,94;-;5,63;-;-;12,27;-;-;-;-;-;-;-;-;155,89;-;-;-;-;-;-;-;-;-;-;22770,00;-;-;-;-;-;79357,57
02/2025;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;16600,18;-;4733,88;473,00;-;-;-;-;-;-;-;-;-;30238,64;-;-;-;-;-;-;-;241,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52287,46
02/2025;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";229,50;-;-;8045,77;-;-;1258,40;-;-;-;-;-;15,45;-;-;-;18055,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14270,85;-;-;-;-;-;41875,47
02/2025;valor_aprovado;"110040 ALTO PARAISO";-;-;-;25114,48;-;3803,46;3034,90;-;-;-;-;-;123,60;-;-;68,00;32499,55;-;-;-;-;-;-;-;569,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7801,20;-;-;-;-;-;73014,83
02/2025;valor_aprovado;"110045 BURITIS";153,90;-;-;74006,65;-;5077,03;3209,80;-;-;-;-;-;1428,83;-;-;335,00;65905,09;4649,60;118,90;-;-;40,45;-;115,50;2946,86;-;43,31;-;29,86;-;113,80;13,54;-;-;-;-;430,18;29,86;15,15;-;-;-;-;-;-;-;-;-;-;65315,25;-;-;-;-;-;223978,56
02/2025;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;10629,25;-;1982,64;2161,90;-;-;-;-;-;345,05;-;-;-;11550,00;1864,72;-;-;-;-;-;-;1714,94;-;128,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19035,75;-;-;-;-;-;49412,45
02/2025;valor_aprovado;"110060 CACAULANDIA";-;-;-;4827,73;-;-;1274,90;-;-;-;-;-;-;-;-;41,00;12391,37;563,76;2,88;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19113,48
02/2025;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;4163,44;-;513,92;-;-;-;-;-;-;-;-;-;32,00;7734,20;-;-;-;-;-;-;-;32,40;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;633,60;-;-;-;-;-;13120,82
02/2025;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;30341,02;-;1395,29;-;-;-;-;-;-;128,75;-;-;-;16315,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48181,04
02/2025;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;1278,53;-;-;508,20;-;-;-;-;-;-;-;-;8,00;6156,99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7951,72
02/2025;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;10707,11;-;1114,09;-;-;-;-;-;-;180,25;-;-;45,00;18402,58;275,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3786,75;-;-;-;-;-;34511,11
02/2025;valor_aprovado;"110094 CUJUBIM";-;-;-;9,00;-;1053,78;1755,05;-;-;-;-;-;72,10;-;-;-;30461,10;-;-;-;-;-;-;-;448,08;-;-;335,72;-;59,68;-;-;-;-;-;-;-;-;22,27;-;-;-;-;-;-;-;-;-;-;6032,25;-;-;-;-;-;40249,03
02/2025;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;5912,55;-;895,92;-;-;-;-;-;-;360,50;-;-;-;7465,14;-;-;-;-;-;-;-;248,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14882,75
02/2025;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;20395,49;-;1836,28;217,80;-;-;-;-;-;5,15;-;-;-;20233,85;7725,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9675,00;-;1519,65;-;-;-;-;-;61609,05
02/2025;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;3068,54;-;2063,52;2090,00;-;-;-;-;-;46,35;-;-;-;14933,80;393,70;106,56;-;-;-;-;-;2532,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;272,25;-;-;-;-;-;25506,84
02/2025;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;4247,53;-;6634,33;-;-;-;-;-;-;-;-;-;-;20756,42;-;-;-;-;-;-;-;3023,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34662,24
02/2025;valor_aprovado;"110140 MONTE NEGRO";-;-;-;12917,71;-;2570,79;4039,20;-;-;-;-;-;118,45;-;-;156,00;20294,71;1558,55;1,44;-;-;-;-;-;684,40;-;122,57;-;-;-;-;-;-;-;-;-;-;-;400,86;-;-;-;-;-;-;-;-;-;-;11286,00;-;-;-;-;-;54150,68
02/2025;valor_aprovado;"110143 NOVA UNIAO";-;-;-;6967,87;-;4242,62;1789,15;-;-;-;-;-;14843,32;-;-;-;12938,00;-;-;-;-;-;-;-;165,76;-;67,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41014,28
02/2025;valor_aprovado;"110145 PARECIS";-;-;-;6167,00;-;-;-;-;-;-;-;-;-;-;-;-;15703,40;-;1847,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23718,10
02/2025;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;1714,02;-;-;-;-;-;-;-;-;20,60;-;-;27,00;3516,04;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34,65;-;-;-;-;-;5344,71
02/2025;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;2801,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;495,00;-;-;-;-;-;3296,54
02/2025;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;1540,15;-;-;2039,40;-;-;-;-;-;-;-;-;-;16729,67;-;-;-;-;-;-;-;97,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9880,20;-;-;-;-;-;30286,62
02/2025;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;33553,37;-;571,63;2311,10;-;-;-;-;-;242,05;-;-;165,00;15590,31;6095,40;-;-;-;-;-;-;717,48;-;-;-;-;-;-;-;-;-;-;-;25,96;-;22,27;-;-;-;-;-;-;-;-;-;-;29007,00;-;-;-;-;-;88301,57
02/2025;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;8615,05;-;2277,38;5842,65;-;5375,00;-;2022,72;-;3014,64;-;-;53,00;44609,94;588,96;83,86;-;-;-;-;-;707,26;-;26,42;535,52;-;-;976,49;22,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6375,60;-;-;-;-;-;81127,11
02/2025;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;3695,15;-;-;-;-;-;-;-;-;-;-;-;-;10655,77;-;-;-;-;-;-;-;2249,64;-;22,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1656,60;-;-;-;-;-;18279,68
02/2025;valor_aprovado;"110160 THEOBROMA";159,30;-;-;12160,05;-;1286,56;726,00;-;-;-;-;-;-;-;-;-;16478,45;-;36,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30846,95
02/2025;valor_aprovado;"110170 URUPA";-;-;42,30;13634,68;-;997,69;-;194,88;-;-;-;-;37,40;-;-;3,00;20184,99;-;-;-;-;-;-;-;2001,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37096,60
02/2025;valor_aprovado;"110175 VALE DO ANARI";-;-;-;4616,33;-;-;949,30;-;-;-;-;-;-;-;-;-;8695,78;-;41,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23552,10;-;-;-;-;-;37855,14
02/2025;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;3331,59;-;-;-;-;-;-;-;-;5,15;-;-;-;11241,31;-;-;-;-;-;-;-;217,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14795,73
02/2025;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2025;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9386,72;-;-;-;-;-;-;-;3078,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12465,60
02/2025;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;18565,79;-;2053,34;-;-;-;-;-;-;222,10;-;-;58,00;17763,71;-;-;-;-;-;-;-;569,24;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39249,07
02/2025;valor_aprovado;"120010 BRASILEIA";-;-;-;55353,47;-;95907,42;3518,35;31776,97;-;-;-;-;86,07;1473,70;-;150,00;43052,93;1088,96;2202,45;-;176733,39;2073,61;-;-;5937,72;-;796,83;-;-;-;1810,31;-;-;-;-;-;-;-;-;2918,40;-;-;-;-;-;-;-;-;2354,17;-;-;-;-;-;-;427234,75
02/2025;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2025;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1234,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1234,02
02/2025;valor_aprovado;"120020 CRUZEIRO DO SUL";231,78;-;-;261799,53;-;20235,70;39135,29;97330,89;143697,50;-;1382,02;-;10012,75;8006,98;-;529,00;183766,88;8801,58;4555,48;-;188951,26;6578,00;-;-;4231,92;-;105,68;-;-;-;-;-;-;-;-;-;-;-;30,30;1505,53;-;-;-;-;-;-;9972,02;9459,48;4307,44;-;-;-;-;-;-;1004627,01
02/2025;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91,80
02/2025;valor_aprovado;"120030 FEIJO";-;-;-;32831,08;-;4258,91;-;-;-;-;-;-;-;-;-;-;24379,64;-;-;-;-;-;-;-;338,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61807,79
02/2025;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2163,09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2163,09
02/2025;valor_aprovado;"120033 MANCIO LIMA";-;-;-;14013,22;-;5040,70;-;-;-;-;-;-;365,65;-;-;-;38184,53;270,86;-;-;-;-;-;-;7211,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65086,84
02/2025;valor_aprovado;"120034 MANOEL URBANO";-;-;-;12501,65;-;358,23;-;-;-;-;-;-;123,60;-;-;18,00;19356,08;-;-;-;-;-;-;-;1017,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33375,48
02/2025;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;9882,54;-;-;-;-;-;-;-;-;-;-;-;42,00;14685,32;-;-;-;-;-;-;-;118,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24728,26
02/2025;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;20516,57;-;5726,20;-;-;-;-;-;-;272,95;-;-;-;29067,02;-;-;-;-;-;-;-;3835,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59418,16
02/2025;valor_aprovado;"120039 PORTO WALTER";-;-;-;-;-;486,63;-;-;-;-;-;-;338,84;-;-;2,00;7821,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8648,55
02/2025;valor_aprovado;"120040 RIO BRANCO";9378,26;-;19081,36;1124320,93;107164,73;154358,67;162216,38;697973,83;284606,25;31253,56;14928,44;15132,90;151124,84;908302,50;-;6659,00;964810,32;10152,05;2458,45;968121,31;1239965,74;34921,71;4282,19;287,71;96998,14;-;1705,87;215984,88;59,72;779,16;-;1440,60;-;-;67,94;-;2027,76;59,72;8484,87;1158,10;97865,85;-;-;-;24084,00;-;212455,50;217851,67;84585,28;823930,80;-;-;-;-;-;8701040,99
