periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
10/2025;qtd_aprovada;"210430 GODOFREDO VIANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;158
10/2025;qtd_aprovada;"210440 GONCALVES DIAS";-;8;-;92;-;-;-;-;-;-;-;-;79;-;-;54;8259;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;5228;-;-;-;-;-;-;13776
10/2025;qtd_aprovada;"210450 GOVERNADOR ARCHER";-;10;394;1575;-;-;-;-;-;-;-;-;-;-;-;164;7886;-;27;-;-;-;-;-;-;-;-;293;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;4640;-;-;-;-;-;-;15057
10/2025;qtd_aprovada;"210455 GOVERNADOR EDISON LOBAO";29;26;-;3127;-;-;118;-;-;-;-;-;37;-;-;181;8548;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;2447;-;-;-;-;-;-;14559
10/2025;qtd_aprovada;"210460 GOVERNADOR EUGENIO BARROS";12;43;-;1127;-;-;133;-;-;-;-;-;472;-;-;1096;4491;-;-;-;-;-;-;-;-;-;-;415;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;2121;-;-;-;-;-;-;9948
10/2025;qtd_aprovada;"210462 GOVERNADOR LUIZ ROCHA";443;26;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1559;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;661;-;-;-;-;-;-;2730
10/2025;qtd_aprovada;"210465 GOVERNADOR NEWTON BELLO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"210467 GOVERNADOR NUNES FREIRE";609;14;-;5656;-;2996;148;-;-;-;-;-;-;16;-;313;6171;77;146;-;-;-;-;-;169;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6944;-;-;-;-;-;-;23284
10/2025;qtd_aprovada;"210470 GRACA ARANHA";-;10;-;1185;-;-;-;-;-;-;-;-;-;-;-;-;1662;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2600;-;-;-;-;-;-;5477
10/2025;qtd_aprovada;"210480 GRAJAU";5415;115;10;23598;808;3261;436;-;-;-;-;-;284;-;58;2360;50348;297;6;-;-;-;84;-;-;-;-;620;-;75;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1180;-;-;43225;-;-;-;-;-;-;132197
10/2025;qtd_aprovada;"210490 GUIMARAES";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;273;3963;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4317
10/2025;qtd_aprovada;"210500 HUMBERTO DE CAMPOS";-;-;29;2956;-;-;334;-;-;-;-;-;167;-;-;309;9419;432;-;-;-;-;111;-;-;-;-;158;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;17;-;-;-;-;-;-;13963
10/2025;qtd_aprovada;"210510 ICATU";226;21;-;-;-;379;80;-;-;-;-;-;-;-;-;335;7163;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1296;-;-;-;-;-;-;9547
10/2025;qtd_aprovada;"210515 IGARAPE DO MEIO";-;41;-;2578;-;323;308;-;-;-;-;-;-;-;51;806;5287;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;195;-;-;-;-;-;-;9631
10/2025;qtd_aprovada;"210520 IGARAPE GRANDE";-;-;-;-;-;-;116;314;-;-;-;-;-;-;-;-;5034;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;5501
10/2025;qtd_aprovada;"210530 IMPERATRIZ";9352;143;1111;179507;1862;6514;2312;3533;797;38;125;-;4060;2469;5;9937;258733;1731;884;928;6462;2801;87;-;-;-;-;2572;-;54;192;-;5;186;86;-;-;-;-;127;1232;-;541;54;-;-;-;-;-;-;-;2581;108;-;16105;-;-;-;-;-;-;517234
10/2025;qtd_aprovada;"210535 ITAIPAVA DO GRAJAU";39;158;-;1626;-;47;136;-;-;-;29;-;8;-;-;216;4833;-;-;-;-;-;55;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1753;-;-;-;-;-;-;8979
10/2025;qtd_aprovada;"210540 ITAPECURU MIRIM";10;41;133;15001;-;982;705;-;-;-;-;-;187;71;-;2048;34163;30;131;-;-;-;-;-;-;-;-;537;-;20;-;-;2;-;-;-;-;-;-;-;-;-;96;-;-;-;-;-;-;-;-;-;-;-;7011;-;-;-;-;-;-;61168
10/2025;qtd_aprovada;"210542 ITINGA DO MARANHAO";-;12;-;4379;-;97;29;-;-;-;-;-;-;-;-;10;4581;-;-;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9219
10/2025;qtd_aprovada;"210545 JATOBA";-;27;-;1241;-;105;87;-;-;-;-;-;117;-;-;-;826;-;-;-;-;-;-;-;-;-;-;54;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;2483
10/2025;qtd_aprovada;"210547 JENIPAPO DOS VIEIRAS";1;11;-;2269;-;294;114;-;-;-;-;-;11;-;-;-;10980;-;3;-;-;-;2;-;-;-;-;25;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2092;-;-;-;-;-;-;15808
10/2025;qtd_aprovada;"210550 JOAO LISBOA";20;38;-;-;-;-;-;-;-;-;-;-;269;-;-;815;11528;218;-;-;-;-;93;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;13053
10/2025;qtd_aprovada;"210560 JOSELANDIA";-;17;-;746;-;698;-;-;-;-;-;-;9;-;-;-;7843;-;-;-;-;-;-;-;-;-;-;266;-;-;-;-;-;-;-;-;-;-;-;-;649;-;-;-;-;-;-;-;-;-;-;-;-;-;2066;-;-;-;-;-;-;12294
10/2025;qtd_aprovada;"210565 JUNCO DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;22
10/2025;qtd_aprovada;"210570 LAGO DA PEDRA";5868;20;-;10970;-;573;537;749;-;-;13;-;179;-;2;1452;50697;406;-;-;-;-;268;-;-;-;-;130;-;16;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;1108;-;-;4149;-;-;-;-;-;-;77199
10/2025;qtd_aprovada;"210580 LAGO DO JUNCO";-;14;-;903;-;198;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;2508;-;-;-;-;-;-;3741
10/2025;qtd_aprovada;"210590 LAGO VERDE";-;11;-;272;-;282;57;-;-;-;-;-;-;-;-;179;3497;-;-;-;-;-;-;-;-;-;-;17;-;2;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;36;-;-;3952;-;-;-;-;-;-;8330
10/2025;qtd_aprovada;"210592 LAGOA DO MATO";-;73;-;2161;-;-;-;-;-;-;-;-;-;-;-;2;9311;434;-;-;-;-;-;-;167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;232;-;-;854;-;-;-;-;-;-;13234
10/2025;qtd_aprovada;"210594 LAGO DOS RODRIGUES";-;7;-;-;-;183;91;-;-;-;-;-;12;-;-;33;7031;-;-;-;-;-;97;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;7494
10/2025;qtd_aprovada;"210596 LAGOA GRANDE DO MARANHAO";-;17;25;-;-;-;-;-;-;-;-;-;-;-;-;-;5448;377;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1401;-;-;-;-;-;-;7336
10/2025;qtd_aprovada;"210598 LAJEADO NOVO";113;9;-;-;-;-;-;-;-;-;-;-;-;-;-;10;1323;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;1509
10/2025;qtd_aprovada;"210600 LIMA CAMPOS";102;46;64;2544;-;1;112;-;-;-;-;-;20;-;-;603;12591;6;116;-;-;-;84;-;-;-;-;78;-;16;9;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1667;-;-;-;-;-;-;18078
10/2025;qtd_aprovada;"210610 LORETO";166;-;-;1254;-;-;12;-;-;-;-;-;5;-;-;198;729;-;-;-;-;-;-;-;-;-;-;19;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;2404
10/2025;qtd_aprovada;"210620 LUIS DOMINGUES";498;36;-;-;-;-;71;-;-;-;-;-;292;-;-;320;3124;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;376;-;-;-;-;-;-;4755
10/2025;qtd_aprovada;"210630 MAGALHAES DE ALMEIDA";-;-;-;-;-;-;-;-;-;-;-;-;167;-;-;78;6329;218;-;-;-;-;90;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;667;-;-;-;-;-;-;7665
10/2025;qtd_aprovada;"210632 MARACACUME";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"210635 MARAJA DO SENA";750;6;19;639;-;-;-;-;-;-;-;-;-;-;-;565;2747;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;945;-;-;-;-;-;-;5749
10/2025;qtd_aprovada;"210637 MARANHAOZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"210640 MATA ROMA";-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;148;12269;-;-;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12520
10/2025;qtd_aprovada;"210650 MATINHA";-;34;-;-;-;686;58;-;-;-;-;-;-;-;-;612;10370;-;79;-;-;-;-;-;-;-;-;60;-;7;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;1014;-;-;-;-;-;-;12962
10/2025;qtd_aprovada;"210660 MATOES";6052;19;-;3235;-;1357;45;-;-;-;-;-;35;-;-;418;15535;-;-;-;-;-;-;-;-;-;-;157;-;1;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;26892
10/2025;qtd_aprovada;"210663 MATOES DO NORTE";1597;64;26;10567;-;138;697;-;-;-;106;-;1068;-;-;716;11083;5;71;-;-;-;-;-;-;-;-;714;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;1042;-;-;-;-;-;-;27952
10/2025;qtd_aprovada;"210667 MILAGRES DO MARANHAO";48;-;7;-;-;420;-;-;-;-;-;-;-;-;-;892;3060;-;9;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;4465
10/2025;qtd_aprovada;"210670 MIRADOR";600;5;-;1800;-;1097;182;-;-;-;-;-;-;-;-;-;4465;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;9776;-;-;-;-;-;-;17951
10/2025;qtd_aprovada;"210675 MIRANDA DO NORTE";1185;312;17;1301;-;611;200;-;-;-;-;-;42;-;-;1594;23991;218;29;-;-;-;-;-;-;-;-;373;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;3894;-;-;-;-;-;-;33796
10/2025;qtd_aprovada;"210680 MIRINZAL";-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;326;2609;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;3022
10/2025;qtd_aprovada;"210690 MONCAO";-;23;-;10853;-;-;263;-;-;-;-;-;248;-;-;-;18954;218;-;-;-;-;20;-;-;-;-;244;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;4;-;-;-;-;-;-;30859
10/2025;qtd_aprovada;"210700 MONTES ALTOS";6;21;-;-;-;-;110;-;-;-;-;-;-;-;-;405;10555;-;-;-;-;-;-;-;-;-;-;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;1756;-;-;-;-;-;-;13009
10/2025;qtd_aprovada;"210710 MORROS";-;31;-;16378;-;1272;81;-;-;-;-;-;40;-;-;358;18374;-;-;-;-;-;50;-;-;-;-;134;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1110;-;-;-;-;-;-;37828
10/2025;qtd_aprovada;"210720 NINA RODRIGUES";1450;-;-;1795;-;112;71;-;-;-;-;-;56;-;-;358;13945;-;1;-;-;-;-;-;-;-;-;270;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1189;-;-;-;-;-;-;19269
10/2025;qtd_aprovada;"210725 NOVA COLINAS";300;5;-;1212;-;-;-;-;-;-;-;-;-;-;-;714;3673;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;6031
10/2025;qtd_aprovada;"210730 NOVA IORQUE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
10/2025;qtd_aprovada;"210735 NOVA OLINDA DO MARANHAO";-;15;-;23;-;131;109;-;-;-;-;-;50;-;-;-;2664;-;26;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;1440;-;-;-;-;-;-;4541
10/2025;qtd_aprovada;"210740 OLHO D'AGUA DAS CUNHAS";-;-;-;682;-;220;195;-;-;-;-;-;15;-;-;1558;8577;25;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2603;-;-;-;-;-;-;13937
10/2025;qtd_aprovada;"210745 OLINDA NOVA DO MARANHAO";-;111;12;1487;-;-;69;-;-;-;-;-;-;-;-;553;7800;-;-;-;-;-;-;-;-;-;-;113;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;783;-;-;-;-;-;-;10955
10/2025;qtd_aprovada;"210750 PACO DO LUMIAR";5665;180;-;43437;-;2393;672;-;-;-;-;-;1732;-;146;3005;100811;1409;-;-;-;-;-;-;-;-;-;496;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2111;-;-;-;-;-;-;162057
10/2025;qtd_aprovada;"210760 PALMEIRANDIA";318;26;-;43;-;2154;60;-;-;-;-;-;-;-;-;-;10424;-;-;-;-;-;20;-;-;-;-;127;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;960;-;-;-;-;-;-;14152
10/2025;qtd_aprovada;"210770 PARAIBANO";-;52;-;1824;-;-;80;-;-;-;-;-;-;-;-;316;15834;113;-;-;-;-;-;-;-;-;-;48;-;14;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;601;-;-;-;-;-;-;18921
10/2025;qtd_aprovada;"210780 PARNARAMA";11;12;-;6101;-;377;473;-;-;-;28;-;-;-;-;874;20350;590;45;-;-;-;-;-;-;-;-;35;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1712;-;-;-;-;-;-;30645
10/2025;qtd_aprovada;"210790 PASSAGEM FRANCA";10;26;-;804;-;-;-;-;-;-;-;-;-;-;-;431;9276;-;-;-;-;-;-;-;-;-;-;140;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1950;-;-;-;-;-;-;12701
10/2025;qtd_aprovada;"210800 PASTOS BONS";12;-;-;4970;-;1474;-;-;-;-;-;-;-;-;-;-;6047;92;-;-;-;-;134;-;16;-;-;459;-;-;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13291
10/2025;qtd_aprovada;"210805 PAULINO NEVES";-;-;-;5577;-;14;224;-;-;-;-;-;37;-;-;342;7971;-;4;-;-;-;-;-;-;-;-;790;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14996
10/2025;qtd_aprovada;"210810 PAULO RAMOS";1790;91;26;181;-;74;284;-;-;-;-;-;-;-;-;1489;15029;193;-;-;-;-;-;-;-;-;-;212;-;5;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;19419
10/2025;qtd_aprovada;"210820 PEDREIRAS";1652;81;-;5264;-;856;168;312;-;-;26;-;876;669;-;722;31389;1054;75;-;1364;451;675;-;-;-;-;368;-;77;-;-;-;-;-;-;-;-;-;240;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;46362
10/2025;qtd_aprovada;"210825 PEDRO DO ROSARIO";-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1662;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1706
10/2025;qtd_aprovada;"210830 PENALVA";-;77;-;3567;-;-;97;-;-;-;-;-;-;-;-;378;8976;-;-;-;-;-;115;-;-;-;-;93;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;13335
10/2025;qtd_aprovada;"210840 PERI MIRIM";-;-;-;800;-;-;-;-;-;-;-;-;-;-;-;-;1611;-;-;-;-;-;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;924;-;-;-;-;-;-;3472
10/2025;qtd_aprovada;"210845 PERITORO";-;15;-;17954;-;716;588;-;-;-;-;-;32;-;-;40;35784;2500;552;-;-;-;-;-;-;-;-;203;-;6;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;652;-;-;-;-;-;-;59058
10/2025;qtd_aprovada;"210850 PINDARE-MIRIM";-;15;-;2610;-;1328;86;-;-;-;-;-;461;-;-;9781;22840;146;-;-;-;-;18;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;37398
10/2025;qtd_aprovada;"210860 PINHEIRO";3353;71;-;9030;-;1476;1000;-;-;-;185;-;783;821;-;2579;72490;-;37;-;3226;844;-;-;-;-;-;21;-;1;167;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;96107
10/2025;qtd_aprovada;"210870 PIO XII";-;-;-;1233;410;77;55;-;-;-;-;-;-;-;-;1093;10388;-;1;-;-;-;-;-;-;-;-;123;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;798;-;-;-;-;-;-;14198
10/2025;qtd_aprovada;"210880 PIRAPEMAS";2;13;-;2483;-;126;197;-;-;-;-;-;43;-;-;452;11740;-;-;-;-;-;-;-;-;-;-;444;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1052;-;-;-;-;-;-;16556
10/2025;qtd_aprovada;"210890 POCAO DE PEDRAS";-;43;3;4815;-;327;122;-;-;-;-;-;-;-;-;609;15237;500;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;2009;-;-;-;-;-;-;23732
10/2025;qtd_aprovada;"210900 PORTO FRANCO";26;32;9;6943;33;1086;-;538;-;-;47;-;158;-;-;717;16876;362;-;-;-;-;-;-;-;-;-;162;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;10817;-;-;-;-;-;-;37897
10/2025;qtd_aprovada;"210905 PORTO RICO DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;qtd_aprovada;"210910 PRESIDENTE DUTRA";5291;226;-;6651;-;836;707;1222;-;-;140;-;777;439;1;699;61467;246;71;-;1560;33;5356;-;-;-;-;196;-;80;-;-;-;-;-;-;-;-;-;568;-;-;4;13;-;-;-;-;-;-;-;196;29;-;7500;-;-;-;-;-;-;94308
10/2025;qtd_aprovada;"210920 PRESIDENTE JUSCELINO";43;19;-;496;-;202;-;-;-;-;-;-;17;-;-;239;10009;-;-;-;-;-;86;-;-;-;-;145;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;19;-;-;462;-;-;-;-;-;-;11739
10/2025;qtd_aprovada;"210923 PRESIDENTE MEDICI";3;-;-;7623;-;214;189;-;-;-;-;-;350;-;-;515;6747;-;-;-;-;-;-;-;-;-;-;182;-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;15923
10/2025;qtd_aprovada;"210927 PRESIDENTE SARNEY";318;39;-;43;-;318;99;-;-;-;-;-;8;-;-;-;10333;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;409;-;-;-;-;-;-;11589
10/2025;qtd_aprovada;"210930 PRESIDENTE VARGAS";-;-;-;880;-;148;-;-;-;-;-;-;-;-;-;273;10263;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;11593
10/2025;qtd_aprovada;"210940 PRIMEIRA CRUZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
