periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
04/2024;qtd_aprovada;"312670 FRANCISCO SA";698;-;2;6774;-;710;-;-;-;-;11;-;233;2;-;233;17538;779;-;-;-;2;100;-;-;54;-;-;-;-;2;-;1;-;-;-;-;153;-;-;-;-;-;-;-;-;-;-;-;-;1912;29204
04/2024;qtd_aprovada;"312675 FRANCISCOPOLIS";-;67;116;868;-;95;-;-;-;-;-;-;6;-;-;72;598;232;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;635;2735
04/2024;qtd_aprovada;"312680 FREI GASPAR";-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;214
04/2024;qtd_aprovada;"312690 FREI INOCENCIO";-;6;-;2190;-;-;-;-;-;-;-;-;-;-;-;-;2026;148;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;4390
04/2024;qtd_aprovada;"312695 FREI LAGONEGRO";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1578;1612
04/2024;qtd_aprovada;"312700 FRONTEIRA";-;40;69;2823;-;1128;90;-;-;-;-;-;300;-;-;628;29603;-;34;-;-;-;-;-;-;60;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;1850;36672
04/2024;qtd_aprovada;"312705 FRONTEIRA DOS VALES";5221;-;239;-;-;-;-;-;-;-;-;-;54;-;-;48;7945;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2529;16059
04/2024;qtd_aprovada;"312707 FRUTA DE LEITE";-;8;-;934;-;-;-;-;-;-;-;-;-;-;-;-;1029;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;2255;4334
04/2024;qtd_aprovada;"312710 FRUTAL";15368;47;212;21999;622;2581;1320;-;-;-;110;-;1546;-;-;515;47973;1337;20;-;1220;14;225;4;-;776;-;25;10;-;-;-;2;-;-;-;-;382;-;-;20;-;-;-;-;-;-;33;17;-;1060;97438
04/2024;qtd_aprovada;"312720 FUNILANDIA";-;20;-;2472;-;-;-;-;-;-;-;-;-;-;-;-;1234;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;62;3810
04/2024;qtd_aprovada;"312730 GALILEIA";94;6;-;1767;-;-;-;-;-;-;-;-;-;-;-;38;1051;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2646;5604
04/2024;qtd_aprovada;"312733 GAMELEIRAS";3;26;-;-;-;249;-;-;-;-;-;-;44;-;-;7;48;-;-;-;-;-;96;-;-;97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;1081;1699
04/2024;qtd_aprovada;"312735 GLAUCILANDIA";18;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;123;370
04/2024;qtd_aprovada;"312737 GOIABEIRA";27;42;-;-;-;3;-;-;-;-;-;-;-;-;-;29;546;445;13;-;-;-;315;-;-;1;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;22;-;-;277;1753
04/2024;qtd_aprovada;"312738 GOIANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51
04/2024;qtd_aprovada;"312740 GONCALVES";-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;236;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1571;1877
04/2024;qtd_aprovada;"312750 GONZAGA";-;23;-;429;-;-;-;-;-;-;-;-;-;-;-;-;312;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;2813;3590
04/2024;qtd_aprovada;"312760 GOUVEIA";-;14;-;1541;995;148;-;-;-;-;-;-;137;-;-;-;1530;719;-;-;-;-;-;-;-;-;-;-;168;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;2980;8256
04/2024;qtd_aprovada;"312770 GOVERNADOR VALADARES";23825;246;691;103439;2930;6856;4135;3340;459;237;799;7;13548;1927;428;464;180994;1321;3598;1279;6384;2651;786;13;-;3444;-;226;618;2;24;89;25;-;-;1;-;170;81;712;90;156;-;-;-;3;297013;4046;130;-;-;667187
04/2024;qtd_aprovada;"312780 GRAO MOGOL";182;14;-;6740;-;308;-;-;-;-;-;-;106;-;-;31;6579;-;2;-;-;-;184;-;-;65;-;17;-;-;-;-;-;-;-;-;-;66;-;1;-;-;-;-;-;-;-;43;-;-;1948;16286
04/2024;qtd_aprovada;"312790 GRUPIARA";644;9;-;-;-;-;-;-;-;-;-;-;-;-;-;94;1266;20;-;-;-;-;120;-;-;4;-;3;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;50;2229
04/2024;qtd_aprovada;"312800 GUANHAES";9067;146;152;4573;-;1086;403;187;24;7;41;-;1000;-;-;1054;26969;586;902;-;-;-;-;-;-;196;-;3;72;2;-;18;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;6366;52923
04/2024;qtd_aprovada;"312810 GUAPE";9228;-;56;1946;-;345;-;-;-;-;-;-;-;-;1;314;16414;22;-;-;-;-;372;-;-;48;-;1;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;2803;31587
04/2024;qtd_aprovada;"312820 GUARACIABA";-;63;-;-;-;14;-;-;-;-;-;-;-;-;-;65;1680;459;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;970;3267
04/2024;qtd_aprovada;"312825 GUARACIAMA";-;5;-;-;-;2;-;-;-;-;-;-;-;-;-;-;216;-;-;-;-;-;8;-;-;3;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;1248;1486
04/2024;qtd_aprovada;"312830 GUARANESIA";5958;13;14;2072;-;9;261;-;-;-;-;-;15;-;-;22;5197;32;22;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;577;14216
04/2024;qtd_aprovada;"312840 GUARANI";-;11;-;1622;-;-;99;-;-;-;-;-;-;-;-;-;4346;164;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1945;8207
04/2024;qtd_aprovada;"312850 GUARARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1270;135;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;198;1654
04/2024;qtd_aprovada;"312860 GUARDA-MOR";-;10;-;4275;-;234;18;-;-;-;-;-;95;-;-;340;4032;460;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;932;10426
04/2024;qtd_aprovada;"312870 GUAXUPE";2695;218;75;24367;97;1488;971;106;28;-;134;-;761;-;-;553;37869;591;-;-;1720;1;890;22;-;169;-;10;34;-;1;-;-;-;-;-;-;144;-;-;24;-;-;-;-;-;-;6;47;-;6018;79039
04/2024;qtd_aprovada;"312880 GUIDOVAL";30;81;3;2895;-;-;-;-;-;-;-;-;128;-;-;-;989;493;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;21;-;-;34;4771
04/2024;qtd_aprovada;"312890 GUIMARANIA";30;15;-;-;-;94;-;-;-;-;-;-;-;-;-;-;151;303;-;-;-;-;48;-;-;25;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;20;-;-;15;717
04/2024;qtd_aprovada;"312900 GUIRICEMA";163;9;54;1192;-;-;50;-;-;-;-;-;47;-;-;417;2082;-;-;-;-;-;788;11;-;52;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;23;-;-;1854;6744
04/2024;qtd_aprovada;"312910 GURINHATA";41;4;-;900;-;99;-;-;-;-;-;-;14;-;-;-;716;-;-;-;-;-;67;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1999;3875
04/2024;qtd_aprovada;"312920 HELIODORA";-;39;-;594;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;704;1383
04/2024;qtd_aprovada;"312930 IAPU";-;9;-;4694;-;-;-;-;-;-;-;-;111;-;-;-;873;339;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1081;7127
04/2024;qtd_aprovada;"312940 IBERTIOGA";-;-;-;1127;-;24;-;-;-;-;-;-;6;-;-;300;2652;335;-;-;-;-;-;5;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;4477
04/2024;qtd_aprovada;"312950 IBIA";3;64;1;15443;-;669;310;-;-;-;-;-;128;-;-;27;24298;1065;-;-;-;-;-;-;-;15;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4244;46291
04/2024;qtd_aprovada;"312960 IBIAI";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3059;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1527;4647
04/2024;qtd_aprovada;"312965 IBIRACATU";-;10;-;298;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;104;454
04/2024;qtd_aprovada;"312970 IBIRACI";3336;12;-;24683;-;1766;250;-;-;-;-;-;356;-;-;929;35445;87;1;-;-;-;-;-;-;100;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4965;71935
04/2024;qtd_aprovada;"312980 IBIRITE";86;92;80;47775;494;3366;891;44;-;-;61;-;1111;24;-;2578;58640;2518;21;-;-;13;287;-;-;880;-;7;-;-;1;12;-;-;-;1;-;144;5;63;-;-;-;-;-;-;-;-;-;-;204;119398
04/2024;qtd_aprovada;"312990 IBITIURA DE MINAS";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
04/2024;qtd_aprovada;"313000 IBITURUNA";465;7;-;-;-;1;-;-;-;-;-;-;-;-;-;157;1592;-;-;-;-;-;185;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;20;-;-;-;2447
04/2024;qtd_aprovada;"313005 ICARAI DE MINAS";992;4;-;5781;-;-;-;-;-;-;-;-;-;-;-;121;6038;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;324;13260
04/2024;qtd_aprovada;"313010 IGARAPE";7491;81;1678;20301;-;2095;2303;193;168;118;950;-;6651;-;-;1732;53277;424;2833;-;-;-;-;102;-;-;-;44;732;-;24;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;20;-;1;620;101862
04/2024;qtd_aprovada;"313020 IGARATINGA";488;52;17;7724;-;-;-;-;-;-;-;-;-;-;-;65;9839;378;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;944;19549
04/2024;qtd_aprovada;"313030 IGUATAMA";10;16;4;3044;-;350;145;-;-;-;-;-;113;-;-;1;7865;-;24;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1351;12936
04/2024;qtd_aprovada;"313040 IJACI";15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;96
04/2024;qtd_aprovada;"313050 ILICINEA";-;85;-;3564;-;504;-;-;-;-;-;-;15;-;-;-;612;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;4794
04/2024;qtd_aprovada;"313055 IMBE DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;777;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;930;1707
04/2024;qtd_aprovada;"313060 INCONFIDENTES";-;59;-;-;-;-;-;-;-;-;-;-;36;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;229
04/2024;qtd_aprovada;"313065 INDAIABIRA";-;-;-;1402;-;-;-;-;-;-;-;-;-;-;-;-;274;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;49;-;-;-;1732
04/2024;qtd_aprovada;"313070 INDIANOPOLIS";23;1;-;3348;-;146;-;-;-;-;-;-;-;-;-;-;491;459;-;-;-;-;36;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;972;5519
04/2024;qtd_aprovada;"313080 INGAI";-;-;-;790;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;790
04/2024;qtd_aprovada;"313090 INHAPIM";2;13;46;4371;1548;24;-;-;-;-;-;-;89;-;-;114;12409;819;-;-;-;-;-;-;-;129;-;5;-;-;-;-;-;-;-;-;1;-;-;43;-;-;-;-;-;-;-;-;-;-;12342;31955
04/2024;qtd_aprovada;"313100 INHAUMA";-;41;-;1792;-;-;-;-;-;-;-;-;42;-;-;-;1632;64;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;224;3906
04/2024;qtd_aprovada;"313110 INIMUTABA";96;8;-;4352;-;-;68;-;-;-;-;-;97;-;-;-;350;94;-;-;-;-;425;56;-;6;-;11;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;2831;8401
04/2024;qtd_aprovada;"313115 IPABA";10;35;13;4813;-;334;131;-;-;-;-;-;105;-;-;93;8283;843;-;-;-;-;80;-;-;36;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;632;15446
04/2024;qtd_aprovada;"313120 IPANEMA";412;92;168;5627;-;1255;103;-;-;-;-;-;-;-;-;2664;12519;261;-;-;-;-;-;-;-;64;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;4340;27566
04/2024;qtd_aprovada;"313130 IPATINGA";773;406;150;139368;1020;10310;5403;2087;396;159;242;4;16358;2064;3;5751;66761;7130;2068;1805;2863;1643;2039;64;-;707;-;19;345;2;81;51;8;2;-;6;-;302;8;205;38;90;-;-;-;129;-;4770;164;-;5142;280936
04/2024;qtd_aprovada;"313140 IPIACU";1007;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;617;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;899;2531
04/2024;qtd_aprovada;"313150 IPUIUNA";1;18;-;3650;-;-;131;41;-;-;-;-;22;-;-;1;3220;385;-;-;-;-;-;10;-;11;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;110;7626
04/2024;qtd_aprovada;"313160 IRAI DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;85;-;-;99;2821;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;117;3149
04/2024;qtd_aprovada;"313170 ITABIRA";21290;1398;212;68132;774;3890;2951;1273;289;107;540;3;2942;139;-;1861;41730;2909;1248;741;2840;73;974;111;-;370;-;44;134;26;51;35;47;-;-;4;-;81;1;338;28;-;-;-;-;-;299345;51;77;-;38;457097
04/2024;qtd_aprovada;"313180 ITABIRINHA";299;15;-;2802;-;508;143;-;-;-;-;-;-;-;-;195;5477;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1276;10739
04/2024;qtd_aprovada;"313190 ITABIRITO";352;44;252;2441;-;2252;523;-;-;-;4;-;345;-;-;2462;50664;969;152;-;-;3;814;15;-;209;-;2;-;-;-;1;9;-;-;-;-;47;-;22;-;-;-;-;-;-;-;103;-;-;1167;62852
04/2024;qtd_aprovada;"313200 ITACAMBIRA";5;17;-;572;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;679;1333
04/2024;qtd_aprovada;"313210 ITACARAMBI";5511;112;16;4919;-;360;152;-;-;-;-;-;556;-;-;76;38184;501;11;-;-;-;363;3;-;24;-;3;52;-;-;-;-;-;-;-;-;186;-;-;-;-;-;-;-;-;-;37;-;-;12110;63176
04/2024;qtd_aprovada;"313220 ITAGUARA";2920;408;34;1049;-;270;14;-;-;-;-;-;64;-;-;54;10590;182;-;-;-;-;-;-;-;29;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;2690;18362
04/2024;qtd_aprovada;"313230 ITAIPE";-;-;-;1470;-;213;-;-;-;-;-;-;-;-;-;-;309;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;2058
04/2024;qtd_aprovada;"313240 ITAJUBA";10188;489;1605;31540;563;2379;913;120;28;50;37;-;4502;61;-;1048;27425;1566;236;-;2421;17;439;-;-;46;-;2;379;-;-;8;3;-;-;-;-;229;-;-;24;124;-;-;-;120;-;56;24;-;1105;87747
04/2024;qtd_aprovada;"313250 ITAMARANDIBA";43321;76;251;8923;-;2082;197;-;-;-;46;-;93;-;-;3380;61489;198;2;-;-;-;1688;46;-;59;-;7;19;-;-;-;-;-;-;-;-;186;-;1;-;-;-;-;-;-;-;22;-;-;2600;124686
04/2024;qtd_aprovada;"313260 ITAMARATI DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;137
04/2024;qtd_aprovada;"313270 ITAMBACURI";4;57;-;8302;-;778;-;-;-;-;-;-;45;-;-;-;10222;360;1;-;-;-;22;-;-;19;-;-;-;-;-;-;1;-;-;-;-;22;-;3;-;-;-;-;-;-;-;53;-;-;620;20509
04/2024;qtd_aprovada;"313280 ITAMBE DO MATO DENTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1817;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1817
04/2024;qtd_aprovada;"313290 ITAMOGI";-;25;-;19612;120;2370;812;34;79;-;218;-;832;-;-;19;25123;1105;1;-;-;-;2;-;-;41;-;7;12;-;26;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;26;-;-;8292;58762
04/2024;qtd_aprovada;"313300 ITAMONTE";1525;51;37;-;-;284;-;-;-;-;-;-;21;-;-;90;5108;348;-;-;-;-;421;152;-;10;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;8095
04/2024;qtd_aprovada;"313310 ITANHANDU";367;119;1090;6756;-;633;98;-;-;-;-;-;4253;-;1;632;12736;-;4389;-;-;-;332;-;-;50;-;40;433;-;-;1;-;-;-;-;-;139;-;-;-;-;-;-;-;-;-;25;-;-;524;32618
04/2024;qtd_aprovada;"313320 ITANHOMI";1;25;1;2458;-;148;-;-;-;-;-;-;-;-;-;-;578;-;10;-;-;-;-;5;-;20;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;528;3776
04/2024;qtd_aprovada;"313330 ITAOBIM";204;-;5;7899;1485;665;32;-;-;-;-;-;76;-;-;-;7370;-;548;-;2220;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;15;13;-;-;-;-;-;-;45;21;-;1806;22441
04/2024;qtd_aprovada;"313340 ITAPAGIPE";3316;15;262;1502;-;600;295;-;-;-;-;-;121;-;171;840;16937;464;-;-;-;-;47;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;3207;27861
04/2024;qtd_aprovada;"313350 ITAPECERICA";339;27;-;3256;-;503;-;-;-;-;-;-;95;-;-;89;10446;6;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1059;15822
04/2024;qtd_aprovada;"313360 ITAPEVA";-;9;-;10852;-;541;-;-;-;-;-;-;-;-;-;-;6631;510;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71;-;-;358;18972
04/2024;qtd_aprovada;"313370 ITATIAIUCU";-;58;4011;16054;-;711;-;-;-;-;-;-;-;-;-;449;21693;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1591;44567
04/2024;qtd_aprovada;"313375 ITAU DE MINAS";-;102;12;5070;-;-;-;-;-;-;-;-;170;-;-;104;11220;514;-;-;-;-;3;-;-;74;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;414;17721
04/2024;qtd_aprovada;"313380 ITAUNA";5020;235;126;20502;364;141;193;-;6;-;14;-;2505;51;-;16;31768;406;115;291;1307;52;2078;10;-;347;-;8;83;16;3;26;21;-;-;4;-;239;1;6;9;-;-;-;-;-;-;-;21;-;2378;68362
04/2024;qtd_aprovada;"313390 ITAVERAVA";-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;346;104;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;465;974
04/2024;qtd_aprovada;"313400 ITINGA";2771;27;5;2370;-;265;118;-;-;-;-;-;-;-;-;-;207;984;1;-;-;-;52;-;-;16;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;3759;10610
04/2024;qtd_aprovada;"313410 ITUETA";-;-;-;4254;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;627;4925
04/2024;qtd_aprovada;"313420 ITUIUTABA";79780;206;763;28130;-;386;588;80;13;-;37;-;2254;242;-;4499;107007;4155;934;-;2377;1195;3340;152;-;299;-;4;405;-;-;8;6;-;-;1;-;624;-;-;52;-;-;-;-;-;132037;824;89;-;12951;383438
04/2024;qtd_aprovada;"313430 ITUMIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;98
04/2024;qtd_aprovada;"313440 ITURAMA";12067;26;20;5653;-;760;285;61;29;-;49;-;478;9;88;331;17230;985;-;-;-;12;106;-;-;10;-;-;51;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;2462;40740
04/2024;qtd_aprovada;"313450 ITUTINGA";955;8;45;-;-;7;-;-;-;-;-;-;78;-;-;414;7073;29;-;-;-;-;401;-;-;16;-;2;-;-;-;-;-;-;-;-;-;25;1;-;-;-;-;-;-;-;-;25;-;-;-;9079
04/2024;qtd_aprovada;"313460 JABOTICATUBAS";-;-;-;11285;-;809;-;-;-;-;-;-;215;-;-;-;13838;135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;109;26391
04/2024;qtd_aprovada;"313470 JACINTO";2942;32;15;9501;-;1223;732;108;101;-;188;1;274;-;-;1;3794;880;15;-;-;-;-;15;-;26;-;-;6;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;23;-;-;2150;22028
