periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
06/2024;valor_aprovado;"110012 JI-PARANA";261,90;-;194,00;212532,13;21063,49;28,65;13781,90;151215,68;180600,00;-;5731,04;-;6159,46;-;-;70,00;747199,57;-;773703,56;-;474026,92;176,19;-;22,52;27685,80;-;192,52;-;-;-;-;22,62;-;-;-;-;-;59,72;5560,38;6481,68;-;-;-;-;-;90555,32;22931,50;1778,76;27165,60;2769200,91
06/2024;valor_aprovado;"110013 MACHADINHO D'OESTE";10,80;-;-;31711,42;-;13816,92;8342,40;-;-;-;-;-;1050,60;-;-;-;156923,53;-;219,57;-;-;-;-;-;3001,64;-;52,84;-;6,19;-;-;-;-;-;-;-;-;-;200,43;-;-;-;-;-;-;-;-;-;3989,70;219326,04
06/2024;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;42,30;445,83;-;2714,76;3115,20;-;-;-;-;-;92,70;-;-;29,00;25592,20;3060,95;17,28;-;-;357,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1643,40;37111,46
06/2024;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;88933,79;-;12864,11;14120,15;-;-;-;-;-;139,05;-;-;-;106352,64;-;-;-;-;-;-;-;1787,02;-;-;-;-;-;-;-;-;-;-;-;-;-;334,05;-;-;-;-;-;-;-;-;-;-;224530,81
06/2024;valor_aprovado;"110018 PIMENTA BUENO";1152,90;-;-;48384,94;-;5630,93;6655,00;-;-;-;-;-;17475,27;-;-;48,00;109201,21;619,71;1073,46;-;-;-;-;-;4621,22;-;45,04;6286,50;-;-;-;-;-;-;-;-;-;-;1380,74;-;-;-;-;-;-;-;-;-;20398,95;222973,87
06/2024;valor_aprovado;"110020 PORTO VELHO";772,46;-;20854,98;1150171,73;486754,45;212487,96;176026,62;606682,28;166356,25;85202,36;32854,84;708,82;205299,20;320376,12;-;3381,00;2547332,68;33975,39;12651,61;2183995,63;1121342,05;112635,68;1075,64;33730,54;103104,30;37,70;1388,66;57164,52;37,66;1968,16;41,10;1910,24;124,44;-;377,19;31,28;6281,52;59,72;2423,84;13156,73;382313,34;11389,98;18144,00;-;17890,00;305340,75;1125401,17;145601,61;1009998,00;12718854,20
06/2024;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;-;-;4728,93;-;-;-;-;-;-;195,70;-;-;-;3,15;2966,18;8,64;-;-;-;-;-;4398,56;-;28,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12329,31
06/2024;valor_aprovado;"110026 RIO CRESPO";-;-;-;1876,15;-;-;-;-;-;-;-;-;-;-;-;-;6739,29;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8647,84
06/2024;valor_aprovado;"110028 ROLIM DE MOURA";2,70;-;-;91804,14;-;8034,29;4365,35;13823,38;51331,25;-;-;-;3064,80;-;-;320,00;168035,59;3082,90;754,40;-;-;134,27;-;53,90;5457,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16803,82;-;-;56052,30;423120,21
06/2024;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;11371,36;-;2189,80;193,60;-;-;-;-;-;113,30;-;-;30,00;13348,02;2797,63;-;-;-;-;-;-;1268,28;-;-;-;-;-;-;-;-;-;-;-;-;119,44;-;-;-;-;-;-;-;-;-;-;10048,50;41479,93
06/2024;valor_aprovado;"110030 VILHENA";140,40;-;-;3686,81;-;36710,05;16962,55;96281,56;230587,50;-;4430,72;-;3325,06;-;-;357,00;230914,65;3746,55;1794,29;-;312635,86;88,99;-;-;16519,12;-;116,94;209,55;-;-;-;-;-;-;-;-;21,92;-;4498,54;1389,72;-;-;-;-;-;-;5966,58;1221,12;-;971605,48
06/2024;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;5837,27;-;3607,85;1678,60;-;-;-;-;-;87,55;-;-;288,00;17437,93;-;11,84;-;-;-;-;-;97,20;-;54,42;-;-;-;35,20;-;-;59,37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35323,20;64518,43
06/2024;valor_aprovado;"110033 NOVA MAMORE";-;-;14,10;23724,26;-;4961,75;847,00;-;-;-;-;-;190,55;-;-;154,00;40315,68;2049,50;17,85;-;-;-;-;-;3380,10;-;-;-;-;-;-;-;-;-;-;-;-;-;66,81;-;-;-;-;-;-;-;-;-;18904,05;94625,65
06/2024;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;11976,62;-;4534,58;5970,25;-;-;-;-;-;-;-;-;-;29626,49;1916,18;-;-;-;-;-;-;472,00;-;132,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54628,22
06/2024;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";162,00;-;-;6242,07;-;-;3159,75;-;-;-;-;-;15,45;-;-;-;17289,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18151,65;45020,22
06/2024;valor_aprovado;"110040 ALTO PARAISO";-;-;-;14206,32;-;4008,38;2967,25;-;-;-;-;-;123,60;-;-;40,00;44908,04;-;-;-;-;-;-;-;898,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19829,70;86981,61
06/2024;valor_aprovado;"110045 BURITIS";302,40;-;-;49297,27;-;6625,84;5053,95;-;-;-;-;-;3124,29;-;-;445,00;96110,97;8846,14;113,95;-;-;-;7,44;215,29;5263,52;-;52,84;-;-;13,06;-;-;20,74;-;-;-;1093,26;-;15,15;-;-;-;-;-;-;-;-;-;81293,85;257894,96
06/2024;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;valor_aprovado;"110060 CACAULANDIA";-;-;-;6875,55;-;-;1602,70;-;-;-;-;-;5,15;-;-;56,00;16475,54;663,51;4,32;-;-;-;-;-;35,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25718,29
06/2024;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;3728,22;-;-;-;-;-;-;-;-;5,15;-;-;79,00;2559,59;-;-;-;-;-;-;-;23,68;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6412,53
06/2024;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;53713,54;-;-;2944,15;-;-;-;-;-;103,00;-;-;-;22916,69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79677,38
06/2024;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;611,74;-;-;1868,90;-;-;-;-;-;-;-;-;14,00;3132,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;955,35;6582,49
06/2024;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;10545,42;-;-;1223,20;-;-;-;-;-;-;-;-;31,00;4947,49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;816,75;17563,86
06/2024;valor_aprovado;"110094 CUJUBIM";-;-;-;16310,80;-;9331,55;3191,65;-;-;-;-;-;587,10;-;-;3,00;33863,58;-;2,88;-;-;-;-;-;252,56;-;-;-;-;-;-;-;-;-;-;-;-;-;111,35;-;-;-;-;-;-;-;-;-;4979,70;68634,17
06/2024;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;6817,22;-;894,71;441,65;-;-;-;-;-;334,75;-;-;-;6675,83;1055,79;-;-;-;-;-;-;745,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16965,15
06/2024;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;14862,53;-;933,29;193,60;-;-;-;-;-;-;-;-;-;18656,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;623,70;35269,74
06/2024;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;732,58;-;1114,17;-;-;-;-;-;-;41,20;-;-;-;18093,47;850,90;151,20;-;-;-;-;-;1142,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;183,15;22309,35
06/2024;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;1801,82;-;3551,03;2779,15;-;-;-;-;-;-;-;-;-;13698,20;-;-;-;-;-;-;-;71,04;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21918,13
06/2024;valor_aprovado;"110140 MONTE NEGRO";-;-;-;14988,90;-;3671,40;5193,10;-;-;-;-;-;97,85;-;-;181,00;23163,68;1200,36;-;-;-;-;-;-;904,34;-;37,68;-;-;24,54;-;-;-;-;-;-;-;-;556,75;-;-;-;-;-;-;-;11925,00;-;15013,35;76957,95
06/2024;valor_aprovado;"110143 NOVA UNIAO";-;-;-;7973,04;-;4040,97;1742,40;-;-;-;-;-;17787,30;-;-;-;14053,19;-;-;-;-;-;-;-;94,72;-;50,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45742,29
06/2024;valor_aprovado;"110145 PARECIS";-;-;-;-;-;-;-;-;-;-;-;-;772,50;-;-;-;24015,90;-;783,00;-;-;-;-;-;2430,00;-;-;-;-;-;-;-;-;-;-;-;-;1493,00;-;-;-;-;-;-;-;-;-;-;-;29494,40
06/2024;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;1321,97;-;-;-;-;-;-;-;-;46,35;-;-;7,00;4525,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1485,00;7385,39
06/2024;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;905,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;905,56
06/2024;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;2168,39;-;-;2604,25;-;-;-;-;-;-;-;-;-;25680,58;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5385,60;35903,62
06/2024;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";13,76;-;-;39298,04;-;2905,59;1504,25;-;-;-;-;-;195,70;-;-;225,00;31651,60;20259,35;25,31;-;-;8,09;-;4,13;1856,16;-;52,84;-;-;-;-;-;-;-;-;-;12,98;-;-;-;-;-;-;-;-;-;-;-;55984,50;153997,30
06/2024;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;10048,80;-;1950,39;5654,55;-;-;-;-;-;154,50;-;-;127,00;38498,42;726,27;-;-;-;-;-;-;736,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14998,50;72894,87
06/2024;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;9442,83;-;-;-;-;-;-;-;-;-;-;-;-;3150,00;-;-;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12604,67
06/2024;valor_aprovado;"110160 THEOBROMA";135,00;-;-;11214,25;-;459,29;-;-;-;-;-;-;-;-;-;-;20144,62;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31985,56
06/2024;valor_aprovado;"110170 URUPA";-;-;194,00;12690,15;-;439,72;3535,40;1031,03;-;-;-;-;21,50;-;-;-;26826,71;3295,65;-;-;-;-;-;-;1642,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49676,40
06/2024;valor_aprovado;"110175 VALE DO ANARI";-;-;-;8148,16;-;-;3097,60;-;-;-;-;-;5,15;-;-;1,00;8129,27;-;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19404,34
06/2024;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;3779,55;-;-;-;-;-;-;-;-;20,60;-;-;-;19849,95;-;-;-;-;-;-;-;301,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23951,18
06/2024;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11280,30;-;-;-;-;-;-;-;2621,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13901,66
06/2024;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;15030,19;-;1104,66;-;-;-;-;-;-;353,75;-;-;77,00;22603,04;-;-;-;-;-;-;-;1322,88;-;22,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40514,04
06/2024;valor_aprovado;"120010 BRASILEIA";-;-;-;41632,19;-;78811,67;2044,90;13537,56;-;-;-;-;490,67;1483,85;-;498,00;99295,23;1240,36;4428,11;-;152193,32;1970,78;-;-;5344,42;-;557,67;-;-;-;2584,29;-;-;-;54,97;-;87,68;-;-;347,43;-;-;-;-;-;-;135,00;-;-;406738,10
06/2024;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1113,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3375,00;-;-;4488,50
06/2024;valor_aprovado;"120020 CRUZEIRO DO SUL";795,52;-;77,49;294684,37;-;32532,08;39044,56;110095,62;142891,25;-;1350,20;-;8581,21;7032,40;-;682,00;189913,88;5529,82;7831,64;-;200419,40;6020,00;-;-;3705,18;-;105,68;-;-;-;-;-;-;-;-;-;-;-;227,25;2316,20;-;-;-;-;-;9091,34;11220,78;3290,94;-;1077438,81
06/2024;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;valor_aprovado;"120030 FEIJO";-;-;-;30234,75;-;5878,14;-;-;-;-;-;-;-;-;-;-;23013,12;-;-;-;-;-;-;-;452,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59578,93
06/2024;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2103,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2103,25
06/2024;valor_aprovado;"120033 MANCIO LIMA";-;-;-;16301,14;-;6523,13;-;-;-;-;-;-;1019,70;-;-;-;48385,55;1031,10;503,16;-;-;-;-;-;7848,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;87012,46
06/2024;valor_aprovado;"120034 MANOEL URBANO";-;-;-;8758,43;-;87,33;-;-;-;-;-;-;51,50;-;-;31,00;38297,41;-;-;-;-;-;-;-;1315,64;-;-;-;-;-;70,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48611,71
06/2024;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;12249,27;-;1458,81;-;-;-;-;-;-;-;-;-;60,00;10857,46;-;-;-;-;-;-;-;296,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24921,54
06/2024;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;15971,34;-;5607,95;-;-;-;-;-;-;298,70;-;-;-;37432,55;700,50;-;-;-;-;-;-;1866,96;-;82,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61960,70
06/2024;valor_aprovado;"120039 PORTO WALTER";-;-;-;-;-;717,55;-;-;-;-;-;-;831,81;-;-;-;6681,31;-;-;-;-;-;21,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8252,31
06/2024;valor_aprovado;"120040 RIO BRANCO";8791,28;-;13191,85;1375805,50;77635,98;193180,45;108100,35;868804,36;377325,00;22510,65;15467,28;5444,49;206089,11;-;-;5977,00;1005230,96;22139,81;3368,95;782512,04;1134868,05;1098,57;8213,76;332,07;108684,74;-;4592,00;251757,15;20,74;1392,96;-;27915,60;-;-;67,94;-;3905,22;-;7616,34;1042,29;46793,90;-;-;-;17897,00;78013,32;181709,79;126267,36;718669,05;7812432,91
06/2024;valor_aprovado;"120042 RODRIGUES ALVES";-;-;-;-;-;1112,12;-;-;-;-;-;-;164,80;-;-;-;19129,17;-;-;-;-;-;-;-;2222,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22628,65
06/2024;valor_aprovado;"120043 SANTA ROSA DO PURUS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;valor_aprovado;"120045 SENADOR GUIOMARD";-;-;-;119701,71;-;3806,92;-;-;-;-;-;-;123,60;-;-;12,00;27307,37;-;-;-;-;-;-;-;459,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;151411,44
06/2024;valor_aprovado;"120050 SENA MADUREIRA";-;-;-;40770,68;-;21341,64;-;-;-;-;-;-;885,80;-;-;132,00;51131,84;-;816,08;-;-;-;-;-;2992,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118070,98
06/2024;valor_aprovado;"120060 TARAUACA";-;-;-;20389,71;-;5542,60;-;-;-;-;-;-;-;-;-;-;31067,77;-;-;-;-;-;-;-;201,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57201,36
06/2024;valor_aprovado;"120070 XAPURI";-;-;-;17118,95;-;3936,75;-;-;-;-;-;-;20,60;-;-;-;30493,17;-;-;-;-;-;-;-;6722,96;-;-;-;-;-;-;-;-;-;-;-;-;209,02;-;-;-;-;-;-;-;-;-;-;-;58501,45
06/2024;valor_aprovado;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2024;valor_aprovado;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
