periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
07/2025;valor_aprovado;"110040 ALTO PARAISO";-;-;-;20314,58;-;5374,27;3400,65;-;-;-;-;-;154,50;-;-;101,00;31593,74;-;-;-;-;-;-;-;3791,04;-;-;-;-;-;-;-;-;-;-;-;-;238,88;-;-;-;-;-;-;-;-;-;-;-;17701,20;-;-;-;-;-;82669,86
07/2025;valor_aprovado;"110045 BURITIS";48,60;-;25,83;74288,33;-;6994,13;2355,65;-;-;-;-;-;843,31;-;-;808,00;74920,21;6783,85;631,00;-;-;48,54;-;279,51;4029,86;-;53,47;-;-;-;76,62;34,10;-;-;54,97;-;19,18;-;158,62;-;-;-;-;-;-;-;-;-;-;77022,00;-;-;-;-;-;249475,78
07/2025;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;7929,44;-;6188,83;2017,95;-;-;-;-;-;175,10;-;-;-;25850,50;694,89;-;-;-;-;-;-;1749,84;-;54,57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15420,75;-;-;-;-;-;60081,87
07/2025;valor_aprovado;"110060 CACAULANDIA";-;-;-;7351,92;-;-;1119,25;-;-;-;-;-;180,25;-;-;80,00;13258,99;540,41;1,44;-;-;-;-;-;35,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1881,00;-;-;-;-;-;24448,78
07/2025;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;13,10;-;-;-;-;-;-;-;-;-;-;-;35,00;15199,81;-;-;-;-;-;-;-;24,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10899,90;-;-;-;-;-;26172,11
07/2025;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;38865,17;-;3584,77;7096,10;-;-;-;-;-;-;-;-;-;13068,61;970,39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;116,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63701,86
07/2025;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;1130,66;-;-;2497,55;-;-;-;-;-;-;-;-;43,00;6257,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3385,80;-;-;-;-;-;13314,72
07/2025;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;9224,31;-;1476,59;1368,95;-;-;-;-;-;-;-;-;3,00;27684,11;574,78;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5836,05;-;-;-;-;-;46190,95
07/2025;valor_aprovado;"110094 CUJUBIM";-;-;-;14596,94;-;8025,19;891,00;-;-;-;-;-;242,05;-;-;-;35213,90;-;-;-;-;-;-;-;708,44;-;-;25,00;-;-;-;34,10;-;-;-;-;-;-;178,16;-;-;-;-;-;-;-;-;-;-;9268,50;-;-;-;-;-;69183,28
07/2025;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;-;-;681,45;-;-;-;-;-;-;5,15;-;-;-;11373,56;-;-;-;-;-;-;-;194,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12254,56
07/2025;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;23884,83;-;1929,06;-;-;-;-;-;-;5,15;-;-;-;27254,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;492,45;-;-;-;-;-;60316,35
07/2025;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;5315,99;-;4021,18;2943,05;-;-;-;-;-;66,95;-;-;-;19944,55;806,45;192,96;-;-;-;-;-;1767,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;440,55;-;-;-;-;-;35498,90
07/2025;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;4124,58;-;6123,29;2534,40;-;-;-;-;-;15,45;-;-;-;20306,09;340,91;-;-;-;-;-;-;1910,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35355,40
07/2025;valor_aprovado;"110140 MONTE NEGRO";-;-;-;-;-;5489,00;3502,95;-;-;-;-;-;41,20;-;-;10,00;28544,10;-;-;-;-;-;-;-;177,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;198,00;-;-;-;-;-;37962,73
07/2025;valor_aprovado;"110143 NOVA UNIAO";-;-;-;13180,33;-;9480,53;2278,65;-;-;-;-;-;13781,65;-;-;100,00;17187,34;-;-;-;-;-;-;-;142,08;-;67,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56218,14
07/2025;valor_aprovado;"110145 PARECIS";-;-;-;27801,15;-;-;-;-;-;-;-;-;1929,40;-;-;-;27330,00;-;5348,70;-;-;-;-;161,12;2684,84;-;1641,92;-;-;-;-;-;-;-;-;-;-;3374,18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70271,31
07/2025;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;2111,29;-;-;-;-;-;-;-;-;25,75;-;-;26,00;6008,81;-;-;-;-;-;-;-;162,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;861,30;-;-;-;-;-;9195,15
07/2025;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;1628,29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14,85;-;-;-;-;-;1643,14
07/2025;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;387,96;-;-;-;-;-;-;-;-;-;-;-;-;24479,21;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9900,00;-;-;-;-;-;34799,57
07/2025;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;24011,70;-;3030,18;7652,15;-;-;-;-;-;118,45;-;-;142,00;50379,04;15951,07;83,86;-;-;8,09;-;4,13;2310,32;-;-;-;-;-;38,74;-;-;-;-;-;41,10;-;623,56;-;-;-;-;-;-;-;-;-;-;48678,30;-;-;-;-;-;153072,69
07/2025;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;12384,39;-;1959,57;5187,60;-;4300,00;-;2648,80;-;334,75;-;-;111,00;40094,09;352,10;-;-;-;-;-;-;591,46;-;-;671,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14,85;-;-;-;-;-;68650,05
07/2025;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;4327,14;-;-;-;-;-;-;-;-;5246,47;-;-;-;33024,75;-;-;-;-;-;-;-;1164,46;-;28,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4215,15;-;-;-;-;-;48006,12
07/2025;valor_aprovado;"110160 THEOBROMA";51,30;-;-;13000,98;-;1749,42;2130,15;-;-;-;-;-;77,25;-;-;-;15633,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32642,42
07/2025;valor_aprovado;"110170 URUPA";-;-;77,49;15064,73;-;3296,86;-;-;-;-;-;-;9241,76;-;-;1,00;26045,05;-;-;-;-;-;-;-;3452,62;-;-;83503,35;-;-;-;-;-;-;-;-;-;-;66,81;-;-;-;-;-;-;-;-;-;-;23364,00;-;-;-;-;-;164113,67
07/2025;valor_aprovado;"110175 VALE DO ANARI";-;-;-;12797,26;-;-;2758,80;-;-;-;-;-;-;-;-;-;11830,96;-;-;-;-;-;-;-;23,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39441,60;-;-;-;-;-;66852,30
07/2025;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;2537,42;-;-;1882,10;-;-;-;-;-;15,45;-;-;-;19213,93;-;-;-;-;-;-;-;259,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9,90;-;-;-;-;-;23918,12
07/2025;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2025;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;384,02;-;-;-;-;-;-;-;-;-;-;13404,01;-;-;-;-;-;-;-;3603,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12,00;-;-;-;-;-;-;-;17403,67
07/2025;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;20742,33;-;3340,98;-;-;-;-;-;-;578,93;-;-;32,00;22383,77;-;-;-;-;-;-;-;741,64;-;50,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47870,32
07/2025;valor_aprovado;"120010 BRASILEIA";-;-;-;82409,08;-;98593,56;5742,55;-;-;-;-;-;191,97;628,75;-;102,00;78708,24;1504,36;4631,98;-;226372,56;1049,04;-;-;6704,20;-;380,94;-;-;-;3339,03;-;-;-;54,97;-;47,88;-;181,80;115,81;-;-;-;-;-;-;-;-;2354,17;-;-;-;-;-;-;513112,89
07/2025;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2025;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;913,03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;913,03
07/2025;valor_aprovado;"120020 CRUZEIRO DO SUL";355,26;-;-;293321,33;-;28526,88;44744,02;146220,64;142983,75;-;2377,90;-;7932,12;579,36;-;640,00;222904,39;6721,55;6964,80;-;218981,36;-;-;-;3480,48;-;133,68;-;-;-;-;-;-;-;-;-;-;-;272,70;3295,25;-;-;-;-;-;-;5129,12;8011,78;11497,68;-;-;-;-;-;-;1155074,05
07/2025;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76,50
07/2025;valor_aprovado;"120030 FEIJO";-;-;-;46657,60;-;9002,41;-;-;-;-;-;-;-;-;-;-;31374,74;-;-;-;-;-;-;-;558,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;87593,71
07/2025;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4563,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4563,25
07/2025;valor_aprovado;"120033 MANCIO LIMA";-;-;-;18046,59;-;6825,57;-;-;-;-;-;-;1014,55;-;-;-;46555,56;737,26;-;-;-;-;-;-;7598,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22275,00;-;-;-;-;-;-;-;103053,37
07/2025;valor_aprovado;"120034 MANOEL URBANO";-;-;-;13208,60;-;-;-;-;-;-;-;-;25,67;-;-;14,00;21855,88;-;-;-;-;-;-;-;1274,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36378,79
07/2025;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;12932,48;-;1350,21;-;-;-;-;-;-;-;-;-;127,00;12104,81;-;-;-;-;-;-;-;59,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26573,70
07/2025;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;27827,33;-;5475,58;-;-;-;-;-;-;226,60;-;-;-;38112,55;-;8,64;-;-;-;-;-;4578,24;-;52,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76281,78
07/2025;valor_aprovado;"120039 PORTO WALTER";-;-;-;3966,20;-;949,75;-;-;-;-;-;-;293,87;-;-;3,00;7019,15;-;-;-;-;-;-;-;97,20;-;84,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12413,17
07/2025;valor_aprovado;"120040 RIO BRANCO";2364,20;-;13481,87;1616492,16;133837,56;214300,78;155029,91;999733,09;857246,25;26597,29;13253,74;10593,03;182469,99;153922,05;-;6664,00;1058646,29;19973,24;2361,94;1076438,19;1359213,22;37999,05;4402,43;519,72;110202,10;-;4633,77;160690,32;29,86;1421,01;-;23296,60;-;-;-;-;4523,60;-;17660,11;4446,16;139765,82;-;-;-;33480,50;-;237340,97;93769,79;84687,04;883188,90;41505,00;68380,00;-;-;-;9854561,55
