periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
11/2025;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;-;6799,54;-;3042,36;3840,65;-;-;-;-;-;350,20;-;-;6,00;27503,21;3002,86;250,08;-;-;16,18;-;-;97,20;-;-;-;-;-;28,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8617,95;-;-;-;-;-;-;53554,65
11/2025;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;119738,53;-;8671,28;16636,95;14316,53;-;-;-;-;865,20;-;-;-;94152,82;-;-;-;-;56,63;-;-;2879,76;-;52,84;-;-;-;35,20;-;-;-;-;-;-;-;979,88;-;-;-;-;-;-;-;-;-;-;36196,50;-;-;-;-;-;-;294582,12
11/2025;valor_aprovado;"110018 PIMENTA BUENO";974,70;-;-;46031,50;-;8733,60;4517,15;-;-;-;-;-;7292,55;-;-;4,00;114909,12;2027,82;771,45;-;-;8,09;-;-;8284,92;-;141,41;5867,40;-;24,54;-;-;-;-;54,97;-;-;-;2783,75;-;-;-;-;-;-;-;-;-;-;28269,45;-;-;-;-;-;-;230696,42
11/2025;valor_aprovado;"110020 PORTO VELHO";1601,10;-;16387,46;2927509,70;486853,48;201191,23;103599,54;630529,50;712407,50;100282,72;25601,47;-;276896,23;391711,19;-;1338,00;2386481,77;28209,99;81498,12;2631628,02;1131099,84;130610,23;3936,81;1272,38;88392,18;-;2881,86;341404,45;82,96;672,75;-;6771,16;41,48;-;54,97;-;13993,36;-;16051,42;17804,20;1315285,86;7966,41;9504,00;-;8435,00;-;150913,82;1093076,26;191699,52;1472242,82;-;1750,00;15910,00;5280,00;-;13280,00;17044140,76
11/2025;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;17772,22;-;3274,23;-;-;-;-;-;-;82,40;-;-;-;10287,64;1534,26;-;-;-;-;-;-;35,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32985,75
11/2025;valor_aprovado;"110026 RIO CRESPO";-;-;-;1588,77;-;-;-;-;-;-;-;-;5,15;-;-;-;6837,14;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12251,25;-;-;-;-;-;-;20714,71
11/2025;valor_aprovado;"110028 ROLIM DE MOURA";1287,90;-;-;91023,58;-;12157,74;14908,85;13964,98;22398,75;-;-;-;1219,16;-;-;323,00;159635,33;1395,13;1842,11;-;-;158,54;-;6,93;11085,76;-;-;-;-;-;-;-;-;-;-;-;-;-;577,36;-;-;-;-;-;-;-;26907,66;-;-;59163,15;-;-;-;-;-;-;418055,93
11/2025;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;2180,19;-;2626,84;-;-;-;-;-;-;36,05;-;-;41,00;35434,21;799,42;-;-;-;-;2,48;-;870,24;-;-;-;-;-;-;-;-;-;-;-;15,02;59,72;-;-;-;-;-;-;-;-;-;-;-;9974,25;-;-;-;-;-;-;52039,42
11/2025;valor_aprovado;"110030 VILHENA";-;-;-;-;-;-;-;3185,69;24993,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28179,44
11/2025;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;8670,73;-;6728,18;6198,50;-;-;-;-;-;169,95;-;-;239,00;28408,25;962,19;528,89;-;-;-;-;-;1632,46;-;132,10;-;-;-;115,04;-;-;-;54,97;-;-;-;66,81;-;-;-;-;-;-;-;-;-;-;32179,95;-;-;-;-;-;-;86087,02
11/2025;valor_aprovado;"110033 NOVA MAMORE";-;-;-;18879,24;-;2842,57;1028,50;-;-;-;-;-;128,75;-;-;141,00;45887,45;1062,88;-;-;-;-;-;-;4302,38;-;26,42;-;-;-;-;-;-;-;-;-;-;-;44,54;-;-;-;-;-;-;-;-;-;-;23854,05;-;-;-;-;-;-;98197,78
11/2025;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;-;-;3979,82;186,45;-;-;-;-;-;103,00;-;-;91,00;48613,33;2430,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12280,95;-;-;-;-;-;-;67684,80
11/2025;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";324,00;-;-;8410,99;-;-;580,80;-;-;-;-;-;25,75;-;-;-;21673,47;-;-;-;-;-;-;-;311,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17082,45;-;-;-;-;-;-;48408,96
11/2025;valor_aprovado;"110040 ALTO PARAISO";-;-;-;15079,79;-;4626,30;3201,00;-;-;-;-;-;259,95;-;-;81,00;43433,98;2081,30;-;-;-;-;-;181,72;3689,16;-;-;-;-;-;-;-;-;-;-;-;-;627,06;-;-;-;-;-;-;-;-;-;-;-;26987,40;-;-;-;-;-;-;100248,66
11/2025;valor_aprovado;"110045 BURITIS";45,90;-;77,49;41520,50;-;6781,47;5613,30;-;-;-;-;-;1754,37;-;-;646,00;74705,14;4867,90;504,95;-;-;48,54;-;9,24;4367,72;-;75,36;-;29,86;24,54;-;-;-;-;-;-;566,46;-;45,45;-;-;-;-;-;-;-;-;-;-;68666,40;-;-;-;-;-;-;210350,59
11/2025;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"110060 CACAULANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;3317,85;-;1198,10;-;-;-;-;-;-;-;-;-;59,00;14932,60;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3440,25;-;-;-;-;-;-;23012,60
11/2025;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;25803,69;-;-;16018,75;-;-;-;-;-;-;-;-;-;25887,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67710,42
11/2025;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;1542,49;-;-;2294,05;-;-;-;-;-;-;-;-;8,00;6444,51;-;-;-;-;-;-;-;-;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2806,65;-;-;-;-;-;-;13106,96
11/2025;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;-;-;2422,71;2515,15;-;-;-;-;-;5,15;-;-;21,00;18136,76;262,26;-;-;-;-;-;-;55,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12672,00;-;-;-;-;-;-;36090,59
11/2025;valor_aprovado;"110094 CUJUBIM";-;-;-;13616,59;-;6816,87;5192,55;-;-;-;-;-;41,20;-;-;-;42453,92;-;-;-;-;-;-;-;641,88;-;52,84;671,44;-;-;-;-;-;-;-;-;-;-;66,81;-;-;-;-;-;-;-;-;-;-;11504,70;-;-;-;-;-;-;81058,80
11/2025;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6874,36;-;-;-;-;-;-;-;194,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7068,76
11/2025;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;22128,63;-;-;-;-;-;-;-;-;-;-;-;-;25084,73;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;99,00;-;-;-;-;-;-;47344,76
11/2025;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;3335,29;-;3175,48;-;-;-;-;-;-;92,70;-;-;-;19927,51;647,70;77,76;-;-;-;-;-;1312,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;400,95;-;-;-;-;-;-;28969,75
11/2025;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;3728,27;-;6892,07;3248,30;-;-;-;-;-;10,30;-;-;-;21188,76;-;-;-;-;-;-;-;1229,08;-;11,26;-;-;-;-;-;-;-;-;-;-;238,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36546,92
11/2025;valor_aprovado;"110140 MONTE NEGRO";-;-;-;13117,45;-;2090,21;4007,30;-;-;-;1155,84;-;15,45;-;-;317,00;27180,64;1605,08;-;-;-;-;-;-;162,12;-;11,26;-;-;-;-;-;-;-;-;-;43,84;-;-;-;-;-;-;-;-;-;-;4950,00;-;14998,50;-;-;-;-;-;-;69654,69
11/2025;valor_aprovado;"110143 NOVA UNIAO";-;-;-;10982,74;-;11362,77;1964,60;-;-;-;-;-;20035,40;-;-;72,00;21248,29;-;-;-;-;-;-;-;118,40;-;39,41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65823,61
11/2025;valor_aprovado;"110145 PARECIS";-;-;-;37953,64;-;-;-;-;-;-;-;-;2284,84;-;-;-;34406,69;-;6251,22;-;-;-;-;191,52;3631,30;-;-;-;-;-;-;-;-;-;-;-;-;4419,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89138,49
11/2025;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;1243,70;-;-;-;-;-;-;-;-;20,60;-;-;23,00;5676,50;93,20;-;-;-;-;-;-;287,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2930,40;-;-;-;-;-;-;10274,44
11/2025;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;598,95;-;-;-;-;-;-;598,95
11/2025;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;12,95;-;-;1640,65;-;-;-;-;-;-;-;-;-;23585,24;-;-;-;-;-;-;-;162,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9023,85;-;-;-;-;-;-;34424,69
11/2025;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";5,40;-;-;22424,28;-;3125,43;5363,05;-;-;-;-;-;148,31;-;-;353,00;80523,33;12644,70;-;-;-;-;-;-;1669,28;-;32,05;-;-;-;-;-;-;-;-;-;21,92;-;645,83;-;-;-;-;-;-;-;-;-;-;47975,40;-;-;-;-;-;-;174931,98
11/2025;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;12038,13;-;2171,89;4441,80;-;8062,50;-;1155,84;-;458,35;-;-;6,00;39878,87;578,88;83,86;-;-;16,18;-;-;819,84;-;37,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24,75;-;-;-;-;-;-;69774,57
11/2025;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;6416,30;-;-;-;-;-;-;-;-;8176,84;-;-;-;59470,35;-;-;-;-;-;-;-;107,80;-;33,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74205,07
11/2025;valor_aprovado;"110160 THEOBROMA";48,60;-;-;13257,97;-;1394,05;2976,05;-;-;-;-;-;51,50;-;-;-;12393,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30121,91
11/2025;valor_aprovado;"110170 URUPA";-;-;-;12555,35;-;2051,04;-;-;-;-;-;-;733,03;-;-;2,00;22391,02;-;-;-;-;-;-;-;3130,68;-;-;5104,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21720,60;-;-;-;-;-;-;67687,98
11/2025;valor_aprovado;"110175 VALE DO ANARI";-;-;-;11112,21;-;-;4008,40;-;-;-;-;-;-;-;-;-;10725,16;-;-;-;-;-;-;-;46,32;-;-;-;-;-;-;-;-;-;-;-;-;-;66,81;-;-;-;-;-;-;-;-;-;-;37847,70;-;-;-;-;-;-;63806,60
11/2025;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;2635,35;-;-;2202,75;-;-;-;-;-;46,35;-;-;-;8748,56;-;-;-;-;-;-;-;963,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6756,75;-;-;-;-;-;-;21352,76
11/2025;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;2210,44;-;-;-;-;-;-;-;-;-;-;12689,95;-;-;-;-;-;-;-;3915,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12,00;-;-;-;-;-;-;-;-;18827,79
11/2025;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;23755,11;-;2549,75;-;-;-;-;-;-;174,98;-;-;15,00;20971,94;-;-;-;-;-;-;-;1029,32;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48512,99
11/2025;valor_aprovado;"120010 BRASILEIA";-;-;-;85858,32;-;99194,01;2196,15;-;-;-;-;-;162,02;1182,05;-;166,00;84664,13;591,32;4957,88;-;239353,51;1794,08;-;-;6111,08;-;668,15;-;-;-;2620,57;-;-;-;-;-;-;-;439,35;347,43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;530306,05
11/2025;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;134,61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;134,61
11/2025;valor_aprovado;"120020 CRUZEIRO DO SUL";2,70;-;-;153969,90;-;25548,18;44042,24;118840,07;143538,75;-;1478,34;-;7721,63;7949,64;-;1914,00;142910,48;10519,80;6487,50;-;202861,18;6584,00;-;-;1759,56;-;79,26;-;-;-;-;-;-;19,79;-;-;-;-;318,15;3611,06;-;-;-;-;-;-;37694,17;3330,59;9097,22;-;-;-;-;-;-;-;930278,21
11/2025;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51,00
11/2025;valor_aprovado;"120030 FEIJO";-;-;-;41405,15;-;8986,57;-;-;-;-;-;-;-;-;-;-;30295,55;-;-;-;-;-;-;-;384,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81071,75
11/2025;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4877,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4877,00
11/2025;valor_aprovado;"120033 MANCIO LIMA";-;-;-;17771,18;-;5492,81;4838,90;-;-;-;-;-;1488,35;-;-;-;45199,25;1183,10;167,72;-;-;-;-;-;7428,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83569,83
11/2025;valor_aprovado;"120034 MANOEL URBANO";-;-;-;40058,88;-;1928,74;-;-;-;-;-;-;269,33;-;-;45,00;62823,61;-;-;-;-;-;-;-;4262,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;109387,88
11/2025;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;11763,65;-;1363,53;-;-;-;-;-;-;-;-;-;127,00;13165,85;-;-;-;-;-;-;-;118,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26538,43
11/2025;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;20340,95;-;4400,39;-;-;-;-;-;-;684,95;-;-;-;38110,86;-;-;-;-;-;-;-;3079,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66616,55
11/2025;valor_aprovado;"120039 PORTO WALTER";-;-;-;8118,14;-;363,05;-;-;-;-;-;-;736,62;-;-;10,00;8448,47;-;-;-;-;-;-;-;-;-;560,00;-;-;-;-;-;-;-;-;-;-;209,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18445,30
