periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
11/2025;valor_aprovado;"150796 TERRA ALTA";-;-;-;9464,12;-;-;-;-;-;-;-;-;-;-;-;200,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9664,12
11/2025;valor_aprovado;"150797 TERRA SANTA";-;-;-;26079,55;-;9272,86;4090,90;-;-;-;-;-;66,95;-;-;50,00;20665,35;1238,63;-;-;-;-;-;-;1004,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22005,55;-;-;-;-;-;-;84474,19
11/2025;valor_aprovado;"150800 TOME-ACU";731,70;-;-;267729,13;-;175184,55;4874,10;-;-;-;-;-;22175,70;9968,40;-;896,00;406585,24;4700,60;84528,50;-;-;2427,00;-;154,00;45229,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26775,00;-;89427,15;-;-;-;-;-;-;1141386,99
11/2025;valor_aprovado;"150803 TRACUATEUA";40,50;-;-;8695,64;2281,65;-;-;-;-;-;-;-;2767,35;-;-;196,00;14454,84;-;-;-;-;-;-;-;236,80;-;-;-;-;-;-;-;-;-;-;-;-;149,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28822,08
11/2025;valor_aprovado;"150805 TRAIRAO";-;-;-;11532,88;-;1529,67;4297,70;-;-;-;-;-;-;-;-;135,00;14034,06;639,79;41,63;-;-;-;-;-;2606,16;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;17629,05;-;-;-;-;-;-;57422,36
11/2025;valor_aprovado;"150808 TUCUMA";-;-;31,58;53903,78;2500,45;7736,76;18458,00;-;-;-;-;-;1179,35;-;-;203,00;35395,38;-;2581,97;-;-;-;33,64;-;1393,00;-;-;-;-;-;114,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6525,00;-;62785,80;-;-;-;-;-;-;192842,69
11/2025;valor_aprovado;"150810 TUCURUI";-;-;844,21;85450,31;9221,40;12100,87;50201,45;104623,16;163937,50;-;20075,58;-;7229,20;31842,24;-;4,00;114391,05;140,10;917,66;-;170365,79;9919,15;-;-;466,06;-;-;-;-;-;113,68;-;-;-;-;-;-;-;2651,25;-;-;-;-;-;-;-;84696,98;-;-;-;-;-;-;-;-;-;869191,64
11/2025;valor_aprovado;"150812 ULIANOPOLIS";189,00;-;-;68460,08;-;12764,31;6464,15;3428,54;-;-;481,60;-;525,20;-;-;-;139692,23;760,24;1962,91;-;777084,77;-;-;-;4406,88;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;12287,25;-;-;-;-;-;-;2101,32;-;3026,34;23055,90;-;-;-;-;-;-;1056769,98
11/2025;valor_aprovado;"150815 URUARA";-;-;-;33939,19;1453,39;49114,51;7965,65;2155,06;-;-;-;-;133,51;-;-;-;109060,71;6656,81;2515,50;-;-;-;-;-;2992,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;98876,25;-;-;-;5030,00;-;-;319893,34
11/2025;valor_aprovado;"150820 VIGIA";2,70;-;-;50630,36;-;8950,13;10532,50;19982,06;-;-;1670,98;-;3874,10;-;-;28,00;90433,10;2098,85;-;-;-;-;-;-;2079,68;-;16,89;-;-;-;-;-;-;-;-;-;-;1731,88;-;-;-;-;-;-;-;-;-;6750,00;-;19119,60;-;-;-;-;-;-;217900,83
11/2025;valor_aprovado;"150830 VISEU";29,70;-;-;13258,71;3099,44;4078,39;24925,45;-;-;-;-;-;695,25;-;-;114,00;107036,94;15978,82;76,83;-;-;-;159,72;1835,77;6628,20;-;5,63;-;-;-;82,20;-;-;-;-;-;2745,56;-;-;-;-;-;-;-;-;-;-;-;-;16829,10;-;-;-;2220,00;-;-;199799,71
11/2025;valor_aprovado;"150835 VITORIA DO XINGU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"150840 XINGUARA";113,40;-;-;64862,21;6268,85;16693,55;26824,60;34235,76;-;-;4594,98;-;11279,13;-;-;137,00;131324,79;205,48;646,33;-;-;-;-;-;27067,60;-;11,26;6705,60;-;-;-;-;-;-;-;-;-;119,44;-;-;-;-;-;-;-;-;-;4500,00;-;115807,80;-;-;-;-;-;-;451397,78
11/2025;valor_aprovado;" MUNICIPIO IGNORADO - AP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"160005 SERRA DO NAVIO";-;-;-;1172,26;-;488,60;-;-;-;-;-;-;-;-;-;-;8722,37;-;-;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10395,07
11/2025;valor_aprovado;"160010 AMAPA";-;-;-;275,45;-;-;-;-;-;-;-;-;-;-;-;22,00;13612,07;-;-;-;-;-;-;-;23,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13933,20
11/2025;valor_aprovado;"160015 PEDRA BRANCA DO AMAPARI";-;-;-;-;-;-;-;-;-;-;-;-;56,65;-;-;-;27848,78;-;-;-;-;-;-;-;118,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28023,83
11/2025;valor_aprovado;"160020 CALCOENE";-;-;-;19917,31;-;1156,32;-;-;-;-;-;-;-;-;-;-;24364,36;-;-;-;-;-;-;-;71,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45509,03
11/2025;valor_aprovado;"160021 CUTIAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"160023 FERREIRA GOMES";-;-;-;359,67;-;543,39;-;-;-;-;-;-;97,85;-;-;-;11016,52;-;48,96;-;-;-;-;-;35,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12101,91
11/2025;valor_aprovado;"160025 ITAUBAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"160027 LARANJAL DO JARI";-;-;-;46171,71;-;23044,37;12412,95;53265,51;-;-;-;-;1792,61;-;-;17,00;89217,83;4441,84;-;-;-;-;-;3,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2066,10;-;-;-;-;-;-;232433,59
11/2025;valor_aprovado;"160030 MACAPA";11770,12;-;8314,76;1055850,75;68467,46;123608,07;237776,16;739902,63;209541,25;5725,34;15670,62;2512,44;761439,55;223047,00;-;4846,00;2031205,04;26129,01;179220,42;521217,01;914941,88;51053,85;4813,27;2665386,60;547784,54;245,05;148,60;775802,92;269,62;-;-;950,04;-;-;-;-;12144,72;-;4113,20;22343,55;2200,00;-;-;-;-;-;191788,76;84328,97;10208,52;706920,30;-;564,00;1390,00;280,00;-;989720,00;13213642,02
11/2025;valor_aprovado;"160040 MAZAGAO";-;-;-;2502,79;-;8826,97;-;-;-;-;-;-;30,90;-;-;12,00;25390,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36763,20
11/2025;valor_aprovado;"160050 OIAPOQUE";-;-;-;12520,67;-;7196,63;631,95;-;-;-;-;-;803,40;-;-;-;104388,89;934,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;126476,42
11/2025;valor_aprovado;"160053 PORTO GRANDE";1150,20;-;-;39817,36;-;6980,43;2424,95;-;-;-;-;-;1854,00;-;-;-;248722,73;2278,96;-;-;-;-;155,05;-;69,48;-;-;-;-;-;-;-;-;-;-;-;-;-;66,81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;303519,97
11/2025;valor_aprovado;"160055 PRACUUBA";-;-;-;-;-;-;-;-;-;-;-;-;41,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41,20
11/2025;valor_aprovado;"160060 SANTANA";1228,50;-;-;236253,78;4925,15;19204,32;22178,75;84320,27;-;-;1350,20;-;6275,46;-;-;-;225153,58;8227,54;41,93;-;-;-;595,77;508,30;248,58;-;351,87;-;-;-;-;-;-;-;-;-;1182,42;1582,58;181,80;-;-;-;-;-;-;-;-;25100,00;-;-;-;-;-;-;-;-;638910,80
11/2025;valor_aprovado;"160070 TARTARUGALZINHO";-;-;-;1732,53;-;6611,40;-;-;-;-;-;-;-;-;-;-;26765,73;-;-;-;-;-;-;-;142,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35251,74
11/2025;valor_aprovado;"160080 VITORIA DO JARI";-;-;-;14366,78;-;3715,59;1969,00;-;-;-;-;-;64,40;-;-;19,00;21525,77;-;-;-;-;-;12,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9000,00;-;6534,00;-;-;-;-;-;-;57207,30
11/2025;valor_aprovado;" MUNICIPIO IGNORADO - TO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"170025 ABREULANDIA";-;-;-;2844,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;1356,30;-;-;-;-;-;-;9375,40
11/2025;valor_aprovado;"170030 AGUIARNOPOLIS";-;-;-;-;-;-;939,95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;-;-;-;-;-;-;5664,95
11/2025;valor_aprovado;"170035 ALIANCA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;490,05;-;-;-;-;-;-;5030,05
11/2025;valor_aprovado;"170040 ALMAS";-;-;-;16000,47;-;-;-;-;-;-;-;-;-;-;-;-;125,12;-;-;-;-;-;-;-;35,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16161,11
11/2025;valor_aprovado;"170070 ALVORADA";-;-;23,73;21581,36;-;3099,89;1060,40;-;-;-;-;-;478,95;-;-;44,00;95194,88;743,07;-;-;-;-;-;11,26;115,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11700,00;-;9900,00;-;-;-;-;-;-;143953,34
11/2025;valor_aprovado;"170100 ANANAS";-;-;-;13278,99;-;-;2013,00;-;-;-;-;-;-;-;-;11,00;10422,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14400,00;-;-;-;-;-;-;-;-;40125,49
11/2025;valor_aprovado;"170105 ANGICO";-;-;-;-;-;-;801,90;-;-;-;-;-;-;-;-;13,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3150,00;-;-;-;-;-;-;-;-;3964,90
11/2025;valor_aprovado;"170110 APARECIDA DO RIO NEGRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"170130 ARAGOMINAS";-;-;-;1012,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;-;-;-;-;-;-;6862,42
11/2025;valor_aprovado;"170190 ARAGUACEMA";-;-;-;5362,68;-;1939,89;2960,65;-;-;-;-;-;288,40;-;-;9,00;14953,75;-;-;-;-;-;-;-;647,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;5682,60;-;-;-;-;-;-;36794,89
11/2025;valor_aprovado;"170200 ARAGUACU";-;-;-;3607,16;-;4899,92;1043,35;-;-;-;-;-;-;-;-;2,00;43147,98;-;195,91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52896,32
11/2025;valor_aprovado;"170210 ARAGUAINA";513,00;-;4429,75;396536,15;8676,36;106135,76;79617,34;171050,03;23742,50;-;14334,48;10591,72;110321,82;24152,53;-;1652,00;737298,68;14559,33;244,45;712737,44;808143,62;22109,76;7742,71;15,40;11570,38;-;1467,52;73738,06;1761,74;-;-;502,48;-;-;-;-;4272,78;29,86;454,50;4251,51;330,00;-;-;-;-;-;-;30998,30;14150,99;-;-;-;-;-;-;-;3398132,95
11/2025;valor_aprovado;"170215 ARAGUANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"170220 ARAGUATINS";194,40;-;-;185645,92;-;6176,59;7032,30;-;-;-;-;-;-;-;-;6,00;21726,88;546,39;-;-;-;-;-;-;5590,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;-;-;-;-;-;-;-;232093,54
11/2025;valor_aprovado;"170230 ARAPOEMA";-;-;-;14065,52;-;3439,32;1212,75;-;-;-;-;-;283,25;-;-;-;27384,79;-;1,44;-;-;-;-;-;299,18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6975,00;-;-;-;-;-;-;-;-;53661,25
11/2025;valor_aprovado;"170240 ARRAIAS";-;-;-;11822,55;-;12679,97;4794,90;-;-;-;-;-;448,05;-;-;30,00;61932,58;19,05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;742,50;-;-;-;-;-;-;98319,60
11/2025;valor_aprovado;"170255 AUGUSTINOPOLIS";35,10;-;-;32965,30;-;7830,56;10260,72;119427,18;-;-;2281,58;-;1336,19;3851,04;-;15,00;102903,41;-;201,12;-;-;7765,26;-;-;11,84;-;28,00;-;-;31,26;-;-;-;19,79;-;-;-;-;-;-;27,50;-;-;-;-;-;-;-;-;2475,00;-;-;-;-;-;-;291465,85
11/2025;valor_aprovado;"170270 AURORA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12,00;18299,09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3177,90;-;-;-;-;-;-;21488,99
11/2025;valor_aprovado;"170290 AXIXA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;319,30;-;-;-;2920,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2856,15;-;-;-;-;-;-;6095,45
11/2025;valor_aprovado;"170300 BABACULANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14175,00;-;-;-;-;-;-;-;-;14197,00
11/2025;valor_aprovado;"170305 BANDEIRANTES DO TOCANTINS";-;-;-;-;-;-;3831,30;-;-;-;-;-;113,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;346,50;-;-;-;-;-;-;9016,10
11/2025;valor_aprovado;"170307 BARRA DO OURO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"170310 BARROLANDIA";-;-;-;2731,88;-;-;193,60;-;-;-;-;-;66,95;-;-;-;3960,08;-;-;-;-;-;-;-;35,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;3405,60;-;-;-;-;-;-;14893,63
11/2025;valor_aprovado;"170320 BERNARDO SAYAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2025,00;-;732,60;-;-;-;-;-;-;2757,60
11/2025;valor_aprovado;"170330 BOM JESUS DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"170360 BRASILANDIA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"170370 BREJINHO DE NAZARE";-;-;25,83;-;-;-;-;-;-;-;-;-;-;-;-;-;23300,62;-;16,28;-;-;-;-;-;148,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23490,93
11/2025;valor_aprovado;"170380 BURITI DO TOCANTINS";-;-;-;-;-;-;2346,30;-;-;-;-;-;195,70;-;-;38,00;1131,65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1141,35;-;-;-;-;-;-;4853,00
11/2025;valor_aprovado;"170382 CACHOEIRINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;-;-;-;-;-;-;-;5625,00
11/2025;valor_aprovado;"170384 CAMPOS LINDOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;valor_aprovado;"170386 CARIRI DO TOCANTINS";-;-;-;-;-;-;2798,95;-;-;-;-;-;-;-;-;4,00;11122,71;-;39,96;-;-;-;-;-;268,54;-;22,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;128,70;-;-;-;-;-;-;14385,38
11/2025;valor_aprovado;"170388 CARMOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1350,00;-;-;-;-;-;-;-;-;1350,00
11/2025;valor_aprovado;"170389 CARRASCO BONITO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;237,60;-;-;-;-;-;-;4799,60
11/2025;valor_aprovado;"170390 CASEARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7425,00;-;-;-;-;-;-;-;-;7435,44
11/2025;valor_aprovado;"170410 CENTENARIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;-;-;-;-;-;-;-;5625,00
11/2025;valor_aprovado;"170460 CHAPADA DE AREIA";-;-;-;3273,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1801,80;-;-;-;-;-;-;5075,69
11/2025;valor_aprovado;"170510 CHAPADA DA NATIVIDADE";-;-;-;2640,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3489,75;-;-;-;-;-;-;6130,47
11/2025;valor_aprovado;"170550 COLINAS DO TOCANTINS";-;-;-;44096,80;-;6103,02;9497,40;4431,03;-;-;-;-;11120,87;-;-;-;170265,25;4678,77;1507,38;-;-;-;24,65;81,62;1465,84;-;-;-;686,78;-;-;-;-;-;-;-;1702,58;-;-;-;-;-;-;-;-;-;-;9135,00;-;-;-;-;-;-;-;-;264796,99
11/2025;valor_aprovado;"170555 COMBINADO";-;-;-;2666,90;-;-;169,40;-;-;-;-;-;56,65;-;-;7,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3825,00;-;6519,15;-;-;-;-;-;-;13244,10
11/2025;valor_aprovado;"170560 CONCEICAO DO TOCANTINS";-;-;-;2633,75;-;-;-;-;-;-;-;-;-;-;-;43,00;6128,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7202,25;-;-;-;-;-;-;16007,76
11/2025;valor_aprovado;"170600 COUTO MAGALHAES";-;-;-;12972,95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;-;-;-;-;-;-;18372,95
11/2025;valor_aprovado;"170610 CRISTALANDIA";-;-;-;-;-;3385,95;-;-;-;-;-;-;-;-;-;-;20510,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;-;-;-;-;-;-;29296,54
11/2025;valor_aprovado;"170625 CRIXAS DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5175,00;-;950,40;-;-;-;-;-;-;6125,40
11/2025;valor_aprovado;"170650 DARCINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;491,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7875,00;-;-;-;-;-;-;-;-;8366,63
11/2025;valor_aprovado;"170700 DIANOPOLIS";-;-;-;17639,98;-;9268,46;14940,20;-;-;-;-;-;417,15;-;-;150,00;52103,43;1462,39;1,44;-;-;-;282,35;-;174,44;-;-;-;-;-;-;-;-;-;-;-;1633,64;-;-;-;-;-;-;-;-;-;-;-;-;39204,00;-;-;-;-;-;-;137277,48
11/2025;valor_aprovado;"170710 DIVINOPOLIS DO TOCANTINS";-;-;-;6748,69;-;2466,54;-;-;-;-;-;-;1066,05;-;-;-;35363,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;1168,20;-;-;-;-;-;-;52438,30
11/2025;valor_aprovado;"170720 DOIS IRMAOS DO TOCANTINS";-;-;-;5328,48;-;539,48;-;-;-;-;-;-;15,45;-;-;-;6286,53;-;-;-;-;-;-;-;35,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;-;-;-;-;-;-;16705,46
11/2025;valor_aprovado;"170730 DUERE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
