periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
11/2025;qtd_aprovada;"261150 QUIPAPA";412;2;14;-;-;-;155;-;-;-;-;-;42;-;-;1139;6576;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;109;-;-;-;-;-;-;8500
11/2025;qtd_aprovada;"261153 QUIXABA";342;84;20;1680;-;-;8;-;-;-;-;-;102;-;-;378;2935;246;-;-;-;-;20;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5396;-;-;-;-;-;-;11215
11/2025;qtd_aprovada;"261160 RECIFE";26142;2323;50180;1328342;18504;57790;43123;17676;8435;1970;3140;339;263681;93529;1764;19155;1447639;89272;23154;14580;28441;31320;12575;-;3556;-;-;7698;2161;874;11471;63;259;163;82;-;-;12;691;1289;310;-;2568;368;4242;20;-;35;3031;-;4121377;24556;349;-;4169;862;4;135;7;16;574;7774016
11/2025;qtd_aprovada;"261170 RIACHO DAS ALMAS";12;2656;21;4700;109;1303;17;-;-;-;-;-;549;-;-;1019;21248;114;-;-;-;-;135;-;181;-;-;2;-;55;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;32196
11/2025;qtd_aprovada;"261180 RIBEIRAO";16;36;-;-;-;-;-;-;-;-;-;-;-;-;-;986;10721;605;-;-;-;-;134;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12626
11/2025;qtd_aprovada;"261190 RIO FORMOSO";-;-;-;-;-;503;-;-;-;-;-;-;284;-;-;842;18605;-;-;-;-;-;-;-;-;-;-;363;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20597
11/2025;qtd_aprovada;"261200 SAIRE";2818;5;-;-;-;-;25;-;-;-;-;-;-;-;-;1168;7753;138;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;594;-;-;-;-;-;-;12506
11/2025;qtd_aprovada;"261210 SALGADINHO";185;57;-;-;-;-;143;-;-;-;-;-;-;-;-;358;5003;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;636;-;-;-;-;-;-;6460
11/2025;qtd_aprovada;"261220 SALGUEIRO";6;45;11;19579;772;4429;628;29;-;-;105;-;7484;-;-;798;21503;477;308;-;1969;12;19;-;-;-;-;238;-;7;535;-;7;18;-;-;-;-;-;1;1;-;-;19;-;-;-;-;-;-;-;-;33;-;3246;-;-;-;-;-;124;62403
11/2025;qtd_aprovada;"261230 SALOA";-;-;-;3454;-;430;111;-;-;-;-;-;-;-;-;375;10656;396;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;916;-;-;-;-;-;-;16367
11/2025;qtd_aprovada;"261240 SANHARO";5059;1047;21;11711;110;1117;209;-;-;-;-;-;561;-;-;2157;30398;552;-;-;-;-;279;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;43;-;-;513;-;-;8;2;-;-;53930
11/2025;qtd_aprovada;"261245 SANTA CRUZ";-;16;-;1878;138;343;122;-;-;-;-;-;-;-;-;67;9117;158;-;-;-;-;79;-;57;-;-;5;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;54;-;-;4712;-;-;-;68;-;-;16841
11/2025;qtd_aprovada;"261247 SANTA CRUZ DA BAIXA VERDE";2301;-;335;1043;-;193;98;-;-;-;-;-;30;-;12;752;7697;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;48;-;-;310;-;-;-;-;-;-;12834
11/2025;qtd_aprovada;"261250 SANTA CRUZ DO CAPIBARIBE";13832;258;710;19091;250;3290;187;90;-;-;-;-;225;-;6;1690;55030;2574;-;-;-;-;180;-;-;-;-;1;-;-;37;-;-;-;11;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;42;-;-;1434;-;-;75;-;-;-;99085
11/2025;qtd_aprovada;"261255 SANTA FILOMENA";-;-;-;-;87;-;-;-;-;-;-;-;28;-;-;-;990;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1105
11/2025;qtd_aprovada;"261260 SANTA MARIA DA BOA VISTA";6321;102;-;5259;-;310;108;-;-;-;-;-;120;-;-;440;9821;291;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1437;-;-;-;-;-;-;24278
11/2025;qtd_aprovada;"261270 SANTA MARIA DO CAMBUCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1910;14003;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;244;-;-;-;-;-;-;16208
11/2025;qtd_aprovada;"261280 SANTA TEREZINHA";-;-;100;932;-;215;125;-;-;-;-;-;76;-;-;425;3617;-;-;-;-;-;-;-;-;-;-;168;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5658
11/2025;qtd_aprovada;"261290 SAO BENEDITO DO SUL";1;24;-;-;-;-;-;-;-;-;-;-;-;-;-;429;3748;58;-;-;-;-;24;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;4323
11/2025;qtd_aprovada;"261300 SAO BENTO DO UNA";17;2188;58;4922;184;426;398;-;-;-;-;-;406;-;-;2665;48730;98;-;-;-;-;53;-;-;-;-;574;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2319;-;-;-;30;-;-;63086
11/2025;qtd_aprovada;"261310 SAO CAITANO";2936;1262;-;8749;29;1109;387;-;-;-;-;-;402;-;-;197;11631;1274;-;-;-;-;27;-;12;-;-;34;-;4;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;159;-;-;93;100;-;-;28457
11/2025;qtd_aprovada;"261320 SAO JOAO";50;3;412;3758;-;39;175;-;-;-;-;-;38;-;-;-;12459;410;-;-;-;-;463;-;-;-;-;25;-;-;-;-;-;-;5;-;-;-;-;123;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;38;8;-;-;18055
11/2025;qtd_aprovada;"261330 SAO JOAQUIM DO MONTE";5557;812;-;967;-;870;93;-;-;-;-;-;82;-;-;575;18737;484;-;-;-;-;155;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;28382
11/2025;qtd_aprovada;"261340 SAO JOSE DA COROA GRANDE";53;7;-;11432;-;-;-;-;-;-;-;-;-;-;-;1345;12093;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;552;-;-;-;-;-;-;25513
11/2025;qtd_aprovada;"261350 SAO JOSE DO BELMONTE";40;-;-;8811;-;-;-;-;-;-;-;-;-;-;-;164;9633;380;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;7360;-;-;-;-;-;-;26447
11/2025;qtd_aprovada;"261360 SAO JOSE DO EGITO";11;12;579;6315;-;1012;393;361;-;-;122;-;525;-;-;660;20883;11;3;-;-;-;200;-;-;-;-;62;-;1;-;-;-;-;2;2;-;-;-;151;-;-;-;-;-;-;-;-;-;-;-;66;-;-;23480;-;-;96;-;61;69;55077
11/2025;qtd_aprovada;"261370 SAO LOURENCO DA MATA";1768;119;3704;35822;-;2346;627;-;-;-;-;-;646;-;-;3098;53259;1306;-;-;-;-;375;-;361;-;-;157;-;5;-;-;-;-;-;-;-;-;-;127;-;-;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;124;-;-;-;103945
11/2025;qtd_aprovada;"261380 SAO VICENTE FERRER";2420;72;-;1584;-;673;-;-;-;-;-;-;36;-;-;709;5146;532;-;-;-;-;372;-;3;-;-;20;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;76;-;-;338;-;-;-;-;-;-;12018
11/2025;qtd_aprovada;"261390 SERRA TALHADA";296;4085;191;32526;692;2974;1411;635;48;-;239;-;5360;-;-;5808;40124;9193;127;-;1662;-;874;-;87;-;-;196;-;-;604;-;2;3;-;-;-;-;-;265;-;-;-;7;-;-;-;-;-;-;-;159;21;-;2224;-;-;9;3;-;-;109825
11/2025;qtd_aprovada;"261400 SERRITA";60;-;-;2254;166;-;260;-;-;-;-;-;103;-;-;-;3627;-;-;-;-;-;-;-;-;-;-;53;-;12;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;62;-;-;1881;-;-;15;-;-;-;8510
11/2025;qtd_aprovada;"261410 SERTANIA";764;-;3;26;-;104;2;-;-;-;-;-;35;-;-;530;19652;275;2;-;-;-;469;-;-;-;-;10;-;1;-;-;-;-;4;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;22021
11/2025;qtd_aprovada;"261420 SIRINHAEM";-;26;-;-;-;807;-;-;-;-;-;-;-;-;-;38;14154;122;-;-;-;-;44;-;-;-;-;113;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15360
11/2025;qtd_aprovada;"261430 MOREILANDIA";419;-;-;591;-;227;48;-;-;-;-;-;65;-;-;467;8634;146;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1299;-;-;-;-;-;-;12020
11/2025;qtd_aprovada;"261440 SOLIDAO";1533;21;1978;1840;-;115;-;-;-;-;-;-;24;-;-;534;6174;234;-;-;-;-;165;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;12689
11/2025;qtd_aprovada;"261450 SURUBIM";37;60;39;704;-;3240;206;145;-;-;19;-;297;-;-;778;36251;1309;-;-;-;-;-;-;493;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77;-;-;3246;-;-;-;-;-;-;47023
11/2025;qtd_aprovada;"261460 TABIRA";44;28;-;9992;-;1147;99;-;-;-;-;-;89;-;-;58;25151;116;46;-;-;-;78;-;-;-;-;20;-;-;-;-;-;-;13;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;44;-;-;3089;-;-;-;-;-;-;40047
11/2025;qtd_aprovada;"261470 TACAIMBO";96;33;36;-;-;-;148;-;-;-;-;-;33;-;10;21;1498;217;8;-;-;-;127;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;236;-;-;-;-;-;-;2492
11/2025;qtd_aprovada;"261480 TACARATU";-;44;694;-;-;316;167;-;-;-;-;-;315;-;-;913;15993;151;26;-;-;-;77;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;1687;-;-;-;-;-;-;20418
11/2025;qtd_aprovada;"261485 TAMANDARE";-;25;-;-;-;402;135;-;-;-;-;-;73;-;-;723;22705;-;72;-;-;-;-;-;-;-;-;57;-;6;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;560;-;-;-;-;-;-;24775
11/2025;qtd_aprovada;"261500 TAQUARITINGA DO NORTE";-;-;-;6591;-;1001;112;-;-;-;-;-;-;-;-;220;7161;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;15167
11/2025;qtd_aprovada;"261510 TEREZINHA";21;55;314;3213;-;-;102;-;-;-;-;-;30;-;-;214;3903;356;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;8316
11/2025;qtd_aprovada;"261520 TERRA NOVA";-;-;-;2366;-;97;259;2;-;-;4;-;110;-;-;243;3583;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7143;-;-;-;-;-;-;13832
11/2025;qtd_aprovada;"261530 TIMBAUBA";9560;5;-;161;199;753;65;-;-;-;-;-;142;-;-;328;27779;123;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;418;-;-;-;-;-;-;39533
11/2025;qtd_aprovada;"261540 TORITAMA";34;13936;-;6652;191;1508;349;-;-;-;-;-;243;-;-;54;34959;2382;2;-;-;-;81;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1294;-;-;-;-;-;-;61710
11/2025;qtd_aprovada;"261550 TRACUNHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;803;4680;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;458;-;-;-;-;-;-;5941
11/2025;qtd_aprovada;"261560 TRINDADE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"261570 TRIUNFO";-;994;-;3642;-;390;-;-;-;-;-;-;-;-;-;8;1088;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;6237
11/2025;qtd_aprovada;"261580 TUPANATINGA";-;24;-;4814;-;405;-;-;-;-;-;-;-;-;-;1283;9269;455;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16250
11/2025;qtd_aprovada;"261590 TUPARETAMA";48;37;-;3924;-;111;88;-;-;-;-;-;38;-;-;20;6433;122;-;-;-;-;91;-;-;-;-;81;-;1;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;33;-;-;2433;-;-;-;-;-;-;13487
11/2025;qtd_aprovada;"261600 VENTUROSA";111;-;-;7067;-;40;257;-;-;-;-;-;106;-;4;232;10934;1090;-;-;-;-;783;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;159;-;-;-;-;-;-;20902
11/2025;qtd_aprovada;"261610 VERDEJANTE";-;64;-;1780;-;-;-;-;-;-;-;-;44;-;-;186;2634;-;-;-;-;-;-;-;-;-;-;21;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;4772
11/2025;qtd_aprovada;"261618 VERTENTE DO LERIO";10366;15;-;9883;-;-;278;-;-;-;-;-;-;-;-;1030;2321;421;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;278;-;-;-;-;-;-;24642
11/2025;qtd_aprovada;"261620 VERTENTES";-;25;-;9776;-;44;261;-;-;-;-;-;-;-;-;26;3206;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;384;-;-;-;-;-;-;13784
11/2025;qtd_aprovada;"261630 VICENCIA";28;11;-;10217;-;542;-;-;-;-;-;-;-;-;-;-;3884;795;-;-;-;-;72;-;-;-;-;36;-;12;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;50;-;-;156;-;-;-;-;-;-;15814
11/2025;qtd_aprovada;"261640 VITORIA DE SANTO ANTAO";706;46;411;69592;403;4656;780;66;192;-;178;-;4866;-;1;1370;44791;2030;14;-;4615;-;1153;-;-;-;-;40;-;13;-;-;-;-;-;-;-;-;-;442;-;-;-;18;-;-;-;-;-;-;-;62;18;-;1017;-;49;825;205;-;-;138559
11/2025;qtd_aprovada;"261650 XEXEU";-;90;-;1305;-;-;-;-;-;-;40;-;80;-;-;-;3466;327;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;193;-;-;-;-;-;-;5549
11/2025;qtd_aprovada;" MUNICIPIO IGNORADO - AL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"270010 AGUA BRANCA";-;33;1279;6714;-;-;278;-;-;-;42;-;196;-;-;549;8988;147;-;-;-;-;-;-;-;-;-;25;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;162;-;-;-;-;-;-;18452
11/2025;qtd_aprovada;"270020 ANADIA";2398;36;-;1453;-;-;-;-;-;-;-;-;-;-;-;-;499;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;4434
11/2025;qtd_aprovada;"270030 ARAPIRACA";47335;352;1157;81626;4285;8920;3227;1868;482;128;416;-;9781;2798;8;5616;159258;17135;3405;1783;6824;2122;126;-;1401;-;-;944;-;162;616;-;42;34;2;-;-;-;-;3;-;-;30;92;-;-;-;-;-;-;-;521;154;-;-;-;-;-;-;-;-;362653
11/2025;qtd_aprovada;"270040 ATALAIA";-;389;-;-;-;-;509;-;-;-;8;-;14;-;-;551;25597;238;-;-;-;-;-;-;-;-;-;383;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84;-;-;1920;-;-;-;-;-;-;29693
11/2025;qtd_aprovada;"270050 BARRA DE SANTO ANTONIO";5472;29;-;263;-;-;-;-;-;-;-;-;-;-;-;1002;6991;93;2;-;-;-;-;-;-;-;-;28;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;13932
11/2025;qtd_aprovada;"270060 BARRA DE SAO MIGUEL";6;9;8;3143;-;-;59;-;-;-;-;-;21;-;-;389;13894;287;-;-;-;-;75;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;17986
11/2025;qtd_aprovada;"270070 BATALHA";5351;40;-;5533;-;-;144;-;-;-;-;-;-;-;-;598;3916;-;-;-;-;-;153;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;57;-;-;2231;-;-;-;-;-;-;18048
11/2025;qtd_aprovada;"270080 BELEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;127
11/2025;qtd_aprovada;"270090 BELO MONTE";4352;108;-;943;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5403
11/2025;qtd_aprovada;"270100 BOCA DA MATA";-;30;-;-;-;22;-;-;-;-;-;-;41;-;-;485;9246;-;-;-;-;-;205;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;17;-;-;2474;-;-;-;-;-;-;12558
11/2025;qtd_aprovada;"270110 BRANQUINHA";-;8;-;1294;-;-;78;-;-;-;-;-;68;-;-;341;266;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;192;-;-;-;-;-;-;2273
11/2025;qtd_aprovada;"270120 CACIMBINHAS";1300;17;-;-;-;-;-;-;-;-;-;-;-;-;-;245;6243;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;8012
11/2025;qtd_aprovada;"270130 CAJUEIRO";20;-;-;-;-;157;126;-;-;-;-;-;42;-;-;100;10298;197;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1051;-;-;-;-;-;-;12018
11/2025;qtd_aprovada;"270135 CAMPESTRE";-;-;-;-;-;86;21;-;-;-;-;-;22;-;-;-;133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;350
11/2025;qtd_aprovada;"270140 CAMPO ALEGRE";7713;214;-;30675;-;982;244;-;-;-;-;-;748;-;-;3604;32626;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;120;-;-;64;-;-;-;-;-;-;77031
11/2025;qtd_aprovada;"270150 CAMPO GRANDE";6705;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;6871
11/2025;qtd_aprovada;"270160 CANAPI";2;12;-;-;-;-;211;-;-;-;-;-;-;-;-;203;10419;228;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;152;-;-;-;-;-;-;11251
11/2025;qtd_aprovada;"270170 CAPELA";3536;126;4;20;107;-;322;-;-;-;25;-;111;-;-;443;9932;267;-;-;-;-;-;-;143;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;15150
11/2025;qtd_aprovada;"270180 CARNEIROS";1355;14;384;179;-;-;72;-;-;-;-;-;73;-;-;323;414;284;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;495;-;-;-;-;-;-;3683
11/2025;qtd_aprovada;"270190 CHA PRETA";3023;37;-;1565;-;-;194;-;-;-;24;-;23;-;-;384;1257;267;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;6795
11/2025;qtd_aprovada;"270200 COITE DO NOIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2025;qtd_aprovada;"270210 COLONIA LEOPOLDINA";-;168;-;3092;90;-;40;-;-;-;-;-;71;-;-;400;7463;375;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;1090;-;-;-;-;-;-;12896
11/2025;qtd_aprovada;"270220 COQUEIRO SECO";-;18;-;1732;-;-;50;-;-;-;-;-;-;-;-;218;2103;450;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;4591
11/2025;qtd_aprovada;"270230 CORURIPE";17230;288;-;16853;-;1683;561;-;-;-;71;-;726;-;-;-;21177;-;2107;-;-;-;-;-;-;-;-;76;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3313;-;-;-;-;-;-;64143
