periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2026;valor_aprovado;"251210 POMBAL";-;-;-;21204,54;1082,37;14714,06;4013,31;5559,82;-;-;192,64;-;2456,95;-;-;74,00;104944,83;1344,87;43,07;-;-;-;1032,12;-;4299,34;-;208,39;329,12;29,86;-;-;-;-;-;-;-;10542,68;89,58;-;-;-;-;-;-;-;-;-;14640,00;-;76311,75;-;-;5460,00;-;-;-;268573,30
01/2026;valor_aprovado;"251220 PRATA";-;-;-;9980,66;-;-;-;-;-;-;-;-;15,45;-;-;21,00;2583,15;-;-;-;-;-;293,93;-;-;-;898,40;-;-;-;-;-;-;-;-;-;2472,42;-;-;-;-;-;-;-;-;-;-;7425,00;-;-;-;-;-;-;-;-;23690,01
01/2026;valor_aprovado;"251230 PRINCESA ISABEL";5,40;-;-;18990,21;1101,94;12660,57;1258,40;15921,51;-;-;-;-;3248,01;2764,92;-;71,00;63868,93;159,32;26,75;-;-;-;-;-;3206,54;-;405,58;-;298,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;28788,90;-;-;-;-;-;-;157276,58
01/2026;valor_aprovado;"251240 PUXINANA";27,00;-;-;10705,40;15095,42;-;2230,62;513,33;4568,75;-;724,12;-;108,48;-;-;22,00;11893,97;582,61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3825,00;-;435,60;-;-;-;-;-;-;50732,30
01/2026;valor_aprovado;"251250 QUEIMADAS";-;-;-;128034,03;-;376,29;11264,00;62966,37;-;-;1685,60;-;998,81;-;-;115,00;23659,23;10187,47;2,88;-;-;-;290,68;-;69,48;-;-;-;-;-;-;-;-;-;-;-;1095,82;-;-;-;-;-;-;-;-;-;-;7875,00;-;-;-;-;7200,00;11200,00;-;-;267020,66
01/2026;valor_aprovado;"251260 QUIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251270 REMIGIO";-;-;-;-;2009,92;-;1167,65;-;-;-;-;-;190,55;-;-;28,00;3207,03;1055,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13500,00;-;5756,85;-;-;-;-;-;-;26915,36
01/2026;valor_aprovado;"251272 PEDRO REGIS";-;-;-;2324,85;-;-;-;-;-;-;-;-;-;-;-;1,00;15016,18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17342,03
01/2026;valor_aprovado;"251274 RIACHAO";-;-;-;6963,16;-;-;-;-;-;-;-;-;-;-;-;-;6831,45;644,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14439,07
01/2026;valor_aprovado;"251275 RIACHAO DO BACAMARTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1750,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1750,00
01/2026;valor_aprovado;"251276 RIACHAO DO POCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251278 RIACHO DE SANTO ANTONIO";-;-;-;-;-;-;-;-;-;-;-;-;5,15;-;-;-;4634,40;93,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;450,00;-;-;-;-;-;-;-;-;5182,95
01/2026;valor_aprovado;"251280 RIACHO DOS CAVALOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10,00;8480,56;624,47;-;-;-;-;-;-;149,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5128,20;-;-;-;-;-;-;14392,75
01/2026;valor_aprovado;"251290 RIO TINTO";-;-;-;5801,06;-;-;-;-;-;-;-;-;-;-;-;28,00;18384,77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24213,83
01/2026;valor_aprovado;"251300 SALGADINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251310 SALGADO DE SAO FELIX";-;-;-;4350,75;-;-;-;-;-;-;-;-;-;-;-;19,00;4162,65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1420,65;-;-;-;-;-;-;9953,05
01/2026;valor_aprovado;"251315 SANTA CECILIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251320 SANTA CRUZ";-;-;-;-;-;-;1478,95;-;-;-;481,60;-;-;-;-;2,00;2425,58;191,07;-;-;-;-;-;-;130,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7200,00;-;-;-;-;-;-;-;-;11909,44
01/2026;valor_aprovado;"251330 SANTA HELENA";-;-;-;3839,11;-;-;2222,00;-;-;-;-;-;-;-;-;43,00;8916,03;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;21,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15106,86
01/2026;valor_aprovado;"251335 SANTA INES";-;-;-;3386,92;-;-;-;-;-;-;-;-;-;-;-;-;301,34;57,72;-;-;-;-;46,36;-;-;-;156,00;-;-;-;-;-;-;-;-;-;148,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4096,76
01/2026;valor_aprovado;"251340 SANTA LUZIA";37,80;-;-;38326,11;-;13,66;-;-;-;-;963,20;-;782,48;-;-;34,00;19253,21;4746,45;-;-;-;-;-;45,43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9785,00;-;-;-;-;-;-;-;-;73987,34
01/2026;valor_aprovado;"251350 SANTANA DE MANGUEIRA";-;-;-;3999,50;-;-;-;-;-;-;-;-;113,30;-;-;22,00;4322,68;-;-;-;-;-;171,84;-;-;-;-;-;-;-;-;-;-;-;-;-;326,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8955,38
01/2026;valor_aprovado;"251360 SANTANA DOS GARROTES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4038,27;-;-;-;-;-;-;-;174,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7200,00;-;-;-;-;-;-;-;-;11412,71
01/2026;valor_aprovado;"251365 JOCA CLAUDINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251370 SANTA RITA";67,50;-;129,15;99311,07;899,46;15078,37;29845,34;102583,51;161890,00;-;-;14470,66;92021,77;-;-;62,00;319592,53;5591,86;336,69;-;-;-;1597,86;6635,45;14876,54;-;-;41376,58;298,60;-;-;2413,47;-;-;-;-;11884,12;-;-;-;32094,79;-;-;-;-;-;-;-;-;-;-;-;22590,00;118560,00;-;-;1094207,32
01/2026;valor_aprovado;"251380 SANTA TERESINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12600,00;-;1009,80;-;-;-;-;-;-;13638,80
01/2026;valor_aprovado;"251385 SANTO ANDRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251390 SAO BENTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251392 SAO BENTINHO";-;-;-;11444,50;-;-;949,85;-;-;-;-;-;-;-;-;7,00;2608,31;770,55;-;-;-;-;261,27;-;-;-;-;-;-;-;-;-;-;-;-;-;1146,38;-;-;-;-;-;-;-;-;-;-;6975,00;-;4123,35;-;-;-;-;-;-;28286,21
01/2026;valor_aprovado;"251394 SAO DOMINGOS DO CARIRI";-;-;-;10227,96;-;-;-;-;-;-;-;-;-;-;-;6,00;540,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10773,96
01/2026;valor_aprovado;"251396 SAO DOMINGOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251398 SAO FRANCISCO";-;-;-;5361,52;-;119,70;487,85;285,30;268,75;-;208,98;-;-;-;-;8,00;290,00;-;-;-;-;-;162,44;-;-;-;364,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7556,54
01/2026;valor_aprovado;"251400 SAO JOAO DO CARIRI";45,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4486,31;1118,49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5650,70
01/2026;valor_aprovado;"251410 SAO JOAO DO TIGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24,00;69,30;108,15;-;-;-;-;62,00;-;-;-;56,00;-;-;-;-;-;-;-;-;-;128,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;448,23
01/2026;valor_aprovado;"251420 SAO JOSE DA LAGOA TAPADA";-;-;-;7377,08;257,36;-;3002,45;-;-;-;-;-;262,65;-;-;-;16800,00;-;-;-;-;-;110,61;-;2316,00;-;-;-;-;-;-;-;-;-;-;-;181,76;-;-;-;-;-;-;-;-;-;-;10800,00;-;-;-;-;-;-;-;-;41107,91
01/2026;valor_aprovado;"251430 SAO JOSE DE CAIANA";-;-;-;958,87;-;-;511,50;-;-;-;-;-;-;-;-;-;5035,76;-;-;-;-;-;31,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;-;-;-;-;-;-;11487,67
01/2026;valor_aprovado;"251440 SAO JOSE DE ESPINHARAS";-;-;-;2206,08;-;-;1053,25;-;-;-;-;-;-;-;-;11,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3270,33
01/2026;valor_aprovado;"251445 SAO JOSE DOS RAMOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251450 SAO JOSE DE PIRANHAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251455 SAO JOSE DE PRINCESA";-;-;-;8247,38;-;-;986,15;-;-;-;-;-;275,57;-;-;-;2444,45;433,74;64,00;-;-;-;33,90;69,30;95,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7650,00;-;1697,85;-;-;-;-;-;-;21998,30
01/2026;valor_aprovado;"251460 SAO JOSE DO BONFIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251465 SAO JOSE DO BREJO DO CRUZ";-;-;-;1436,90;-;-;-;-;-;-;-;-;-;-;-;4,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1440,90
01/2026;valor_aprovado;"251470 SAO JOSE DO SABUGI";-;-;-;-;-;-;-;-;-;-;-;-;144,20;-;-;-;15115,47;1051,09;-;-;-;-;-;-;2193,96;-;-;-;-;-;-;-;-;-;31,58;-;-;-;-;-;-;-;-;-;-;-;-;22050,00;-;1903,20;-;-;-;-;-;-;42489,50
01/2026;valor_aprovado;"251480 SAO JOSE DOS CORDEIROS";-;-;-;1908,60;-;-;-;-;-;-;-;-;-;-;-;-;-;112,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2020,68
01/2026;valor_aprovado;"251490 SAO MAMEDE";-;-;-;-;-;-;-;-;-;-;-;-;772,50;-;-;-;8072,23;345,95;-;-;-;-;-;-;602,16;-;449,14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;-;-;-;-;15191,98
01/2026;valor_aprovado;"251500 SAO MIGUEL DE TAIPU";-;-;-;2777,72;-;-;1257,85;-;-;-;-;-;154,50;-;-;-;12976,22;429,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3150,00;-;-;-;-;-;-;-;-;20745,87
01/2026;valor_aprovado;"251510 SAO SEBASTIAO DE LAGOA DE ROCA";245,70;-;-;4475,67;-;-;-;-;-;-;-;-;-;-;-;25,00;15251,49;-;-;-;-;-;235,04;-;-;-;-;-;-;-;-;-;-;-;-;-;1801,98;-;-;-;-;-;-;-;-;-;-;6525,00;-;-;-;-;-;-;-;-;28559,88
01/2026;valor_aprovado;"251520 SAO SEBASTIAO DO UMBUZEIRO";-;-;-;914,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;-;-;-;-;-;-;5639,92
01/2026;valor_aprovado;"251530 SAPE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251540 SAO VICENTE DO SERIDO";10,80;-;-;1899,33;-;-;-;-;-;-;-;-;509,88;-;-;-;10931,45;847,32;-;-;-;-;-;-;842,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19575,00;-;-;-;-;-;-;-;-;34616,18
01/2026;valor_aprovado;"251550 SERRA BRANCA";-;-;-;-;-;2597,88;-;-;-;-;-;-;813,70;-;-;27,00;7919,27;-;5,76;-;-;-;-;-;1066,40;-;16,89;-;298,60;-;-;-;-;-;-;-;-;-;244,97;-;-;-;-;-;-;-;-;10125,00;-;1697,85;-;-;-;-;-;-;24813,32
01/2026;valor_aprovado;"251560 SERRA DA RAIZ";-;-;-;925,28;-;-;-;-;-;-;-;-;-;-;-;2,00;-;276,64;-;-;-;-;-;16,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;-;-;-;-;-;-;6170,44
01/2026;valor_aprovado;"251570 SERRA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251580 SERRA REDONDA";-;-;-;-;298,52;-;-;-;-;-;-;-;103,00;-;-;-;4526,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600,00;-;-;-;-;-;-;-;-;8528,15
01/2026;valor_aprovado;"251590 SERRARIA";37,80;-;-;4889,87;-;562,82;2026,75;-;-;-;-;-;144,20;-;-;22,00;22148,06;746,06;-;-;-;-;-;-;3511,32;-;70,96;-;29,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;2727,45;-;-;-;-;-;-;42542,15
01/2026;valor_aprovado;"251593 SERTAOZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251597 SOBRADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251600 SOLANEA";-;-;-;25225,02;-;2722,98;12314,50;-;-;-;-;-;623,15;-;-;52,00;40075,55;587,65;-;-;-;-;222,65;-;1355,88;-;-;-;-;-;-;-;-;-;-;-;103,84;-;-;-;-;-;-;-;-;-;-;-;-;2138,40;-;-;25800,00;-;-;-;111221,62
01/2026;valor_aprovado;"251610 SOLEDADE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251615 SOSSEGO";-;-;-;3945,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;900,00;-;-;-;-;-;-;-;-;4845,96
01/2026;valor_aprovado;"251620 SOUSA";2,70;-;142,38;193331,62;3964,24;42535,10;50984,25;121730,24;54556,25;-;5520,34;-;21638,58;5194,29;-;170,00;346741,04;4142,82;112989,93;-;426998,84;9178,18;641,46;-;2960,62;-;45,04;348625,52;119,44;-;-;-;-;-;-;-;2171,74;-;-;5822,48;-;-;-;-;-;-;-;25125,00;2261,10;12116,55;-;1750,00;29490,00;-;-;-;1830949,75
01/2026;valor_aprovado;"251630 SUME";2,70;-;-;15887,50;1779,35;4153,71;-;-;-;-;-;-;3768,05;-;-;-;74850,34;4043,65;-;-;-;-;-;-;874,38;-;158,52;-;89,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6106,05;-;-;-;-;-;-;111713,83
01/2026;valor_aprovado;"251640 TACIMA";-;-;-;1980,36;-;-;-;-;-;-;-;-;190,55;-;-;167,00;740,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;-;-;-;-;-;-;7577,91
01/2026;valor_aprovado;"251650 TAPEROA";-;-;-;9179,29;-;2426,53;-;51959,15;-;-;-;-;1153,60;-;-;27,00;29555,51;1281,60;-;-;-;-;-;-;23,16;-;420,00;-;-;-;-;23226,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9000,00;-;-;-;-;-;-;-;-;128252,56
01/2026;valor_aprovado;"251660 TAVARES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251670 TEIXEIRA";-;-;-;1577,26;-;-;2909,50;-;-;-;-;-;425,96;-;-;-;29058,32;76,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10350,00;-;-;-;-;-;-;-;-;44397,24
01/2026;valor_aprovado;"251675 TENORIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251680 TRIUNFO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251690 UIRAUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"251700 UMBUZEIRO";-;-;-;7656,02;-;1519,86;-;-;-;-;-;-;-;-;-;16,00;14697,67;2690,57;-;-;-;-;703,41;-;1134,00;-;-;-;-;-;-;-;-;-;-;-;429,06;-;-;-;-;-;-;-;-;-;-;5400,00;-;3643,20;-;-;-;-;-;-;37889,79
01/2026;valor_aprovado;"251710 VARZEA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9,00;3628,59;114,13;-;-;-;-;53,14;-;1004,40;-;-;-;-;-;-;-;-;-;-;-;41,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4851,16
01/2026;valor_aprovado;"251720 VIEIROPOLIS";-;-;-;8851,86;-;-;-;-;-;-;-;-;-;-;-;2,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8853,86
01/2026;valor_aprovado;"251740 ZABELE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;" MUNICIPIO IGNORADO - PE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"260005 ABREU E LIMA";-;-;-;340221,39;-;4780,50;31400,60;-;-;-;-;-;74345,88;-;-;1,00;130913,74;-;-;-;-;-;-;-;-;-;-;232483,17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7760,00;821906,28
01/2026;valor_aprovado;"260010 AFOGADOS DA INGAZEIRA";-;-;-;45847,35;16547,62;6064,14;22768,16;1063,41;19350,00;-;2840,42;-;8236,87;-;-;-;16044,28;-;145,66;-;-;-;-;-;23,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121829,40;-;-;-;-;6000,00;5280,00;272040,99
01/2026;valor_aprovado;"260020 AFRANIO";-;-;-;92381,14;-;3937,68;18957,84;7519,87;23381,25;-;6857,62;-;6368,86;-;-;279,00;43406,34;-;-;-;-;-;-;-;58,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8100,00;-;27081,75;-;-;9510,00;-;-;-;247839,51
01/2026;valor_aprovado;"260030 AGRESTINA";2,70;-;-;3142,02;-;2489,87;2268,75;-;-;-;433,44;-;841,13;-;-;-;80372,68;2113,14;-;-;-;-;-;4766,71;8409,32;-;-;7716,00;-;-;-;-;-;-;-;-;-;-;136,35;-;-;-;-;-;-;-;-;2420,80;-;-;-;-;-;-;-;-;115112,91
01/2026;valor_aprovado;"260040 AGUA PRETA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"260050 AGUAS BELAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"260060 ALAGOINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
