periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2026;valor_aprovado;" MUNICIPIO IGNORADO - RO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110001 ALTA FLORESTA D'OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110002 ARIQUEMES";475,20;-;-;141228,35;-;33700,23;21409,85;20846,30;78743,75;-;2600,64;-;24864,52;3731,76;-;1759,00;343535,82;3209,53;15054,72;-;579486,77;-;107,71;-;11098,16;-;16,89;239249,83;20,74;36,81;70,40;-;-;-;-;-;-;-;267,24;4442,29;-;-;-;-;-;-;124042,76;-;9278,99;56246,85;-;-;23520,00;-;-;-;1739045,11
01/2026;valor_aprovado;"110003 CABIXI";-;-;-;4774,65;-;727,16;-;-;-;-;-;-;5,15;-;-;-;9137,90;116,75;-;-;-;-;-;-;324,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8944,65;-;-;-;-;-;-;24030,26
01/2026;valor_aprovado;"110004 CACOAL";145,80;-;4753,39;221765,40;-;6611,48;22693,74;331785,86;72293,75;-;2284,96;-;13708,85;-;-;22,00;405058,42;5630,74;23452,92;990358,05;498905,02;56,63;339,00;31,70;43535,94;-;75,36;260855,86;41,48;24,54;1804,72;13,54;62,22;-;-;-;-;238,88;4161,33;2137,15;-;-;-;-;-;-;57482,08;-;1729,92;-;-;-;-;-;-;-;2972060,73
01/2026;valor_aprovado;"110005 CEREJEIRAS";-;-;-;11528,47;-;16916,45;4851,55;17101,87;-;-;-;-;612,85;-;-;260,00;64803,84;1760,73;376,93;-;-;-;7,44;-;938,42;-;5,63;-;-;-;142,10;-;-;-;-;-;-;-;289,51;-;-;-;-;-;-;-;-;-;-;43373,25;-;-;-;-;-;-;162969,04
01/2026;valor_aprovado;"110006 COLORADO DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110007 CORUMBIARA";-;-;-;6400,28;-;1331,64;2566,30;-;-;-;-;-;113,30;-;-;38,00;17994,34;1375,00;-;-;-;-;-;-;236,16;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11508,75;-;-;-;-;-;-;41643,03
01/2026;valor_aprovado;"110008 COSTA MARQUES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110009 ESPIGAO D'OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110010 GUAJARA-MIRIM";-;-;-;-;-;-;-;14330,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14330,59
01/2026;valor_aprovado;"110011 JARU";-;-;-;113472,40;-;21184,17;19141,10;275,04;25531,25;-;2140,54;-;2858,38;-;-;67,00;259553,86;2753,39;365,19;-;-;48,54;-;-;257,36;-;143,36;-;20,74;-;41,10;-;-;-;-;-;-;-;935,34;-;-;-;-;-;-;-;-;-;-;85095,45;-;-;-;-;-;-;533884,21
01/2026;valor_aprovado;"110012 JI-PARANA";191,70;-;18,33;233189,33;5192,91;36437,92;19575,34;197077,69;214462,50;-;5898,74;-;32833,51;-;-;125,00;641459,76;-;75265,51;-;567878,68;251,70;-;11,26;91392,16;-;171,84;235184,18;-;-;-;-;-;-;-;-;-;29,86;2449,70;6365,87;-;-;-;-;-;-;121077,74;22333,10;1677,00;38144,70;-;-;-;-;-;-;2548696,03
01/2026;valor_aprovado;"110013 MACHADINHO D'OESTE";10,80;-;-;24857,99;-;6138,50;6032,40;-;-;-;-;-;180,25;-;-;-;96455,78;-;2847,36;-;-;66,00;-;-;1016,48;-;-;-;24,76;-;2103,08;32,68;-;-;-;-;-;-;2137,92;-;-;-;-;-;-;-;-;-;-;64230,25;-;-;-;-;-;-;206134,25
01/2026;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;-;-;-;-;9642,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9642,67
01/2026;valor_aprovado;"110018 PIMENTA BUENO";955,80;-;-;52139,75;-;7294,19;9462,20;4751,67;-;-;-;-;9880,31;-;-;34,00;114214,21;880,63;506,34;-;-;-;-;-;8590,08;-;90,41;-;-;36,81;-;-;-;-;-;-;-;-;2694,67;-;-;-;-;-;-;-;-;-;-;14236,20;-;-;-;-;-;-;225767,27
01/2026;valor_aprovado;"110020 PORTO VELHO";758,96;-;18244,88;2494762,90;517854,36;175002,95;110517,27;616029,44;950300,00;166921,20;28307,32;-;246245,64;284219,23;-;6148,00;2380248,07;28587,26;53078,78;2641617,11;1208511,56;89774,31;3298,80;2125,86;94340,72;37,70;1080,64;315149,72;100,61;258,80;255,78;540,74;41,48;-;54,97;93,28;619,70;-;15148,36;12589,80;553075,06;-;-;-;12915,00;-;507311,55;1055913,46;160162,89;1371719,52;-;-;9970,00;-;-;6240,00;16140173,68
01/2026;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;28213,34;-;2706,52;-;-;-;-;-;-;61,80;-;-;-;10365,14;3225,48;-;-;-;-;-;-;12,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44584,74
01/2026;valor_aprovado;"110026 RIO CRESPO";-;-;-;1469,22;-;-;-;-;-;-;-;-;25,75;-;-;-;10799,90;-;-;-;-;-;-;-;46,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9355,50;-;-;-;-;-;-;21696,69
01/2026;valor_aprovado;"110028 ROLIM DE MOURA";1409,40;-;-;102514,24;-;12004,32;17422,35;18804,52;32166,25;-;-;-;643,51;-;-;229,00;150369,66;2157,39;1737,19;-;-;32,36;-;1,54;8544,36;-;26,42;-;-;-;-;-;-;-;-;-;-;-;616,60;-;-;-;-;-;-;-;85876,91;-;-;48809,70;-;-;-;-;-;-;483365,72
01/2026;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110030 VILHENA";-;-;-;-;-;-;-;-;537,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;537,50
01/2026;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;7006,38;-;5494,80;7756,10;-;-;-;-;-;113,30;-;-;333,00;33934,61;933,43;547,33;-;-;-;-;-;1296,00;-;11,26;-;-;12,27;104,66;-;-;-;-;-;-;-;22,27;-;-;-;-;-;-;-;-;-;-;45376,65;-;-;-;-;-;-;102942,06
01/2026;valor_aprovado;"110033 NOVA MAMORE";-;-;14,10;13452,00;-;2133,94;1295,25;-;-;-;-;-;169,95;-;-;133,00;46526,46;668,92;-;-;-;-;-;-;2602,88;-;-;-;-;-;-;-;-;-;-;-;-;-;22,27;-;-;-;-;-;-;-;-;-;-;22948,20;-;-;-;-;-;-;89966,97
01/2026;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;24762,98;-;5570,12;2918,30;-;-;-;-;-;87,55;-;-;38,00;45080,95;2436,60;-;-;-;-;-;-;162,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10241,55;-;-;-;-;-;-;91298,05
01/2026;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";310,50;-;-;5641,29;-;-;-;-;-;-;-;-;10,30;-;-;-;19312,11;-;-;-;-;-;-;-;55,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10573,20;-;-;-;-;-;-;35902,96
01/2026;valor_aprovado;"110040 ALTO PARAISO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110045 BURITIS";-;-;25,83;23286,88;-;5047,79;2174,70;-;-;-;-;-;394,22;-;-;1,00;51188,75;-;247,12;-;-;48,54;-;-;1148,00;-;-;-;-;-;41,10;-;-;-;54,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83658,90
01/2026;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110060 CACAULANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;29512,38;-;-;6224,90;-;-;-;-;-;-;-;-;-;10873,50;342,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46953,54
01/2026;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;222,46;-;-;1931,05;-;-;-;-;-;-;-;-;18,00;3100,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2054,25;-;-;-;-;-;-;7326,54
01/2026;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110094 CUJUBIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;-;-;641,44;-;-;-;-;-;-;-;-;-;-;9088,30;893,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10623,56
01/2026;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110140 MONTE NEGRO";-;-;-;14385,68;-;3034,79;-;-;-;-;-;-;97,85;-;-;164,00;28250,72;1189,08;-;-;-;-;-;-;217,68;-;-;-;-;-;-;-;-;-;-;-;21,92;59,72;-;-;-;-;-;-;-;-;-;-;-;19191,15;-;-;-;-;-;-;66612,59
01/2026;valor_aprovado;"110143 NOVA UNIAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110145 PARECIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;20,60;-;-;43,00;6360,20;9,34;-;-;-;-;-;-;129,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4068,90;-;-;-;-;-;-;10631,64
01/2026;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;559,35;-;-;-;-;-;-;559,35
01/2026;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22696,18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9900,00;-;-;-;-;-;-;32596,18
01/2026;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;30789,21;-;3319,78;5870,70;-;-;-;-;-;185,40;-;-;170,00;76704,82;11089,23;1,44;-;-;97,08;-;-;2910,26;-;69,73;-;-;-;-;-;-;-;-;-;-;-;645,83;-;-;-;-;-;-;-;-;-;-;43693,65;-;-;-;-;-;-;175547,13
01/2026;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110160 THEOBROMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110170 URUPA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"110175 VALE DO ANARI";-;-;-;10231,19;-;-;1954,15;-;-;-;-;-;128,75;-;-;-;9805,16;-;-;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37733,85;-;-;-;-;-;-;59864,94
01/2026;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;1773,43;-;-;3135,55;-;-;-;-;-;56,65;-;-;-;13324,45;-;-;-;-;-;-;-;277,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3568,95;-;-;-;-;-;-;22136,83
01/2026;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;1719,75;-;-;-;-;-;-;-;-;-;-;12114,06;-;-;-;-;-;-;-;3142,76;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16982,20
01/2026;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;28338,27;-;3340,20;-;-;-;-;-;-;423,72;-;-;25,00;22933,67;-;-;-;-;-;-;-;602,68;-;50,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55714,21
01/2026;valor_aprovado;"120010 BRASILEIA";-;-;-;85939,81;-;99625,98;2824,80;-;-;-;-;-;125,79;1534,15;-;19,00;71395,58;1486,93;2945,80;-;259991,27;2184,61;-;-;6320,44;-;614,22;-;-;-;1761,26;-;-;-;54,97;-;-;-;454,50;2034,21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;539313,32
01/2026;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1449,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1449,16
01/2026;valor_aprovado;"120020 CRUZEIRO DO SUL";169,12;-;28,20;168490,46;-;28033,75;25807,10;142169,38;141556,25;-;1382,02;-;4984,20;5957,12;-;1348,00;175060,41;7019,69;5758,69;-;212599,05;5116,00;-;-;2759,48;-;165,12;-;-;-;-;-;-;-;-;-;-;-;257,55;10053,04;-;-;-;-;-;-;13723,22;2806,10;8411,36;-;-;-;-;-;-;-;963655,31
01/2026;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63,75
01/2026;valor_aprovado;"120030 FEIJO";-;-;-;34227,78;-;7539,95;-;-;-;-;-;-;-;-;-;-;2411,70;-;-;-;-;-;-;-;138,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44318,39
01/2026;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"120033 MANCIO LIMA";-;-;-;13872,21;-;5710,94;321,20;-;-;-;-;-;710,70;-;-;-;55627,74;1246,60;1509,48;-;-;-;-;-;8928,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48375,00;-;-;-;-;-;-;-;-;136302,55
01/2026;valor_aprovado;"120034 MANOEL URBANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;-;-;1173,93;-;-;-;-;-;-;-;-;-;-;11492,86;-;-;-;-;-;-;-;224,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12891,75
01/2026;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;23507,76;-;3328,04;-;-;-;-;-;-;283,25;-;-;-;38124,76;-;4,32;-;-;-;-;-;3191,16;-;52,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68492,13
01/2026;valor_aprovado;"120039 PORTO WALTER";-;-;-;4008,42;-;356,14;-;-;-;-;-;-;557,99;-;-;13,00;8855,26;-;-;-;-;-;-;-;388,80;-;-;-;-;-;-;-;-;-;-;-;-;59,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14239,33
01/2026;valor_aprovado;"120040 RIO BRANCO";2335,50;-;23924,31;1849585,71;65626,80;154042,84;78538,40;1161835,98;1223997,50;25039,74;8620,49;21146,12;102362,22;196268,00;-;6224,00;956011,69;16024,53;2805,11;805753,30;1448019,01;63482,93;4228,22;543,23;102990,74;-;1826,52;51110,92;-;986,88;85,26;316,68;-;-;-;-;7914,52;-;11491,32;2242,29;118290,80;-;-;-;23876,50;-;143140,77;65583,31;59976,65;619238,40;-;53050,00;84460,00;-;-;-;9562997,19
01/2026;valor_aprovado;"120042 RODRIGUES ALVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"120043 SANTA ROSA DO PURUS";-;-;-;3911,89;-;92,55;-;-;-;-;-;-;51,50;-;-;-;4051,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8107,39
01/2026;valor_aprovado;"120045 SENADOR GUIOMARD";-;-;-;71768,43;-;2140,48;-;-;-;-;-;-;360,50;-;-;8,00;25715,99;-;-;-;-;-;86,56;-;2006,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102086,28
01/2026;valor_aprovado;"120050 SENA MADUREIRA";-;-;-;58646,36;-;15542,87;1488,85;-;-;-;-;-;391,40;-;-;44,00;56022,51;-;-;-;-;-;-;-;1935,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;134071,75
01/2026;valor_aprovado;"120060 TARAUACA";-;-;-;31588,95;-;4556,55;-;-;-;-;-;-;-;-;-;-;30416,52;-;-;-;-;-;-;-;71,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66633,06
01/2026;valor_aprovado;"120070 XAPURI";-;-;-;33749,34;-;3057,07;37,95;-;-;-;-;-;185,40;-;-;-;29344,74;-;-;-;-;-;-;-;5961,80;-;-;-;-;-;-;-;-;-;-;-;-;238,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72575,18
01/2026;valor_aprovado;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"130002 ALVARAES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;valor_aprovado;"130006 AMATURA";8483,40;-;-;19642,64;-;2407,53;784,30;-;-;-;-;-;128,75;-;-;-;100312,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;131758,88
