periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
10/2025;valor_aprovado;"110010 GUAJARA-MIRIM";-;-;-;2436,53;-;10239,38;-;-;-;-;-;-;-;-;-;1,00;62671,00;-;-;-;-;-;-;-;69,48;-;-;-;-;-;-;-;-;-;-;-;-;-;66,81;-;-;-;-;-;-;-;-;-;-;955,35;-;-;-;-;-;76439,55
10/2025;valor_aprovado;"110011 JARU";-;-;-;117381,53;-;36782,06;17666,00;3644,13;34400,00;-;4179,60;-;1913,99;-;-;49,00;266669,48;4237,48;209,05;-;-;28,96;-;-;249,86;-;69,73;-;-;12,27;41,10;-;-;-;-;-;-;-;1046,69;-;-;-;-;-;-;-;-;-;-;79046,55;-;-;-;-;-;567627,48
10/2025;valor_aprovado;"110012 JI-PARANA";577,80;-;18,33;191949,20;10517,21;41383,39;30680,02;143673,27;152381,25;-;-;-;91349,17;6713,76;-;337,00;750775,22;-;64992,23;-;576879,58;192,97;-;22,52;102886,40;-;192,52;301230,94;-;-;-;-;-;-;-;-;-;119,44;4832,59;7250,06;-;-;-;-;-;-;-;23126,20;1092,90;54197,55;-;-;-;-;-;2557371,52
10/2025;valor_aprovado;"110013 MACHADINHO D'OESTE";35,10;-;-;14315,41;-;8987,41;5995,00;-;-;-;-;-;726,15;-;-;-;79172,97;-;248,86;-;-;-;-;-;129,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84501,45;-;-;-;-;-;194111,95
10/2025;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;70,00;5707,59;-;2222,36;4394,50;-;-;-;-;-;87,55;-;-;18,00;32906,04;2430,93;468,12;-;-;25,13;-;-;1807,62;-;-;-;-;-;38,74;-;-;19,79;-;-;-;-;289,51;-;-;-;-;-;-;-;-;-;-;14399,55;-;-;-;-;-;64885,43
10/2025;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;7,04;118918,02;-;10164,64;18324,90;30767,50;-;-;-;-;865,20;-;-;-;112899,33;-;-;-;-;16,18;-;-;2332,76;-;-;-;-;-;-;-;-;-;-;-;-;-;712,64;-;-;-;-;-;-;-;-;-;-;34155,45;-;-;-;-;-;329163,66
10/2025;valor_aprovado;"110018 PIMENTA BUENO";1179,90;-;-;55706,89;-;10593,14;5654,00;-;-;-;-;-;8467,32;-;-;12,00;126319,74;1022,44;1027,68;-;-;8,09;-;-;7568,44;-;84,89;-;-;12,27;-;-;-;-;54,97;-;-;-;2605,59;-;-;-;-;-;-;-;-;-;-;33249,15;-;-;100,00;-;-;253666,51
10/2025;valor_aprovado;"110020 PORTO VELHO";2929,34;-;21067,11;2462865,66;509326,08;234726,44;122342,66;809358,75;648947,50;128415,01;26435,28;-;301329,77;426413,29;-;4274,00;2592874,65;38419,03;16952,24;2649852,61;1220538,87;132683,21;176,20;3981,26;104980,40;18,85;2794,88;445144,76;133,56;348,10;-;3040,22;-;-;109,94;31,28;303,58;29,86;16847,09;16064,85;413789,46;3677,85;4320,00;-;12190,00;-;-;1217445,41;192140,91;1504497,78;-;20880,00;5140,00;-;12480,00;16330317,74
10/2025;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;21607,93;-;9945,04;-;-;-;-;-;-;-;-;-;-;1,89;592,69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32147,55
10/2025;valor_aprovado;"110026 RIO CRESPO";-;-;-;1808,68;-;-;-;-;-;-;-;-;-;-;-;-;7292,78;-;-;-;-;-;-;-;111,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17354,70;-;-;-;-;-;26567,28
10/2025;valor_aprovado;"110028 ROLIM DE MOURA";2251,80;-;-;104025,67;-;13497,16;36101,45;19072,01;24817,50;-;-;-;1578,78;-;-;475,00;247521,45;764,57;3760,68;-;-;288,27;-;47,74;12366,12;-;-;-;-;-;-;-;-;-;-;-;-;29,86;546,15;-;-;-;-;-;-;-;-;-;-;62763,75;-;-;-;-;-;529907,96
10/2025;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;24598,20;-;2787,19;-;-;-;-;-;-;36,05;-;-;78,00;33557,03;2044,54;1,44;-;-;-;3,72;-;615,60;-;5,63;-;-;-;-;-;-;-;-;-;51,96;358,32;-;-;-;-;-;-;-;-;-;-;-;8949,60;-;-;-;-;-;73087,28
10/2025;valor_aprovado;"110030 VILHENA";-;-;-;-;-;-;-;2701,14;32787,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35488,64
10/2025;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;55,89;9304,72;-;4578,95;4160,20;-;-;-;-;-;149,35;-;-;189,00;18228,02;547,30;340,41;-;-;-;-;-;1049,26;-;79,26;-;-;-;115,36;-;-;-;-;-;-;-;44,54;-;-;-;-;-;-;-;-;-;-;16869,60;-;-;-;-;-;55711,86
10/2025;valor_aprovado;"110033 NOVA MAMORE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33685,53;415,63;-;-;-;-;-;7,34;1498,22;-;-;-;-;-;-;-;-;-;-;-;-;29,86;22,27;-;-;-;-;-;-;-;-;-;-;38154,60;-;-;-;-;-;73813,45
10/2025;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;25599,30;-;4544,17;-;-;-;-;-;-;103,00;-;-;121,00;31123,73;2404,85;-;-;-;-;-;-;259,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11607,75;-;-;-;-;-;75763,00
10/2025;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";216,00;-;-;9533,81;-;-;-;-;-;-;-;-;61,80;-;-;-;22432,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15736,05;-;-;-;-;-;47979,68
10/2025;valor_aprovado;"110040 ALTO PARAISO";-;-;-;19679,27;-;5433,71;4134,35;-;-;-;-;-;57,91;-;-;104,00;46958,58;1096,62;-;-;-;-;-;282,97;3624,36;-;-;-;-;-;-;-;-;-;-;-;-;1224,26;-;-;-;-;-;-;-;-;-;-;-;24809,40;-;-;-;-;-;107405,43
10/2025;valor_aprovado;"110045 BURITIS";72,90;-;51,66;75761,65;-;6886,38;5047,35;-;-;-;-;-;713,41;-;-;1308,00;82948,97;7003,97;679,41;-;-;64,72;-;-;4170,56;-;5,63;-;29,86;-;37,50;13,54;-;-;-;-;337,02;-;106,05;-;-;-;-;-;-;-;-;-;-;66171,60;-;-;-;-;-;251410,18
10/2025;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;5453,28;-;3523,82;-;-;-;-;-;-;180,25;-;-;-;15633,55;625,21;-;-;-;-;-;-;1381,70;-;60,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18048,90;-;-;-;-;-;44906,91
10/2025;valor_aprovado;"110060 CACAULANDIA";-;-;-;5228,05;-;-;-;-;-;-;-;-;118,45;-;-;58,00;20129,97;396,95;10,08;-;-;-;-;-;59,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4524,30;-;-;-;-;-;30525,00
10/2025;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;4647,38;-;-;-;-;-;-;-;-;-;-;-;10,00;5943,40;-;-;-;-;-;-;-;78,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10266,30;-;-;-;-;-;20945,80
10/2025;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;38960,23;-;-;-;-;-;-;-;-;-;-;-;-;9029,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47989,45
10/2025;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;181,97;-;-;2626,25;-;-;-;-;-;-;-;-;40,00;6523,49;-;-;-;-;-;-;-;-;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1445,40;-;-;-;-;-;10828,37
10/2025;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;-;-;3386,73;3092,10;-;-;-;-;-;463,50;-;-;37,00;18213,53;665,36;-;-;-;-;-;-;300,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7821,00;-;-;-;-;-;33980,18
10/2025;valor_aprovado;"110094 CUJUBIM";-;-;-;12851,98;-;8473,50;5347,10;-;-;-;-;-;618,00;-;-;-;44592,07;-;-;-;-;-;-;-;1417,00;-;109,68;671,44;-;-;-;-;-;-;-;-;-;29,86;334,05;-;-;-;-;-;-;-;-;-;-;21135,75;-;-;-;-;-;95580,43
10/2025;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;-;-;743,19;-;-;-;-;-;-;-;-;-;-;8979,83;1035,20;-;-;-;-;-;-;486,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11244,22
10/2025;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;26470,76;-;1499,89;-;-;-;-;-;-;-;-;-;-;29017,40;-;-;-;-;-;-;-;162,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49,50;-;-;-;-;-;57199,55
10/2025;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;5430,76;-;2581,45;611,05;-;-;-;-;-;97,85;-;-;-;20965,75;882,65;97,92;-;-;-;-;-;807,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;415,80;-;-;-;-;-;31890,47
10/2025;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;3745,75;-;5080,33;1843,60;-;-;-;-;-;5,15;-;-;-;27651,75;-;-;-;-;-;-;-;1475,16;-;22,52;-;-;-;-;-;-;-;-;-;-;119,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39943,70
10/2025;valor_aprovado;"110140 MONTE NEGRO";-;-;-;14463,57;-;3222,47;1040,60;-;-;-;-;-;36,05;-;-;568,00;9803,19;1796,38;1,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;153,44;29,86;-;-;-;-;-;-;-;-;-;4950,00;-;22690,80;-;-;-;-;-;58755,80
10/2025;valor_aprovado;"110143 NOVA UNIAO";-;-;-;7281,57;-;9741,12;1812,80;-;-;-;-;-;20098,95;-;-;76,00;21096,64;-;-;-;-;-;-;-;473,60;-;101,34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60682,02
10/2025;valor_aprovado;"110145 PARECIS";-;-;-;38400,10;-;-;-;-;-;-;-;-;2663,50;-;-;-;32769,60;-;6112,80;-;-;-;-;183,92;3170,84;-;-;-;-;-;-;-;-;-;-;-;-;3911,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;87212,42
10/2025;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;1779,82;-;-;-;-;-;-;-;-;10,30;-;-;44,00;4545,87;156,70;-;-;-;-;-;-;217,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3861,00;-;-;-;-;-;10615,25
10/2025;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;490,05;-;-;-;-;-;490,05
10/2025;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;35,88;-;-;1008,70;-;-;-;-;-;-;-;-;-;27729,56;-;-;-;-;-;-;-;129,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8296,20;-;-;-;-;-;37199,94
10/2025;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;29788,44;-;3562,48;2703,33;-;-;-;-;-;231,75;-;-;331,00;74436,72;12385,37;-;-;-;-;-;-;2346,26;-;26,42;-;-;-;-;-;-;-;-;-;-;-;690,37;-;-;-;-;-;-;-;-;-;-;54583,65;-;-;-;-;-;181085,79
10/2025;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;12334,59;-;1166,72;4105,20;-;4568,75;-;1830,08;-;350,20;-;-;31,00;36960,27;802,30;83,86;-;-;-;-;-;509,52;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62768,91
10/2025;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;6215,05;-;-;-;-;-;-;-;-;-;-;-;-;54380,06;-;-;-;-;-;-;-;193,16;-;50,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60838,94
10/2025;valor_aprovado;"110160 THEOBROMA";27,00;-;-;11387,72;-;1785,36;2457,95;-;-;-;-;-;103,00;-;-;-;15538,49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31299,52
10/2025;valor_aprovado;"110170 URUPA";-;-;-;14510,47;-;2577,62;-;-;-;-;-;-;3786,46;-;-;-;24767,59;-;-;-;-;5,39;-;-;4343,34;-;-;33342,33;-;-;-;-;-;-;33,97;-;-;-;22,27;-;-;-;-;-;-;-;-;-;-;20923,65;-;-;-;-;-;104313,09
10/2025;valor_aprovado;"110175 VALE DO ANARI";-;-;-;11921,39;-;-;2407,35;-;-;-;-;-;-;-;-;4,00;13570,92;-;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36630,00;-;-;-;-;-;64556,82
10/2025;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;2548,35;-;-;2828,10;-;-;-;-;-;97,85;-;-;-;6948,85;-;-;-;-;-;-;-;481,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7553,70;-;-;-;-;-;20458,29
10/2025;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;3351,48;-;-;-;-;-;-;-;-;-;-;13891,53;-;-;-;-;-;-;-;4776,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22019,49
10/2025;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;25505,42;-;2717,51;-;-;-;-;-;-;216,18;-;-;17,00;23620,96;-;-;-;-;-;-;-;820,88;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52914,84
10/2025;valor_aprovado;"120010 BRASILEIA";-;-;-;92719,42;-;98949,31;6065,95;-;-;-;-;-;116,91;779,65;-;274,00;88919,45;1415,03;5375,32;-;257270,30;1155,90;-;-;6969,44;-;491,78;-;-;-;3487,71;-;-;-;-;-;43,84;59,72;484,80;400,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;564978,53
10/2025;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1020,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1020,66
10/2025;valor_aprovado;"120020 CRUZEIRO DO SUL";403,60;-;-;268092,55;-;28544,09;21777,51;137833,34;157857,50;-;1815,46;-;11568,72;6595,40;-;328,00;168664,59;9285,78;9086,20;-;211667,25;5196,00;-;-;2147,16;-;228,87;-;-;-;-;-;-;-;-;-;22,72;-;424,20;2084,58;-;-;-;-;-;-;35878,48;5582,56;9056,54;-;-;-;-;-;-;1094141,10
10/2025;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71,40
10/2025;valor_aprovado;"120030 FEIJO";-;-;-;48074,63;-;11562,62;-;-;-;-;-;-;-;-;-;-;33024,26;-;-;-;-;-;-;-;792,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93453,63
10/2025;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4326,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4326,27
10/2025;valor_aprovado;"120033 MANCIO LIMA";-;-;-;22424,51;-;6473,60;1795,75;-;-;-;-;-;1323,55;-;-;-;47543,19;903,70;167,72;-;-;-;-;-;8041,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88673,14
10/2025;valor_aprovado;"120034 MANOEL URBANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2025;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;8579,34;-;1063,78;-;-;-;-;-;-;-;-;-;106,00;14775,49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24524,61
10/2025;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;23503,66;-;4021,54;-;-;-;-;-;-;272,95;-;-;-;43406,77;-;8,64;-;-;-;-;-;3415,20;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74708,02
10/2025;valor_aprovado;"120039 PORTO WALTER";-;-;-;7679,98;-;627,11;-;-;-;-;-;-;739,37;-;-;7,00;10335,20;-;-;-;-;-;-;-;-;-;112,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19500,66
10/2025;valor_aprovado;"120040 RIO BRANCO";4706,88;-;19799,88;2088791,33;134125,84;218606,09;145346,06;1120037,67;967240,00;26180,38;15870,43;-;86635,10;187231,95;-;7228,00;1096268,46;21905,22;868,30;1049157,02;1391491,26;57507,63;5184,62;839,12;123240,70;-;2919,85;233386,25;29,86;967,89;-;672,48;-;-;1095,07;-;6017,84;59,72;15410,84;2800,39;82445,71;-;-;-;26442,00;-;353951,75;114790,81;73541,29;966556,80;33320,00;84240,00;-;-;-;10766910,49
