periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
10/2024;valor_aprovado;"110010 GUAJARA-MIRIM";-;-;-;2484,35;-;108,84;13687,30;-;-;-;-;-;396,55;-;-;-;11639,76;5124,40;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33464,36
10/2024;valor_aprovado;"110011 JARU";-;-;-;119675,81;-;27707,89;14570,05;-;18543,75;-;5108,40;-;1053,50;-;-;49,00;258827,25;908,20;437,77;-;-;4,69;-;-;460,46;-;158,52;-;-;12,27;41,10;-;-;-;-;-;-;-;1046,69;-;-;-;-;-;-;-;-;-;-;66344,85;514950,20
10/2024;valor_aprovado;"110012 JI-PARANA";4522,50;-;-;253668,53;12313,63;10,96;14743,30;183610,37;340775,00;-;8096,90;-;3756,14;-;-;254,00;656768,68;514,98;36849,69;-;507891,21;285,26;-;45,04;16544,68;-;105,68;-;-;-;-;45,24;-;-;-;-;-;59,72;3229,15;5247,47;-;-;-;-;-;-;90710,72;890,60;2159,34;36238,95;2179337,74
10/2024;valor_aprovado;"110013 MACHADINHO D'OESTE";5,40;-;-;24997,69;-;15329,62;6598,90;-;-;-;-;-;1194,80;-;-;8,00;134516,92;-;101,34;-;-;-;-;-;1291,92;-;-;-;30,95;-;-;-;-;-;-;-;-;-;645,83;-;-;-;-;-;-;-;-;-;-;8964,45;193685,82
10/2024;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;14,10;822,98;-;2293,19;2946,35;-;-;-;-;-;25,75;-;-;35,00;32039,02;2944,60;17,28;-;-;51,12;-;-;873,76;-;-;-;59,72;-;-;-;-;-;-;-;-;-;111,35;-;-;-;-;-;-;-;-;-;-;7994,25;50228,47
10/2024;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;89914,09;-;9894,00;15691,50;-;-;-;-;-;705,55;-;-;-;98918,45;-;-;-;-;-;-;-;138,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;215262,55
10/2024;valor_aprovado;"110018 PIMENTA BUENO";1393,20;-;-;57878,97;-;11648,74;7701,10;-;-;-;-;-;1515,75;-;-;64,00;115983,62;381,20;968,89;-;-;8,09;-;-;7074,18;-;68,00;-;-;-;-;-;-;-;-;-;-;-;2293,81;-;-;-;-;-;-;-;-;-;-;19532,70;226512,25
10/2024;valor_aprovado;"110020 PORTO VELHO";684,68;-;23244,74;1860854,74;453228,70;200806,85;147549,35;533254,52;216881,25;59835,71;28481,39;2247,15;366214,87;267366,22;-;2702,00;2535842,74;37414,35;9724,48;2548842,98;1242265,97;90325,26;133,05;6192,00;131478,57;75,40;2413,42;207775,32;8672,58;282,82;-;464,37;20,74;-;109,94;-;141,54;-;6890,04;16365,95;210347,64;17778,54;23328,00;-;13675,00;-;295226,09;1309439,31;146971,74;1384466,61;14410016,62
10/2024;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;3507,44;-;4244,34;-;-;-;-;-;-;298,70;-;-;-;3281,67;5778,54;1,44;-;-;-;-;-;5457,62;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22586,64
10/2024;valor_aprovado;"110026 RIO CRESPO";-;-;-;2257,54;-;-;-;-;-;-;-;-;-;-;-;-;6471,90;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8794,24
10/2024;valor_aprovado;"110028 ROLIM DE MOURA";194,40;-;-;110802,94;-;7537,07;16259,65;12360,73;55362,50;-;-;-;1169,33;-;-;240,00;211261,72;4170,12;739,02;-;-;231,35;-;93,17;8939,88;-;-;-;-;-;-;-;-;39,58;-;-;-;-;2022,18;-;-;-;-;-;-;-;24641,76;715,00;-;53056,35;509836,75
10/2024;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;11995,75;-;2156,96;-;-;-;-;-;-;15,45;-;-;92,00;7470,44;1735,58;-;-;-;-;-;-;573,96;-;-;-;-;-;-;-;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;-;-;-;5316,30;29386,30
10/2024;valor_aprovado;"110030 VILHENA";307,80;-;-;240190,00;-;18601,91;53266,06;154659,84;231125,00;-;5490,24;-;7484,50;-;-;200,00;226937,41;5098,71;1,44;-;86761,96;72,81;-;84,70;12054,60;-;105,68;-;-;-;-;-;-;-;-;-;21,92;-;5122,10;2200,39;-;-;-;-;-;-;-;7275,04;1933,44;-;1058995,55
10/2024;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;3010,86;-;5969,31;1920,60;-;-;-;-;-;113,30;-;-;170,00;22526,72;4,67;296,95;-;-;-;-;-;348,92;-;-;-;-;-;28,42;-;-;59,37;-;-;19,18;-;-;-;-;-;-;-;-;-;-;-;-;27403,20;61871,50
10/2024;valor_aprovado;"110033 NOVA MAMORE";-;-;-;1254,25;-;4898,37;2113,10;-;-;-;-;-;178,77;-;-;-;48074,80;1602,32;124,89;-;-;-;-;3,67;2410,24;-;-;-;-;-;-;-;-;-;-;-;-;-;467,67;-;-;-;-;-;-;-;-;-;-;504,90;61632,98
10/2024;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;9318,99;-;4869,66;2151,60;-;-;-;-;-;-;-;-;-;26317,85;1114,76;-;-;-;-;-;-;304,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44077,54
10/2024;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";-;-;-;7106,95;-;-;1740,75;-;-;-;-;-;10,30;-;-;-;14708,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20601,90;44168,87
10/2024;valor_aprovado;"110040 ALTO PARAISO";-;-;-;13445,45;-;4717,22;1791,90;-;-;-;-;-;272,95;-;-;44,00;50036,22;-;-;-;-;-;-;-;1296,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6573,60;78177,70
10/2024;valor_aprovado;"110045 BURITIS";156,60;-;25,83;70326,77;-;5020,85;2764,30;-;-;-;-;-;1663,89;-;-;952,00;86937,02;11366,83;304,85;-;-;45,84;-;254,10;3628,60;-;35,38;-;-;-;76,62;-;-;-;-;-;1361,78;-;106,05;-;-;-;-;-;-;-;-;-;-;80437,50;265464,81
10/2024;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;8893,67;-;3594,44;4676,65;-;-;-;-;-;1519,75;-;-;-;37699,47;1269,21;-;-;-;-;-;-;186,32;-;22,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14427,30;72289,33
10/2024;valor_aprovado;"110060 CACAULANDIA";-;-;-;5635,11;-;-;1216,05;-;-;-;-;-;10,30;-;-;55,00;13585,49;710,21;4,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21216,48
10/2024;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;6553,00;-;59,09;-;-;-;-;-;-;128,75;-;-;132,00;15350,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1113,75;23337,56
10/2024;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;57142,57;-;3321,85;2784,65;-;-;-;-;-;-;-;-;-;18754,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82003,87
10/2024;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;valor_aprovado;"110094 CUJUBIM";-;-;-;41251,59;-;10098,75;3816,45;-;-;-;-;-;767,35;-;-;12,00;33838,22;-;-;-;-;-;-;-;246,44;-;26,42;721,44;-;865,36;-;-;-;-;-;-;-;-;66,81;-;-;-;-;-;-;-;-;-;-;6146,70;97857,53
10/2024;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;5316,01;-;617,56;-;-;-;-;-;-;-;-;-;-;6745,85;-;-;-;-;-;-;-;201,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12880,70
10/2024;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;13930,42;-;1450,46;-;-;-;-;-;-;-;-;-;-;23172,49;7813,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2686,50;49053,12
10/2024;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;2553,90;-;1817,72;2411,20;-;-;-;-;-;97,85;-;-;-;18445,24;628,65;178,73;-;-;-;-;-;2886,18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;257,40;29276,87
10/2024;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;757,25;-;12494,82;3026,65;-;-;-;-;-;-;-;-;-;14273,94;-;-;-;-;-;-;-;2573,32;-;275,87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33401,85
10/2024;valor_aprovado;"110140 MONTE NEGRO";-;-;-;14924,52;-;3735,41;4618,90;-;-;-;-;-;169,95;-;-;355,00;23833,25;479,84;-;-;-;-;-;-;588,24;-;16,89;-;-;-;-;-;-;-;-;-;-;-;445,40;-;-;-;-;-;-;-;-;4725,00;-;16181,55;70073,95
10/2024;valor_aprovado;"110143 NOVA UNIAO";-;-;-;6161,38;-;4311,76;-;-;-;-;-;-;14621,64;-;-;-;15271,25;-;-;-;-;-;-;-;130,24;-;78,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40575,09
10/2024;valor_aprovado;"110145 PARECIS";-;-;-;1002,26;-;-;-;-;-;-;-;-;1033,49;-;-;-;9839,49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11875,24
10/2024;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;1256,34;-;-;-;-;-;-;-;-;25,75;-;-;7,00;5547,20;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;633,60;7502,29
10/2024;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;1161,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1161,86
10/2024;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;2782,52;-;-;1793,00;-;-;-;-;-;-;-;-;-;19732,21;-;-;-;-;-;-;-;46,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7731,90;32085,95
10/2024;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;14063,43;-;3789,59;1390,40;-;-;-;-;-;231,75;-;-;300,00;37033,10;11329,81;192,62;-;-;48,54;-;-;2074,78;-;105,68;-;-;24,54;-;-;-;-;-;-;32,16;-;22,27;-;-;-;-;-;-;-;-;-;-;31185,00;101823,67
10/2024;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;5975,10;-;1717,28;3313,75;-;18543,75;-;2601,50;-;92,70;-;-;153,00;36910,74;548,81;-;-;-;-;-;-;892,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7360,65;78109,82
10/2024;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;9582,11;-;-;-;-;-;-;-;-;-;-;-;-;992,88;-;-;-;-;-;-;-;-;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10580,62
10/2024;valor_aprovado;"110160 THEOBROMA";135,00;-;-;10948,36;-;1414,51;1137,40;-;-;-;-;-;72,10;-;-;-;16056,97;-;-;-;-;-;-;-;97,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29861,54
10/2024;valor_aprovado;"110170 URUPA";-;-;42,30;15518,54;-;6,78;4532,00;636,83;-;-;-;-;28,00;-;-;1,00;26137,31;2540,00;4,40;-;-;-;-;-;2867,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52314,56
10/2024;valor_aprovado;"110175 VALE DO ANARI";-;-;-;4075,88;-;-;1184,15;-;-;-;-;-;-;-;-;-;6617,27;-;-;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19473,30;31362,44
10/2024;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;3779,11;-;-;-;-;-;-;-;-;5,15;-;-;-;16013,85;-;-;-;-;-;-;-;375,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20173,23
10/2024;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15007,37;-;-;-;-;-;-;-;3185,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18193,33
10/2024;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;14594,80;-;1536,99;-;-;-;-;-;-;472,91;-;-;20,00;23940,45;-;-;-;-;-;-;-;812,68;-;50,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41428,50
10/2024;valor_aprovado;"120010 BRASILEIA";-;-;-;45054,93;-;87107,61;3180,65;27669,13;-;-;-;-;188,67;1458,70;-;160,00;80057,95;880,29;5286,82;-;195529,05;2085,68;-;-;5489,46;-;672,45;-;-;-;4602,09;-;-;-;54,97;-;43,84;-;-;231,62;-;-;-;-;-;-;-;45,00;2354,17;-;462153,08
10/2024;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;947,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;947,68
10/2024;valor_aprovado;"120020 CRUZEIRO DO SUL";996,48;-;-;279195,69;-;21467,41;34520,67;110673,83;171017,50;-;1381,16;-;9178,25;7226,50;-;526,00;206492,80;9488,67;8815,82;-;202658,43;5594,00;-;42,56;2826,12;-;158,52;-;-;-;-;-;-;554,12;-;-;-;-;393,90;1737,15;-;-;-;-;-;-;8299,92;9329,59;4510,96;-;1097086,05
10/2024;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28,05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28,05
10/2024;valor_aprovado;"120030 FEIJO";-;-;-;30673,98;-;4614,90;-;-;-;-;-;-;-;-;-;-;34377,46;-;-;-;-;-;-;-;406,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70072,94
10/2024;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8048,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8048,90
10/2024;valor_aprovado;"120033 MANCIO LIMA";156,60;-;-;19296,78;-;6653,00;-;-;-;-;-;-;504,70;-;-;-;45742,12;1098,53;-;-;-;-;-;-;9010,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82462,13
10/2024;valor_aprovado;"120034 MANOEL URBANO";-;-;-;8492,23;-;966,29;-;-;-;-;-;-;34,28;-;-;17,00;23986,00;-;-;-;-;-;-;-;1389,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34885,08
10/2024;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;15984,06;-;3302,25;-;-;-;-;-;-;-;-;-;202,00;10672,83;-;-;-;-;-;-;-;189,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30350,58
10/2024;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;19384,94;-;4741,28;-;-;-;-;-;-;309,00;-;-;-;36095,00;-;-;-;-;-;-;-;3456,48;-;105,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64092,38
10/2024;valor_aprovado;"120039 PORTO WALTER";-;-;-;-;-;409,62;-;-;-;-;-;-;176,34;-;-;-;8248,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8834,62
10/2024;valor_aprovado;"120040 RIO BRANCO";5871,22;-;15051,20;1699772,95;88153,38;219661,63;151409,31;842186,25;838332,50;23759,03;16391,28;21690,49;139078,15;95282,00;-;5978,00;983529,29;19365,35;3247,81;1000089,64;1230431,64;36944,88;7222,97;380,41;124159,14;-;4251,48;285306,78;59,72;1102,86;28,42;10398,96;-;-;-;-;5122,00;-;8284,44;694,86;190653,27;-;-;-;32198,00;-;163259,86;202347,81;114023,84;819393,30;9405114,12
10/2024;valor_aprovado;"120042 RODRIGUES ALVES";-;-;-;-;-;881,23;-;-;-;-;-;-;133,90;-;-;-;20929,90;-;-;-;-;-;-;-;2639,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24584,23
10/2024;valor_aprovado;"120043 SANTA ROSA DO PURUS";-;-;-;3788,00;-;286,07;-;-;-;-;-;-;51,50;-;-;-;3612,87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7738,44
10/2024;valor_aprovado;"120045 SENADOR GUIOMARD";-;-;-;67995,73;-;5154,87;-;-;-;-;-;-;154,50;-;-;6,00;26368,20;-;-;-;-;-;-;-;719,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100398,34
10/2024;valor_aprovado;"120050 SENA MADUREIRA";-;-;-;44178,14;-;10551,00;3311,55;-;-;-;-;-;391,40;-;-;177,00;60948,03;-;735,72;-;-;-;-;-;2477,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122770,00
10/2024;valor_aprovado;"120060 TARAUACA";-;-;-;25934,90;-;4721,17;-;-;-;-;-;-;-;-;-;-;35089,10;-;-;-;-;-;-;-;189,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65934,61
10/2024;valor_aprovado;"120070 XAPURI";-;-;-;23401,66;-;4513,60;-;-;-;-;-;-;123,60;-;-;-;32995,44;-;-;-;-;-;-;-;7860,60;-;-;-;-;-;-;-;-;-;-;-;-;388,18;-;-;-;-;-;-;-;-;-;-;-;-;69283,08
