periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
06/2025;valor_aprovado;" MUNICIPIO IGNORADO - RO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2025;valor_aprovado;"110001 ALTA FLORESTA D'OESTE";-;-;-;13425,09;-;11549,47;4422,00;-;-;-;-;-;839,45;-;-;16,00;67983,71;2893,77;3645,01;-;-;-;-;-;99,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64914,30;-;-;-;-;-;169788,48
06/2025;valor_aprovado;"110002 ARIQUEMES";1020,60;-;-;188357,92;-;31497,38;27746,69;189692,42;-;-;674,24;-;17870,56;3544,32;-;1425,00;408305,41;3464,90;11918,32;-;544333,27;-;193,54;-;11735,98;-;137,73;278206,18;-;24,54;-;-;-;-;33,97;-;98,64;59,72;15,15;2515,81;-;-;-;-;-;-;68094,50;8080,00;5851,50;60553,35;-;-;-;-;-;1865451,64
06/2025;valor_aprovado;"110003 CABIXI";-;-;-;3698,09;-;1363,34;-;-;-;-;-;-;5,15;-;-;-;12444,24;639,79;-;-;-;-;-;-;175,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5430,15;-;-;-;-;-;23756,68
06/2025;valor_aprovado;"110004 CACOAL";267,30;-;5082,05;238153,15;-;17153,66;36399,50;348821,38;214193,75;-;4440,12;-;12570,87;-;-;58,00;403900,68;17210,91;3849,03;887509,30;465126,39;88,99;573,46;373,54;40873,20;-;97,09;75,00;-;12,27;1499,58;-;-;-;-;31,28;44,64;-;3714,11;2200,39;-;-;-;-;-;-;49024,25;15284,60;2136,96;22458,15;-;-;-;-;-;2793223,60
06/2025;valor_aprovado;"110005 CEREJEIRAS";-;-;-;12864,19;-;26723,59;5029,20;28740,06;-;-;-;-;375,95;-;-;279,00;65660,57;381,80;133,92;-;-;-;-;-;982,74;-;26,42;-;-;-;85,26;-;-;-;-;-;-;-;244,97;-;-;-;-;-;-;-;-;-;-;31595,85;-;-;-;-;-;173123,52
06/2025;valor_aprovado;"110006 COLORADO DO OESTE";-;-;-;5694,39;-;-;-;-;-;-;-;-;-;-;-;-;15995,79;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;321,75;-;-;-;-;-;22076,73
06/2025;valor_aprovado;"110007 CORUMBIARA";-;-;-;7616,88;-;-;2599,85;-;-;-;-;-;56,65;-;-;90,00;18330,32;611,37;-;-;-;-;-;-;171,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13909,50;-;-;-;-;-;43385,93
06/2025;valor_aprovado;"110008 COSTA MARQUES";-;-;-;22995,45;-;-;-;-;-;-;-;-;-;-;-;20,00;17925,32;-;-;-;-;-;-;-;97,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41037,97
06/2025;valor_aprovado;"110009 ESPIGAO D'OESTE";-;-;-;32955,37;-;13831,96;3962,75;-;-;-;-;-;118,45;-;-;-;107560,37;4311,19;1006,32;-;-;-;-;-;1657,32;-;-;-;-;-;-;-;-;-;-;-;-;-;334,05;-;-;-;-;-;-;-;-;-;-;52221,15;-;-;-;-;-;217958,93
06/2025;valor_aprovado;"110010 GUAJARA-MIRIM";-;-;-;5173,76;-;10327,66;-;-;-;-;-;-;-;-;-;-;34802,69;-;-;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;22,27;-;-;-;-;-;-;-;-;-;-;108,90;-;-;-;-;-;50447,12
06/2025;valor_aprovado;"110011 JARU";-;-;-;104578,67;-;31675,53;21293,80;-;4568,75;-;3693,70;-;1044,31;-;-;56,00;271132,17;1456,64;229,33;-;-;8,09;-;-;520,90;-;124,30;-;-;-;-;-;-;-;54,97;-;-;-;868,53;-;-;-;-;-;-;-;-;-;-;83021,40;-;-;-;-;-;524327,09
06/2025;valor_aprovado;"110012 JI-PARANA";62,10;-;151,99;197492,95;15012,79;146177,04;14467,35;146395,60;153456,25;-;3051,28;-;20528,39;-;-;53,00;1270232,40;-;1505675,75;-;389079,59;260,09;-;135,12;82994,32;-;217,10;-;-;-;-;-;-;-;-;-;-;89,58;3852,71;1042,29;-;-;-;-;-;-;63964,79;890,60;915,84;25304,40;-;-;-;-;-;4041503,32
06/2025;valor_aprovado;"110013 MACHADINHO D'OESTE";-;-;-;20947,28;-;13697,76;6365,70;-;-;-;-;-;1941,55;-;-;-;179699,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31937,40;-;-;-;-;-;254588,75
06/2025;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;-;5009,70;-;4831,86;4653,00;-;-;-;-;-;66,95;-;-;11,00;33325,55;532,92;333,64;-;-;57,79;-;-;1258,60;-;-;-;-;26,12;115,36;-;-;19,79;-;-;-;-;133,62;-;-;-;-;-;-;-;-;-;-;16067,70;-;-;-;-;-;66443,60
06/2025;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;89284,22;-;13973,60;16107,85;-;-;-;-;-;530,45;-;-;-;82595,11;-;212,47;-;-;16,18;-;-;2391,32;-;-;-;-;-;37,88;-;-;-;15,79;-;-;29,86;690,37;-;-;-;-;-;-;-;-;-;-;35943,75;-;-;-;-;-;241828,85
06/2025;valor_aprovado;"110018 PIMENTA BUENO";845,10;-;46,19;49694,25;-;12152,55;7616,40;-;-;-;-;-;6087,23;-;-;120,00;124513,24;1406,52;1509,48;-;-;-;-;-;5248,96;-;39,52;11106,15;-;-;328,80;-;-;-;54,97;-;-;-;1870,68;-;-;-;-;-;-;-;-;-;-;24611,40;-;-;-;-;-;247251,44
06/2025;valor_aprovado;"110020 PORTO VELHO";1735,80;-;15720,63;4563761,11;401724,27;200659,32;113631,70;768519,23;273318,75;85970,42;27874,38;-;252150,03;378293,42;-;2653,00;2604475,83;35034,50;74919,96;2594987,88;1241075,86;127448,50;737,74;1241,28;106496,48;18,85;1642,89;429542,01;62,22;354,24;205,72;29,84;-;-;109,94;-;5363,16;29,86;16242,91;17747,59;32112,88;3936,66;6048,00;-;7345,00;-;203696,72;706468,57;209011,93;1377188,61;-;-;-;-;-;16889587,69
06/2025;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;11736,97;-;4527,58;-;-;-;-;-;-;309,00;-;-;-;12569,02;4111,21;21,60;-;-;-;-;-;615,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33890,98
06/2025;valor_aprovado;"110026 RIO CRESPO";-;-;-;2107,21;-;-;-;-;-;-;-;-;-;-;-;-;5820,50;-;-;-;-;-;-;-;64,80;-;-;-;-;12,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11602,80;-;-;-;-;-;19607,58
06/2025;valor_aprovado;"110028 ROLIM DE MOURA";2,70;-;-;107141,91;-;1817,06;15120,05;13935,42;28051,25;-;-;-;926,04;-;-;171,00;189821,44;1556,90;1940,76;-;-;202,54;-;77,00;7508,98;-;26,42;-;-;-;-;-;-;39,58;-;-;-;-;1537,70;-;-;-;-;-;-;-;21181,24;890,60;-;68919,90;-;-;-;-;-;460868,49
06/2025;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;8085,26;-;2174,32;-;-;-;-;-;-;25,75;-;-;47,00;12350,56;1707,73;-;-;-;-;2,48;16,17;388,80;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2217,60;-;-;-;-;-;27026,93
06/2025;valor_aprovado;"110030 VILHENA";116,10;-;-;184,55;-;41168,87;8116,01;33168,87;268,75;-;-;-;4526,48;-;-;184,00;225259,44;1166,50;382,54;-;92204,55;202,25;-;56,98;6927,22;-;178,22;-;-;36,81;-;-;-;11,28;-;-;-;-;1803,87;4905,53;-;-;-;-;-;-;-;9655,24;5663,94;-;-;-;-;-;-;436188,00
06/2025;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;3785,44;-;8245,21;3018,40;-;-;-;-;-;103,00;-;-;149,00;28434,06;495,93;548,43;-;-;-;-;-;324,00;-;107,26;-;-;-;158,82;-;-;19,79;-;-;-;-;44,54;-;-;-;-;-;-;-;-;-;-;42154,20;-;-;-;-;-;87588,08
06/2025;valor_aprovado;"110033 NOVA MAMORE";-;-;-;24663,02;-;2079,94;2478,85;-;-;-;-;-;158,17;-;-;126,00;49519,74;640,16;78,22;-;-;-;-;-;3752,70;-;26,42;-;-;12,27;-;32,68;-;-;-;-;-;-;89,08;-;-;-;-;-;-;-;-;-;-;23953,05;-;-;-;-;-;107610,30
06/2025;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;23673,65;-;8022,27;1066,45;-;-;-;-;-;4,11;-;-;105,00;24798,72;2414,13;5,76;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20176,20;-;-;-;-;-;80289,45
06/2025;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";175,50;-;-;6758,66;-;-;3590,40;-;-;-;-;-;10,30;-;-;-;16697,64;-;-;-;-;-;-;-;513,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15646,95;-;-;-;-;-;43392,81
06/2025;valor_aprovado;"110040 ALTO PARAISO";-;-;-;19793,24;-;7063,64;3836,25;-;-;-;-;-;180,25;-;-;75,00;39835,55;-;-;-;-;-;-;-;1351,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16889,40;-;-;-;-;-;89025,25
06/2025;valor_aprovado;"110045 BURITIS";64,80;-;25,83;55573,94;-;7511,60;5394,95;-;-;-;-;-;1076,90;-;-;559,00;73622,97;3299,98;491,35;-;-;24,27;-;41,58;3667,62;-;59,32;-;29,86;-;77,48;-;-;-;-;-;345,24;-;15,15;-;-;-;-;-;-;-;-;-;-;71883,90;-;-;-;-;-;223765,74
06/2025;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;5763,39;-;4208,02;2746,15;-;-;-;-;-;87,55;-;-;-;12478,58;556,10;-;-;-;-;-;-;2171,34;-;39,41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15842,10;-;-;-;-;-;43892,64
06/2025;valor_aprovado;"110060 CACAULANDIA";-;-;-;6618,44;-;-;1413,50;-;-;-;-;-;51,50;-;-;46,00;17758,67;283,56;7,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3118,50;-;-;-;-;-;29297,37
06/2025;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;4259,41;-;945,87;-;-;-;-;-;-;-;-;-;17,00;13050,37;-;-;-;-;-;-;-;-;-;-;-;-;12,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;574,20;-;-;-;-;-;18859,12
06/2025;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;45729,29;-;5721,94;7735,20;-;-;-;-;-;10,30;-;-;-;12960,76;114,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72271,79
06/2025;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2025;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;794,55;-;-;-;-;-;-;-;-;448,05;-;-;9,00;105,30;507,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8113,05;-;-;-;-;-;9977,10
06/2025;valor_aprovado;"110094 CUJUBIM";-;-;-;14194,74;-;10699,94;86,35;-;-;-;-;-;91,66;-;-;-;43018,88;-;-;-;-;-;-;-;1190,40;-;-;-;-;-;-;443,70;-;-;-;-;-;-;222,70;-;-;-;-;-;-;-;-;-;-;9750,75;-;-;-;-;-;79699,12
06/2025;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;-;-;1170,88;-;-;-;-;-;-;-;-;-;-;12928,24;6,35;-;-;-;-;-;-;388,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14494,27
06/2025;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;20789,26;-;834,26;-;-;-;-;-;-;-;-;-;-;31564,56;4060,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12825,00;-;346,50;-;-;-;-;-;70420,30
06/2025;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;4440,05;-;6614,18;2497,00;-;-;-;-;-;66,95;-;-;-;20844,61;552,45;164,16;-;-;-;-;-;2098,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;336,60;-;-;-;-;-;37614,06
06/2025;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;4490,61;-;6336,78;2458,50;-;-;-;-;-;-;-;-;2,00;27071,03;378,27;-;-;-;-;-;-;2006,90;-;50,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42794,76
06/2025;valor_aprovado;"110140 MONTE NEGRO";-;-;-;14638,76;-;5700,60;3382,50;-;-;-;-;-;108,15;-;-;214,00;33881,27;1147,25;-;-;-;-;-;-;333,48;-;11,26;-;-;-;-;-;-;-;-;-;109,60;-;200,43;-;-;-;-;-;-;-;-;5400,00;-;341,55;-;-;-;-;-;65468,85
06/2025;valor_aprovado;"110143 NOVA UNIAO";-;-;-;7487,84;-;10819,63;1809,50;-;-;-;-;-;22191,25;-;-;77,00;20211,57;-;-;-;-;-;-;-;189,44;-;90,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62876,31
06/2025;valor_aprovado;"110145 PARECIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15684,00;-;1732,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17416,50
06/2025;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;893,36;-;-;-;-;-;-;-;-;10,30;-;-;2,00;7334,51;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2277,00;-;-;-;-;-;10581,97
06/2025;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;2045,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;668,25;-;-;-;-;-;2713,29
06/2025;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;2826,74;-;-;957,00;-;-;-;-;-;-;-;-;-;25527,67;-;-;-;-;-;-;-;162,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9900,00;-;-;-;-;-;39373,41
06/2025;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;24686,49;-;2081,57;4171,75;-;-;-;-;-;252,35;-;-;166,00;42287,22;15252,71;36,59;-;-;40,45;-;-;2034,92;-;26,42;-;-;-;-;-;-;-;-;-;-;-;534,48;-;-;-;-;-;-;-;-;-;-;40887,00;-;-;-;-;-;132457,95
06/2025;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;10742,02;-;2230,88;2125,75;-;-;-;-;-;339,90;-;-;51,00;42947,22;573,27;83,86;-;-;-;-;-;823,06;-;26,42;-;-;-;89,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19,80;-;-;-;-;-;60052,56
06/2025;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;5028,91;-;-;-;-;-;-;-;-;8086,21;-;-;-;31770,15;-;-;-;-;-;-;-;1385,64;-;28,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5514,90;-;-;-;-;-;51813,96
06/2025;valor_aprovado;"110160 THEOBROMA";59,40;-;-;12336,24;-;1708,64;2447,50;-;-;-;-;-;41,20;-;-;-;16967,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33560,57
06/2025;valor_aprovado;"110170 URUPA";-;-;51,66;12260,82;-;3587,33;-;-;-;-;-;-;150,70;-;-;-;24826,87;-;-;-;-;-;-;-;3094,34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18814,95;-;-;-;-;-;62786,67
06/2025;valor_aprovado;"110175 VALE DO ANARI";-;-;-;12245,59;-;-;2213,75;-;-;-;-;-;-;-;-;1,00;13426,00;-;-;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34996,50;-;-;-;-;-;62894,68
06/2025;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;2126,12;-;-;1923,35;-;-;-;-;-;15,45;-;-;-;19049,94;-;-;-;-;-;-;-;388,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3539,25;-;-;-;-;-;27043,03
06/2025;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2025;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;2790,22;-;-;-;-;-;-;-;-;-;-;14310,68;-;-;-;-;-;-;-;5204,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22305,38
06/2025;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;216,00;-;2670,87;-;-;-;-;-;-;509,79;-;-;22,00;22091,04;-;-;-;-;-;-;-;519,28;-;56,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26085,28
06/2025;valor_aprovado;"120010 BRASILEIA";-;-;-;63366,18;-;98469,95;4945,05;-;-;-;-;-;245,56;1106,60;-;102,00;74212,08;1153,57;5666,89;-;223721,89;1762,02;-;-;7030,42;-;458,71;-;-;-;3238,65;12,97;-;-;-;-;43,84;-;363,60;947,43;-;-;-;-;-;-;-;-;2354,17;-;-;-;-;-;-;489201,58
06/2025;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
06/2025;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;544,49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;544,49
06/2025;valor_aprovado;"120020 CRUZEIRO DO SUL";563,38;-;-;274077,37;-;34470,95;29399,41;136775,33;136348,75;-;2009,82;-;7206,31;6695,42;-;862,00;209767,43;6771,44;6486,26;-;186648,55;5164,00;-;59,28;3265,62;-;186,52;-;-;-;-;-;-;771,81;-;-;-;-;348,45;1242,29;-;-;-;-;-;-;9848,52;6421,30;10351,86;-;-;-;-;-;-;1075742,07
06/2025;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;250,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;250,74
06/2025;valor_aprovado;"120030 FEIJO";-;-;-;43404,41;-;10442,82;-;-;-;-;-;-;-;-;-;-;30071,21;-;-;-;-;-;-;-;535,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84454,24
06/2025;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3064,19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3064,19
06/2025;valor_aprovado;"120033 MANCIO LIMA";-;-;-;16105,80;-;7241,07;-;-;-;-;-;-;777,65;-;-;-;49696,68;608,58;209,65;-;-;-;-;-;8478,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83118,15
06/2025;valor_aprovado;"120034 MANOEL URBANO";-;-;-;5109,72;-;-;-;-;-;-;-;-;73,71;-;-;2,00;17928,35;-;-;-;-;-;-;-;1249,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24363,58
06/2025;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;12574,85;-;2111,76;-;-;-;-;-;-;-;-;-;67,00;15335,37;-;-;-;-;-;-;-;82,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30171,86
06/2025;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;24621,83;-;4820,42;-;-;-;-;-;-;226,60;-;-;-;39633,66;-;2,88;-;-;-;-;-;3945,84;-;158,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73409,75
06/2025;valor_aprovado;"120039 PORTO WALTER";-;-;-;5925,76;-;649,13;-;-;-;-;-;-;414,02;-;-;17,00;6915,78;-;-;-;-;-;21,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13943,33
06/2025;valor_aprovado;"120040 RIO BRANCO";3337,32;-;11735,01;1501767,17;198643,13;181320,06;141976,17;940161,00;741305,00;21881,55;16879,80;-;148401,50;174221,55;-;5862,00;1074423,67;27033,67;3365,80;1021850,75;1304358,37;43879,35;5287,07;214,61;98660,44;-;3986,93;269958,29;-;272,44;56,84;26210,01;-;-;33,97;-;4475,94;-;15989,86;8538,26;52201,08;-;-;-;13824,00;-;285844,48;206833,56;85195,84;736596,30;27910,00;36790,00;-;-;-;9441282,79
06/2025;valor_aprovado;"120042 RODRIGUES ALVES";-;-;-;-;-;877,62;-;-;-;-;-;-;25,75;-;-;-;22406,66;-;-;-;-;-;-;-;916,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24226,59
06/2025;valor_aprovado;"120043 SANTA ROSA DO PURUS";-;-;-;4681,59;-;218,48;-;-;-;-;-;-;77,25;-;-;-;5548,55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10525,87
06/2025;valor_aprovado;"120045 SENADOR GUIOMARD";-;-;-;64239,48;-;4291,59;-;-;-;-;-;-;257,50;-;-;12,00;27478,28;-;-;-;-;-;-;-;789,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97068,29
06/2025;valor_aprovado;"120050 SENA MADUREIRA";-;-;-;48316,56;-;18129,63;-;-;-;-;-;-;1102,10;-;-;49,00;48682,69;-;422,53;-;-;-;-;-;2937,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;119640,31
06/2025;valor_aprovado;"120060 TARAUACA";-;-;-;27757,95;-;5772,72;-;-;-;-;-;-;-;-;-;-;33249,47;-;-;-;-;-;-;-;35,52;-;-;-;-;-;-;-;-;-;-;-;22,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66838,38
06/2025;valor_aprovado;"120070 XAPURI";-;-;-;53630,64;-;3721,18;521,40;-;-;-;-;-;92,70;-;-;-;28944,85;-;-;-;-;-;-;-;8112,40;-;-;-;-;-;-;-;-;-;-;-;-;298,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;95321,77
06/2025;valor_aprovado;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
