periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
12/2025;valor_aprovado;"293350 WENCESLAU GUIMARAES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"293360 XIQUE-XIQUE";-;-;-;8437,34;-;10328,51;14520,00;-;-;-;-;-;1094,71;-;-;-;55637,10;-;-;-;-;-;-;-;505,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67711,05;-;-;-;-;-;-;158233,99
12/2025;valor_aprovado;" MUNICIPIO IGNORADO - MG";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"310010 ABADIA DOS DOURADOS";-;-;-;6691,48;-;1663,51;-;-;-;-;-;-;639,09;-;-;-;15341,93;435,79;-;-;-;-;-;-;841,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;8291,25;-;-;-;-;-;-;38629,15
12/2025;valor_aprovado;"310020 ABAETE";-;-;-;26295,81;-;11328,23;6277,15;-;-;-;-;-;363,79;-;-;-;303036,03;4509,39;-;-;-;-;-;-;796,08;-;-;-;-;-;-;34,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;1434200,00;-;-;3010,00;9000,00;-;50240,00;1854715,58
12/2025;valor_aprovado;"310030 ABRE CAMPO";-;-;-;87,35;-;41117,72;7488,36;-;-;-;3986,96;-;798,25;-;-;-;44005,42;995,25;-;-;-;-;-;-;2273,04;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;1633,50;-;-;-;-;-;-;107797,11
12/2025;valor_aprovado;"310040 ACAIACA";43,20;-;-;-;-;-;-;-;-;-;-;-;581,95;-;-;-;2783,22;-;-;-;-;-;-;-;37,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1217,70;-;-;-;-;-;-;4663,45
12/2025;valor_aprovado;"310050 ACUCENA";-;-;-;18564,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;6662,70;-;-;-;-;-;-;30851,72
12/2025;valor_aprovado;"310060 AGUA BOA";-;-;-;6481,73;-;1742,77;-;-;-;-;-;-;175,10;-;-;-;13708,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;9157,50;-;-;-;-;-;-;35765,46
12/2025;valor_aprovado;"310070 AGUA COMPRIDA";-;-;-;10560,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4880,70;-;-;-;-;-;-;15441,58
12/2025;valor_aprovado;"310080 AGUANIL";27,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;667,90;265,79;-;-;-;-;-;-;185,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;386,10;-;-;-;-;-;-;6257,45
12/2025;valor_aprovado;"310090 AGUAS FORMOSAS";-;-;23,73;8766,44;-;2060,33;8194,76;1059,63;2418,75;-;1526,50;137,01;9684,00;-;-;10,00;60020,01;1720,55;19,24;-;-;-;178,28;-;-;-;-;52551,08;-;59,68;-;-;-;-;-;-;681,60;-;-;-;-;-;-;-;-;-;-;5400,00;-;49485,15;-;-;-;-;-;-;203996,74
12/2025;valor_aprovado;"310100 AGUAS VERMELHAS";-;-;-;1253,74;-;847,88;1267,75;-;-;-;-;-;272,95;-;-;-;17013,72;-;-;-;-;-;-;-;1023,24;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13275,00;-;7454,70;-;-;-;-;-;-;42414,61
12/2025;valor_aprovado;"310110 AIMORES";-;-;-;14089,89;-;3590,24;-;-;-;-;-;-;1160,48;-;-;34,00;54575,71;1234,70;-;-;-;-;-;-;1149,24;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29732,10;-;-;-;-;-;-;105571,99
12/2025;valor_aprovado;"310120 AIURUOCA";-;-;-;274,04;-;1295,76;290,40;2266,86;-;-;192,64;-;38,78;68,16;-;-;9835,23;-;-;-;-;16,18;-;-;94,40;-;-;-;-;-;-;-;-;-;-;-;-;-;44,54;-;-;-;-;-;-;-;-;4500,00;-;5385,60;-;-;-;-;-;-;24302,59
12/2025;valor_aprovado;"310130 ALAGOA";-;-;-;2119,18;-;-;-;-;-;-;-;-;-;-;-;-;4504,95;-;-;-;-;-;-;-;35,52;-;56,30;-;-;-;-;-;-;-;-;-;-;149,30;-;-;-;-;-;-;-;-;-;-;-;4390,65;-;-;-;-;-;-;11255,90
12/2025;valor_aprovado;"310140 ALBERTINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"310150 ALEM PARAIBA";-;-;21,56;21184,54;-;5617,02;5878,40;8003,11;-;-;-;-;2013,42;34,08;-;-;100700,14;5254,02;-;-;-;24,27;643,70;-;1407,14;-;2212,00;-;-;-;-;-;-;-;-;-;2858,28;-;-;-;-;-;-;-;-;-;-;92193,13;-;7811,10;-;625,00;3230,00;-;-;-;259710,91
12/2025;valor_aprovado;"310160 ALFENAS";139,80;-;6392,02;510240,72;81993,25;29374,21;43447,02;241471,19;95137,50;14302,22;23578,39;-;21439,43;72960,68;-;466,00;328240,84;12,70;1193,25;1266499,62;906456,24;22349,85;5352,57;-;5337,96;-;77,09;25,00;-;377,56;813,62;123,62;-;-;-;-;76,00;-;166,65;23557,96;-;-;-;-;135,00;-;611400,82;575183,73;19944,96;22062,15;-;-;-;-;-;-;4930329,62
12/2025;valor_aprovado;"310163 ALFREDO VASCONCELOS";-;-;-;26403,52;83,84;-;-;-;-;-;-;-;257,50;-;-;1,00;333,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;5672,70;-;-;-;-;-;-;37477,46
12/2025;valor_aprovado;"310170 ALMENARA";-;-;47,46;147202,88;-;8948,00;6316,32;-;-;-;-;-;15383,67;408,96;-;-;63514,71;-;920,06;-;-;-;-;-;5322,96;-;11,26;138668,70;-;-;909,44;622,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21375,00;-;116131,95;-;-;-;-;-;-;525783,93
12/2025;valor_aprovado;"310180 ALPERCATA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"310190 ALPINOPOLIS";-;10,00;-;21561,39;-;2786,46;3488,65;-;-;-;240,80;-;259,19;-;-;4,00;28722,98;1783,25;-;-;-;-;-;-;1733,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3836,25;-;-;-;-;-;-;64426,35
12/2025;valor_aprovado;"310200 ALTEROSA";-;-;-;3677,72;-;4379,54;-;-;-;-;-;-;-;-;-;-;2790,90;-;-;-;-;-;-;26548,94;47,36;-;-;21213,30;29,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;20953,35;-;-;-;-;-;-;84590,97
12/2025;valor_aprovado;"310205 ALTO CAPARAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1692,90;-;-;-;-;-;-;1692,90
12/2025;valor_aprovado;"310210 ALTO RIO DOCE";-;-;-;12819,46;-;1529,16;-;-;-;-;-;-;-;-;-;-;14424,87;905,35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2257,20;-;-;-;-;-;-;31936,04
12/2025;valor_aprovado;"310220 ALVARENGA";-;-;-;-;-;-;-;-;-;-;-;-;20,60;-;-;-;1785,79;3341,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3375,00;-;5024,25;-;-;-;-;-;-;13546,79
12/2025;valor_aprovado;"310230 ALVINOPOLIS";-;-;-;1247,79;-;2280,74;877,80;-;-;-;-;-;-;-;-;-;21499,05;-;-;-;-;-;-;-;231,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8550,00;-;15815,25;-;-;-;-;-;-;50502,23
12/2025;valor_aprovado;"310240 ALVORADA DE MINAS";-;-;-;7058,43;-;-;-;-;-;-;-;-;334,75;-;-;5,00;-;1162,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5425,20;-;-;-;-;-;-;13985,98
12/2025;valor_aprovado;"310250 AMPARO DO SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"310260 ANDRADAS";-;-;-;82259,03;-;115,14;20181,28;1908,60;-;-;-;-;1881,50;-;-;166,00;93750,93;1421,67;-;-;-;-;-;0,77;1111,68;-;110,37;-;6,19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7781,40;-;-;-;-;-;-;210694,56
12/2025;valor_aprovado;"310270 CACHOEIRA DE PAJEU";-;-;-;9247,28;-;12586,60;981,20;-;-;-;-;-;643,75;-;-;-;9177,74;-;-;-;-;-;-;-;2293,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11475,00;-;49757,40;-;-;-;-;-;-;96161,97
12/2025;valor_aprovado;"310280 ANDRELANDIA";-;-;-;3520,71;-;3572,93;5693,05;-;-;-;-;-;852,33;-;-;4,00;13818,62;2047,99;-;-;-;-;-;-;1846,80;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31362,06
12/2025;valor_aprovado;"310285 ANGELANDIA";-;-;-;6559,77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6559,77
12/2025;valor_aprovado;"310290 ANTONIO CARLOS";-;-;-;8158,52;-;2611,84;4266,90;-;-;-;92,52;-;66,95;-;-;-;17107,39;166,24;-;-;-;-;-;-;289,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;4063,95;-;-;-;-;-;-;41324,07
12/2025;valor_aprovado;"310300 ANTONIO DIAS";-;-;-;8797,67;-;-;-;-;-;-;-;-;-;-;-;-;2426,95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8550,00;-;3177,90;-;-;-;-;-;-;22952,52
12/2025;valor_aprovado;"310310 ANTONIO PRADO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12662,06;613,05;2,96;-;-;-;-;-;118,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;841,50;-;-;-;-;-;-;14237,97
12/2025;valor_aprovado;"310320 ARACAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;340,00;88,73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;524,70;-;-;-;-;-;-;953,43
12/2025;valor_aprovado;"310330 ARACITABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;434,70;774,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4153,05;-;-;-;-;-;-;5361,83
12/2025;valor_aprovado;"310340 ARACUAI";-;-;632,88;-;-;17108,95;10817,15;3978,50;7793,75;-;-;-;7671,96;-;-;2,00;67079,43;-;29398,06;-;-;8,09;180,08;-;2488,32;-;228,25;-;-;24,54;154,78;45,24;-;-;-;-;836,58;-;22,27;-;-;-;-;-;-;-;-;9675,00;-;4276,80;-;-;-;-;-;-;162422,63
12/2025;valor_aprovado;"310350 ARAGUARI";-;-;1488,09;324205,54;38333,03;88723,56;82072,93;51430,71;144318,75;-;16669,14;548,65;58548,15;408,96;-;29,00;256031,55;38169,34;1,44;-;572445,00;-;1346,75;6192,00;3391,60;-;285,91;53345,70;-;-;-;8774,88;-;-;-;-;1105,12;-;545,40;5697,45;-;-;-;-;-;-;-;-;3885,18;-;-;-;-;-;-;-;1757993,83
12/2025;valor_aprovado;"310360 ARANTINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"310370 ARAPONGA";-;-;-;3336,82;-;-;1263,35;-;-;-;-;-;679,80;-;-;24,00;32761,22;1396,67;-;-;-;-;22,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4643,10;-;-;-;-;-;-;44127,28
12/2025;valor_aprovado;"310375 ARAPORA";-;-;-;2360,10;-;178,94;5461,50;-;-;-;-;-;818,85;-;-;2,00;58054,83;2105,85;83,86;-;-;-;2,32;-;347,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11025,00;-;24997,50;-;-;-;-;-;-;105438,15
12/2025;valor_aprovado;"310380 ARAPUA";-;-;-;4473,27;-;4047,34;-;-;-;-;-;-;149,35;-;-;-;523,74;1027,40;-;-;-;-;-;-;115,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7608,15;-;-;-;-;-;-;17945,05
12/2025;valor_aprovado;"310390 ARAUJOS";-;-;-;21743,14;-;3774,42;-;-;-;-;-;-;-;-;-;-;21014,91;1868,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;6301,35;-;-;-;-;-;-;60102,75
12/2025;valor_aprovado;"310400 ARAXA";86,40;-;-;82399,68;1696,65;17567,10;14715,67;64372,35;3493,75;-;499,60;-;2688,61;869,04;-;194,00;146289,13;6537,81;-;-;494341,95;412,59;466,14;2,31;361,34;-;-;-;-;-;41,10;730,62;-;-;-;-;1142,48;-;212,10;515,81;-;-;-;-;-;-;-;-;1066,44;26071,65;-;-;-;-;-;-;866774,32
12/2025;valor_aprovado;"310410 ARCEBURGO";-;-;-;1520,18;-;1902,91;-;-;-;-;-;189,73;133,90;-;-;-;30511,03;1316,51;43,43;-;-;-;-;-;112,14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1125,00;-;2321,55;-;-;-;-;-;-;39176,38
12/2025;valor_aprovado;"310420 ARCOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"310430 AREADO";-;-;-;8141,12;-;4206,77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;899685,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54,45;-;-;-;-;-;-;912087,94
12/2025;valor_aprovado;"310440 ARGIRITA";-;-;-;-;-;-;-;-;-;-;-;-;30,90;-;-;-;105,84;817,25;-;-;-;-;-;-;24,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;4707,45;-;-;-;-;-;-;10186,36
12/2025;valor_aprovado;"310445 ARICANDUVA";-;-;-;7802,30;-;-;-;-;-;-;-;-;231,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;4128,30;-;-;-;-;-;-;17787,35
12/2025;valor_aprovado;"310450 ARINOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"310460 ASTOLFO DUTRA";-;-;-;4153,64;-;-;-;-;-;-;-;-;-;-;-;-;1580,00;266,19;-;-;-;-;2,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6075,00;-;13028,40;-;-;-;-;-;-;25105,55
12/2025;valor_aprovado;"310470 ATALEIA";-;-;-;-;-;1507,19;-;-;-;-;-;-;113,30;-;-;-;19519,84;88,73;-;-;-;-;-;-;569,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;990,00;-;-;-;-;-;-;22788,70
12/2025;valor_aprovado;"310480 AUGUSTO DE LIMA";-;-;-;18194,34;-;-;-;-;-;-;-;-;-;-;-;-;3848,00;442,85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;10637,55;-;-;-;-;-;-;37622,74
12/2025;valor_aprovado;"310490 BAEPENDI";-;-;198,75;16205,58;-;4321,99;988,35;4525,77;-;-;-;-;963,05;-;-;-;26282,39;78,45;902,55;-;-;-;71,45;-;512,76;-;-;-;-;-;193,69;119,36;-;-;-;-;113,60;-;-;-;-;-;-;-;-;-;-;-;-;2088,90;-;-;-;-;-;-;57566,64
12/2025;valor_aprovado;"310500 BALDIM";-;-;-;4705,15;-;-;594,00;-;-;-;-;-;509,85;-;-;-;346,50;-;-;-;-;-;-;-;22032,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4050,00;-;16052,85;-;-;-;-;-;-;48290,35
12/2025;valor_aprovado;"310510 BAMBUI";-;-;70,50;-;-;4019,64;-;-;-;-;-;-;231,75;-;-;-;59674,71;5189,77;-;-;-;-;-;-;1544,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70730,91
12/2025;valor_aprovado;"310520 BANDEIRA";-;-;-;-;-;-;-;-;-;-;-;-;267,80;-;-;-;5393,66;274,39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;4336,20;-;-;-;-;-;-;17022,05
12/2025;valor_aprovado;"310530 BANDEIRA DO SUL";-;-;-;2487,64;-;511,92;-;-;-;-;-;-;226,60;-;-;-;972,66;-;-;-;-;-;-;7,60;-;-;-;-;-;-;-;-;-;-;-;-;-;1433,28;-;-;-;-;-;-;-;-;-;-;-;2638,35;-;-;-;-;-;-;8278,05
12/2025;valor_aprovado;"310540 BARAO DE COCAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2025;valor_aprovado;"310550 BARAO DE MONTE ALTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;620,00;955,21;-;-;-;-;-;23474,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;712,80;-;-;-;-;-;-;25762,57
12/2025;valor_aprovado;"310560 BARBACENA";39,00;-;1998,19;199758,65;35056,51;58108,58;30801,62;215532,79;80541,25;45366,99;22676,24;1513,29;78779,52;937,20;-;508,00;417936,54;27941,73;22916,44;889681,14;513510,86;1229,68;7,44;12563,84;1237,82;-;-;52111,39;-;12,27;28,42;73,22;-;-;-;-;21,92;29,86;3018,01;12042,37;-;-;-;-;-;-;287615,48;380609,12;20029,10;22433,40;-;-;11570,00;-;4200,00;95920,00;3548357,88
12/2025;valor_aprovado;"310570 BARRA LONGA";-;-;-;-;-;-;-;-;-;-;-;-;154,50;-;-;-;4620,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4737,15;-;-;-;-;-;-;9511,65
12/2025;valor_aprovado;"310590 BARROSO";-;-;-;93322,47;-;16779,23;5282,75;-;-;-;-;-;279,09;-;-;-;29162,07;452,16;-;-;-;-;-;60348,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5400,00;-;9548,55;-;-;-;-;-;-;220575,04
12/2025;valor_aprovado;"310600 BELA VISTA DE MINAS";-;-;-;39531,78;-;-;245,30;-;-;-;-;-;-;-;-;-;420,00;5363,47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10125,00;-;6420,15;-;-;-;-;-;-;62105,70
12/2025;valor_aprovado;"310610 BELMIRO BRAGA";-;-;-;-;-;-;-;-;-;-;-;-;154,50;-;-;-;16080,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;297,00;-;-;-;-;-;-;16531,50
12/2025;valor_aprovado;"310620 BELO HORIZONTE";9495,36;-;90729,41;7183523,38;851280,31;676264,59;728739,95;2240702,09;938955,00;505108,18;277817,64;10782,66;2198282,82;2509947,90;-;3416,00;5384356,58;90005,22;2631844,93;10286398,88;8623896,31;272413,88;8901,33;393567,58;197893,22;1432,60;11849,68;1564448,44;242,70;10932,42;12761,57;83255,44;20,74;18,85;54,97;31,28;8833,05;1493,00;40467,18;121441,32;2406295,54;10867,83;14256,00;-;594013,50;-;3896524,60;1046709,12;1145069,01;3775,80;-;60597,00;92180,00;96770,00;2800,00;1217460,00;58558924,86
12/2025;valor_aprovado;"310630 BELO ORIENTE";-;-;2845,40;37400,65;986,00;13107,20;3476,00;-;-;-;-;-;11973,76;-;-;-;158973,38;5967,95;208,45;-;-;-;-;-;351,96;-;-;93820,00;-;6865,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;11335,50;-;-;-;-;-;-;354061,75
12/2025;valor_aprovado;"310640 BELO VALE";-;-;-;26633,46;-;-;-;-;-;-;-;-;15496,35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;237,60;-;-;-;-;-;-;42367,41
12/2025;valor_aprovado;"310650 BERILO";-;-;-;5149,13;-;1822,09;-;-;-;-;-;-;309,00;-;-;7,00;10612,88;134,12;-;-;-;-;-;-;604,92;-;73,19;-;-;-;-;-;-;-;-;-;43,84;-;-;-;-;-;-;-;-;-;-;6750,00;-;16270,65;-;-;-;-;-;-;41776,82
12/2025;valor_aprovado;"310660 BERTOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;718,20;881,43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2925,00;-;11444,40;-;-;-;-;-;-;15969,03
12/2025;valor_aprovado;"310665 BERIZAL";-;-;-;31401,97;-;4207,41;847,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7200,00;-;11196,90;-;-;-;-;-;-;54853,28
12/2025;valor_aprovado;"310670 BETIM";580,20;-;2999,33;896404,29;116931,92;131142,26;100758,46;221084,13;102763,75;2709,60;33281,66;-;84914,12;-;-;1092,00;944697,36;8417,54;236133,18;737025,10;1790221,05;30166,45;399,73;1213,99;55996,66;-;715,93;80427,51;-;98,95;1760,67;22516,20;-;-;-;-;1727,58;1463,14;530,09;66334,15;990,00;-;-;-;-;-;-;473,54;221612,87;5152,95;-;9035,00;8860,00;7370,00;600,00;54680,00;5983281,36
12/2025;valor_aprovado;"310680 BIAS FORTES";-;-;-;-;-;-;-;-;-;-;-;-;412,00;-;-;-;2432,30;1928,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2638,35;-;-;-;-;-;-;7411,13
