periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
05/2025;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;2275,00;-;6127,93;2773,10;-;-;-;-;-;20,60;-;-;2,00;28720,35;294,21;-;-;-;24,27;-;-;5655,30;-;90,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45982,84
05/2025;valor_aprovado;"110140 MONTE NEGRO";-;-;-;14513,23;-;-;3917,65;-;-;-;-;-;169,95;-;-;159,00;35069,67;1527,77;2,88;-;-;-;-;-;584,08;-;16,89;-;-;-;-;-;-;-;-;-;-;-;445,40;-;-;-;-;-;-;-;-;6075,00;-;21656,25;-;-;-;-;-;84137,77
05/2025;valor_aprovado;"110143 NOVA UNIAO";-;-;-;5786,69;-;10511,98;1588,40;-;-;-;-;-;23182,80;-;-;74,00;21236,71;-;-;-;-;-;-;-;177,60;-;73,19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62631,37
05/2025;valor_aprovado;"110145 PARECIS";-;-;-;41269,60;-;-;-;-;-;-;-;-;1141,50;-;-;-;23524,52;-;2803,14;-;-;-;-;145,92;3065,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71949,84
05/2025;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;1458,31;-;-;-;-;-;-;-;-;30,90;-;-;4,00;8492,26;-;-;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4207,50;-;-;-;-;-;14257,77
05/2025;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;813,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;539,55;-;-;-;-;-;1352,93
05/2025;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;2573,79;-;-;2027,85;-;-;-;-;-;-;-;-;-;26289,98;-;-;-;-;-;-;-;129,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9900,00;-;-;-;-;-;40921,22
05/2025;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;26545,15;-;1287,00;3001,90;-;-;-;-;-;72,10;-;-;147,00;49046,49;13611,81;1,44;-;-;-;-;-;1604,86;-;-;-;-;-;-;-;-;-;-;-;-;-;200,43;-;-;-;-;-;-;-;-;-;-;43223,40;-;-;-;-;-;138741,58
05/2025;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;10688,93;-;2168,73;3336,85;-;9675,00;-;-;-;2389,98;-;-;77,00;46306,43;668,92;-;-;-;-;-;-;568,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75880,14
05/2025;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;3999,39;-;-;-;-;-;-;-;-;7139,63;-;-;-;33622,77;-;-;-;-;-;-;-;1082,84;-;56,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3741,15;-;-;-;-;-;49642,08
05/2025;valor_aprovado;"110160 THEOBROMA";75,60;-;-;17356,73;-;1868,29;2289,10;-;-;-;-;-;92,70;-;-;1,00;22505,69;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44221,51
05/2025;valor_aprovado;"110170 URUPA";-;-;-;14510,77;-;2870,75;-;-;-;-;-;-;6645,52;-;-;-;30610,80;-;-;-;-;-;-;-;2233,10;-;-;67948,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12053,25;-;-;-;-;-;136873,16
05/2025;valor_aprovado;"110175 VALE DO ANARI";-;-;-;10051,49;-;-;1661,55;-;-;-;-;-;15,45;-;-;-;12514,08;-;41,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23834,25;-;-;-;-;-;48118,45
05/2025;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;2928,99;-;-;3174,05;-;-;-;-;-;10,30;-;-;-;19196,82;-;-;-;-;-;-;-;314,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;653,40;-;-;-;-;-;26278,44
05/2025;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;4120,49;-;-;-;-;-;-;-;-;-;-;15707,22;-;-;-;-;-;-;-;5763,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25591,59
05/2025;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;21975,35;-;2815,89;-;-;-;-;-;-;379,56;-;-;38,00;24159,58;-;-;-;-;-;-;-;857,96;-;28,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50254,49
05/2025;valor_aprovado;"120010 BRASILEIA";-;-;-;72231,47;-;98097,01;3777,95;-;-;-;-;-;537,23;1282,65;-;200,00;81912,31;1309,70;5171,60;-;223310,90;1924,61;-;-;5623,48;-;615,85;-;-;-;3232,04;2194,35;-;-;-;-;43,84;-;424,20;2434,21;-;-;-;-;-;-;-;-;2354,17;-;-;-;-;-;-;506677,57
05/2025;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2025;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;336,77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;336,77
05/2025;valor_aprovado;"120020 CRUZEIRO DO SUL";1004,50;-;-;258062,70;-;27001,66;38906,83;133345,71;149433,75;-;1928,12;-;8249,99;13157,00;-;859,00;216287,48;8468,70;47,25;-;197403,23;11406,00;-;-;4026,18;-;158,52;-;-;-;-;-;-;-;-;-;-;-;348,45;17154,22;-;-;-;-;-;-;10029,73;5755,40;8207,84;-;-;-;-;-;-;1111242,26
05/2025;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150,66
05/2025;valor_aprovado;"120030 FEIJO";-;-;-;47696,22;-;8157,95;-;-;-;-;-;-;-;-;-;-;33600,89;-;-;-;-;-;-;-;754,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90209,06
05/2025;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3050,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3050,94
05/2025;valor_aprovado;"120033 MANCIO LIMA";-;-;-;14404,37;-;6131,60;2323,20;-;-;-;-;-;458,35;-;-;-;52364,31;408,34;125,79;-;-;-;-;-;8977,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85193,16
05/2025;valor_aprovado;"120034 MANOEL URBANO";-;-;-;5946,20;-;-;-;-;-;-;-;-;87,31;-;-;4,00;21562,27;-;-;-;-;-;-;-;1188,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28787,90
05/2025;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;13712,89;-;2463,07;-;-;-;-;-;-;-;-;-;81,00;10870,22;-;-;-;-;-;-;-;177,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27304,78
05/2025;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;25615,83;-;5333,54;-;-;-;-;-;-;180,25;-;-;-;39222,93;-;7,20;-;-;-;-;-;4152,04;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74591,05
05/2025;valor_aprovado;"120039 PORTO WALTER";-;-;-;1725,85;-;444,22;-;-;-;-;-;-;164,92;-;-;16,00;7566,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9917,41
