periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
02/2024;valor_aprovado;"110010 GUAJARA-MIRIM";-;-;-;7459,18;-;12915,27;11295,90;-;-;-;-;-;31,50;-;-;166,00;15032,50;1595,71;-;-;-;-;-;-;541,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49037,74
02/2024;valor_aprovado;"110011 JARU";-;-;-;91289,98;-;17203,06;12206,15;-;-;-;-;-;648,42;-;-;11,00;266180,29;447,38;244,74;-;-;4,69;-;-;533,98;-;156,35;-;-;-;82,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59221,80;448230,04
02/2024;valor_aprovado;"110012 JI-PARANA";2932,20;-;-;221745,58;6189,66;56365,11;10078,75;66959,41;241337,50;-;8090,88;-;5123,44;-;-;516,00;724302,61;114,30;892679,03;-;451079,83;151,02;-;101,34;19758,64;-;94,42;-;-;-;-;-;-;-;-;-;-;238,88;4253,57;6302,63;-;-;-;-;-;259784,11;11514,06;787,62;26056,80;3016557,39
02/2024;valor_aprovado;"110013 MACHADINHO D'OESTE";-;-;23,99;23219,20;-;9099,74;5029,75;-;-;-;-;-;849,75;-;-;1,00;176887,59;-;615,11;-;-;-;-;-;2267,92;-;5,63;-;-;-;-;-;-;-;-;-;-;-;155,89;-;-;-;-;-;-;-;-;-;36753,75;254909,32
02/2024;valor_aprovado;"110014 NOVA BRASILANDIA D'OESTE";-;-;14,10;1618,20;-;1839,18;4676,65;-;-;-;-;-;-;-;-;47,00;31536,92;1619,29;-;-;-;-;-;-;35,00;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41465,60
02/2024;valor_aprovado;"110015 OURO PRETO DO OESTE";-;-;-;85861,52;-;4255,98;11564,85;-;-;-;-;-;1637,70;-;-;-;104515,24;-;-;-;-;8,09;-;-;3927,04;-;-;-;-;-;38,74;12,97;-;-;-;-;-;-;846,26;-;-;-;-;-;-;-;-;-;-;212668,39
02/2024;valor_aprovado;"110018 PIMENTA BUENO";680,40;-;-;21219,66;-;8125,74;-;-;-;-;-;-;1589,55;-;-;8,00;51225,10;354,86;471,44;-;-;-;-;-;10621,80;-;11,26;-;-;-;-;-;-;-;-;-;-;-;1647,98;-;-;-;-;-;-;-;-;-;15275,70;111231,49
02/2024;valor_aprovado;"110020 PORTO VELHO";1110,80;-;14966,39;1155876,03;341825,67;150026,02;125372,22;524092,65;-;90624,10;27858,65;1644,12;158762,32;271601,87;-;2460,00;2088740,16;21620,53;7915,54;1927049,48;1062803,17;85957,08;758,20;47412,44;125709,59;-;1597,73;83961,04;142,09;580,31;255,78;211,14;124,44;-;164,91;-;2858,66;-;2868,49;24098,75;199030,07;4581,42;7776,00;-;18825,00;439536,86;858484,36;128930,26;1302108,35;11310322,69
02/2024;valor_aprovado;"110025 PRESIDENTE MEDICI";-;-;-;3173,23;-;-;-;-;-;-;-;-;272,95;-;-;6,00;3,15;677,69;-;-;-;-;-;-;3146,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7279,52
02/2024;valor_aprovado;"110026 RIO CRESPO";-;-;-;2344,88;-;-;-;-;-;-;-;-;-;-;-;-;7134,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9479,72
02/2024;valor_aprovado;"110028 ROLIM DE MOURA";62,10;-;-;81329,12;-;6774,28;10688,15;6192,36;18006,25;-;-;-;924,04;-;-;157,00;168781,67;5694,98;913,12;-;-;231,56;-;162,47;185,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51552,60;351654,86
02/2024;valor_aprovado;"110029 SANTA LUZIA D'OESTE";-;-;-;12904,95;-;1169,08;138,05;-;-;-;-;-;56,65;-;-;39,00;13305,99;524,86;-;-;-;-;-;-;537,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3925,35;32600,93
02/2024;valor_aprovado;"110030 VILHENA";653,40;-;-;108780,16;-;23438,42;26924,15;89323,95;252087,50;-;11153,34;179,46;6699,61;-;-;392,00;225474,68;1870,56;2300,45;-;-;-;-;31,57;16079,84;-;280,21;-;-;12,27;-;-;-;-;-;-;-;-;5099,83;-;-;-;-;-;-;-;7419,50;-;-;778200,90
02/2024;valor_aprovado;"110032 SAO MIGUEL DO GUAPORE";-;-;-;6811,15;-;38,14;266,20;-;-;-;-;-;82,40;-;-;234,00;3574,08;-;83,56;-;-;-;-;-;-;-;5,63;-;-;-;76,62;-;-;19,79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33486,75;44678,32
02/2024;valor_aprovado;"110033 NOVA MAMORE";-;-;77,49;19614,92;-;5000,39;1964,60;-;-;-;-;-;493,59;-;-;137,00;42529,67;302,04;-;-;-;-;-;-;2803,38;-;-;-;-;-;-;-;-;-;-;-;-;59,72;690,37;-;-;-;-;-;-;-;-;-;118,80;73791,97
02/2024;valor_aprovado;"110034 ALVORADA D'OESTE";-;-;-;11880,23;-;-;4983,00;-;-;-;-;-;-;-;-;-;37986,53;-;-;-;-;-;-;-;332,12;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55261,14
02/2024;valor_aprovado;"110037 ALTO ALEGRE DOS PARECIS";108,00;-;-;5793,55;-;-;2395,80;-;-;-;-;-;618,00;-;-;-;14830,79;-;-;-;-;-;-;-;226,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21992,85;45965,79
02/2024;valor_aprovado;"110040 ALTO PARAISO";-;-;-;19663,71;-;4329,97;-;-;-;-;-;-;360,50;-;-;135,00;35407,22;-;-;-;-;-;-;-;463,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5256,90;65617,02
02/2024;valor_aprovado;"110045 BURITIS";135,00;-;39,93;41721,78;-;5330,69;2094,40;-;-;-;-;-;1852,76;-;-;407,00;64210,52;2101,50;83,56;-;-;8,09;1,24;15,40;2312,30;-;32,05;-;89,58;-;171,02;-;20,74;-;-;-;800,08;29,86;15,15;-;-;-;-;-;-;-;-;-;60206,85;181679,50
02/2024;valor_aprovado;"110050 NOVO HORIZONTE DO OESTE";-;-;-;9160,80;-;-;2700,50;-;-;-;-;-;844,60;-;-;-;29663,39;1655,00;-;-;-;-;-;-;194,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4459,95;48678,64
02/2024;valor_aprovado;"110060 CACAULANDIA";-;-;-;6555,11;-;-;1302,40;-;-;-;-;-;10,30;-;-;38,00;16328,96;395,64;2,88;-;-;-;-;-;11,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24645,13
02/2024;valor_aprovado;"110070 CAMPO NOVO DE RONDONIA";-;-;-;3962,15;-;-;-;-;-;-;-;-;10,30;-;-;61,00;12853,87;-;-;-;-;-;-;-;97,20;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2455,20;19445,35
02/2024;valor_aprovado;"110080 CANDEIAS DO JAMARI";-;-;-;47694,11;-;-;3185,60;-;-;-;-;-;-;-;-;2,00;13440,39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64322,10
02/2024;valor_aprovado;"110090 CASTANHEIRAS";-;-;-;2364,26;-;-;2404,05;-;-;-;-;-;-;-;-;10,00;3540,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8318,31
02/2024;valor_aprovado;"110092 CHUPINGUAIA";-;-;-;6670,40;-;-;-;-;-;-;-;-;133,90;-;-;29,00;17501,82;56,04;41,93;-;-;-;-;-;64,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5049,00;29546,89
02/2024;valor_aprovado;"110094 CUJUBIM";-;-;-;32315,61;-;6099,77;4451,15;-;-;-;-;-;175,10;-;-;1,00;38064,99;-;35,20;-;-;-;-;-;394,12;-;-;-;-;358,08;41,10;-;-;-;-;-;21,92;-;111,35;-;-;-;-;-;-;-;-;-;5439,30;87508,69
02/2024;valor_aprovado;"110100 GOVERNADOR JORGE TEIXEIRA";-;-;-;3853,04;-;894,85;427,90;-;-;-;-;-;257,50;-;-;-;4610,34;573,10;-;-;-;-;-;-;745,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11361,93
02/2024;valor_aprovado;"110110 ITAPUA DO OESTE";-;-;-;17067,83;-;1014,34;-;-;-;-;-;-;-;-;-;-;14767,10;7326,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;445,50;40620,77
02/2024;valor_aprovado;"110120 MINISTRO ANDREAZZA";-;-;-;2932,63;-;834,19;-;-;-;-;-;-;82,40;-;-;-;25089,47;952,50;59,04;-;-;-;-;-;310,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;178,20;30439,27
02/2024;valor_aprovado;"110130 MIRANTE DA SERRA";-;-;-;2759,12;-;6537,59;-;-;-;-;-;-;-;-;-;-;9326,29;-;-;-;-;-;-;-;380,68;-;67,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19071,24
02/2024;valor_aprovado;"110140 MONTE NEGRO";-;-;-;18140,23;-;3388,64;4405,50;-;-;-;-;-;427,45;-;-;238,00;29103,50;1278,21;-;-;-;-;-;-;926,38;-;71,46;-;-;-;-;-;-;-;-;-;-;-;668,10;-;-;-;-;-;-;-;-;-;19488,15;78135,62
02/2024;valor_aprovado;"110143 NOVA UNIAO";-;-;-;3950,84;-;5360,48;-;-;-;-;-;-;14118,14;-;-;-;12944,04;-;-;-;-;-;-;-;201,28;-;90,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36664,86
02/2024;valor_aprovado;"110145 PARECIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6572,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6572,70
02/2024;valor_aprovado;"110146 PIMENTEIRAS DO OESTE";-;-;-;695,90;-;-;-;-;-;-;-;-;56,65;-;-;18,00;4928,31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5698,86
02/2024;valor_aprovado;"110147 PRIMAVERA DE RONDONIA";-;-;-;146,34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;146,34
02/2024;valor_aprovado;"110148 SAO FELIPE D'OESTE";-;-;-;3942,62;-;-;-;-;-;-;-;-;-;-;-;-;26341,71;-;-;-;-;-;-;-;129,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3380,85;33794,78
02/2024;valor_aprovado;"110149 SAO FRANCISCO DO GUAPORE";-;-;-;38201,53;-;2052,41;828,85;-;-;-;-;-;231,75;-;-;212,00;27353,36;10111,30;81,36;-;-;-;-;-;1624,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46282,50;126979,74
02/2024;valor_aprovado;"110150 SERINGUEIRAS";-;-;-;8456,92;-;1343,76;7188,50;-;-;-;-;-;144,20;-;-;97,00;32618,75;681,79;-;-;-;-;-;-;713,16;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8429,85;59679,56
02/2024;valor_aprovado;"110155 TEIXEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1080,19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1080,19
02/2024;valor_aprovado;"110160 THEOBROMA";148,50;-;-;10853,91;-;519,03;-;-;-;-;-;-;164,80;-;-;-;14450,28;-;-;-;-;-;-;-;32,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26168,92
02/2024;valor_aprovado;"110170 URUPA";-;-;194,00;17555,89;-;1741,13;2713,15;1877,77;-;-;-;-;24,75;-;-;-;24380,70;2844,80;-;-;-;-;-;-;1477,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52809,51
02/2024;valor_aprovado;"110175 VALE DO ANARI";-;-;-;59623,44;-;-;-;-;-;-;-;-;-;-;-;-;19245,96;-;-;-;-;-;-;-;165,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79035,16
02/2024;valor_aprovado;"110180 VALE DO PARAISO";-;-;-;1048,46;-;-;-;-;-;-;-;-;10,30;-;-;-;17456,71;-;-;-;-;-;-;-;240,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18756,31
02/2024;valor_aprovado;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;valor_aprovado;"120001 ACRELANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;910,35;-;-;-;-;-;-;-;2439,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3349,95
02/2024;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;14007,19;-;2094,43;-;-;-;-;-;-;433,25;-;-;25,00;19572,77;-;-;-;-;-;-;-;865,64;-;45,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37043,32
02/2024;valor_aprovado;"120010 BRASILEIA";-;-;-;40457,38;-;71517,85;528,00;19145,16;-;-;-;-;977,02;855,10;-;100,00;17488,48;818,10;3886,70;-;157097,73;1184,72;-;-;4643,76;-;161,68;-;-;-;150,24;12,97;-;-;-;-;22,72;-;-;347,43;-;-;-;-;-;-;-;-;-;319395,04
02/2024;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1985,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6075,00;-;-;8060,50
02/2024;valor_aprovado;"120020 CRUZEIRO DO SUL";358,40;-;-;260115,81;-;18858,31;39069,44;89952,25;-;-;1172,18;-;6561,94;8568,13;-;436,00;200020,16;8884,56;6364,31;-;211504,02;7506,00;-;-;3534,02;-;79,26;-;-;-;-;-;-;-;-;-;-;-;181,80;8166,26;825,00;-;-;-;-;9194,38;4289,77;3901,50;-;889543,50
02/2024;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76,50
02/2024;valor_aprovado;"120030 FEIJO";-;-;-;28490,17;-;3450,33;-;-;-;-;-;-;-;-;-;-;24313,75;-;-;-;-;-;-;-;535,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56790,05
02/2024;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3307,51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3307,51
02/2024;valor_aprovado;"120033 MANCIO LIMA";-;-;-;12737,47;-;5353,59;-;-;-;-;-;-;489,25;-;-;-;58266,92;1188,00;-;-;-;-;-;-;6286,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21825,00;-;-;106146,47
02/2024;valor_aprovado;"120034 MANOEL URBANO";-;-;-;7249,98;-;717,97;-;-;-;-;-;-;51,50;-;-;28,00;19899,02;-;-;-;-;-;-;-;1833,00;-;-;-;-;-;35,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29814,67
02/2024;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;13253,03;-;564,35;-;-;-;-;-;-;-;-;-;117,00;8830,15;-;-;-;-;-;-;-;47,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22811,89
02/2024;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;12686,10;-;4155,55;-;-;-;-;-;-;324,45;-;-;-;29987,53;373,60;-;-;-;-;-;-;3362,80;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50969,29
02/2024;valor_aprovado;"120039 PORTO WALTER";-;-;-;-;-;332,05;-;-;-;-;-;-;367,90;-;-;-;8393,68;-;-;-;-;-;21,64;-;-;-;28,00;-;-;-;-;-;-;-;-;-;-;59,72;-;-;-;-;-;-;-;-;-;-;-;9202,99
02/2024;valor_aprovado;"120040 RIO BRANCO";7922,80;-;13244,28;1217647,45;70604,53;174707,52;83828,78;867204,71;532310,00;28126,69;6886,44;18206,55;133258,64;201816,55;-;4383,00;1127779,64;15127,06;774,09;732595,74;1066746,44;74949,55;3911,01;235,46;106610,26;-;3003,60;196498,63;-;861,54;56,84;1576,32;-;-;33,97;-;2386,32;59,72;5122,10;579,05;60416,68;-;-;-;20677,00;62101,91;124058,61;125860,32;700444,80;7792614,60
02/2024;valor_aprovado;"120042 RODRIGUES ALVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;valor_aprovado;"120043 SANTA ROSA DO PURUS";-;-;-;936,86;-;312,57;-;-;-;-;-;-;66,95;-;-;-;1681,44;-;-;-;-;-;-;-;35,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3033,34
02/2024;valor_aprovado;"120045 SENADOR GUIOMARD";-;-;-;77885,78;-;2940,19;-;-;-;-;-;-;169,95;-;-;8,00;22590,57;-;-;-;-;-;-;-;955,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104549,69
02/2024;valor_aprovado;"120050 SENA MADUREIRA";-;-;-;38585,92;-;14211,82;2393,60;-;-;-;-;-;314,15;-;-;72,00;45446,04;-;103,51;-;-;-;-;-;1060,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102187,24
02/2024;valor_aprovado;"120060 TARAUACA";-;-;-;16212,79;-;2334,46;-;-;-;-;-;-;-;-;-;-;27332,23;-;-;-;-;-;-;-;165,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46045,24
02/2024;valor_aprovado;"120070 XAPURI";-;-;-;16044,52;-;2500,74;-;-;-;-;-;-;56,65;-;-;-;23087,35;-;-;-;-;-;-;-;5339,16;-;-;-;-;-;-;-;-;-;-;-;-;268,74;-;-;-;-;-;-;-;-;-;-;-;47297,16
02/2024;valor_aprovado;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
02/2024;valor_aprovado;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
