periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
09/2025;valor_aprovado;"120005 ASSIS BRASIL";-;-;-;19527,57;-;2810,75;-;-;-;-;-;-;375,83;-;-;18,00;21445,98;-;-;-;-;-;-;-;1016,44;-;67,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45262,13
09/2025;valor_aprovado;"120010 BRASILEIA";-;-;-;86917,65;-;98758,12;5120,50;-;-;-;-;-;116,81;1759,60;-;229,00;80867,91;1116,72;3501,63;-;246784,71;2684,94;-;-;5386,24;-;960,09;-;-;-;2962,03;-;-;-;54,97;-;12,98;-;136,35;231,62;-;-;-;-;-;-;-;-;2354,17;-;-;-;-;-;-;539956,04
09/2025;valor_aprovado;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;valor_aprovado;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;834,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;834,96
09/2025;valor_aprovado;"120020 CRUZEIRO DO SUL";450,10;-;-;273794,22;-;28984,03;46727,21;130100,82;149517,50;-;1879,96;-;10117,59;6936,21;-;770,00;202028,12;9062,13;6925,27;-;213297,15;5320,00;-;-;2615,32;-;105,68;-;-;-;-;-;-;-;-;-;-;-;242,40;11815,93;-;-;-;-;-;-;29323,20;9023,77;10276,56;-;-;-;-;-;-;1149313,17
09/2025;valor_aprovado;"120025 EPITACIOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76,50
09/2025;valor_aprovado;"120030 FEIJO";-;-;-;40718,21;-;10863,90;-;-;-;-;-;-;-;-;-;-;32096,53;-;-;-;-;-;-;-;722,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84400,76
09/2025;valor_aprovado;"120032 JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6725,85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6725,85
09/2025;valor_aprovado;"120033 MANCIO LIMA";-;-;-;15736,08;-;5355,83;4128,85;-;-;-;-;-;489,25;-;-;-;49119,69;685,69;-;-;-;-;-;-;7335,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82850,63
09/2025;valor_aprovado;"120034 MANOEL URBANO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2025;valor_aprovado;"120035 MARECHAL THAUMATURGO";-;-;-;10052,70;-;2815,58;-;-;-;-;-;-;-;-;-;112,00;20592,80;-;-;-;-;-;-;-;1053,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34626,84
09/2025;valor_aprovado;"120038 PLACIDO DE CASTRO";-;-;-;24733,19;-;5002,52;-;-;-;-;-;-;303,85;-;-;-;24988,86;-;1,44;-;-;-;-;-;3781,00;-;26,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58837,28
09/2025;valor_aprovado;"120039 PORTO WALTER";-;-;-;9945,28;-;815,02;-;-;-;-;-;-;533,61;-;-;4,00;8717,16;-;17,28;-;-;-;-;-;-;-;224,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20256,35
