periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
10/2024;qtd_aprovada;"130070 BOCA DO ACRE";-;170;-;27350;-;4729;92;-;-;-;-;-;183;-;-;-;6015;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38539
10/2024;qtd_aprovada;"130080 BORBA";111;22;5;195;-;416;105;-;-;-;-;-;50;-;-;1025;5668;309;-;-;-;-;-;-;-;-;-;262;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8169
10/2024;qtd_aprovada;"130083 CAAPIRANGA";-;32;-;845;-;-;-;-;-;-;-;-;-;-;-;-;3643;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;4540
10/2024;qtd_aprovada;"130090 CANUTAMA";-;8;-;756;-;318;85;-;-;-;-;-;121;-;-;206;2725;-;8;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4341
10/2024;qtd_aprovada;"130100 CARAUARI";-;-;-;14650;-;1098;24;-;-;-;-;-;262;-;-;18;6855;-;37;-;-;-;1;-;-;-;-;300;-;3;-;-;-;26;-;-;-;-;-;-;35;25;-;-;-;-;-;-;-;-;27;-;-;-;23361
10/2024;qtd_aprovada;"130110 CAREIRO";45;-;19;16013;-;406;283;-;-;-;-;-;92;-;565;270;151041;-;-;-;-;-;-;-;804;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;198;169742
10/2024;qtd_aprovada;"130115 CAREIRO DA VARZEA";40;-;2717;2747;-;147;110;-;-;-;-;-;-;-;-;-;1950;-;-;-;-;-;64;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7839
10/2024;qtd_aprovada;"130120 COARI";52;41;85;36284;-;1952;1920;-;-;-;61;-;686;-;-;5327;99175;3549;120;-;-;41;-;-;-;-;-;292;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149591
10/2024;qtd_aprovada;"130130 CODAJAS";40;45;-;635;-;487;345;-;-;-;-;-;-;-;-;-;794;91;-;-;-;-;-;-;12;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2472
10/2024;qtd_aprovada;"130140 EIRUNEPE";1694;52;2173;2848;-;354;159;-;-;-;57;-;65;-;2;314;8189;205;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;16138
10/2024;qtd_aprovada;"130150 ENVIRA";-;-;2;3657;-;176;-;-;-;-;-;-;3;-;3;182;4847;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8881
10/2024;qtd_aprovada;"130160 FONTE BOA";1560;287;-;18264;-;420;124;-;-;-;-;-;98;-;-;4000;39386;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64189
10/2024;qtd_aprovada;"130165 GUAJARA";17343;53;51;2070;-;118;-;-;-;-;-;-;1;-;-;293;43342;-;-;-;-;-;10;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;1451;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64811
10/2024;qtd_aprovada;"130170 HUMAITA";5844;2710;48;19335;-;5837;502;148;-;-;-;6;5761;151;-;860;82532;516;1567;-;-;152;258;-;298;-;-;538;-;96;-;-;5;31;44;7;16;2;-;776;3;6;-;-;-;-;-;-;-;-;-;-;-;912;128961
10/2024;qtd_aprovada;"130180 IPIXUNA";-;-;-;5807;-;397;69;-;-;-;-;-;1;-;-;87;2453;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8828
10/2024;qtd_aprovada;"130185 IRANDUBA";-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43
10/2024;qtd_aprovada;"130190 ITACOATIARA";2087;494;1512;56470;-;2698;1091;299;-;-;-;-;1485;281;261;-;107712;4786;100;-;-;307;-;-;-;-;-;1456;-;25;-;-;52;-;-;-;-;-;-;-;-;248;-;-;-;-;-;-;-;-;-;-;-;4111;185475
10/2024;qtd_aprovada;"130195 ITAMARATI";-;-;115;12335;-;7125;99;-;-;-;-;-;88;-;-;1125;2170;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;65;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;-;-;23265
10/2024;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;2979;-;180;60;-;-;-;-;-;166;-;-;27;2035;-;-;-;-;-;-;-;-;-;-;293;-;-;127;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5867
10/2024;qtd_aprovada;"130210 JAPURA";-;41;-;1821;-;96;-;-;-;-;-;-;80;-;-;-;813;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;2877
10/2024;qtd_aprovada;"130220 JURUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"130230 JUTAI";-;-;-;103;-;256;11;-;-;-;-;-;47;-;-;3;548;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;1058
10/2024;qtd_aprovada;"130240 LABREA";580;-;115;17892;-;1570;43;-;-;-;-;-;-;-;-;773;6271;-;-;-;-;-;52;-;-;-;-;1;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27301
10/2024;qtd_aprovada;"130250 MANACAPURU";13087;73;-;44674;-;3605;3084;-;-;-;-;-;9553;-;23;443;116819;-;11;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;191496
10/2024;qtd_aprovada;"130255 MANAQUIRI";-;14;-;700;-;168;88;-;-;-;-;-;39;-;-;4;3911;92;-;-;-;-;-;-;377;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;5399
10/2024;qtd_aprovada;"130260 MANAUS";33636;2903;6776;1412708;19362;60560;34677;17828;4764;720;3310;13;47919;18620;944;18701;3838905;41498;1822;3908;14304;13757;17269;-;4908;-;-;20976;4;578;2235;9;339;97;15;1;-;2;6;2144;1905;2100;191;30;-;-;-;906;-;-;21612;248;-;17076;5690286
10/2024;qtd_aprovada;"130270 MANICORE";2157;8;-;26766;-;932;74;-;-;-;56;-;386;-;-;182;18204;-;148;-;-;-;-;-;22;-;-;1245;-;20;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50226
10/2024;qtd_aprovada;"130280 MARAA";11624;-;-;2452;-;1002;307;-;-;-;-;-;-;-;-;500;11991;-;-;-;-;-;-;-;-;-;-;297;-;72;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28330
10/2024;qtd_aprovada;"130290 MAUES";42;285;2;22012;-;1973;384;124;-;-;-;-;261;-;9;590;13969;472;1;-;-;-;59;-;-;-;-;535;-;1;-;-;-;-;1;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;12;-;-;2629;43375
10/2024;qtd_aprovada;"130300 NHAMUNDA";-;-;-;4504;-;516;2;-;-;-;-;-;-;-;-;-;4941;-;-;-;-;-;-;-;-;-;-;170;-;5;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;10147
10/2024;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";153;-;-;16980;-;428;-;-;-;-;-;-;199;-;-;1145;9611;990;-;-;-;-;-;-;502;-;-;737;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;112;30857
10/2024;qtd_aprovada;"130320 NOVO AIRAO";-;51;-;5550;-;701;291;-;-;-;-;-;43;-;-;274;8879;-;-;-;-;-;-;-;-;-;-;141;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;15932
10/2024;qtd_aprovada;"130330 NOVO ARIPUANA";-;64;185;26453;-;1288;463;-;-;-;-;-;6;-;64;519;5287;242;-;-;-;-;-;-;-;-;-;259;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34833
10/2024;qtd_aprovada;"130340 PARINTINS";9477;-;460;47008;-;2584;1413;461;-;-;5;-;2057;244;2;1216;74915;707;57;-;-;203;484;-;-;-;-;2033;-;9;3;-;1;4;1;-;-;-;5;44;-;-;-;-;-;-;-;-;-;-;61;-;-;8070;151524
10/2024;qtd_aprovada;"130350 PAUINI";-;467;-;8721;-;207;159;-;-;-;20;-;25;-;-;-;3820;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;13449
10/2024;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";-;71;-;14247;-;1062;252;-;-;-;-;-;65;-;-;259;5304;459;70;-;-;-;76;-;-;-;-;-;-;-;210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22075
10/2024;qtd_aprovada;"130356 RIO PRETO DA EVA";823;291;-;5736;-;2009;117;-;-;-;-;-;174;-;-;1709;27995;-;-;-;-;-;-;-;-;-;-;611;-;28;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;39571
10/2024;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;1783;-;135;-;-;-;-;-;-;-;-;6;54;3446;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5424
10/2024;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;9487;-;366;-;-;-;-;-;-;-;-;119;1751;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11789
10/2024;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";9;16;19;9549;-;-;111;-;-;-;-;-;3;-;-;913;6396;96;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17162
10/2024;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;13283;-;1214;396;-;-;-;-;-;-;-;593;54;3400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;18977
10/2024;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";134;-;-;2817;-;273;270;-;-;-;-;-;289;-;-;183;9727;677;-;-;-;-;-;-;-;-;-;337;-;3;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;21;-;-;90;14876
10/2024;qtd_aprovada;"130400 SILVES";-;-;-;3862;-;368;297;-;-;-;-;-;52;-;-;158;5938;-;-;-;-;-;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2660;13435
10/2024;qtd_aprovada;"130406 TABATINGA";122;88;-;12176;-;2573;341;-;-;-;-;-;188;-;-;52;18889;210;-;-;-;32;1311;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;339;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36351
10/2024;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"130420 TEFE";753;876;42;42002;-;7872;1821;22;-;-;53;-;570;-;5;967;40928;4841;344;-;-;-;749;-;6306;-;-;450;-;1;5;-;-;-;-;-;-;-;2;70;-;52;-;-;-;-;-;-;-;-;69;-;-;1906;110706
10/2024;qtd_aprovada;"130423 TONANTINS";8939;-;-;964;-;257;259;-;-;-;-;-;12;-;129;517;13531;-;-;-;-;-;-;-;-;-;-;598;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25206
10/2024;qtd_aprovada;"130426 UARINI";-;-;-;3086;-;355;176;-;-;-;-;-;21;-;-;38;2557;-;5;-;-;-;-;-;-;-;-;2;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6246
10/2024;qtd_aprovada;"130430 URUCARA";-;36;-;6759;-;246;110;-;-;-;-;-;26;-;-;100;4561;-;6;-;-;-;-;-;-;-;-;59;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;11954
10/2024;qtd_aprovada;"130440 URUCURITUBA";-;19;-;-;-;99;-;-;-;-;-;-;-;-;-;17;1385;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1555
10/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
10/2024;qtd_aprovada;"140005 ALTO ALEGRE";687;12;-;228;-;236;-;-;-;-;-;-;-;-;-;59;5421;111;-;-;-;-;52;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6854
10/2024;qtd_aprovada;"140010 BOA VISTA";52067;431;3548;228741;1164;12427;3134;1855;1447;81;139;-;7170;8077;2705;3397;146999;2909;864;487;3911;1878;5411;-;5860;-;-;419;-;78;698;-;-;4;-;-;-;-;-;376;-;18;29;-;-;-;-;-;-;90007;1242;30;-;27505;615108
10/2024;qtd_aprovada;"140015 BONFIM";5;65;-;299;-;-;-;-;-;-;-;-;-;-;-;34;2506;-;-;-;-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2913
10/2024;qtd_aprovada;"140017 CANTA";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;346;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;348
10/2024;qtd_aprovada;"140020 CARACARAI";-;67;-;1575;-;434;-;-;-;-;-;-;19;-;-;293;6425;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8874
10/2024;qtd_aprovada;"140023 CAROEBE";-;-;-;1306;-;562;-;-;-;-;-;-;-;-;-;450;4569;210;-;-;-;-;-;-;-;-;-;52;-;6;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7167
10/2024;qtd_aprovada;"140028 IRACEMA";23;4;5;651;-;-;-;-;-;-;-;-;-;-;-;162;3718;-;-;-;-;-;12;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4619
10/2024;qtd_aprovada;"140030 MUCAJAI";-;-;-;1289;-;930;-;-;-;-;-;-;-;-;-;-;9120;-;-;-;-;-;37;-;-;-;-;131;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;11544
10/2024;qtd_aprovada;"140040 NORMANDIA";8;-;-;331;-;-;-;-;-;-;-;-;-;-;-;4;1385;-;-;-;-;-;37;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1791
10/2024;qtd_aprovada;"140045 PACARAIMA";3;6;-;2009;-;488;-;-;-;-;-;-;32;-;-;110;3105;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5771
10/2024;qtd_aprovada;"140047 RORAINOPOLIS";1227;18;-;8813;-;2406;150;98;-;-;-;-;701;-;-;636;3235;662;-;-;-;-;-;-;-;-;-;13;-;14;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17987
10/2024;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;38;-;421;-;-;-;-;-;-;-;-;-;-;-;75;3011;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3571
10/2024;qtd_aprovada;"140060 SAO LUIZ";-;-;-;163;-;-;-;-;-;-;-;-;-;-;-;65;3734;1045;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5017
10/2024;qtd_aprovada;"140070 UIRAMUTA";-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
10/2024;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
10/2024;qtd_aprovada;"150010 ABAETETUBA";619;-;5611;43563;505;2835;1751;396;-;-;205;-;954;715;-;3700;59414;-;5;-;1406;528;168;-;-;-;-;395;-;115;-;-;-;-;-;-;-;-;11;102;-;-;3;-;-;-;-;-;-;5444;-;9;-;-;128454
10/2024;qtd_aprovada;"150013 ABEL FIGUEIREDO";140;19;-;2034;-;103;89;-;-;-;-;-;-;-;3;74;2870;-;-;-;-;-;-;-;-;-;-;168;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5500
10/2024;qtd_aprovada;"150020 ACARA";-;80;-;12427;-;1094;351;-;-;-;-;-;478;-;-;-;39970;-;108;-;-;-;-;-;-;-;-;327;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4220;59055
10/2024;qtd_aprovada;"150030 AFUA";-;40;-;1785;80;260;95;-;-;-;-;-;-;-;-;-;753;-;-;-;-;-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;179;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3317
10/2024;qtd_aprovada;"150034 AGUA AZUL DO NORTE";-;76;-;31291;35;659;164;-;-;-;4;-;58;-;13;172;4038;-;71;-;-;-;-;-;7;-;-;7;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1994;38613
10/2024;qtd_aprovada;"150040 ALENQUER";42;74;-;4038;-;393;135;-;-;-;-;-;121;-;-;111;3183;1985;30;-;-;-;-;-;-;-;-;383;-;2;-;-;-;6;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6805;17312
10/2024;qtd_aprovada;"150050 ALMEIRIM";-;720;-;8282;-;811;193;-;-;-;-;-;73;-;14;204;15777;1919;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6583;34585
10/2024;qtd_aprovada;"150060 ALTAMIRA";2308;439;35;73837;777;6117;850;651;34;-;106;-;1008;694;2;1362;85633;9040;7;-;1421;462;686;-;-;-;-;312;-;34;-;-;-;-;-;-;-;-;14;157;-;2;7;-;-;-;-;-;-;21666;22;15;-;19771;227469
10/2024;qtd_aprovada;"150070 ANAJAS";-;74;2009;12170;-;540;-;-;-;-;-;-;-;-;-;-;7655;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;22535
10/2024;qtd_aprovada;"150080 ANANINDEUA";3728;3417;-;279037;-;29512;1254;2153;785;-;30;-;7682;-;-;3680;519049;1008;3244;-;5017;-;2511;-;18;-;-;714;-;317;324;-;-;8;-;-;-;-;115;4363;702;-;31;-;-;-;-;-;-;26087;-;30;-;562;895378
10/2024;qtd_aprovada;"150085 ANAPU";180;58;79;7442;32;231;63;-;-;-;-;-;-;-;-;90;11645;266;-;-;-;-;-;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;246;20484
10/2024;qtd_aprovada;"150090 AUGUSTO CORREA";-;-;-;2664;213;-;413;-;-;-;-;-;25;-;-;-;3342;1240;-;-;-;-;-;-;-;-;-;481;-;60;-;80;10;10;120;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;26;-;-;-;8711
10/2024;qtd_aprovada;"150095 AURORA DO PARA";-;6;-;1329;-;-;40;-;-;-;-;-;14;-;-;67;5084;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;6936;13528
10/2024;qtd_aprovada;"150100 AVEIRO";8;186;12;-;-;-;-;-;-;-;-;-;-;-;-;31;756;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;993
10/2024;qtd_aprovada;"150110 BAGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;48
10/2024;qtd_aprovada;"150120 BAIAO";-;35;45;3471;-;-;326;-;-;-;45;-;66;-;-;1085;18557;-;3;-;-;-;-;-;-;-;-;304;-;26;-;-;-;-;-;-;-;-;-;-;133;-;-;-;-;-;-;-;-;-;-;-;-;385;24481
10/2024;qtd_aprovada;"150125 BANNACH";4;26;185;1495;11;71;-;-;-;-;-;-;1;-;-;213;986;-;-;-;-;-;-;-;47;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;292;3337
10/2024;qtd_aprovada;"150130 BARCARENA";16210;391;471;56278;1205;3296;2197;690;94;-;381;-;1673;-;-;4492;100734;1995;46;-;-;-;125;-;723;-;-;1206;-;20;36;-;-;-;-;-;-;-;10;108;29;32;-;-;-;-;-;-;-;-;-;-;-;3317;195759
10/2024;qtd_aprovada;"150140 BELEM";19841;1744;4987;852517;15594;45132;13157;14246;1957;288;2080;166;110407;23186;15;84675;1019666;159058;5667;4716;14703;10400;10752;-;444;-;-;3826;-;431;5391;-;26;131;99;-;-;4;50;2780;2049;73;163;967;-;-;-;562;-;497508;20091;278;-;16898;2966725
10/2024;qtd_aprovada;"150145 BELTERRA";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;900;2540;240;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3682
10/2024;qtd_aprovada;"150150 BENEVIDES";1438;81;81;13675;235;2834;320;-;-;-;155;-;647;-;-;818;38127;-;-;-;-;-;447;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;131;-;-;-;-;-;-;-;-;-;685;32;-;-;76;59852
10/2024;qtd_aprovada;"150157 BOM JESUS DO TOCANTINS";-;-;-;3409;143;40;135;-;-;-;-;-;-;-;-;30;753;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;472;5008
10/2024;qtd_aprovada;"150160 BONITO";-;-;-;1963;-;-;185;-;-;-;43;-;29;-;-;41;365;623;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3274
