periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
08/2024;valor_aprovado;"250485 COXIXOLA";-;-;-;4345,52;-;-;-;-;-;-;-;-;-;-;-;-;-;665,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5011,45
08/2024;valor_aprovado;"250490 CRUZ DO ESPIRITO SANTO";-;-;-;10063,46;-;-;1513,05;-;-;-;-;-;515,00;-;-;-;17451,35;1326,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30869,14
08/2024;valor_aprovado;"250500 CUBATI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;valor_aprovado;"250510 CUITE";54,00;-;-;3286,06;-;13287,74;4925,80;-;-;-;2696,96;-;959,20;-;-;55,00;55549,79;2086,77;-;-;-;-;162,37;-;411,36;-;26,42;-;328,46;-;-;-;-;-;-;-;750,36;-;-;-;-;-;-;-;-;-;-;19470,00;-;-;104050,29
08/2024;valor_aprovado;"250520 CUITEGI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24,00;844,20;350,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2700,00;-;-;3918,45
08/2024;valor_aprovado;"250523 CUITE DE MAMANGUAPE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1106,76;411,67;-;-;-;-;-;-;610,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5625,00;-;-;7753,97
08/2024;valor_aprovado;"250527 CURRAL DE CIMA";-;-;-;7977,84;-;-;-;-;-;-;-;-;-;-;-;5,00;4927,28;-;-;-;-;-;-;-;12,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;17647,58
08/2024;valor_aprovado;"250530 CURRAL VELHO";-;-;-;665,03;-;-;-;-;-;-;-;-;-;-;-;7,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2700,00;-;-;3372,03
08/2024;valor_aprovado;"250535 DAMIAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11250,00;-;-;11250,00
08/2024;valor_aprovado;"250540 DESTERRO";-;-;-;-;-;-;1450,90;-;-;-;-;-;1,26;-;-;-;26672,78;2666,74;-;-;-;-;-;51,59;1620,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32463,27
08/2024;valor_aprovado;"250550 VISTA SERRANA";-;-;-;782,68;-;24,52;1502,60;303,30;-;-;-;-;-;-;-;6,00;552,65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6975,00;-;3742,95;13889,70
08/2024;valor_aprovado;"250560 DIAMANTE";-;-;-;984,59;-;-;1993,20;-;-;-;-;-;108,15;-;-;3,00;2801,70;-;-;-;-;-;-;-;842,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6733,04
08/2024;valor_aprovado;"250570 DONA INES";-;-;18,33;5379,04;-;242,11;2044,90;-;-;-;866,88;-;27,04;-;-;24,00;31335,26;1001,43;-;-;-;-;-;22,52;49,84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41011,35
08/2024;valor_aprovado;"250580 DUAS ESTRADAS";-;-;-;-;-;-;3625,60;-;-;-;-;-;-;-;-;-;280,00;176,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4082,12
08/2024;valor_aprovado;"250590 EMAS";-;-;-;4548,61;-;-;970,75;101,10;-;-;-;-;-;-;-;-;50,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;-;12420,46
08/2024;valor_aprovado;"250600 ESPERANCA";10,80;-;86,24;37683,79;2048,48;15420,01;6657,68;-;-;-;-;-;2061,68;-;-;9,00;55657,56;3503,80;61,38;-;-;24,27;203,52;-;5327,98;-;86,62;-;2060,34;-;-;-;-;-;-;-;3610,86;-;-;-;-;-;-;-;-;-;-;21825,00;-;-;156339,01
08/2024;valor_aprovado;"250610 FAGUNDES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2,00;10252,53;671,11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7200,00;-;-;18125,64
08/2024;valor_aprovado;"250620 FREI MARTINHO";-;-;-;3998,59;-;-;-;-;-;-;-;-;-;-;-;-;7192,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11250,00;-;-;22440,59
08/2024;valor_aprovado;"250625 GADO BRAVO";-;-;-;3731,44;-;-;-;-;-;-;-;-;-;-;-;-;9150,60;333,99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10350,00;-;-;23566,03
08/2024;valor_aprovado;"250630 GUARABIRA";-;-;28,20;87888,30;6471,33;20675,98;30402,06;7313,89;16393,75;-;3853,66;-;44379,38;6486,27;-;138,00;124181,78;4162,87;-;-;387238,79;10214,00;-;459,69;2017,34;-;-;68904,71;-;36,81;468,30;20159,04;-;-;-;-;-;-;-;2577,60;-;-;-;-;-;-;-;15525,00;-;-;859976,75
08/2024;valor_aprovado;"250640 GURINHEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30192,64;-;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10800,00;-;-;41015,80
08/2024;valor_aprovado;"250650 GURJAO";-;-;-;3377,24;-;-;-;-;-;-;-;-;-;-;-;9,00;5670,90;227,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;-;16034,66
08/2024;valor_aprovado;"250660 IBIARA";-;-;-;-;-;-;-;-;-;-;-;-;67,55;-;-;7,00;1453,26;1461,71;-;-;-;-;251,99;-;-;-;-;-;-;-;-;-;-;-;-;-;1839,10;-;-;-;-;-;-;-;-;-;-;10800,00;-;-;15880,61
08/2024;valor_aprovado;"250670 IMACULADA";-;-;-;-;-;-;1450,35;-;-;-;-;-;278,10;-;-;-;18405,91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16425,00;-;-;36559,36
08/2024;valor_aprovado;"250680 INGA";-;-;43,12;16039,69;-;3449,60;2323,20;-;-;-;-;-;164,80;-;-;-;63598,45;1888,81;50,67;-;-;-;161,95;-;92,64;-;28,00;-;-;-;-;-;-;-;-;-;3184,82;-;-;-;-;-;-;-;-;-;-;-;-;-;91025,75
08/2024;valor_aprovado;"250690 ITABAIANA";-;-;73,32;38733,97;-;10337,75;9488,60;-;-;-;-;-;2690,32;928,56;-;120,00;68406,27;1855,24;2,88;-;-;234,61;389,13;-;162,12;-;105,64;-;-;-;-;11394,24;-;-;-;-;3771,46;-;-;-;-;-;-;-;-;-;-;13275,00;-;-;161969,11
08/2024;valor_aprovado;"250700 ITAPORANGA";-;-;-;6258,88;-;8139,88;1378,85;-;-;-;-;-;1008,76;2161,40;-;28,00;51158,68;746,77;-;-;-;5194,00;1,16;-;566,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6075,00;-;-;82717,78
08/2024;valor_aprovado;"250710 ITAPOROROCA";-;-;-;-;-;820,69;-;-;-;-;-;-;123,60;-;-;58,00;27092,47;2227,30;-;-;-;-;-;-;136,44;-;39,41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11700,00;-;-;42197,91
08/2024;valor_aprovado;"250720 ITATUBA";-;-;-;-;-;-;-;-;-;-;-;-;618,00;-;-;-;9464,21;1587,88;-;-;-;-;379,14;-;-;-;534,07;-;-;-;-;-;-;-;-;-;1220,23;-;-;-;-;-;-;-;-;-;-;6300,00;-;-;20103,53
08/2024;valor_aprovado;"250730 JACARAU";-;-;-;15130,15;-;-;1784,75;-;-;-;-;-;839,45;-;-;36,00;22570,80;644,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11475,00;-;-;52480,61
08/2024;valor_aprovado;"250740 JERICO";-;-;-;4562,18;-;-;-;-;-;-;-;-;437,75;-;-;20,00;21823,56;475,77;-;-;-;-;126,47;-;-;-;-;-;-;-;-;-;-;-;-;-;519,20;-;-;-;-;-;-;-;-;-;-;4500,00;-;13569,15;46034,08
08/2024;valor_aprovado;"250750 JOAO PESSOA";25849,22;-;43901,30;1786597,86;443693,53;318305,09;189327,15;608337,18;304771,25;179213,32;56135,08;3987,83;434445,43;5371136,84;-;5052,00;3375858,82;41315,11;503793,98;3133249,52;2822231,09;155924,63;8604,27;69466,00;104314,40;-;5507,25;715158,56;-;1577,03;2936,97;42978,64;-;-;-;-;24025,36;59,72;6795,98;40654,42;32578,57;-;-;14490,00;44599,00;-;1016866,42;300669,95;21888,72;394645,35;22650942,84
08/2024;valor_aprovado;"250760 JUAREZ TAVORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;valor_aprovado;"250770 JUAZEIRINHO";-;-;-;9400,31;-;1433,03;3634,40;-;-;-;1685,60;-;484,10;-;-;-;44859,31;1504,59;-;-;-;-;-;-;448,12;-;22,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11925,00;-;-;75396,98
08/2024;valor_aprovado;"250780 JUNCO DO SERIDO";-;-;-;-;-;-;4069,45;-;-;-;-;-;221,45;-;-;5,00;26159,40;871,01;-;-;-;-;-;-;786,96;-;28,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14175,00;-;-;46316,42
08/2024;valor_aprovado;"250790 JURIPIRANGA";2,70;-;-;6384,30;-;-;5053,40;-;-;-;-;-;705,55;-;-;25,00;28610,65;1325,65;125,79;-;-;-;226,23;-;231,60;-;-;-;-;-;-;-;-;-;-;-;2919,78;-;-;-;-;-;-;-;-;-;-;8100,00;-;-;53710,65
08/2024;valor_aprovado;"250800 JURU";-;-;-;3018,37;-;-;-;-;-;-;-;-;61,80;-;-;10,00;17992,72;1341,31;-;-;-;-;-;-;469,00;-;56,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11250,00;-;7236,90;41436,40
08/2024;valor_aprovado;"250810 LAGOA";-;-;-;2034,44;-;-;-;-;-;-;-;-;-;-;-;41,00;1483,80;-;-;-;-;-;165,38;-;615,68;-;-;-;-;-;-;-;-;-;-;-;2003,98;-;-;-;-;-;-;-;-;-;-;-;-;-;6344,28
08/2024;valor_aprovado;"250820 LAGOA DE DENTRO";8,10;-;-;295,22;-;169,08;445,50;-;-;-;-;-;195,70;-;-;-;19849,39;101,23;-;-;-;-;102,30;-;1171,20;-;213,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;28401,66
08/2024;valor_aprovado;"250830 LAGOA SECA";-;-;-;24383,04;-;-;2973,30;-;-;-;-;-;1107,25;-;-;13,00;38631,11;491,83;-;-;-;-;-;423,04;733,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26325,00;-;-;95081,23
08/2024;valor_aprovado;"250840 LASTRO";-;-;-;4274,32;-;-;-;-;-;-;-;-;103,00;-;-;-;7213,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;-;18341,24
08/2024;valor_aprovado;"250850 LIVRAMENTO";-;-;-;-;-;-;2055,35;-;-;-;-;-;-;-;-;7,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15075,00;-;-;17137,35
08/2024;valor_aprovado;"250855 LOGRADOURO";8,10;-;-;2363,69;-;-;255,75;-;-;-;-;-;87,55;-;-;-;4452,21;-;-;-;-;-;114,10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9000,00;-;-;16281,40
08/2024;valor_aprovado;"250860 LUCENA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50016,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50016,90
08/2024;valor_aprovado;"250870 MAE D'AGUA";-;-;-;1774,31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9000,00;-;-;10774,31
08/2024;valor_aprovado;"250880 MALTA";-;-;-;1595,24;-;-;-;-;-;-;-;-;-;-;-;5,00;827,30;99,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9675,00;-;133,65;12335,94
08/2024;valor_aprovado;"250890 MAMANGUAPE";54,90;-;-;16673,24;-;10782,34;12472,90;13799,89;-;-;-;-;926,83;-;-;96,00;125676,21;1654,03;-;-;-;80,90;176,86;-;3846,72;-;-;-;-;-;-;-;-;-;-;-;1834,06;-;-;-;-;-;-;-;-;-;-;11925,00;-;-;199999,88
08/2024;valor_aprovado;"250900 MANAIRA";-;-;-;3611,47;-;-;4544,31;-;-;-;-;-;164,80;-;-;-;36166,87;3201,76;-;-;-;-;-;-;888,26;-;33,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22725,00;-;-;71336,25
08/2024;valor_aprovado;"250905 MARCACAO";-;-;-;-;-;-;-;-;-;-;-;-;10,30;-;-;-;6027,35;768,41;-;-;-;-;-;-;299,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7425,00;-;-;14530,10
08/2024;valor_aprovado;"250910 MARI";-;-;-;9343,14;-;-;2780,25;-;-;-;-;-;618,00;-;-;-;3248,05;-;-;-;-;-;-;-;1824,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12825,00;-;-;30638,44
08/2024;valor_aprovado;"250915 MARIZOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;-;6760,00
08/2024;valor_aprovado;"250920 MASSARANDUBA";-;-;-;-;-;-;-;-;-;-;-;-;375,95;-;-;12,00;47729,78;2023,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50141,09
08/2024;valor_aprovado;"250930 MATARACA";-;-;-;-;-;-;-;-;-;-;-;-;97,85;-;-;-;23217,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23314,97
08/2024;valor_aprovado;"250933 MATINHAS";-;-;-;2360,09;-;-;-;-;-;-;-;-;28,77;-;-;5,00;1512,73;681,79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6525,00;-;-;11113,38
08/2024;valor_aprovado;"250937 MATO GROSSO";-;-;-;866,48;-;-;-;-;-;-;-;-;113,30;-;-;1,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8100,00;-;-;9080,78
08/2024;valor_aprovado;"250939 MATUREIA";-;-;-;-;-;-;-;-;-;-;-;-;66,95;-;-;7,00;2210,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2283,95
08/2024;valor_aprovado;"250940 MOGEIRO";-;-;-;-;-;-;-;-;-;-;-;-;570,85;-;-;-;28548,67;-;-;-;-;-;311,08;-;59,20;-;-;-;-;-;-;-;-;-;-;-;1962,00;-;-;-;-;-;-;-;-;-;-;-;-;-;31451,80
08/2024;valor_aprovado;"250950 MONTADAS";-;-;-;3427,84;-;-;1047,20;-;-;-;-;-;-;-;-;17,00;7683,00;431,86;-;-;-;-;221,45;422,05;-;-;-;-;-;-;-;-;-;-;-;-;1289,18;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;19039,58
08/2024;valor_aprovado;"250960 MONTE HOREBE";-;-;-;-;-;-;2620,75;-;-;-;-;-;-;-;-;-;1408,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4028,99
08/2024;valor_aprovado;"250970 MONTEIRO";24,00;-;-;43369,18;-;11343,65;19976,55;102807,58;-;-;3949,12;-;14384,94;1771,68;-;-;183543,98;-;4239,90;-;-;-;-;10138,60;1492,70;-;-;-;-;-;-;14023,68;-;-;-;-;61,66;-;-;2577,60;-;-;-;-;-;-;-;13896,20;-;41857,20;469458,22
08/2024;valor_aprovado;"250980 MULUNGU";-;-;-;3508,49;-;-;-;-;-;-;-;-;-;-;-;12,00;10596,30;406,29;-;-;-;-;73,36;-;-;-;-;-;-;-;-;-;-;-;-;-;5088,96;-;-;-;-;-;-;-;-;-;-;-;-;-;19685,40
08/2024;valor_aprovado;"250990 NATUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12976,14;616,95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13593,09
08/2024;valor_aprovado;"251000 NAZAREZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12,60;-;-;-;-;-;103,02;-;-;-;-;-;-;-;-;-;-;-;-;-;795,12;-;-;-;-;-;-;-;-;-;-;6525,00;-;-;7435,74
08/2024;valor_aprovado;"251010 NOVA FLORESTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;valor_aprovado;"251020 NOVA OLINDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3,00;6829,13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3150,00;-;-;9982,13
08/2024;valor_aprovado;"251030 NOVA PALMEIRA";-;-;-;1271,73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6750,00;-;-;8021,73
08/2024;valor_aprovado;"251040 OLHO D'AGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;valor_aprovado;"251050 OLIVEDOS";-;-;-;13124,35;412,83;-;-;-;-;-;-;-;-;-;-;20,00;460,00;493,14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7200,00;-;-;21710,32
08/2024;valor_aprovado;"251060 OURO VELHO";-;-;-;3443,02;-;906,34;-;-;-;-;-;-;36,05;-;-;-;7859,67;439,35;-;-;-;-;34,14;-;119,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7425,00;-;356,40;20619,59
08/2024;valor_aprovado;"251065 PARARI";-;-;-;1699,71;-;-;-;-;-;-;-;-;-;-;-;3,00;8309,70;1060,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11072,87
08/2024;valor_aprovado;"251070 PASSAGEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2,00;1764,00;535,71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;7251,71
08/2024;valor_aprovado;"251080 PATOS";6044,80;-;1105,70;825099,31;10860,00;46156,74;118351,58;333322,22;54600,00;6875,64;44600,96;-;94329,86;23570,05;-;5380,00;1973719,27;26375,38;13522,90;482956,13;801948,16;21202,00;-;5480,00;8553,86;-;17,00;868137,51;-;-;-;28011,32;-;-;-;-;-;-;-;8366,26;-;-;-;-;-;-;-;37908,50;3128,10;118703,00;5968326,25
08/2024;valor_aprovado;"251090 PAULISTA";-;-;-;825,98;-;-;963,60;-;-;-;433,44;-;180,25;-;-;62,00;40073,07;-;-;-;-;-;355,95;-;464,72;-;881,23;-;328,46;-;-;-;-;-;-;-;432,22;-;-;-;-;-;-;-;-;-;-;15975,00;-;-;60975,92
08/2024;valor_aprovado;"251100 PEDRA BRANCA";-;-;-;4303,35;-;-;1088,45;-;-;-;-;-;-;-;-;3,00;2345,60;201,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11475,00;-;-;19417,32
08/2024;valor_aprovado;"251110 PEDRA LAVRADA";-;-;-;4319,94;-;1616,24;-;-;-;-;-;-;-;-;-;3,00;16321,39;1649,67;-;-;-;-;132,01;-;-;-;-;-;-;-;-;-;-;-;-;-;1241,00;-;-;-;-;-;-;-;-;-;-;7875,00;-;-;33158,25
08/2024;valor_aprovado;"251120 PEDRAS DE FOGO";-;-;43,12;57884,98;-;-;5131,50;-;-;-;2070,88;-;2489,13;-;-;5,00;79136,45;14251,30;-;-;-;-;139,48;4603,28;15018,72;-;-;-;-;-;-;-;-;-;-;-;1684,18;-;1578,76;-;-;-;-;-;-;-;-;14400,00;-;3816,45;202253,23
08/2024;valor_aprovado;"251130 PIANCO";-;-;-;28551,39;429,15;12103,90;24,20;14082,91;-;-;3205,30;-;5112,63;2118,86;-;124,00;146041,46;337,92;-;-;-;4048,00;-;-;1136,50;-;5,63;-;268,74;-;-;876,48;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;-;-;-;2217,60;220714,53
08/2024;valor_aprovado;"251140 PICUI";234,90;-;-;29885,45;367,02;1633,54;22162,75;28869,80;-;-;2263,52;-;936,76;1420,08;-;102,00;79248,90;2269,47;3591,59;-;-;-;-;-;1235,44;-;14,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18141,00;192376,29
08/2024;valor_aprovado;"251150 PILAR";-;-;-;4120,25;-;-;4213,85;-;-;-;-;-;473,80;-;-;79,00;35792,17;2354,87;-;-;-;-;647,28;184,80;-;-;-;-;-;-;-;-;-;-;-;-;3961,42;-;-;-;-;-;-;-;-;-;-;12375,00;-;-;64202,44
08/2024;valor_aprovado;"251160 PILOES";-;-;-;-;-;-;1861,75;-;-;-;-;-;154,50;-;-;-;500,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3150,00;-;-;5666,25
08/2024;valor_aprovado;"251170 PILOEZINHOS";364,50;-;-;1937,33;-;-;-;-;-;-;-;-;-;-;-;-;24349,50;126,09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1800,00;-;-;28577,42
08/2024;valor_aprovado;"251180 PIRPIRITUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60,00;39272,25;-;-;-;-;-;-;-;186,90;-;22,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39541,67
08/2024;valor_aprovado;"251190 PITIMBU";-;-;-;13168,14;-;-;-;-;-;-;-;-;339,90;-;-;4,00;73828,18;-;-;-;-;-;-;-;32109,12;-;105,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16650,00;-;-;136205,02
08/2024;valor_aprovado;"251200 POCINHOS";-;-;-;16029,47;3234,69;2340,00;3103,10;-;-;-;-;-;659,20;-;-;3,00;76667,91;2078,46;-;-;-;-;223,20;-;1998,74;-;-;-;-;-;-;-;-;-;-;-;90,12;-;-;-;-;-;-;-;-;-;-;20700,00;-;-;127127,89
08/2024;valor_aprovado;"251203 POCO DANTAS";-;-;-;1174,12;-;-;1558,15;-;-;-;-;-;-;-;-;-;9285,00;1263,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7464,60;20745,70
08/2024;valor_aprovado;"251207 POCO DE JOSE DE MOURA";-;-;-;2763,01;-;-;-;-;-;-;-;-;-;-;-;-;106,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2869,03
