periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0803 Autorizacao / Regulacao";"Total"
08/2024;valor_aprovado;"351120 CATIGUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2894,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600,00;-;-;6494,60
08/2024;valor_aprovado;"351130 CEDRAL";-;-;-;25520,09;-;-;-;-;-;-;-;-;-;-;-;38,00;18,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;405,90;25982,89
08/2024;valor_aprovado;"351140 CERQUEIRA CESAR";-;-;-;29159,17;-;7868,00;88,00;-;-;-;-;-;633,45;-;-;-;65465,14;3534,15;-;-;-;-;-;-;3380,58;-;16,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;110145,38
08/2024;valor_aprovado;"351150 CERQUILHO";-;-;-;80035,29;-;19519,70;10290,68;1911,62;7793,75;-;7671,20;-;6877,81;-;-;33,00;102801,16;5704,05;417,80;-;-;16,18;310,13;-;799,80;-;439,74;-;-;-;-;-;-;-;-;-;52,76;-;-;-;-;-;-;-;-;-;-;-;-;11148,75;255823,42
08/2024;valor_aprovado;"351160 CESARIO LANGE";-;-;-;49464,48;-;5726,47;9233,67;3744,61;5375,00;-;2637,62;-;1448,26;-;-;-;63675,49;-;78,82;-;-;-;-;-;1034,18;-;-;-;-;-;-;877,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;147796,34
08/2024;valor_aprovado;"351170 CHARQUEADA";-;-;-;40083,92;-;3381,63;13344,10;-;-;-;1577,24;-;1567,58;-;-;55,00;50482,15;4874,98;-;-;-;-;-;-;750,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11652,30;127769,02
08/2024;valor_aprovado;"351190 CLEMENTINA";-;-;-;683,26;-;2177,99;1089,00;-;-;-;-;-;190,55;-;-;-;18469,87;2116,79;83,56;-;-;-;-;-;498,20;-;11,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25320,48
08/2024;valor_aprovado;"351200 COLINA";-;-;-;56380,90;-;6896,19;8122,40;13616,45;-;-;-;-;1340,78;-;-;4,00;46262,99;546,39;25,31;-;-;-;16,14;59979,02;348,88;-;-;-;-;-;-;-;-;-;-;-;21,92;-;-;-;-;-;-;-;-;-;-;-;-;-;193561,37
08/2024;valor_aprovado;"351210 COLOMBIA";-;-;-;8682,19;-;211,84;847,00;-;-;-;-;-;25,75;-;-;-;3724,70;1939,52;-;-;-;-;19,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6075,00;-;-;21525,20
08/2024;valor_aprovado;"351220 CONCHAL";16,20;-;-;191798,42;-;17644,27;39,60;25218,40;-;-;-;-;2795,56;-;-;-;100075,10;3449,87;336,72;-;-;-;-;564,41;4665,00;-;150,72;3143,25;-;24,54;259,82;-;-;-;-;-;-;-;45,45;-;-;-;-;-;-;-;-;-;-;11488,95;361716,28
08/2024;valor_aprovado;"351230 CONCHAS";1498,50;-;-;27321,48;-;3786,40;974,60;-;-;-;-;-;2470,08;-;-;-;54659,48;8166,57;-;-;-;-;-;-;7730,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;106607,27
08/2024;valor_aprovado;"351240 CORDEIROPOLIS";-;-;296,10;47517,73;-;8429,24;20320,30;-;-;-;-;-;2250,55;-;-;-;131426,06;-;-;-;-;-;-;-;585,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;215550,60
08/2024;valor_aprovado;"351250 COROADOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3098,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9000,00;-;-;12098,80
08/2024;valor_aprovado;"351260 CORONEL MACEDO";-;-;-;5478,89;-;501,22;265,65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3150,00;-;-;9395,76
08/2024;valor_aprovado;"351270 CORUMBATAI";-;-;-;7953,67;-;360,74;3020,32;420,27;1612,50;-;-;-;415,75;-;-;5,00;2038,61;919,99;-;-;-;-;4,96;-;324,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4050,00;-;7392,60;28518,41
08/2024;valor_aprovado;"351280 COSMOPOLIS";113,40;-;-;182188,49;-;24124,72;13441,47;6827,58;-;-;192,64;-;12714,35;-;-;27,00;115738,62;4192,29;1215,97;-;-;16,18;-;355,18;-;-;-;7962,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26136,00;395246,79
08/2024;valor_aprovado;"351290 COSMORAMA";-;-;-;16566,87;-;-;-;-;-;-;-;-;-;-;-;-;1361,20;1209,53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19137,60
08/2024;valor_aprovado;"351300 COTIA";863,62;-;21,56;196567,12;2650,70;127969,06;111496,22;65406,35;-;-;9932,44;-;31923,03;-;-;753,00;1124305,42;16348,16;2623,12;-;-;-;395,56;-;19811,92;-;793,01;4361,53;-;195,98;784,33;11862,46;-;-;-;-;772,20;-;-;-;-;-;-;-;-;-;-;-;-;-;1729836,79
08/2024;valor_aprovado;"351310 CRAVINHOS";-;-;309,96;43145,62;-;2174,29;411,40;-;-;-;-;-;1425,70;-;-;2,00;40966,17;3793,14;42,92;-;-;-;77,04;-;1315,51;-;45,03;-;119,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;247,50;94075,72
08/2024;valor_aprovado;"351320 CRISTAIS PAULISTA";-;-;-;791,14;-;1668,08;608,30;-;-;-;-;-;-;-;-;-;-;1777,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4275,00;-;-;9120,08
08/2024;valor_aprovado;"351330 CRUZALIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;valor_aprovado;"351340 CRUZEIRO";72,90;-;1588,87;268183,04;22680,08;31020,02;13927,10;72396,54;-;-;-;189,73;4868,30;90,00;-;43,00;131730,43;5577,00;805,20;-;241810,00;202,25;106,66;-;7600,20;-;361,64;-;-;12,27;347,93;32,68;-;-;-;-;359,40;-;135,44;14507,81;-;-;-;-;-;-;-;450,00;6462,70;75591,45;901152,64
08/2024;valor_aprovado;"351350 CUBATAO";229,50;-;3022,11;442856,73;14269,34;78202,87;64732,23;89112,14;-;-;10431,80;-;18047,00;13343,71;-;324,00;473218,42;35495,39;13,03;-;221903,95;4436,61;557,09;-;1106,41;-;169,69;-;-;242,03;-;-;-;-;-;-;2964,40;-;2363,40;2977,60;-;-;-;-;-;-;-;-;-;-;1480019,45
08/2024;valor_aprovado;"351360 CUNHA";-;-;-;10576,40;163,12;12298,46;2004,75;-;-;-;-;-;1147,15;-;-;1,00;53331,70;1264,91;1592,85;-;-;-;-;-;2106,26;-;-;-;29,86;-;-;-;-;-;-;-;-;-;779,45;-;-;-;-;-;-;-;-;-;-;-;85295,91
08/2024;valor_aprovado;"351370 DESCALVADO";-;-;145,91;69845,76;-;11095,67;14322,55;-;-;-;1720,00;-;9093,62;-;-;14,00;142865,94;7350,58;1038,59;-;-;-;505,69;4578,28;5402,64;-;206,62;628,65;-;-;85,26;-;-;-;-;-;869,60;-;210,28;-;-;-;-;-;-;-;-;12186,50;-;18993,15;301159,29
08/2024;valor_aprovado;"351380 DIADEMA";483,30;-;2386,14;938707,59;14962,49;92218,37;93235,87;102875,96;67993,75;-;15912,58;-;118888,16;-;-;164,00;735228,36;57346,84;33954,81;-;906288,17;8816,00;4,64;5013,66;2757,41;-;213,90;46186,28;238,88;-;-;1253,94;-;-;-;-;-;477,76;545,40;9880,37;-;-;-;-;-;-;-;102112,41;3150,48;-;3361297,52
08/2024;valor_aprovado;"351385 DIRCE REIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;valor_aprovado;"351390 DIVINOLANDIA";64,80;-;2796,37;14186,37;7558,60;3945,69;10171,94;-;-;-;12568,22;-;228315,44;272,64;-;13,00;136190,36;2667,82;39249,33;-;-;-;21,54;-;2451,24;-;161,98;310735,61;-;-;113,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;335970,11;-;-;1107454,74
08/2024;valor_aprovado;"351400 DOBRADA";-;-;-;-;-;-;-;-;-;-;-;-;206,00;-;-;20,00;4762,80;-;-;-;-;-;-;-;453,60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5442,40
08/2024;valor_aprovado;"351410 DOIS CORREGOS";-;-;-;3617,95;-;6126,45;10518,75;-;-;-;-;-;489,27;-;-;77,00;66799,16;2096,11;7,11;-;-;-;127,28;10,01;144,83;-;11,26;-;-;-;-;-;-;-;-;-;756,24;-;-;-;-;-;-;-;-;-;-;6975,00;-;10420,05;108176,47
08/2024;valor_aprovado;"351420 DOLCINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;755,20;-;-;-;-;4,96;-;-;-;-;-;-;-;-;-;-;-;-;-;219,20;-;-;-;-;-;-;-;-;-;-;-;-;-;979,36
08/2024;valor_aprovado;"351430 DOURADO";-;-;-;6222,14;-;5382,25;3102,00;-;-;-;-;-;458,35;-;-;4,00;34488,29;-;-;-;-;-;36,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49693,65
08/2024;valor_aprovado;"351440 DRACENA";-;-;4629,14;92055,61;7075,52;27815,18;89256,67;63047,45;13706,25;-;24413,86;-;47455,34;5784,77;-;1,00;260125,58;9539,51;104165,23;-;364390,83;6246,23;4,64;27090,78;71437,42;-;45,04;70239,60;-;2383,84;454,72;1533,84;-;-;-;-;-;59,72;-;3440,84;-;-;-;-;-;-;-;5625,00;4356,28;22730,40;1329110,29
08/2024;valor_aprovado;"351450 DUARTINA";99,90;-;258,30;7949,37;-;5278,75;3449,24;-;-;-;-;-;1203,76;-;-;39,00;135271,70;5555,92;231,40;-;-;-;-;-;5579,48;-;5,63;209,55;-;-;-;-;-;-;-;-;-;-;1404,83;-;-;-;-;-;-;-;-;8100,00;-;-;174636,83
08/2024;valor_aprovado;"351460 DUMONT";-;-;141,00;-;-;3189,71;3388,00;-;-;-;-;-;303,85;-;-;-;10435,01;-;-;-;-;-;29,00;56,30;-;-;-;-;-;-;-;-;-;-;-;-;401,58;-;-;-;-;-;-;-;-;-;-;4725,00;-;19,80;22689,25
08/2024;valor_aprovado;"351470 ECHAPORA";-;-;-;-;-;1113,29;1247,40;-;-;-;-;-;-;-;-;-;-;2381,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4742,39
08/2024;valor_aprovado;"351480 ELDORADO";-;-;-;24599,54;-;-;-;-;-;-;-;-;257,50;-;-;-;35639,35;-;3222,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63718,97
08/2024;valor_aprovado;"351490 ELIAS FAUSTO";-;-;-;69418,45;-;6004,16;9101,95;-;-;-;-;-;1452,02;-;-;9,00;70999,00;226,75;-;-;-;-;67,98;-;-;-;-;-;29,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4725,00;-;-;162034,17
08/2024;valor_aprovado;"351492 ELISIARIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2072,08;-;3276,90;5348,98
08/2024;valor_aprovado;"351495 EMBAUBA";-;-;-;-;-;-;-;-;-;-;-;-;5,15;-;-;-;-;418,99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4050,00;-;-;4474,14
08/2024;valor_aprovado;"351500 EMBU DAS ARTES";1649,70;-;21,56;22137,88;-;133147,87;104962,06;-;-;-;8957,76;-;8858,36;-;-;248,00;606472,11;10532,50;7727,85;-;600311,21;-;-;-;-;-;28,00;-;-;-;-;-;-;-;-;-;-;29,86;-;2694,86;-;-;-;-;-;-;-;-;5211,96;4613,40;1517604,94
08/2024;valor_aprovado;"351510 EMBU-GUACU";-;-;-;-;-;24756,81;4184,40;-;-;-;-;-;2800,86;-;-;-;293687,38;4380,46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;329809,91
08/2024;valor_aprovado;"351512 EMILIANOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;600,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;113,85;5213,85
08/2024;valor_aprovado;"351515 ENGENHEIRO COELHO";-;-;-;-;-;6225,93;6091,80;-;-;-;-;-;293,55;-;-;-;75885,61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88496,89
08/2024;valor_aprovado;"351518 ESPIRITO SANTO DO PINHAL";-;-;43,12;59719,32;-;11860,71;5746,95;16830,01;13168,75;-;-;-;3642,63;-;-;136,00;86964,96;8945,02;1392,06;-;-;121,35;-;136,53;7362,30;-;284,26;-;-;-;450,96;-;-;-;-;-;294,56;59,72;-;-;-;-;-;-;-;-;-;4950,00;-;-;222109,21
08/2024;valor_aprovado;"351519 ESPIRITO SANTO DO TURVO";-;-;-;3431,07;-;-;-;-;-;-;-;-;267,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3698,87
08/2024;valor_aprovado;"351520 ESTRELA D'OESTE";288,90;-;-;20118,83;-;2173,85;-;-;-;-;-;-;865,80;-;-;-;48105,48;2269,19;-;-;-;-;-;-;870,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74692,99
08/2024;valor_aprovado;"351530 ESTRELA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;valor_aprovado;"351535 EUCLIDES DA CUNHA PAULISTA";-;-;-;22822,39;-;-;835,45;-;-;-;-;-;298,70;-;-;-;26421,77;3156,20;-;-;-;-;-;-;208,44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4276,80;58019,75
08/2024;valor_aprovado;"351540 FARTURA";2,70;-;13,20;34927,84;-;2809,15;-;-;-;-;-;-;455,92;-;-;22,00;57485,42;1585,94;1757,04;-;-;-;-;-;672,68;-;43,42;-;-;-;-;38,91;-;-;-;-;512,38;-;-;-;-;-;-;-;-;-;-;-;-;-;100326,60
08/2024;valor_aprovado;"351550 FERNANDOPOLIS";564,30;-;17270,11;234106,20;1671,98;107519,64;48748,08;47608,55;26068,75;-;6232,42;-;27484,95;-;-;97,00;224292,00;5764,23;5186,80;-;729029,42;-;397,20;908,42;11882,18;377,00;14,07;20895,52;-;-;251,72;579,04;145,18;-;-;-;3207,98;89,58;-;1905,53;-;-;-;-;-;-;-;21477,00;1322,88;22799,70;1567897,43
08/2024;valor_aprovado;"351560 FERNANDO PRESTES";-;-;-;-;-;-;2103,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2103,75
08/2024;valor_aprovado;"351565 FERNAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;valor_aprovado;"351570 FERRAZ DE VASCONCELOS";980,10;-;959,70;442659,12;9008,58;31449,88;63315,93;56027,89;-;-;14323,92;-;10460,67;-;-;61,00;350180,55;13866,71;-;-;-;-;152,84;-;4672,42;-;252,00;-;-;-;-;-;-;-;-;-;227,42;-;-;-;-;-;-;-;-;-;-;13500,00;-;-;1012098,73
08/2024;valor_aprovado;"351580 FLORA RICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1,00;161,70;1192,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2529,45;3884,82
08/2024;valor_aprovado;"351590 FLOREAL";-;-;-;9359,86;-;-;-;-;-;-;-;-;77,25;-;-;-;266,95;2008,01;-;-;-;-;-;-;842,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8177,40;20731,87
08/2024;valor_aprovado;"351600 FLORIDA PAULISTA";-;-;-;2829,58;40,78;2013,69;1752,30;-;-;-;-;-;128,75;-;-;8,00;24633,04;2527,06;-;-;-;-;-;-;444,72;-;22,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8325,00;-;-;42725,44
08/2024;valor_aprovado;"351610 FLORINEA";-;-;-;16226,78;-;-;-;-;-;-;-;-;20,60;-;-;-;29308,69;-;35,20;-;-;-;119,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4207,50;49917,84
08/2024;valor_aprovado;"351620 FRANCA";1318,50;-;19066,62;822973,82;67780,68;177052,13;252819,22;187198,92;130612,50;64863,65;28769,98;5471,00;315464,96;306,72;-;1006,00;1234751,37;15353,02;17995,34;1015740,19;1384644,07;122,21;291,54;16501,42;28416,14;-;2574,15;387043,80;319,34;220,52;3082,16;86066,55;-;-;-;-;529,98;-;4448,48;21917,00;-;-;-;-;230,00;-;1221121,53;130370,24;39377,97;78712,80;7764534,52
08/2024;valor_aprovado;"351630 FRANCISCO MORATO";32,40;-;-;306569,04;5709,20;74024,93;61227,70;49070,84;-;-;14457,46;-;11553,70;-;-;257,00;526735,51;14213,04;2614,03;-;603186,84;-;-;-;807,48;-;220,01;-;-;-;38,74;-;-;-;-;-;-;-;-;8786,82;-;-;-;-;-;-;-;-;5509,26;-;1685014,00
08/2024;valor_aprovado;"351640 FRANCO DA ROCHA";-;-;-;22006,82;-;15402,67;74604,01;174786,17;121475,00;-;8761,68;-;16696,16;-;-;-;494881,30;22130,41;2,96;-;738118,64;-;-;7000,58;236,12;-;-;3143,25;-;-;56,84;-;-;-;-;-;-;-;-;11314,75;-;-;-;-;-;-;224863,05;4725,00;10633,33;-;1950838,74
08/2024;valor_aprovado;"351650 GABRIEL MONTEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;valor_aprovado;"351660 GALIA";-;-;-;6982,88;-;3579,71;2471,15;-;-;-;-;-;705,55;-;-;18,00;18699,60;1191,19;-;-;-;-;-;-;1508,98;-;79,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9112,95;44349,27
08/2024;valor_aprovado;"351670 GARCA";97,20;-;-;55839,22;1386,52;7186,40;-;39905,76;-;-;626,08;-;11207,66;-;-;168,00;98316,29;9483,83;1228,46;-;-;-;376,77;-;2237,20;-;87,26;20890,05;298,60;24,54;113,68;-;-;-;-;-;2776,90;-;-;-;-;-;-;-;-;-;-;11025,00;-;-;263275,42
08/2024;valor_aprovado;"351680 GASTAO VIDIGAL";-;-;-;9955,08;-;-;-;-;-;-;-;-;46,35;-;-;-;-;52,11;-;-;-;-;-;-;972,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11025,54
08/2024;valor_aprovado;"351685 GAVIAO PEIXOTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6311,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6311,20
08/2024;valor_aprovado;"351690 GENERAL SALGADO";-;-;-;1790,13;-;2653,39;1426,70;-;-;-;-;-;674,65;-;-;-;24588,31;2425,49;-;-;-;-;240,85;-;-;-;5,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16650,00;-;-;50455,15
08/2024;valor_aprovado;"351700 GETULINA";-;-;-;23858,84;-;2146,99;-;-;-;-;-;-;296,33;-;-;106,00;28370,25;1520,85;-;-;-;-;-;-;794,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4275,00;-;-;61368,50
08/2024;valor_aprovado;"351710 GLICERIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;valor_aprovado;"351720 GUAICARA";-;-;-;-;-;-;4378,55;-;-;-;-;-;190,55;-;-;52,00;2837,95;2625,30;-;-;-;-;82,79;-;-;-;45,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4950,00;-;-;15162,18
08/2024;valor_aprovado;"351730 GUAIMBE";-;-;-;-;-;1552,84;-;-;-;-;-;-;77,25;-;-;-;16778,65;2025,38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;-;-;24934,12
08/2024;valor_aprovado;"351740 GUAIRA";-;-;1644,04;121510,12;3670,20;20903,15;27481,58;46672,24;-;-;-;-;4436,65;-;-;171,00;112669,63;4010,97;95,09;-;-;-;373,97;4210,92;1661,68;-;210,58;150,00;-;-;-;63,94;-;-;-;-;1388,06;59,72;1158,04;-;-;-;-;-;-;-;-;12150,00;-;27244,80;391936,38
08/2024;valor_aprovado;"351750 GUAPIACU";-;-;-;34920,92;-;7012,95;6568,65;-;-;-;-;-;1231,59;-;-;232,00;70394,91;12115,38;-;-;-;-;278,84;12,35;319,56;-;1730,80;-;-;-;-;-;-;-;-;-;21,92;-;-;-;-;-;-;-;-;-;-;6525,00;-;1258,20;142623,07
08/2024;valor_aprovado;"351760 GUAPIARA";-;-;-;26649,35;-;-;2714,80;-;-;-;-;-;-;-;-;-;7555,40;648,36;-;-;-;-;-;57,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37625,73
08/2024;valor_aprovado;"351770 GUARA";-;-;13,25;7866,89;-;7657,13;2064,70;-;-;-;1689,90;-;518,25;-;-;-;37499,68;1521,99;-;-;-;-;348,09;-;4300,20;-;5,63;-;-;-;-;-;-;-;-;-;1470,26;-;-;-;-;-;-;-;-;-;-;5850,00;-;-;70805,97
08/2024;valor_aprovado;"351780 GUARACAI";-;-;-;820,42;-;-;-;-;-;-;-;-;360,25;-;-;26,00;25549,28;298,45;-;-;-;-;6,96;-;336,46;-;-;-;-;-;-;-;-;-;-;-;25,96;-;-;-;-;-;-;-;-;-;-;-;-;-;27423,78
08/2024;valor_aprovado;"351790 GUARACI";-;-;-;16222,54;-;1684,07;4658,50;2637,93;-;-;-;-;705,26;-;-;41,00;46368,83;2757,97;166,82;-;-;-;24,36;45,43;67,40;-;68,49;-;-;-;-;-;-;-;-;-;63,02;-;-;-;-;-;-;-;-;-;-;5400,00;-;-;80911,62
08/2024;valor_aprovado;"351800 GUARANI D'OESTE";-;-;-;-;-;-;-;-;-;-;-;-;24,66;-;-;-;2269,22;4496,85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6790,73
08/2024;valor_aprovado;"351810 GUARANTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28,00;-;279,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;307,40
08/2024;valor_aprovado;"351820 GUARARAPES";67,50;-;-;46313,97;-;13504,87;1790,80;-;-;-;3136,42;-;5171,55;-;-;9,00;70277,81;3130,94;-;-;-;-;120,90;-;5877,24;-;112,56;-;-;-;-;-;-;-;-;-;105,42;-;-;-;-;-;-;-;-;-;-;11700,00;-;10607,85;171926,83
08/2024;valor_aprovado;"351830 GUARAREMA";2,70;-;13,25;92382,92;4797,84;26452,20;22375,67;-;-;-;955,50;-;11387,15;34,08;-;189,00;129644,09;12994,83;116,74;-;-;16,18;-;-;1042,72;-;14,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;302418,94
