periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
09/2025;qtd_aprovada;"230710 JARDIM";-;53;-;192;-;-;-;-;-;-;-;-;257;-;-;32;10603;-;24;-;-;-;-;-;-;-;140;-;32;-;3;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11342
09/2025;qtd_aprovada;"230720 JATI";44;114;5;1923;-;-;-;-;-;-;-;-;-;-;-;-;2278;-;-;-;-;-;339;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;171;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;4963
09/2025;qtd_aprovada;"230725 JIJOCA DE JERICOACOARA";-;280;962;11803;-;1414;104;-;-;-;-;-;227;-;-;1832;32241;554;1;-;-;-;-;-;-;-;86;-;3;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;49572
09/2025;qtd_aprovada;"230730 JUAZEIRO DO NORTE";2031;702;763;38631;1335;5194;1937;1208;48;-;107;-;1585;-;-;5508;171741;4055;531;-;3074;4;883;1360;-;-;892;-;17;80;-;1;8;1;-;-;2;-;107;3;2;27;-;-;-;-;-;-;-;441;33;-;-;-;-;-;4;-;-;242315
09/2025;qtd_aprovada;"230740 JUCAS";-;121;-;3985;-;409;223;-;-;-;-;-;214;-;-;300;21933;450;-;-;-;-;-;-;-;-;265;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;10510;-;-;-;-;-;-;38425
09/2025;qtd_aprovada;"230750 LAVRAS DA MANGABEIRA";15;58;232;3277;-;270;156;-;-;-;-;-;204;-;-;-;9498;1272;-;-;-;-;-;-;-;-;83;-;8;35;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15115
09/2025;qtd_aprovada;"230760 LIMOEIRO DO NORTE";351;131;266;23839;875;2225;1029;1632;94;27;57;1;1387;-;-;1127;42811;4344;4;427;-;-;1643;-;-;-;141;-;10;7;92;3;6;4;-;-;1;-;188;1;1;-;-;-;-;-;-;4;815;130;-;-;7682;-;3;-;6;-;-;91364
09/2025;qtd_aprovada;"230763 MADALENA";-;70;162;-;-;193;71;-;-;-;-;-;44;-;-;1815;11572;562;-;-;-;-;-;-;-;-;13;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14505
09/2025;qtd_aprovada;"230765 MARACANAU";2057;1150;2336;133791;1142;5156;2793;376;256;-;524;-;6206;-;3;2316;130197;4294;1635;-;4847;-;611;-;-;-;753;-;-;427;-;-;-;-;-;-;-;-;157;-;-;48;-;-;-;-;-;1;-;47;47;-;-;-;-;-;-;-;-;301170
09/2025;qtd_aprovada;"230770 MARANGUAPE";-;95;-;48913;283;2257;-;338;-;-;12;-;891;-;1;205;47100;1996;-;-;-;-;-;-;-;-;235;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;102329
09/2025;qtd_aprovada;"230780 MARCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
09/2025;qtd_aprovada;"230790 MARTINOPOLE";-;13;2;6654;-;43;88;-;-;-;-;-;-;-;-;59;8487;40;-;-;-;-;-;-;-;-;100;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;11;-;-;-;-;-;-;15526
09/2025;qtd_aprovada;"230800 MASSAPE";-;50;132;-;-;583;-;-;-;-;-;-;37;-;-;5;14660;225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15692
09/2025;qtd_aprovada;"230810 MAURITI";11;145;-;5750;-;738;172;-;-;-;8;-;117;-;-;185;12252;8836;18;-;-;-;388;-;-;-;353;-;39;-;28;-;-;-;-;-;-;-;156;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29196
09/2025;qtd_aprovada;"230820 MERUOCA";-;204;-;3596;-;70;192;-;-;-;-;-;281;-;-;674;13213;443;-;-;-;-;-;-;-;-;174;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;1251;-;-;-;-;-;-;20114
09/2025;qtd_aprovada;"230830 MILAGRES";19;72;275;5228;-;517;159;-;-;-;33;-;171;-;-;670;7922;640;4;-;-;-;268;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;16136
09/2025;qtd_aprovada;"230835 MILHA";-;90;27;1342;-;250;-;-;-;-;-;-;40;-;-;4;8523;-;-;-;-;-;-;-;-;-;2;-;3;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;10404
09/2025;qtd_aprovada;"230837 MIRAIMA";-;11;-;-;-;-;-;-;-;-;-;-;30;-;-;716;3236;-;-;-;-;-;-;-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4002
09/2025;qtd_aprovada;"230840 MISSAO VELHA";23;160;-;-;94;135;324;-;-;-;18;-;143;-;-;18;8385;476;-;-;-;-;46;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;69;120;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;10096
09/2025;qtd_aprovada;"230850 MOMBACA";18;-;-;1464;-;647;140;-;-;-;-;-;181;-;-;1008;35440;92;3;-;-;-;336;-;-;-;564;-;8;-;-;-;-;-;-;-;-;-;121;-;-;-;-;-;-;-;-;-;-;-;-;-;674;-;-;-;-;-;-;40696
09/2025;qtd_aprovada;"230860 MONSENHOR TABOSA";7;73;-;1832;-;158;92;-;-;-;-;-;40;-;-;-;9006;-;-;-;-;-;94;-;-;-;70;-;8;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11395
09/2025;qtd_aprovada;"230870 MORADA NOVA";16;70;1013;24190;-;1013;187;-;-;-;-;-;1936;-;-;814;29452;1026;-;-;-;-;-;2;-;-;116;-;2;196;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2261;-;-;-;-;-;-;62294
09/2025;qtd_aprovada;"230880 MORAUJO";8;49;-;-;-;122;46;-;-;-;-;-;103;-;-;-;6906;-;41;-;-;-;-;-;-;-;5;-;3;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;1010;-;-;-;-;-;-;8317
09/2025;qtd_aprovada;"230890 MORRINHOS";-;33;-;277;-;628;74;-;-;-;22;-;-;-;-;2100;10962;-;-;-;-;-;-;-;-;-;142;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;14263
09/2025;qtd_aprovada;"230900 MUCAMBO";-;-;395;378;-;1632;165;-;-;-;-;-;93;-;-;96;9599;960;-;-;-;-;-;-;-;-;35;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;13428
09/2025;qtd_aprovada;"230910 MULUNGU";-;147;4;-;-;-;-;-;-;-;-;-;12;-;-;1897;7219;176;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9456
09/2025;qtd_aprovada;"230920 NOVA OLINDA";377;76;-;-;-;-;9;-;-;-;-;-;-;-;-;-;7513;370;-;-;-;-;105;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;8588
09/2025;qtd_aprovada;"230930 NOVA RUSSAS";12;126;-;11414;-;851;396;-;-;-;17;-;1042;-;-;326;18916;818;35;-;-;-;140;-;-;-;159;-;39;335;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;445;-;-;-;-;-;-;35096
09/2025;qtd_aprovada;"230940 NOVO ORIENTE";-;253;105;20238;-;-;16;-;-;-;-;-;54;-;-;441;19221;748;-;-;-;-;-;-;-;-;359;-;35;-;-;-;-;53;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41542
09/2025;qtd_aprovada;"230945 OCARA";10;22;15;16039;-;1206;-;-;-;-;-;-;428;-;-;705;15805;824;31;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35123
09/2025;qtd_aprovada;"230950 OROS";66;11;-;5739;-;404;-;-;-;-;-;-;124;-;-;154;12284;234;-;-;-;-;156;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;3800;-;-;-;-;-;-;23139
09/2025;qtd_aprovada;"230960 PACAJUS";99;239;23;-;-;1939;294;572;-;-;31;-;463;-;-;384;39574;1534;89;-;-;-;-;597;-;-;188;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;46042
09/2025;qtd_aprovada;"230970 PACATUBA";74;10;796;20907;-;2063;459;-;-;-;-;-;879;-;-;2652;89432;-;-;-;-;5;-;-;-;-;179;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;117461
09/2025;qtd_aprovada;"230980 PACOTI";-;130;-;1746;-;-;-;-;-;-;-;-;-;-;-;284;1635;-;-;-;-;-;-;-;-;-;5;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3804
09/2025;qtd_aprovada;"230990 PACUJA";-;8;-;274;-;-;-;-;-;-;-;-;-;-;-;-;-;368;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;730
09/2025;qtd_aprovada;"231000 PALHANO";25;61;-;455;-;222;-;-;-;-;-;-;134;-;-;420;10570;262;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;12232
09/2025;qtd_aprovada;"231010 PALMACIA";-;28;-;772;-;-;18;-;-;-;-;-;25;-;-;349;3339;342;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4873
09/2025;qtd_aprovada;"231020 PARACURU";-;66;9;9098;-;207;212;-;-;-;72;-;203;-;-;-;14170;935;-;-;-;-;144;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25146
09/2025;qtd_aprovada;"231025 PARAIPABA";27;55;-;3343;-;1336;205;-;-;-;-;-;115;-;-;131;18103;-;-;-;-;-;55;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23429
09/2025;qtd_aprovada;"231030 PARAMBU";-;-;13;6968;-;1070;147;254;-;-;7;-;140;-;-;37;108427;901;30;-;-;-;54;-;-;-;104;-;8;-;-;-;-;9;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;912;-;-;-;-;-;-;119086
09/2025;qtd_aprovada;"231040 PARAMOTI";-;82;492;-;-;185;161;-;-;-;-;-;112;-;-;1100;8092;-;11;-;-;-;48;-;-;-;81;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;10388
09/2025;qtd_aprovada;"231050 PEDRA BRANCA";341;53;41;6079;-;1008;130;-;-;-;-;-;120;-;-;1700;12143;1017;1;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;22782
09/2025;qtd_aprovada;"231060 PENAFORTE";-;25;145;674;-;-;-;-;-;-;-;-;78;-;-;334;2349;-;-;-;-;-;-;-;-;-;35;-;3;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3645
09/2025;qtd_aprovada;"231070 PENTECOSTE";-;158;-;1207;-;393;219;-;-;-;-;-;208;-;-;11;6044;-;22;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8336
09/2025;qtd_aprovada;"231080 PEREIRO";6;50;1;2729;-;329;183;-;-;-;-;-;130;-;36;211;8383;211;-;-;-;-;-;-;-;-;22;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;12392
09/2025;qtd_aprovada;"231085 PINDORETAMA";5809;773;-;6378;-;484;39;-;-;-;-;-;378;-;-;1038;21161;-;-;-;-;-;380;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;121;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;36704
09/2025;qtd_aprovada;"231090 PIQUET CARNEIRO";246;-;-;-;-;143;46;-;-;-;-;-;253;-;-;6;9001;-;-;-;-;-;-;157;2;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9958
09/2025;qtd_aprovada;"231095 PIRES FERREIRA";-;171;-;-;-;-;-;-;-;-;-;-;-;-;-;72;575;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;818
09/2025;qtd_aprovada;"231100 PORANGA";-;38;-;-;-;331;69;-;-;-;-;-;67;-;-;7049;21790;-;3;-;-;-;-;-;-;-;174;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;29552
09/2025;qtd_aprovada;"231110 PORTEIRAS";32;56;-;2438;-;-;98;-;-;-;-;-;3;-;-;-;11132;272;-;-;-;-;566;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;337;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;15039
09/2025;qtd_aprovada;"231120 POTENGI";-;43;-;5408;-;388;89;-;-;-;32;-;113;-;-;-;12762;465;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;19473
09/2025;qtd_aprovada;"231123 POTIRETAMA";-;10;-;1205;-;-;-;-;-;-;-;-;40;-;-;-;4745;438;-;-;-;-;81;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;6599
09/2025;qtd_aprovada;"231126 QUITERIANOPOLIS";2;37;12;1071;-;24;20;-;-;-;-;-;333;-;-;20;8630;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10163
09/2025;qtd_aprovada;"231130 QUIXADA";7072;23139;1291;31480;-;2720;487;357;-;-;58;-;2124;4345;5;8411;94287;1220;213;-;2073;2302;257;-;-;-;1919;-;-;-;1;-;6;-;-;-;-;-;31;-;15;14;-;-;-;-;-;-;211;61;21;-;1976;-;-;-;-;-;-;186096
09/2025;qtd_aprovada;"231135 QUIXELO";60;71;-;5167;-;-;-;-;-;-;-;-;19;-;-;-;8540;370;-;-;-;-;214;-;-;-;136;-;2;3;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;1883;-;-;-;-;-;-;16543
09/2025;qtd_aprovada;"231140 QUIXERAMOBIM";261;634;15784;15063;39;2893;1040;1442;100;7;114;-;722;-;-;2242;58970;995;39;152;-;-;1527;-;-;-;137;-;25;-;1;-;33;9;-;-;-;-;144;-;1;-;-;-;-;-;-;-;-;164;4;-;197;-;-;-;-;-;-;102739
09/2025;qtd_aprovada;"231150 QUIXERE";-;200;1;842;-;748;173;11;2;-;7;-;406;-;-;371;16409;248;8;-;-;-;-;-;-;-;49;-;1;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;19532
09/2025;qtd_aprovada;"231160 REDENCAO";45;4;96;12629;-;999;273;-;-;-;-;-;218;-;-;-;9161;966;-;-;-;-;334;-;-;-;44;-;7;-;-;1;-;-;-;-;-;-;146;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24923
09/2025;qtd_aprovada;"231170 RERIUTABA";309;14;-;-;-;150;94;-;-;-;18;-;300;-;-;47;8259;1251;-;-;-;-;86;-;-;-;125;-;9;-;-;2;-;-;-;-;-;-;16;2;-;-;-;-;-;-;-;-;-;-;-;-;140;-;-;-;-;-;-;10822
09/2025;qtd_aprovada;"231180 RUSSAS";1241;1026;373;26136;-;3584;1571;427;-;-;118;-;1307;-;40;593;42230;733;-;-;3361;-;1572;-;-;-;676;-;-;43;-;2;-;-;-;-;-;-;208;-;-;19;-;-;-;-;-;-;-;31;9;-;-;-;-;-;-;-;-;85300
09/2025;qtd_aprovada;"231190 SABOEIRO";-;42;-;780;-;469;27;-;-;-;-;-;134;-;-;-;12136;-;-;-;-;-;-;-;-;-;27;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1332;-;-;-;-;-;-;14950
09/2025;qtd_aprovada;"231195 SALITRE";-;188;-;4846;-;317;-;-;-;-;-;-;36;-;-;-;15817;240;-;-;-;-;21;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;21663
09/2025;qtd_aprovada;"231200 SANTANA DO ACARAU";17;171;8955;8340;-;423;217;-;-;-;20;-;259;-;-;3291;11478;-;-;-;-;-;13;-;-;-;349;-;17;-;161;-;-;-;-;-;-;-;261;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;33993
09/2025;qtd_aprovada;"231210 SANTANA DO CARIRI";558;36;2346;-;-;15;-;-;-;-;-;-;-;-;-;296;4293;193;-;-;-;-;176;-;-;-;63;-;11;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;606;-;-;-;-;-;-;8607
09/2025;qtd_aprovada;"231220 SANTA QUITERIA";-;45;-;3118;-;621;161;-;-;-;-;-;347;-;-;16;4123;-;-;-;-;-;-;-;-;-;130;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8576
09/2025;qtd_aprovada;"231230 SAO BENEDITO";230;736;27;332;-;743;4;115;-;-;-;-;293;-;-;823;17270;4673;369;-;-;-;72;-;-;-;278;-;-;95;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;26100
09/2025;qtd_aprovada;"231240 SAO GONCALO DO AMARANTE";1068;582;-;23749;446;1938;935;257;-;-;99;-;561;-;-;2597;46987;888;4;-;-;-;1340;-;-;-;410;-;3;281;-;-;-;-;-;-;-;-;204;-;79;-;-;-;-;-;-;2;-;36;4;-;-;-;-;-;-;-;-;82470
09/2025;qtd_aprovada;"231250 SAO JOAO DO JAGUARIBE";24;19;-;2284;-;-;160;-;-;-;15;-;40;-;-;204;3928;442;-;-;-;-;64;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7186
09/2025;qtd_aprovada;"231260 SAO LUIS DO CURU";-;55;-;14974;-;-;173;-;-;-;-;-;89;-;-;244;8495;-;48;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;24130
09/2025;qtd_aprovada;"231270 SENADOR POMPEU";108;177;-;-;-;702;234;-;-;-;-;-;273;-;-;-;8842;716;-;-;-;-;590;-;-;-;337;-;-;-;4;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-;-;-;-;578;-;-;-;-;-;-;12637
09/2025;qtd_aprovada;"231280 SENADOR SA";-;24;-;-;-;-;-;-;-;-;-;-;3;-;-;89;9011;97;1;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;9263
09/2025;qtd_aprovada;"231290 SOBRAL";620;251;675;94562;5758;5269;4484;2719;307;-;306;15;32843;10247;-;1837;72747;9400;1254;1246;3953;4318;1511;2202;-;-;397;-;2;505;11;15;118;45;-;-;4;-;235;152;69;38;-;-;-;-;-;-;6819;129;91;-;9729;-;-;-;-;-;-;274883
09/2025;qtd_aprovada;"231300 SOLONOPOLE";77;329;133;12599;-;613;136;-;-;-;46;-;351;-;-;837;21220;2003;-;-;-;-;-;150;-;-;354;-;-;73;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;-;-;-;757;-;-;-;-;-;-;39784
09/2025;qtd_aprovada;"231310 TABULEIRO DO NORTE";1;60;17;19202;4005;815;192;-;-;-;-;-;1044;-;-;-;16914;1970;-;-;-;-;-;-;-;-;483;-;39;96;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8668;-;-;-;-;-;-;53507
09/2025;qtd_aprovada;"231320 TAMBORIL";-;51;-;-;-;-;312;-;-;-;47;1;197;-;-;1502;27014;28;-;-;-;-;8;-;-;-;259;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;272;-;-;-;-;-;-;29714
09/2025;qtd_aprovada;"231325 TARRAFAS";-;87;-;993;-;-;-;-;-;-;-;-;25;-;-;-;6896;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8060
09/2025;qtd_aprovada;"231330 TAUA";64;132;-;13782;-;2362;366;-;-;-;9;-;750;-;-;188;33589;-;95;-;-;-;1318;-;-;-;138;-;18;-;-;-;-;-;-;-;-;-;330;-;-;-;-;-;-;-;-;-;-;1;10;-;-;-;-;-;-;-;-;53152
09/2025;qtd_aprovada;"231335 TEJUCUOCA";-;59;617;3221;-;-;-;-;-;-;-;-;17;-;-;783;21484;-;-;-;-;-;-;-;-;-;55;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;26266
09/2025;qtd_aprovada;"231340 TIANGUA";1820;379;793;37201;1854;2900;696;811;25;-;43;-;2778;-;-;1540;47301;2954;128;-;1670;-;128;-;-;-;191;-;-;96;-;-;1;-;-;-;-;-;-;-;-;13;-;-;-;-;-;3;-;24;39;-;-;-;-;-;-;-;-;103388
09/2025;qtd_aprovada;"231350 TRAIRI";-;50;-;5071;-;-;-;-;-;-;-;-;214;-;-;583;3743;-;-;-;-;-;-;-;-;-;224;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9891
09/2025;qtd_aprovada;"231355 TURURU";10;74;-;-;-;-;-;-;-;-;-;-;-;-;-;390;10962;245;-;-;-;-;-;-;-;-;25;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11725
09/2025;qtd_aprovada;"231360 UBAJARA";615;123;313;2597;-;841;148;-;-;-;-;-;251;-;-;437;18132;1309;8;-;-;-;1675;-;-;-;233;-;21;-;4;1;-;-;-;-;-;-;293;-;-;-;-;-;-;-;-;-;-;173;-;-;-;-;-;-;-;-;-;27174
09/2025;qtd_aprovada;"231370 UMARI";-;-;167;834;-;-;-;-;-;-;-;-;-;-;-;8;1615;-;-;-;-;-;-;-;-;-;6;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;2651
09/2025;qtd_aprovada;"231375 UMIRIM";-;25;-;7650;-;-;154;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7929
