periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
04/2025;qtd_aprovada;"110010 GUAJARA-MIRIM";1586;99;11;668;-;577;273;-;-;-;-;-;135;-;-;603;19553;738;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24249
04/2025;qtd_aprovada;"110011 JARU";-;112;-;31196;-;3484;540;-;36;-;52;-;262;-;-;268;98171;155;6;-;-;6;-;-;-;-;134;-;12;-;-;-;3;-;-;-;2;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;12531;-;-;-;-;-;147042
04/2025;qtd_aprovada;"110012 JI-PARANA";1419;-;33;25731;-;30944;298;1408;641;-;55;-;564;-;-;1212;164117;-;29115;-;2101;44;-;5;-;-;2540;-;3;-;-;-;-;1;-;-;-;21;-;1;124;14;-;-;-;-;-;-;52775;13;13;-;5568;-;-;-;-;-;318760
04/2025;qtd_aprovada;"110013 MACHADINHO D'OESTE";3795;156;-;7164;-;1790;310;-;-;-;-;-;404;-;54;1569;33953;-;101;-;-;-;-;-;4;-;86;-;1;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;11276;-;-;-;-;-;60667
04/2025;qtd_aprovada;"110014 NOVA BRASILANDIA D'OESTE";3423;76;507;1279;-;463;138;-;-;-;-;-;21;-;27;272;18236;525;42;-;-;1;-;-;-;-;158;-;-;-;-;-;3;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2448;-;-;-;-;-;27621
04/2025;qtd_aprovada;"110015 OURO PRETO DO OESTE";818;2722;-;16874;-;581;644;-;-;-;-;-;222;-;-;345;23778;-;8;-;-;-;-;-;-;-;105;-;-;-;-;-;2;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;8127;-;-;-;-;-;54247
04/2025;qtd_aprovada;"110018 PIMENTA BUENO";477;655;-;20507;-;1391;229;-;-;-;-;-;475;-;-;312;32768;116;47;-;-;1;-;-;-;-;295;-;9;-;-;-;-;-;-;-;1;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;4137;-;-;-;-;-;61522
04/2025;qtd_aprovada;"110020 PORTO VELHO";15286;6156;18392;733670;8231;16412;4871;4915;771;-;424;-;17073;13092;3415;25054;491792;6383;683;2816;5110;8191;1338;7894;-;-;4019;-;143;652;3;18;1;35;6;1;2;-;346;-;613;57;334;71;110;-;53;-;121483;4038;210;-;17292;-;-;-;-;-;1541456
04/2025;qtd_aprovada;"110025 PRESIDENTE MEDICI";-;133;-;984;-;-;-;-;-;-;-;-;47;-;1;3;9160;854;-;-;-;-;-;-;-;-;92;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11280
04/2025;qtd_aprovada;"110026 RIO CRESPO";1;-;732;721;-;-;-;-;-;-;-;-;-;-;-;53;3607;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5116
04/2025;qtd_aprovada;"110028 ROLIM DE MOURA";8748;114;982;26680;-;303;498;101;104;-;-;-;216;-;-;2535;75608;437;250;-;-;10;-;125;1;-;310;-;1;-;-;-;-;-;-;-;1;-;-;-;70;-;-;-;-;-;-;-;21456;-;-;-;12376;-;-;-;-;-;150926
04/2025;qtd_aprovada;"110029 SANTA LUZIA D'OESTE";-;-;-;3538;-;330;-;-;-;-;-;-;5;-;-;36;1784;196;21;-;-;-;-;-;-;-;13;-;1;-;-;-;-;-;-;-;-;-;2;9;-;-;-;-;-;-;-;-;-;-;-;-;2142;-;-;-;-;-;8077
04/2025;qtd_aprovada;"110030 VILHENA";1857;426;9252;1313;-;5300;1104;103;19;-;-;-;2562;-;37;1780;101139;880;16;-;373;54;-;26;-;-;365;-;7;668;-;7;-;-;-;-;-;-;38;-;149;23;-;-;-;-;-;-;-;479;43;-;-;-;-;-;-;-;128020
04/2025;qtd_aprovada;"110032 SAO MIGUEL DO GUAPORE";10682;49;3;1387;-;612;99;-;-;-;-;-;33;-;2;278;13654;110;23;-;2;-;357;-;-;-;11;-;4;-;-;-;5;-;-;3;-;-;65;-;1;-;-;-;-;-;-;-;-;-;-;-;6072;-;-;-;-;-;33452
04/2025;qtd_aprovada;"110033 NOVA MAMORE";516;171;-;6219;-;230;63;-;-;-;-;-;28;-;1;291;11932;143;3;-;-;-;-;-;-;-;109;-;3;-;-;1;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1501;-;-;-;-;-;21215
04/2025;qtd_aprovada;"110034 ALVORADA D'OESTE";-;182;-;7447;-;669;-;-;-;-;-;-;-;-;-;114;7245;351;-;-;-;-;-;-;-;-;54;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1568;-;-;-;-;-;17631
04/2025;qtd_aprovada;"110037 ALTO ALEGRE DOS PARECIS";2404;-;2573;2796;-;-;123;-;-;-;-;-;2;-;-;2062;8963;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3818;-;-;-;-;-;22741
04/2025;qtd_aprovada;"110040 ALTO PARAISO";2626;3029;-;4960;-;553;142;-;-;-;-;-;40;-;-;440;13653;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3908;-;-;-;-;-;29377
04/2025;qtd_aprovada;"110045 BURITIS";16594;109;188;16512;-;981;145;-;-;-;-;-;351;-;1;1785;33835;720;10;-;-;5;1456;80;-;-;112;-;3;-;-;-;3;1;-;-;-;-;184;1;6;-;-;-;-;-;-;-;-;-;-;-;13590;-;-;-;-;-;86672
04/2025;qtd_aprovada;"110050 NOVO HORIZONTE DO OESTE";-;-;-;3258;-;440;-;-;-;-;-;-;34;-;120;362;3632;164;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4313;-;-;-;-;-;12414
04/2025;qtd_aprovada;"110060 CACAULANDIA";1886;12;1495;1776;-;-;39;-;-;-;-;-;34;-;8;76;2713;144;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8185
04/2025;qtd_aprovada;"110070 CAMPO NOVO DE RONDONIA";4385;-;40;1793;-;109;-;-;-;-;-;-;-;-;-;451;6632;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;500;-;-;-;-;-;13913
04/2025;qtd_aprovada;"110080 CANDEIAS DO JAMARI";-;-;16;8935;-;600;62;-;-;-;-;-;-;-;-;98;4825;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14539
04/2025;qtd_aprovada;"110090 CASTANHEIRAS";1298;-;21;430;-;-;89;-;-;-;-;-;-;-;-;83;3629;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;698;-;-;-;-;-;6250
04/2025;qtd_aprovada;"110092 CHUPINGUAIA";10;69;-;4044;-;190;-;-;-;-;-;-;70;-;-;198;13111;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17758
04/2025;qtd_aprovada;"110094 CUJUBIM";72;-;22;4299;-;1160;1;-;-;-;-;-;9;-;4;197;13445;-;1;-;-;-;-;-;-;-;39;-;1;2;-;-;-;-;-;-;1;-;51;-;1;-;-;-;-;-;-;-;-;-;-;-;1639;-;-;-;-;-;20944
04/2025;qtd_aprovada;"110100 GOVERNADOR JORGE TEIXEIRA";1059;24;3;-;-;99;-;-;-;-;-;-;-;-;-;17;2963;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4187
04/2025;qtd_aprovada;"110110 ITAPUA DO OESTE";798;14;1;3361;-;125;9;-;-;-;-;-;-;-;-;147;7330;1550;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;168;-;-;-;-;-;13543
04/2025;qtd_aprovada;"110120 MINISTRO ANDREAZZA";-;22;-;999;-;138;84;-;-;-;-;-;9;-;-;24;6723;86;132;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;8349
04/2025;qtd_aprovada;"110130 MIRANTE DA SERRA";-;42;306;1237;-;789;84;-;-;-;-;-;-;-;-;4;6716;95;-;-;-;-;-;-;-;-;180;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9474
04/2025;qtd_aprovada;"110140 MONTE NEGRO";1284;64;-;5081;-;426;137;-;-;-;-;-;33;-;-;722;5427;349;1;-;-;-;-;-;-;-;38;-;4;-;-;-;-;-;-;-;-;-;-;2;31;-;-;-;-;-;-;-;-;19;-;-;2905;-;-;-;-;-;16523
04/2025;qtd_aprovada;"110143 NOVA UNIAO";-;166;-;1234;-;1070;77;-;-;-;-;-;2078;-;-;70;7834;-;-;-;-;-;-;-;-;-;14;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12555
04/2025;qtd_aprovada;"110145 PARECIS";-;12;400;8762;-;-;-;-;-;-;-;-;154;-;-;211;16234;-;114;-;-;-;-;97;-;-;640;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26624
04/2025;qtd_aprovada;"110146 PIMENTEIRAS DO OESTE";1569;7;1;522;-;-;-;-;-;-;-;-;4;-;-;90;2697;-;-;-;-;-;68;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;5283
04/2025;qtd_aprovada;"110147 PRIMAVERA DE RONDONIA";838;27;-;946;-;-;-;-;-;-;-;-;-;-;6;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130;-;-;-;-;-;1953
04/2025;qtd_aprovada;"110148 SAO FELIPE D'OESTE";909;8;1044;1252;-;-;90;-;-;-;-;-;-;-;-;55;5505;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1966;-;-;-;-;-;10831
04/2025;qtd_aprovada;"110149 SAO FRANCISCO DO GUAPORE";9511;179;1045;10642;-;67;151;-;-;-;-;-;26;-;-;619;15059;2557;1;-;-;1;292;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-;-;-;-;9040;-;-;-;-;-;49327
04/2025;qtd_aprovada;"110150 SERINGUEIRAS";10600;47;30;3704;-;244;117;-;14;-;1;-;82;-;-;510;14152;140;2;-;-;-;412;-;-;-;24;-;1;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;30105
04/2025;qtd_aprovada;"110155 TEIXEIROPOLIS";-;32;-;-;-;-;-;-;-;-;-;-;752;-;-;90;11110;-;-;-;-;-;-;-;-;-;49;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;825;-;-;-;-;-;12875
04/2025;qtd_aprovada;"110160 THEOBROMA";595;37;-;4927;-;248;31;-;-;-;-;-;23;-;-;29;4278;-;1;-;-;-;98;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10293
04/2025;qtd_aprovada;"110170 URUPA";668;32;-;4879;-;168;-;1;-;-;-;-;9;-;-;160;7218;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;380;-;-;-;-;-;13549
04/2025;qtd_aprovada;"110175 VALE DO ANARI";933;15;126;2866;-;-;86;-;-;-;-;-;-;-;31;153;4483;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4125;-;-;-;-;-;12826
04/2025;qtd_aprovada;"110180 VALE DO PARAISO";447;22;-;909;-;-;-;-;-;-;-;-;3;-;-;4;3929;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;-;-;5425
04/2025;qtd_aprovada;" MUNICIPIO IGNORADO - AC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2025;qtd_aprovada;"120001 ACRELANDIA";-;20;400;-;-;397;-;-;-;-;-;-;-;-;-;993;3585;-;-;-;-;-;-;-;-;-;179;-;4;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5583
04/2025;qtd_aprovada;"120005 ASSIS BRASIL";-;-;-;8574;-;285;-;-;-;-;-;-;73;-;-;224;5367;-;-;-;-;-;-;-;-;-;41;-;5;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14572
04/2025;qtd_aprovada;"120010 BRASILEIA";-;42;2;15884;-;11828;101;-;-;-;-;-;64;162;-;115;20361;209;100;-;872;187;14;-;-;-;184;-;25;-;-;-;53;1;-;-;-;-;39;-;-;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;50248
04/2025;qtd_aprovada;"120013 BUJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
04/2025;qtd_aprovada;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;184;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;184
04/2025;qtd_aprovada;"120020 CRUZEIRO DO SUL";24155;1093;253;54130;-;2874;1347;1037;519;-;29;-;770;24;270;1066;59850;1546;137;-;786;-;-;31;8;-;317;-;-;-;-;-;-;-;-;-;-;-;-;-;21;23;-;-;-;-;-;-;19642;29;67;-;-;-;-;-;-;-;170024
04/2025;qtd_aprovada;"120025 EPITACIOLANDIA";11;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;291;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;346
04/2025;qtd_aprovada;"120030 FEIJO";-;126;-;14457;-;783;-;-;-;-;-;-;-;-;-;-;5737;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21136
04/2025;qtd_aprovada;"120032 JORDAO";-;9;5;-;-;-;-;-;-;-;-;-;-;-;-;50;536;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;600
04/2025;qtd_aprovada;"120033 MANCIO LIMA";14;36;118;4242;-;753;198;-;-;-;-;-;57;-;-;829;13865;134;-;-;-;-;-;-;-;-;292;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20559
04/2025;qtd_aprovada;"120034 MANOEL URBANO";-;19;44;4102;-;-;-;-;-;-;-;-;17;-;-;31;6340;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10590
04/2025;qtd_aprovada;"120035 MARECHAL THAUMATURGO";-;12;1361;3700;-;318;-;-;-;-;-;-;-;-;-;929;14446;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20833
04/2025;qtd_aprovada;"120038 PLACIDO DE CASTRO";1524;36;1859;9593;-;568;-;-;-;-;-;-;49;-;70;402;10226;-;-;-;-;-;1;-;-;-;211;-;3;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24544
04/2025;qtd_aprovada;"120039 PORTO WALTER";273;15;-;1160;-;30;-;-;-;-;-;-;14;-;-;146;2902;-;-;-;-;-;9;-;-;-;14;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4566
04/2025;qtd_aprovada;"120040 RIO BRANCO";49475;1489;7881;336642;11990;18493;4686;8116;1039;79;281;41;9022;6287;696;16900;436101;2135;398;945;5172;2094;5099;510;-;-;4235;-;110;320;1;40;1;33;-;-;2;-;803;3;477;7;194;-;-;-;77;-;162933;1600;52;-;8895;-;-;-;-;-;1105354
04/2025;qtd_aprovada;"120042 RODRIGUES ALVES";-;-;29;-;-;116;-;-;-;-;-;-;-;-;-;80;3640;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3923
04/2025;qtd_aprovada;"120043 SANTA ROSA DO PURUS";-;141;-;1322;-;46;-;-;-;-;-;-;8;-;-;2;706;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2233
04/2025;qtd_aprovada;"120045 SENADOR GUIOMARD";-;4;-;18953;-;645;-;-;-;-;-;-;48;-;-;394;5376;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25490
04/2025;qtd_aprovada;"120050 SENA MADUREIRA";-;188;119;15729;-;2009;22;-;-;-;-;-;275;-;-;49;14070;-;-;-;-;-;-;-;-;-;147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32608
04/2025;qtd_aprovada;"120060 TARAUACA";-;25;-;10225;-;680;-;-;-;-;-;-;-;-;-;-;5828;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16886
04/2025;qtd_aprovada;"120070 XAPURI";-;32;-;6103;-;331;33;-;-;-;-;-;28;-;32;268;10286;-;-;-;-;-;-;-;-;-;217;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17346
04/2025;qtd_aprovada;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68
