periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
04/2025;qtd_aprovada;"221100 TERESINA";1871;4499;27078;305416;6977;26136;11891;5935;2168;-;793;-;30313;22206;39;9180;503031;38613;1320;4288;13422;11785;3250;559;-;-;3002;77;306;2363;18;37;107;26;-;-;2;-;1165;36;259;90;805;-;-;24;167;-;836115;12864;147;-;121845;-;-;-;-;-;2010225
04/2025;qtd_aprovada;"221110 UNIAO";91;-;-;-;-;623;212;-;-;-;-;-;136;-;-;-;11286;2715;-;-;-;-;1113;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;164;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16432
04/2025;qtd_aprovada;"221120 URUCUI";16;420;-;6249;-;703;51;-;-;-;-;-;45;-;-;-;19465;1520;-;-;-;-;-;-;-;-;56;-;-;-;15;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;28563
04/2025;qtd_aprovada;"221130 VALENCA DO PIAUI";-;57;-;2159;340;782;345;-;-;-;-;-;40;-;-;-;16320;496;-;-;-;-;-;-;-;-;96;-;-;-;182;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;20847
04/2025;qtd_aprovada;"221135 VARZEA BRANCA";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;41
04/2025;qtd_aprovada;"221140 VARZEA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;305;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;325
04/2025;qtd_aprovada;"221150 VERA MENDES";-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;58
04/2025;qtd_aprovada;"221160 VILA NOVA DO PIAUI";-;125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125
04/2025;qtd_aprovada;"221170 WALL FERRAZ";-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;46
04/2025;qtd_aprovada;" MUNICIPIO IGNORADO - CE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2025;qtd_aprovada;"230010 ABAIARA";22;6;-;898;-;100;-;-;-;-;-;-;21;-;-;7;3153;16;-;-;-;-;89;-;-;-;14;-;18;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4413
04/2025;qtd_aprovada;"230015 ACARAPE";15;37;-;-;-;-;74;-;-;-;-;-;16;-;-;391;10665;255;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11454
04/2025;qtd_aprovada;"230020 ACARAU";318;130;99;10653;-;1127;525;232;-;-;83;-;295;-;-;335;31147;359;65;-;-;-;1302;1;-;-;107;-;2;118;-;-;1;1;-;-;-;-;661;3;-;-;-;-;-;-;-;-;-;215;-;-;-;-;-;-;-;-;47779
04/2025;qtd_aprovada;"230030 ACOPIARA";12;190;-;3671;528;610;-;-;-;-;-;-;432;-;-;-;21371;1024;-;-;-;-;108;47;-;-;505;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;9011;-;-;-;-;-;37573
04/2025;qtd_aprovada;"230040 AIUABA";-;25;12;1270;-;-;-;-;-;-;-;-;29;-;29;-;6199;-;-;-;-;-;-;-;-;-;32;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2556;-;-;-;-;-;10155
04/2025;qtd_aprovada;"230050 ALCANTARAS";-;28;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;525;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;608
04/2025;qtd_aprovada;"230060 ALTANEIRA";970;17;-;-;-;-;-;-;-;-;-;-;-;-;-;185;2852;437;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4461
04/2025;qtd_aprovada;"230070 ALTO SANTO";115;294;1;2041;-;64;87;-;-;-;-;-;19;-;-;320;4019;970;-;-;-;-;903;-;-;-;8;-;-;-;6;-;-;1;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;24;-;-;407;-;-;-;-;-;9337
04/2025;qtd_aprovada;"230075 AMONTADA";-;784;-;-;-;566;298;-;-;-;-;-;100;-;-;-;12349;-;-;-;-;-;-;-;-;-;65;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14178
04/2025;qtd_aprovada;"230080 ANTONINA DO NORTE";-;30;-;514;-;-;-;-;-;-;-;-;55;-;-;-;9894;279;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10824
04/2025;qtd_aprovada;"230090 APUIARES";-;118;-;-;-;-;-;-;-;-;-;-;1;-;-;3;9268;270;-;-;-;-;-;-;-;-;4;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9668
04/2025;qtd_aprovada;"230100 AQUIRAZ";54;28;23;9987;-;1499;321;-;-;-;40;-;479;-;-;26;42677;3490;-;-;-;-;21;-;-;-;754;-;53;57;9;-;3;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59561
04/2025;qtd_aprovada;"230110 ARACATI";181;1008;448;11449;-;1724;429;140;-;-;4;-;416;-;28;982;25355;1167;81;-;-;-;654;-;-;-;161;-;-;-;1;-;-;1;-;-;-;-;207;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;44452
04/2025;qtd_aprovada;"230120 ARACOIABA";5353;84;-;12008;-;964;71;-;-;-;17;-;108;-;-;604;47893;-;317;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67458
04/2025;qtd_aprovada;"230125 ARARENDA";-;34;-;354;-;-;-;-;-;-;-;-;-;-;-;1056;2428;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;3905
04/2025;qtd_aprovada;"230130 ARARIPE";-;162;1;1543;-;176;98;-;-;-;-;-;152;-;-;316;8915;-;-;-;-;-;-;-;-;-;50;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11425
04/2025;qtd_aprovada;"230140 ARATUBA";-;31;-;-;-;-;-;-;-;-;-;-;93;-;-;537;12788;356;10;-;-;-;-;-;-;-;53;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97;-;-;-;-;-;13967
04/2025;qtd_aprovada;"230150 ARNEIROZ";-;13;95;-;-;-;-;-;-;-;-;-;-;-;-;-;1618;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1805
04/2025;qtd_aprovada;"230160 ASSARE";101;221;107;2740;-;553;143;-;-;-;52;-;140;-;-;304;7527;863;-;-;-;-;34;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;12916
04/2025;qtd_aprovada;"230170 AURORA";-;87;-;2041;-;714;34;-;-;-;-;-;16;-;-;-;3119;480;-;-;-;-;-;-;-;-;150;-;32;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6695
04/2025;qtd_aprovada;"230180 BAIXIO";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
04/2025;qtd_aprovada;"230185 BANABUIU";1;-;512;4012;-;668;-;-;-;-;-;-;438;-;-;623;12347;871;13;-;-;-;-;-;-;-;267;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;-;-;-;19935
04/2025;qtd_aprovada;"230190 BARBALHA";496;280;244;35448;207;2570;2450;1562;291;154;34;-;2099;55;25;422;54511;7779;127;2819;3699;26;420;78;-;-;563;-;3;17;13;4;26;3;-;-;-;-;441;1;7;21;-;-;-;2;6;-;-;52;27;-;-;-;-;-;-;-;116982
04/2025;qtd_aprovada;"230195 BARREIRA";-;117;-;2279;384;-;26;-;-;-;-;-;80;-;-;-;2081;63;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5033
04/2025;qtd_aprovada;"230200 BARRO";-;49;-;-;-;-;-;-;-;-;-;-;58;-;-;1601;14129;149;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;16018
04/2025;qtd_aprovada;"230205 BARROQUINHA";1324;49;-;-;-;-;-;-;-;-;-;-;100;-;-;-;4062;528;-;-;-;-;-;-;-;-;71;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;63;-;-;-;-;-;6238
04/2025;qtd_aprovada;"230210 BATURITE";140;80;825;13794;-;909;307;-;-;-;-;-;1094;-;1;1330;41657;-;1;-;2056;-;992;2;-;-;70;-;-;60;-;-;-;-;-;-;-;-;162;-;-;19;-;-;-;-;-;-;-;124;18;-;-;-;-;-;-;-;63641
04/2025;qtd_aprovada;"230220 BEBERIBE";146;253;-;4034;-;1527;-;-;-;-;9;-;287;-;-;869;27200;507;-;-;-;-;96;16;-;-;140;-;7;-;19;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35154
04/2025;qtd_aprovada;"230230 BELA CRUZ";10;36;722;1238;-;407;232;-;-;-;-;-;72;-;-;137;10101;1171;-;-;-;-;-;-;-;-;53;-;2;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14184
04/2025;qtd_aprovada;"230240 BOA VIAGEM";-;-;172;-;-;2070;546;565;-;-;38;-;200;-;-;1019;21574;624;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;170;-;-;-;-;-;27033
04/2025;qtd_aprovada;"230250 BREJO SANTO";1004;300;275;15674;453;1888;997;114;9;-;168;-;1984;-;-;23;27123;4217;-;-;-;-;891;387;-;-;430;-;93;255;17;-;-;-;-;-;-;-;266;-;-;-;-;-;-;-;-;-;-;89;-;-;-;-;-;-;-;-;56657
04/2025;qtd_aprovada;"230260 CAMOCIM";282;246;1014;14689;495;1680;236;-;-;-;41;-;1138;-;-;804;27166;2419;-;-;-;-;859;-;-;-;35;-;10;211;-;-;-;1;-;-;-;-;293;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;51663
04/2025;qtd_aprovada;"230270 CAMPOS SALES";45;41;27;3665;-;781;285;-;-;-;76;-;16;-;-;291;16651;59;-;-;-;-;-;-;-;-;50;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21993
04/2025;qtd_aprovada;"230280 CANINDE";85;288;70;18395;214;830;431;-;-;-;96;-;438;-;-;507;26177;-;52;-;2515;-;542;-;-;-;31;-;4;119;-;-;-;3;-;-;-;-;387;-;-;14;-;-;-;-;-;-;-;40;1;-;-;-;-;-;-;-;51239
04/2025;qtd_aprovada;"230290 CAPISTRANO";-;169;12;5395;-;214;-;-;-;-;-;-;-;-;-;148;7408;412;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13772
04/2025;qtd_aprovada;"230300 CARIDADE";-;72;2;1132;-;-;68;-;-;-;-;-;43;-;-;196;10258;169;-;-;-;-;-;-;-;-;17;-;4;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;11984
04/2025;qtd_aprovada;"230310 CARIRE";-;25;-;-;-;-;-;-;-;-;-;-;136;-;-;179;12707;366;-;-;-;-;-;-;-;-;298;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;13748
04/2025;qtd_aprovada;"230320 CARIRIACU";92;72;576;4780;-;822;113;-;-;-;-;-;118;-;-;36;20699;-;-;-;-;-;213;-;-;-;114;-;2;-;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27728
04/2025;qtd_aprovada;"230330 CARIUS";-;86;-;1431;-;-;-;-;-;-;-;-;100;-;-;243;13219;-;-;-;-;-;-;-;-;-;94;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;656;-;-;-;-;-;15838
04/2025;qtd_aprovada;"230340 CARNAUBAL";65;130;224;1172;-;-;139;-;-;-;-;-;178;-;-;27;5539;721;-;-;-;-;86;-;-;-;86;-;15;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;8404
04/2025;qtd_aprovada;"230350 CASCAVEL";95;27;11;18975;-;1166;272;-;-;-;-;-;2093;-;-;2335;67825;269;101;-;4851;-;842;-;-;-;138;-;10;152;-;-;-;-;-;-;-;-;107;-;-;68;-;-;-;-;-;-;-;72;70;-;-;-;-;-;-;-;99479
04/2025;qtd_aprovada;"230360 CATARINA";87;28;25;-;-;-;-;-;-;-;-;-;-;-;-;-;4659;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4896
04/2025;qtd_aprovada;"230365 CATUNDA";-;43;-;1124;-;183;71;-;-;-;-;-;96;-;-;400;117239;314;-;-;-;-;140;-;-;-;20;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140;-;-;1335;-;-;-;-;-;121119
04/2025;qtd_aprovada;"230370 CAUCAIA";1240;175;143;47872;-;5072;1841;-;-;-;31;-;1286;-;-;1443;216734;13784;5;-;6695;-;1426;19;8;-;563;-;-;-;-;6;16;2;-;2;1;-;238;-;31;47;-;-;-;-;-;-;603;44;65;-;-;-;-;-;-;-;299392
04/2025;qtd_aprovada;"230380 CEDRO";16;44;19;7082;206;275;128;-;-;-;-;-;-;-;-;-;7576;584;48;-;-;-;31;-;-;-;96;-;11;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16160
04/2025;qtd_aprovada;"230390 CHAVAL";-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;84;6318;-;-;-;-;-;-;-;-;-;26;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;6512
04/2025;qtd_aprovada;"230393 CHORO";1;211;-;4458;-;-;19;-;-;-;15;-;56;-;-;305;7388;6;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12488
04/2025;qtd_aprovada;"230395 CHOROZINHO";-;41;-;3914;-;177;99;-;-;-;-;-;200;-;-;158;9362;469;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14484
04/2025;qtd_aprovada;"230400 COREAU";-;12;-;-;-;-;281;-;-;-;-;-;88;-;-;333;6280;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;7035
04/2025;qtd_aprovada;"230410 CRATEUS";552;1088;22;42017;-;2634;594;230;-;-;119;-;208;-;-;51;17381;-;402;-;3582;-;965;-;-;-;122;-;10;-;-;-;41;-;-;-;-;-;274;-;-;41;-;-;-;-;-;-;172;99;70;-;-;-;-;-;-;-;70674
04/2025;qtd_aprovada;"230420 CRATO";248;405;325;37827;2277;2950;1762;1040;75;-;83;-;1356;8815;-;3154;41793;4424;851;-;4338;4519;727;-;-;-;261;-;3;63;-;-;589;-;-;-;-;-;216;-;-;15;8;-;-;-;57;-;5796;10;21;-;7340;-;-;-;-;-;131348
04/2025;qtd_aprovada;"230423 CROATA";1;242;538;2781;-;289;57;-;-;-;-;-;45;-;1;607;4264;763;-;-;-;-;-;-;-;-;41;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;9659
04/2025;qtd_aprovada;"230425 CRUZ";18;215;1485;7745;-;387;411;16;11;-;14;-;145;-;-;1104;16134;1598;-;-;-;-;-;135;-;-;127;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29549
04/2025;qtd_aprovada;"230426 DEPUTADO IRAPUAN PINHEIRO";-;75;48;700;-;284;-;-;-;-;-;-;50;-;-;71;3002;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4294
04/2025;qtd_aprovada;"230427 ERERE";-;110;-;-;-;-;-;-;-;-;-;-;20;-;-;8;2564;-;-;-;-;-;-;-;-;-;29;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2734
04/2025;qtd_aprovada;"230428 EUSEBIO";2755;175;1478;39115;-;2785;295;-;-;-;41;-;2022;-;-;1853;82752;2459;-;-;3200;-;62;3329;-;-;215;-;-;-;-;-;-;-;-;-;-;-;97;-;-;46;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;142724
04/2025;qtd_aprovada;"230430 FARIAS BRITO";-;49;19;4691;-;395;-;-;-;-;-;-;135;-;-;343;16241;83;1;-;-;-;28;-;-;-;26;-;9;-;10;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;22052
04/2025;qtd_aprovada;"230435 FORQUILHA";50;85;-;-;66;28;-;-;-;-;-;-;-;-;-;1318;7984;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9610
04/2025;qtd_aprovada;"230440 FORTALEZA";30020;3441;4624;1176204;19556;63724;13041;11391;1699;431;2975;34;46829;79446;499;26162;1038495;21640;7519;11178;26606;13570;9225;660;-;-;9337;-;624;2165;84;248;199;237;1;1;22;637;1983;525;1596;194;2922;317;511;22;2676;-;6319868;1006;505;-;1869;23;-;-;-;-;8956541
04/2025;qtd_aprovada;"230445 FORTIM";-;102;1;13;-;-;118;-;-;-;-;-;150;-;-;391;6808;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;7675
04/2025;qtd_aprovada;"230450 FRECHEIRINHA";384;124;-;-;-;-;145;-;-;-;-;-;31;-;-;201;11207;804;-;-;-;-;-;-;-;-;19;-;5;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;13008
04/2025;qtd_aprovada;"230460 GENERAL SAMPAIO";-;110;-;1517;-;-;-;-;-;-;-;-;18;-;-;241;2488;-;-;-;-;-;-;-;-;-;24;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;4426
04/2025;qtd_aprovada;"230465 GRACA";-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1956;297;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;2338
04/2025;qtd_aprovada;"230470 GRANJA";26;143;-;4163;112;801;465;-;-;-;-;-;164;-;-;446;22723;83;1;-;-;-;22;26;-;-;345;-;4;-;13;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;29559
04/2025;qtd_aprovada;"230480 GRANJEIRO";40;18;-;1275;-;7;26;-;-;-;-;-;-;-;-;142;4978;99;7;-;-;-;283;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-;40;-;-;1104;-;-;-;-;-;8119
04/2025;qtd_aprovada;"230490 GROAIRAS";-;-;83;-;-;-;175;-;-;-;-;-;40;-;-;389;8070;-;-;-;-;-;-;-;-;-;313;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;642;-;-;-;-;-;9736
04/2025;qtd_aprovada;"230495 GUAIUBA";4;38;-;6355;-;179;122;-;-;-;-;-;121;-;-;761;18065;-;-;-;-;-;-;-;-;-;33;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25680
04/2025;qtd_aprovada;"230500 GUARACIABA DO NORTE";59;109;675;1201;-;179;-;-;-;-;-;-;33;-;1;1340;23160;736;-;-;-;-;222;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;27932
04/2025;qtd_aprovada;"230510 GUARAMIRANGA";-;80;8;-;-;-;-;-;-;-;-;-;25;-;-;35;4960;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5116
04/2025;qtd_aprovada;"230520 HIDROLANDIA";-;26;-;3708;-;812;223;-;-;-;-;-;73;-;-;482;12704;1608;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;4173;-;-;-;-;-;23889
04/2025;qtd_aprovada;"230523 HORIZONTE";110;271;1324;20289;-;1915;358;-;-;-;46;-;287;-;-;1626;65600;549;39;-;-;1;514;-;-;-;100;-;2;-;3;-;-;2;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93156
04/2025;qtd_aprovada;"230526 IBARETAMA";59;2005;-;7389;-;501;30;-;-;-;-;-;250;-;-;332;11887;-;-;-;-;-;-;-;-;-;349;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22802
04/2025;qtd_aprovada;"230530 IBIAPINA";89;115;1624;5024;-;-;329;-;-;-;30;-;184;-;-;20;8676;1550;-;-;-;-;85;239;-;-;166;-;17;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;18177
04/2025;qtd_aprovada;"230533 IBICUITINGA";-;63;206;1491;-;-;41;-;-;-;-;-;41;-;-;30;5809;-;-;-;-;-;-;-;-;-;70;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7753
04/2025;qtd_aprovada;"230535 ICAPUI";-;116;14;2637;-;191;78;-;-;-;-;-;82;-;-;1976;6680;276;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12082
04/2025;qtd_aprovada;"230540 ICO";410;33;153;3647;52;2146;751;547;-;-;65;-;859;-;1;25;25438;89;-;-;-;-;1114;339;-;-;153;-;14;-;-;-;-;-;-;-;-;-;266;-;-;-;-;-;-;-;-;-;-;145;-;-;-;-;-;-;-;-;36247
